,length,time,memory_num,visited_num
count,1000.0,1000.0,1000.0,1000.0
mean,1.573,0.004184115648269654,639.639,647.745
std,0.4948898017901732,0.0076402201121248785,1018.9468029618915,1184.8794213835374
min,1.0,0.002351522445678711,368.0,368.0
25%,1.0,0.002408444881439209,370.0,370.0
50%,2.0,0.004738450050354004,735.0,740.0
75%,2.0,0.004783928394317627,738.0,741.0
max,2.0,0.24106311798095703,32019.0,37371.0
