,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
,"('switch',)","('switchLevel',)","('colorTemperature',)","('colorControl_hue',)","('colorControl_saturation',)","('switch',)","('switchLevel',)","('colorTemperature',)","('colorControl_hue',)","('colorControl_saturation',)",cmds,length,time,memory_num,visited_num
147,"('on',)","(38,)","(2700,)","(35,)","(0,)","('on',)","(8,)","(4500,)","(0,)","(71,)","['setSaturation:71', 'setLevel:8', 'setColorTemperature:4500']",3,0.00948190689086914,1467,1481
148,"('off',)","(65,)","(3800,)","(0,)","(3,)","('on',)","(65,)","(2700,)","(48,)","(0,)","['setHue:48', 'setColorTemperature:2700']",2,0.004764080047607422,738,740
149,"('off',)","(40,)","(2300,)","(0,)","(92,)","('on',)","(45,)","(5700,)","(0,)","(15,)","['setSaturation:15', 'setLevel:45', 'setColorTemperature:5700']",3,0.00953984260559082,1469,1479
150,"('on',)","(62,)","(2600,)","(15,)","(0,)","('on',)","(62,)","(5800,)","(54,)","(0,)","['setColorTemperature:5800', 'setHue:54']",2,0.0071146488189697266,1103,1113
151,"('off',)","(89,)","(3800,)","(61,)","(0,)","('on',)","(89,)","(5400,)","(31,)","(0,)","['setHue:31', 'setColorTemperature:5400']",2,0.0047817230224609375,739,741
152,"('off',)","(34,)","(7700,)","(0,)","(36,)","('on',)","(34,)","(2700,)","(0,)","(3,)","['setSaturation:3', 'setColorTemperature:2700']",2,0.004742145538330078,737,739
153,"('off',)","(38,)","(2400,)","(10,)","(0,)","('on',)","(44,)","(2400,)","(5,)","(0,)","['setLevel:44', 'setHue:5']",2,0.007109403610229492,1107,1112
154,"('off',)","(43,)","(7500,)","(95,)","(0,)","('on',)","(43,)","(8500,)","(0,)","(69,)","['setSaturation:69', 'setColorTemperature:8500']",2,0.00475764274597168,738,740
155,"('off',)","(12,)","(6900,)","(0,)","(2,)","('on',)","(12,)","(4700,)","(15,)","(0,)","['setHue:15', 'setColorTemperature:4700']",2,0.004788875579833984,738,740
156,"('off',)","(70,)","(3300,)","(10,)","(0,)","('on',)","(70,)","(3300,)","(0,)","(80,)",['setSaturation:80'],1,0.0024204254150390625,371,370
157,"('off',)","(16,)","(6600,)","(0,)","(17,)","('on',)","(50,)","(8600,)","(0,)","(17,)","['setLevel:50', 'setColorTemperature:8600']",2,0.007077932357788086,1104,1109
158,"('on',)","(85,)","(7700,)","(0,)","(74,)","('on',)","(45,)","(6000,)","(50,)","(0,)","['setHue:50', 'setColorTemperature:6000', 'setLevel:45']",3,0.007207155227661133,1102,1112
159,"('off',)","(2,)","(3000,)","(0,)","(78,)","('on',)","(2,)","(2700,)","(0,)","(9,)","['setColorTemperature:2700', 'setSaturation:9']",2,0.00474095344543457,737,739
160,"('on',)","(62,)","(6100,)","(0,)","(42,)","('on',)","(62,)","(8100,)","(0,)","(81,)","['setColorTemperature:8100', 'setSaturation:81']",2,0.007173776626586914,1100,1110
161,"('on',)","(85,)","(6700,)","(0,)","(27,)","('on',)","(100,)","(6700,)","(29,)","(0,)","['setHue:29', 'setLevel:100']",2,0.004792928695678711,735,741
162,"('on',)","(38,)","(7800,)","(0,)","(3,)","('on',)","(38,)","(2900,)","(0,)","(25,)","['setSaturation:25', 'setColorTemperature:2900']",2,0.004748106002807617,734,740
163,"('on',)","(51,)","(8200,)","(26,)","(0,)","('on',)","(51,)","(5900,)","(0,)","(2,)","['setSaturation:2', 'setColorTemperature:5900']",2,0.0048351287841796875,735,741
164,"('on',)","(17,)","(7100,)","(0,)","(10,)","('on',)","(17,)","(7100,)","(26,)","(0,)",['setHue:26'],1,0.002415895462036133,368,370
165,"('off',)","(96,)","(6100,)","(100,)","(0,)","('on',)","(27,)","(6100,)","(0,)","(56,)","['setSaturation:56', 'setLevel:27']",2,0.004792451858520508,738,740
166,"('on',)","(14,)","(7400,)","(33,)","(0,)","('on',)","(14,)","(7400,)","(28,)","(0,)",['setHue:28'],1,0.0024614334106445312,369,371
167,"('off',)","(11,)","(8100,)","(0,)","(74,)","('on',)","(11,)","(2700,)","(0,)","(9,)","['setColorTemperature:2700', 'setSaturation:9']",2,0.004837512969970703,737,739
168,"('on',)","(84,)","(4900,)","(78,)","(0,)","('on',)","(45,)","(4900,)","(67,)","(0,)","['setHue:67', 'setLevel:45']",2,0.004759073257446289,736,742
169,"('off',)","(68,)","(7100,)","(12,)","(0,)","('on',)","(28,)","(7100,)","(0,)","(7,)","['setSaturation:7', 'setLevel:28']",2,0.004769563674926758,738,740
170,"('off',)","(52,)","(8900,)","(37,)","(0,)","('on',)","(52,)","(3800,)","(73,)","(0,)","['setColorTemperature:3800', 'setHue:73']",2,0.004732847213745117,739,741
171,"('on',)","(54,)","(8300,)","(0,)","(46,)","('on',)","(54,)","(7400,)","(0,)","(31,)","['setSaturation:31', 'setColorTemperature:7400']",2,0.004759073257446289,734,740
172,"('off',)","(33,)","(6000,)","(37,)","(0,)","('on',)","(33,)","(4100,)","(80,)","(0,)","['setColorTemperature:4100', 'setHue:80']",2,0.004747867584228516,739,741
173,"('off',)","(55,)","(5200,)","(99,)","(0,)","('on',)","(44,)","(5200,)","(0,)","(88,)","['setSaturation:88', 'setLevel:44']",2,0.004756927490234375,738,740
174,"('on',)","(80,)","(5900,)","(0,)","(39,)","('on',)","(90,)","(5900,)","(0,)","(100,)","['setSaturation:100', 'setLevel:90']",2,0.004767894744873047,734,740
175,"('on',)","(20,)","(5400,)","(71,)","(0,)","('on',)","(2,)","(5400,)","(49,)","(0,)","['setHue:49', 'setLevel:2']",2,0.0047338008880615234,736,742
176,"('on',)","(86,)","(7000,)","(50,)","(0,)","('on',)","(86,)","(2300,)","(4,)","(0,)","['setHue:4', 'setColorTemperature:2300']",2,0.004767656326293945,736,742
177,"('on',)","(22,)","(8400,)","(0,)","(23,)","('on',)","(63,)","(8400,)","(33,)","(0,)","['setHue:33', 'setLevel:63']",2,0.00475621223449707,735,741
178,"('off',)","(2,)","(7000,)","(2,)","(0,)","('on',)","(2,)","(7000,)","(0,)","(48,)",['setSaturation:48'],1,0.0023980140686035156,371,370
179,"('off',)","(15,)","(7800,)","(74,)","(0,)","('on',)","(93,)","(7800,)","(32,)","(0,)","['setHue:32', 'setLevel:93']",2,0.004818439483642578,739,741
180,"('on',)","(84,)","(8800,)","(59,)","(0,)","('on',)","(73,)","(8800,)","(0,)","(69,)","['setSaturation:69', 'setLevel:73']",2,0.004806041717529297,735,741
181,"('on',)","(98,)","(3200,)","(74,)","(0,)","('on',)","(32,)","(6400,)","(74,)","(0,)","['setLevel:32', 'setColorTemperature:6400']",2,0.004770994186401367,736,742
182,"('on',)","(58,)","(5300,)","(28,)","(0,)","('on',)","(58,)","(2500,)","(0,)","(33,)","['setSaturation:33', 'setColorTemperature:2500']",2,0.004762887954711914,735,741
183,"('off',)","(86,)","(5800,)","(100,)","(0,)","('on',)","(3,)","(8600,)","(55,)","(0,)","['setLevel:3', 'setColorTemperature:8600', 'setHue:55']",3,0.014131307601928711,2207,2225
184,"('on',)","(57,)","(5500,)","(80,)","(0,)","('on',)","(57,)","(5500,)","(56,)","(0,)",['setHue:56'],1,0.0024437904357910156,369,371
185,"('off',)","(44,)","(3400,)","(0,)","(45,)","('on',)","(61,)","(8200,)","(72,)","(0,)","['setHue:72', 'setLevel:61', 'setColorTemperature:8200']",3,0.009498834609985352,1472,1482
186,"('on',)","(43,)","(2400,)","(66,)","(0,)","('on',)","(43,)","(2400,)","(0,)","(1,)",['setSaturation:1'],1,0.0024111270904541016,369,371
187,"('off',)","(17,)","(7600,)","(0,)","(39,)","('on',)","(4,)","(4700,)","(85,)","(0,)","['setHue:85', 'setColorTemperature:4700', 'setLevel:4']",3,0.007081031799316406,1105,1111
188,"('off',)","(55,)","(2600,)","(64,)","(0,)","('on',)","(83,)","(2600,)","(0,)","(82,)","['setSaturation:82', 'setLevel:83']",2,0.004786014556884766,738,740
189,"('on',)","(81,)","(7400,)","(43,)","(0,)","('on',)","(59,)","(7400,)","(0,)","(92,)","['setSaturation:92', 'setLevel:59']",2,0.004774570465087891,735,741
190,"('on',)","(6,)","(5400,)","(0,)","(40,)","('on',)","(6,)","(5400,)","(0,)","(60,)",['setSaturation:60'],1,0.0023872852325439453,368,370
191,"('on',)","(31,)","(2200,)","(38,)","(0,)","('on',)","(72,)","(5400,)","(0,)","(95,)","['setSaturation:95', 'setLevel:72', 'setColorTemperature:5400']",3,0.009467124938964844,1467,1478
192,"('on',)","(19,)","(2200,)","(31,)","(0,)","('on',)","(19,)","(2200,)","(0,)","(8,)",['setSaturation:8'],1,0.0024039745330810547,369,370
193,"('off',)","(35,)","(6700,)","(43,)","(0,)","('on',)","(35,)","(5800,)","(43,)","(0,)",['setColorTemperature:5800'],1,0.002403736114501953,371,370
194,"('off',)","(60,)","(7200,)","(0,)","(8,)","('on',)","(89,)","(5200,)","(98,)","(0,)","['setHue:98', 'setColorTemperature:5200', 'setLevel:89']",3,0.007073640823364258,1105,1111
195,"('off',)","(46,)","(6900,)","(0,)","(48,)","('on',)","(46,)","(8300,)","(4,)","(0,)","['setHue:4', 'setColorTemperature:8300']",2,0.004774332046508789,738,740
196,"('on',)","(71,)","(7000,)","(40,)","(0,)","('on',)","(71,)","(7000,)","(0,)","(57,)",['setSaturation:57'],1,0.002416849136352539,369,371
197,"('on',)","(34,)","(6300,)","(0,)","(30,)","('on',)","(6,)","(6300,)","(0,)","(40,)","['setLevel:6', 'setSaturation:40']",2,0.00704646110534668,1100,1110
198,"('off',)","(26,)","(6700,)","(0,)","(41,)","('on',)","(14,)","(6700,)","(56,)","(0,)","['setHue:56', 'setLevel:14']",2,0.004781961441040039,738,740
199,"('on',)","(33,)","(7200,)","(0,)","(20,)","('on',)","(64,)","(7200,)","(0,)","(1,)","['setSaturation:1', 'setLevel:64']",2,0.004776477813720703,734,740
200,"('on',)","(98,)","(8000,)","(0,)","(19,)","('on',)","(92,)","(6600,)","(36,)","(0,)","['setHue:36', 'setColorTemperature:6600', 'setLevel:92']",3,0.007143974304199219,1102,1112
201,"('off',)","(27,)","(3400,)","(0,)","(4,)","('on',)","(31,)","(3400,)","(43,)","(0,)","['setHue:43', 'setLevel:31']",2,0.004734516143798828,738,740
202,"('off',)","(43,)","(6100,)","(0,)","(56,)","('on',)","(93,)","(2700,)","(0,)","(73,)","['setColorTemperature:2700', 'setLevel:93', 'setSaturation:73']",3,0.011805295944213867,1835,1849
203,"('off',)","(47,)","(8100,)","(0,)","(48,)","('on',)","(61,)","(8100,)","(57,)","(0,)","['setHue:57', 'setLevel:61']",2,0.004738330841064453,738,740
204,"('on',)","(39,)","(4700,)","(78,)","(0,)","('on',)","(58,)","(4700,)","(0,)","(4,)","['setSaturation:4', 'setLevel:58']",2,0.004740476608276367,735,741
205,"('on',)","(36,)","(8600,)","(12,)","(0,)","('on',)","(4,)","(6200,)","(12,)","(0,)","['setColorTemperature:6200', 'setLevel:4']",2,0.004779338836669922,736,742
206,"('on',)","(33,)","(6400,)","(0,)","(93,)","('on',)","(92,)","(8100,)","(0,)","(52,)","['setSaturation:52', 'setLevel:92', 'setColorTemperature:8100']",3,0.009434700012207031,1466,1480
207,"('on',)","(28,)","(6600,)","(25,)","(0,)","('on',)","(28,)","(7500,)","(13,)","(0,)","['setHue:13', 'setColorTemperature:7500']",2,0.004796028137207031,736,742
208,"('off',)","(1,)","(5800,)","(0,)","(67,)","('on',)","(90,)","(8100,)","(0,)","(92,)","['setLevel:90', 'setColorTemperature:8100', 'setSaturation:92']",3,0.016933202743530273,2562,2585
209,"('off',)","(38,)","(6900,)","(0,)","(62,)","('on',)","(13,)","(6900,)","(64,)","(0,)","['setHue:64', 'setLevel:13']",2,0.004740238189697266,738,740
210,"('off',)","(32,)","(7400,)","(73,)","(0,)","('on',)","(32,)","(7400,)","(0,)","(66,)",['setSaturation:66'],1,0.0024001598358154297,371,370
211,"('off',)","(60,)","(8900,)","(38,)","(0,)","('on',)","(75,)","(8900,)","(0,)","(77,)","['setSaturation:77', 'setLevel:75']",2,0.004756450653076172,738,740
212,"('on',)","(86,)","(4000,)","(0,)","(83,)","('on',)","(86,)","(8900,)","(0,)","(65,)","['setSaturation:65', 'setColorTemperature:8900']",2,0.004854679107666016,734,740
213,"('off',)","(16,)","(5800,)","(0,)","(90,)","('on',)","(5,)","(7900,)","(93,)","(0,)","['setHue:93', 'setLevel:5', 'setColorTemperature:7900']",3,0.009604454040527344,1472,1482
214,"('on',)","(89,)","(3800,)","(0,)","(6,)","('on',)","(42,)","(3800,)","(42,)","(0,)","['setHue:42', 'setLevel:42']",2,0.004819393157958984,735,741
215,"('off',)","(18,)","(6400,)","(78,)","(0,)","('on',)","(22,)","(6400,)","(78,)","(0,)",['setLevel:22'],1,0.002394437789916992,371,370
216,"('off',)","(81,)","(4200,)","(0,)","(3,)","('on',)","(47,)","(4200,)","(0,)","(83,)","['setLevel:47', 'setSaturation:83']",2,0.004757881164550781,737,739
217,"('off',)","(55,)","(8600,)","(0,)","(91,)","('on',)","(92,)","(7300,)","(0,)","(37,)","['setSaturation:37', 'setColorTemperature:7300', 'setLevel:92']",3,0.007162332534790039,1103,1109
218,"('on',)","(29,)","(2500,)","(52,)","(0,)","('on',)","(38,)","(2500,)","(0,)","(20,)","['setSaturation:20', 'setLevel:38']",2,0.004792690277099609,735,741
219,"('off',)","(15,)","(7100,)","(88,)","(0,)","('on',)","(62,)","(4500,)","(0,)","(61,)","['setSaturation:61', 'setColorTemperature:4500', 'setLevel:62']",3,0.007112264633178711,1104,1110
220,"('off',)","(80,)","(7700,)","(97,)","(0,)","('on',)","(84,)","(5100,)","(40,)","(0,)","['setHue:40', 'setColorTemperature:5100', 'setLevel:84']",3,0.0071468353271484375,1106,1112
221,"('off',)","(83,)","(5300,)","(0,)","(55,)","('on',)","(50,)","(3400,)","(0,)","(24,)","['setSaturation:24', 'setColorTemperature:3400', 'setLevel:50']",3,0.007116079330444336,1103,1109
222,"('on',)","(47,)","(4400,)","(74,)","(0,)","('on',)","(47,)","(5000,)","(0,)","(84,)","['setSaturation:84', 'setColorTemperature:5000']",2,0.005074739456176758,735,741
223,"('off',)","(24,)","(8900,)","(36,)","(0,)","('on',)","(24,)","(8900,)","(0,)","(65,)",['setSaturation:65'],1,0.002393007278442383,371,370
224,"('on',)","(37,)","(5800,)","(44,)","(0,)","('on',)","(89,)","(5800,)","(27,)","(0,)","['setHue:27', 'setLevel:89']",2,0.00477910041809082,736,742
225,"('on',)","(22,)","(4000,)","(17,)","(0,)","('on',)","(43,)","(4000,)","(0,)","(37,)","['setSaturation:37', 'setLevel:43']",2,0.004765987396240234,735,741
226,"('off',)","(99,)","(4300,)","(16,)","(0,)","('off',)","(99,)","(6300,)","(0,)","(7,)","['setSaturation:7', 'setColorTemperature:6300', 'setLevel:0']",3,0.00946950912475586,1468,1479
227,"('off',)","(25,)","(5900,)","(8,)","(0,)","('on',)","(25,)","(5900,)","(21,)","(0,)",['setHue:21'],1,0.0023806095123291016,371,370
228,"('on',)","(52,)","(6500,)","(0,)","(56,)","('on',)","(52,)","(5300,)","(21,)","(0,)","['setHue:21', 'setColorTemperature:5300']",2,0.004770994186401367,735,741
229,"('on',)","(11,)","(4900,)","(0,)","(84,)","('on',)","(13,)","(3300,)","(72,)","(0,)","['setHue:72', 'setColorTemperature:3300', 'setLevel:13']",3,0.007124900817871094,1102,1112
230,"('on',)","(34,)","(3100,)","(0,)","(66,)","('on',)","(68,)","(3100,)","(51,)","(0,)","['setHue:51', 'setLevel:68']",2,0.004781246185302734,735,741
231,"('on',)","(41,)","(8300,)","(0,)","(4,)","('on',)","(48,)","(8300,)","(0,)","(18,)","['setSaturation:18', 'setLevel:48']",2,0.00476384162902832,734,740
232,"('on',)","(3,)","(2700,)","(0,)","(93,)","('on',)","(3,)","(2400,)","(17,)","(0,)","['setHue:17', 'setColorTemperature:2400']",2,0.00475001335144043,735,741
233,"('off',)","(18,)","(6900,)","(0,)","(39,)","('on',)","(18,)","(6900,)","(49,)","(0,)",['setHue:49'],1,0.002396821975708008,370,369
234,"('off',)","(83,)","(5300,)","(0,)","(93,)","('on',)","(56,)","(7200,)","(98,)","(0,)","['setHue:98', 'setLevel:56', 'setColorTemperature:7200']",3,0.0071408748626708984,1105,1111
235,"('off',)","(75,)","(7000,)","(43,)","(0,)","('on',)","(75,)","(8900,)","(0,)","(53,)","['setSaturation:53', 'setColorTemperature:8900']",2,0.004800558090209961,738,740
236,"('on',)","(94,)","(2600,)","(97,)","(0,)","('on',)","(28,)","(2600,)","(0,)","(77,)","['setSaturation:77', 'setLevel:28']",2,0.004765748977661133,735,741
237,"('off',)","(50,)","(5900,)","(0,)","(79,)","('on',)","(52,)","(6400,)","(3,)","(0,)","['setHue:3', 'setLevel:52', 'setColorTemperature:6400']",3,0.009571552276611328,1472,1482
238,"('on',)","(4,)","(6000,)","(0,)","(20,)","('on',)","(84,)","(6000,)","(0,)","(28,)","['setLevel:84', 'setSaturation:28']",2,0.0071222782135009766,1100,1110
239,"('off',)","(1,)","(4900,)","(17,)","(0,)","('on',)","(87,)","(4900,)","(5,)","(0,)","['setLevel:87', 'setHue:5']",2,0.00701594352722168,1106,1110
240,"('on',)","(24,)","(2700,)","(0,)","(70,)","('on',)","(25,)","(2700,)","(0,)","(79,)","['setLevel:25', 'setSaturation:79']",2,0.007145404815673828,1100,1110
241,"('on',)","(66,)","(4900,)","(15,)","(0,)","('on',)","(66,)","(4500,)","(0,)","(78,)","['setSaturation:78', 'setColorTemperature:4500']",2,0.004807472229003906,735,741
242,"('off',)","(82,)","(2700,)","(0,)","(84,)","('on',)","(82,)","(2700,)","(38,)","(0,)",['setHue:38'],1,0.002407550811767578,370,369
243,"('off',)","(79,)","(7000,)","(46,)","(0,)","('on',)","(16,)","(7000,)","(46,)","(0,)",['setLevel:16'],1,0.0024042129516601562,371,370
244,"('on',)","(36,)","(4300,)","(0,)","(56,)","('on',)","(36,)","(2800,)","(20,)","(0,)","['setHue:20', 'setColorTemperature:2800']",2,0.004784345626831055,735,741
245,"('off',)","(4,)","(4300,)","(0,)","(25,)","('on',)","(67,)","(2700,)","(0,)","(69,)","['setColorTemperature:2700', 'setLevel:67', 'setSaturation:69']",3,0.011754989624023438,1835,1849
246,"('on',)","(57,)","(6800,)","(0,)","(43,)","('on',)","(57,)","(7000,)","(0,)","(27,)","['setSaturation:27', 'setColorTemperature:7000']",2,0.004763603210449219,734,740
247,"('off',)","(42,)","(4400,)","(85,)","(0,)","('on',)","(5,)","(4400,)","(73,)","(0,)","['setHue:73', 'setLevel:5']",2,0.004726886749267578,739,741
248,"('off',)","(35,)","(2400,)","(14,)","(0,)","('on',)","(35,)","(6700,)","(14,)","(0,)",['setColorTemperature:6700'],1,0.0023941993713378906,371,370
249,"('on',)","(68,)","(4500,)","(0,)","(86,)","('on',)","(68,)","(5600,)","(0,)","(29,)","['setSaturation:29', 'setColorTemperature:5600']",2,0.004770040512084961,734,740
250,"('on',)","(80,)","(5700,)","(86,)","(0,)","('on',)","(80,)","(3300,)","(0,)","(6,)","['setSaturation:6', 'setColorTemperature:3300']",2,0.004755258560180664,735,741
251,"('on',)","(29,)","(4400,)","(84,)","(0,)","('on',)","(97,)","(4400,)","(0,)","(34,)","['setSaturation:34', 'setLevel:97']",2,0.0047647953033447266,735,741
252,"('off',)","(32,)","(3500,)","(51,)","(0,)","('on',)","(32,)","(3500,)","(0,)","(42,)",['setSaturation:42'],1,0.002393484115600586,371,370
253,"('off',)","(41,)","(4400,)","(0,)","(78,)","('on',)","(41,)","(3200,)","(0,)","(48,)","['setSaturation:48', 'setColorTemperature:3200']",2,0.0047626495361328125,737,739
254,"('on',)","(28,)","(7000,)","(61,)","(0,)","('on',)","(27,)","(3700,)","(51,)","(0,)","['setHue:51', 'setColorTemperature:3700', 'setLevel:27']",3,0.0071201324462890625,1103,1113
255,"('on',)","(13,)","(3800,)","(23,)","(0,)","('on',)","(10,)","(3800,)","(23,)","(0,)",['setLevel:10'],1,0.0024309158325195312,369,371
256,"('on',)","(91,)","(3300,)","(9,)","(0,)","('on',)","(91,)","(2300,)","(0,)","(69,)","['setSaturation:69', 'setColorTemperature:2300']",2,0.0048100948333740234,735,741
257,"('off',)","(13,)","(7600,)","(21,)","(0,)","('on',)","(47,)","(2200,)","(21,)","(0,)","['setColorTemperature:2200', 'setLevel:47']",2,0.004791259765625,739,740
258,"('on',)","(42,)","(4500,)","(0,)","(86,)","('on',)","(61,)","(4500,)","(56,)","(0,)","['setHue:56', 'setLevel:61']",2,0.004761457443237305,735,741
259,"('off',)","(31,)","(5300,)","(39,)","(0,)","('on',)","(21,)","(5300,)","(50,)","(0,)","['setLevel:21', 'setHue:50']",2,0.004755496978759766,739,741
260,"('on',)","(77,)","(5200,)","(6,)","(0,)","('on',)","(77,)","(5600,)","(0,)","(72,)","['setSaturation:72', 'setColorTemperature:5600']",2,0.004804372787475586,735,741
261,"('on',)","(73,)","(6500,)","(0,)","(0,)","('on',)","(73,)","(8000,)","(0,)","(37,)","['setColorTemperature:8000', 'setSaturation:37']",2,0.007116794586181641,1103,1110
262,"('on',)","(68,)","(6300,)","(71,)","(0,)","('on',)","(82,)","(6300,)","(0,)","(25,)","['setSaturation:25', 'setLevel:82']",2,0.00477910041809082,735,741
263,"('on',)","(16,)","(8000,)","(0,)","(95,)","('on',)","(49,)","(8000,)","(9,)","(0,)","['setHue:9', 'setLevel:49']",2,0.004755258560180664,735,741
264,"('off',)","(65,)","(8000,)","(0,)","(64,)","('on',)","(54,)","(8000,)","(32,)","(0,)","['setHue:32', 'setLevel:54']",2,0.004758596420288086,738,740
265,"('off',)","(48,)","(3800,)","(0,)","(90,)","('on',)","(48,)","(3800,)","(0,)","(67,)",['setSaturation:67'],1,0.0023958683013916016,370,369
266,"('off',)","(44,)","(8600,)","(0,)","(5,)","('on',)","(50,)","(8600,)","(33,)","(0,)","['setHue:33', 'setLevel:50']",2,0.004796504974365234,738,740
267,"('on',)","(93,)","(5900,)","(0,)","(17,)","('on',)","(93,)","(6200,)","(0,)","(92,)","['setColorTemperature:6200', 'setSaturation:92']",2,0.007151365280151367,1100,1110
268,"('on',)","(14,)","(2600,)","(0,)","(75,)","('on',)","(10,)","(2600,)","(0,)","(37,)","['setSaturation:37', 'setLevel:10']",2,0.004782438278198242,734,740
269,"('on',)","(39,)","(6200,)","(0,)","(73,)","('on',)","(39,)","(2400,)","(0,)","(10,)","['setSaturation:10', 'setColorTemperature:2400']",2,0.004823207855224609,734,740
270,"('on',)","(29,)","(4100,)","(0,)","(95,)","('on',)","(29,)","(4100,)","(44,)","(0,)",['setHue:44'],1,0.0023970603942871094,368,370
271,"('on',)","(47,)","(8900,)","(0,)","(74,)","('on',)","(5,)","(3700,)","(0,)","(82,)","['setColorTemperature:3700', 'setLevel:5', 'setSaturation:82']",3,0.011815071105957031,1831,1850
272,"('on',)","(45,)","(5400,)","(77,)","(0,)","('on',)","(45,)","(2200,)","(12,)","(0,)","['setHue:12', 'setColorTemperature:2200']",2,0.004805326461791992,736,742
273,"('on',)","(63,)","(6000,)","(84,)","(0,)","('on',)","(50,)","(8600,)","(44,)","(0,)","['setHue:44', 'setLevel:50', 'setColorTemperature:8600']",3,0.007196903228759766,1103,1113
274,"('off',)","(10,)","(6400,)","(0,)","(89,)","('on',)","(10,)","(4000,)","(0,)","(19,)","['setSaturation:19', 'setColorTemperature:4000']",2,0.00476837158203125,737,739
275,"('off',)","(82,)","(3500,)","(78,)","(0,)","('on',)","(70,)","(2200,)","(8,)","(0,)","['setColorTemperature:2200', 'setLevel:70', 'setHue:8']",3,0.009472846984863281,1473,1481
276,"('off',)","(37,)","(3100,)","(0,)","(92,)","('on',)","(37,)","(5100,)","(0,)","(73,)","['setSaturation:73', 'setColorTemperature:5100']",2,0.004720449447631836,737,739
277,"('off',)","(94,)","(8600,)","(48,)","(0,)","('on',)","(1,)","(5900,)","(54,)","(0,)","['setColorTemperature:5900', 'setLevel:1', 'setHue:54']",3,0.009495019912719727,1473,1481
278,"('off',)","(60,)","(5300,)","(0,)","(56,)","('on',)","(12,)","(5300,)","(0,)","(5,)","['setSaturation:5', 'setLevel:12']",2,0.004748106002807617,737,739
279,"('off',)","(50,)","(6100,)","(0,)","(28,)","('on',)","(26,)","(6100,)","(0,)","(22,)","['setSaturation:22', 'setLevel:26']",2,0.004796266555786133,737,739
280,"('on',)","(59,)","(5700,)","(0,)","(39,)","('on',)","(59,)","(6400,)","(66,)","(0,)","['setHue:66', 'setColorTemperature:6400']",2,0.004798173904418945,735,741
281,"('off',)","(44,)","(6800,)","(18,)","(0,)","('on',)","(19,)","(3300,)","(18,)","(0,)","['setColorTemperature:3300', 'setLevel:19']",2,0.004788875579833984,739,741
282,"('on',)","(81,)","(4200,)","(0,)","(27,)","('on',)","(81,)","(6300,)","(0,)","(81,)","['setColorTemperature:6300', 'setSaturation:81']",2,0.00716710090637207,1100,1110
283,"('on',)","(20,)","(2900,)","(81,)","(0,)","('on',)","(20,)","(2900,)","(1,)","(0,)",['setHue:1'],1,0.002428293228149414,369,371
284,"('off',)","(6,)","(8700,)","(0,)","(45,)","('on',)","(6,)","(5200,)","(11,)","(0,)","['setHue:11', 'setColorTemperature:5200']",2,0.004728794097900391,738,740
285,"('on',)","(32,)","(6500,)","(0,)","(0,)","('on',)","(32,)","(6500,)","(7,)","(0,)",['setHue:7'],1,0.002410411834716797,369,370
286,"('on',)","(93,)","(4000,)","(55,)","(0,)","('on',)","(25,)","(4000,)","(47,)","(0,)","['setHue:47', 'setLevel:25']",2,0.004768848419189453,736,742
287,"('on',)","(59,)","(2600,)","(92,)","(0,)","('on',)","(58,)","(2600,)","(0,)","(46,)","['setSaturation:46', 'setLevel:58']",2,0.004748106002807617,735,741
288,"('on',)","(74,)","(8500,)","(0,)","(24,)","('on',)","(88,)","(6000,)","(0,)","(24,)","['setColorTemperature:6000', 'setLevel:88']",2,0.004769086837768555,734,740
289,"('on',)","(36,)","(5200,)","(0,)","(38,)","('on',)","(36,)","(8300,)","(62,)","(0,)","['setHue:62', 'setColorTemperature:8300']",2,0.004781246185302734,735,741
290,"('on',)","(78,)","(5900,)","(15,)","(0,)","('on',)","(45,)","(5600,)","(15,)","(0,)","['setColorTemperature:5600', 'setLevel:45']",2,0.004756927490234375,736,742
291,"('on',)","(29,)","(5700,)","(23,)","(0,)","('on',)","(52,)","(5700,)","(21,)","(0,)","['setHue:21', 'setLevel:52']",2,0.004748344421386719,736,742
292,"('off',)","(20,)","(4900,)","(0,)","(6,)","('on',)","(42,)","(4900,)","(0,)","(64,)","['setLevel:42', 'setSaturation:64']",2,0.007069826126098633,1104,1109
293,"('off',)","(41,)","(3500,)","(94,)","(0,)","('on',)","(41,)","(7900,)","(0,)","(72,)","['setSaturation:72', 'setColorTemperature:7900']",2,0.004819631576538086,738,740
294,"('off',)","(89,)","(8300,)","(0,)","(8,)","('on',)","(89,)","(5400,)","(0,)","(3,)","['setSaturation:3', 'setColorTemperature:5400']",2,0.00479435920715332,737,739
295,"('off',)","(19,)","(5200,)","(58,)","(0,)","('on',)","(19,)","(5200,)","(0,)","(82,)",['setSaturation:82'],1,0.002396106719970703,371,370
296,"('on',)","(8,)","(5700,)","(86,)","(0,)","('on',)","(63,)","(3900,)","(86,)","(0,)","['setColorTemperature:3900', 'setLevel:63']",2,0.004728555679321289,736,742
297,"('off',)","(60,)","(3400,)","(0,)","(91,)","('on',)","(60,)","(3400,)","(0,)","(74,)",['setSaturation:74'],1,0.0024461746215820312,370,369
298,"('off',)","(95,)","(2900,)","(2,)","(0,)","('on',)","(95,)","(2900,)","(0,)","(7,)",['setSaturation:7'],1,0.0024139881134033203,371,370
