,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
,"('switch',)","('switchLevel',)","('colorTemperature',)","('colorControl_hue',)","('colorControl_saturation',)","('switch',)","('switchLevel',)","('colorTemperature',)","('colorControl_hue',)","('colorControl_saturation',)",cmds,length,time,memory_num,visited_num
299,"('off',)","(82,)","(4000,)","(34,)","(0,)","('on',)","(82,)","(8400,)","(41,)","(0,)","['setColorTemperature:8400', 'setHue:41']",2,0.007104158401489258,1107,1112
300,"('on',)","(70,)","(5100,)","(72,)","(0,)","('on',)","(33,)","(5100,)","(0,)","(15,)","['setSaturation:15', 'setLevel:33']",2,0.004825592041015625,735,741
301,"('off',)","(67,)","(8400,)","(0,)","(3,)","('on',)","(59,)","(8400,)","(0,)","(40,)","['setLevel:59', 'setSaturation:40']",2,0.0048215389251708984,737,739
302,"('on',)","(89,)","(8800,)","(28,)","(0,)","('on',)","(89,)","(8800,)","(0,)","(9,)",['setSaturation:9'],1,0.002428770065307617,369,371
303,"('off',)","(80,)","(6800,)","(0,)","(72,)","('on',)","(81,)","(6800,)","(0,)","(76,)","['setLevel:81', 'setSaturation:76']",2,0.0071413516998291016,1104,1109
304,"('on',)","(9,)","(6500,)","(0,)","(58,)","('on',)","(71,)","(6500,)","(69,)","(0,)","['setHue:69', 'setLevel:71']",2,0.004713535308837891,735,741
305,"('on',)","(43,)","(8600,)","(0,)","(9,)","('on',)","(71,)","(8600,)","(98,)","(0,)","['setHue:98', 'setLevel:71']",2,0.00477290153503418,735,741
306,"('on',)","(91,)","(7600,)","(51,)","(0,)","('on',)","(58,)","(6700,)","(0,)","(24,)","['setSaturation:24', 'setColorTemperature:6700', 'setLevel:58']",3,0.007082700729370117,1101,1111
307,"('on',)","(61,)","(3700,)","(83,)","(0,)","('on',)","(61,)","(3700,)","(99,)","(0,)",['setHue:99'],1,0.002428293228149414,369,371
308,"('on',)","(1,)","(2300,)","(0,)","(50,)","('on',)","(65,)","(8100,)","(64,)","(0,)","['setHue:64', 'setLevel:65', 'setColorTemperature:8100']",3,0.00934600830078125,1469,1480
309,"('on',)","(83,)","(5600,)","(7,)","(0,)","('on',)","(83,)","(7800,)","(0,)","(84,)","['setSaturation:84', 'setColorTemperature:7800']",2,0.004796743392944336,735,741
310,"('on',)","(13,)","(4300,)","(13,)","(0,)","('on',)","(13,)","(6100,)","(43,)","(0,)","['setColorTemperature:6100', 'setHue:43']",2,0.0072476863861083984,1103,1113
311,"('on',)","(14,)","(3400,)","(73,)","(0,)","('on',)","(14,)","(3400,)","(0,)","(20,)",['setSaturation:20'],1,0.0024008750915527344,369,371
312,"('on',)","(82,)","(7400,)","(0,)","(35,)","('on',)","(17,)","(8400,)","(0,)","(41,)","['setLevel:17', 'setColorTemperature:8400', 'setSaturation:41']",3,0.014458179473876953,2196,2220
313,"('off',)","(86,)","(5900,)","(51,)","(0,)","('on',)","(86,)","(5900,)","(52,)","(0,)",['setHue:52'],1,0.002451181411743164,371,370
314,"('off',)","(4,)","(5200,)","(0,)","(64,)","('on',)","(27,)","(7200,)","(0,)","(51,)","['setSaturation:51', 'setLevel:27', 'setColorTemperature:7200']",3,0.007111072540283203,1103,1109
315,"('on',)","(67,)","(2300,)","(83,)","(0,)","('on',)","(60,)","(2300,)","(0,)","(94,)","['setSaturation:94', 'setLevel:60']",2,0.0048160552978515625,735,741
316,"('on',)","(15,)","(5600,)","(87,)","(0,)","('on',)","(80,)","(5600,)","(65,)","(0,)","['setHue:65', 'setLevel:80']",2,0.004809141159057617,736,742
317,"('on',)","(68,)","(5700,)","(0,)","(96,)","('on',)","(53,)","(2600,)","(96,)","(0,)","['setHue:96', 'setColorTemperature:2600', 'setLevel:53']",3,0.007130146026611328,1102,1112
318,"('on',)","(9,)","(6100,)","(12,)","(0,)","('on',)","(9,)","(8300,)","(0,)","(44,)","['setSaturation:44', 'setColorTemperature:8300']",2,0.0047719478607177734,735,741
319,"('on',)","(88,)","(3500,)","(0,)","(93,)","('on',)","(88,)","(5100,)","(26,)","(0,)","['setHue:26', 'setColorTemperature:5100']",2,0.004735469818115234,735,741
320,"('off',)","(17,)","(8100,)","(18,)","(0,)","('on',)","(4,)","(7200,)","(73,)","(0,)","['setColorTemperature:7200', 'setLevel:4', 'setHue:73']",3,0.011735916137695312,1840,1854
321,"('off',)","(6,)","(5700,)","(75,)","(0,)","('on',)","(81,)","(5700,)","(0,)","(68,)","['setSaturation:68', 'setLevel:81']",2,0.004731893539428711,738,740
322,"('off',)","(26,)","(7600,)","(0,)","(57,)","('on',)","(28,)","(7100,)","(64,)","(0,)","['setHue:64', 'setColorTemperature:7100', 'setLevel:28']",3,0.0071485042572021484,1105,1111
323,"('off',)","(29,)","(6100,)","(60,)","(0,)","('on',)","(17,)","(6500,)","(60,)","(0,)","['setLevel:17', 'setColorTemperature:6500']",2,0.0047833919525146484,739,741
324,"('off',)","(10,)","(6100,)","(48,)","(0,)","('on',)","(78,)","(6100,)","(0,)","(73,)","['setSaturation:73', 'setLevel:78']",2,0.004798412322998047,738,740
325,"('on',)","(25,)","(7100,)","(26,)","(0,)","('on',)","(30,)","(7100,)","(0,)","(24,)","['setSaturation:24', 'setLevel:30']",2,0.004837751388549805,735,741
326,"('off',)","(77,)","(8600,)","(5,)","(0,)","('on',)","(77,)","(2200,)","(0,)","(63,)","['setSaturation:63', 'setColorTemperature:2200']",2,0.004797458648681641,738,740
327,"('off',)","(9,)","(5300,)","(0,)","(61,)","('on',)","(9,)","(7500,)","(0,)","(22,)","['setSaturation:22', 'setColorTemperature:7500']",2,0.004787921905517578,737,739
328,"('on',)","(36,)","(2800,)","(49,)","(0,)","('on',)","(22,)","(2800,)","(0,)","(35,)","['setSaturation:35', 'setLevel:22']",2,0.004771709442138672,735,741
329,"('off',)","(14,)","(3200,)","(68,)","(0,)","('on',)","(14,)","(5700,)","(0,)","(78,)","['setSaturation:78', 'setColorTemperature:5700']",2,0.004766702651977539,738,740
330,"('off',)","(70,)","(8000,)","(0,)","(69,)","('on',)","(29,)","(8000,)","(0,)","(30,)","['setSaturation:30', 'setLevel:29']",2,0.004778146743774414,737,739
331,"('off',)","(28,)","(5600,)","(91,)","(0,)","('on',)","(28,)","(7800,)","(60,)","(0,)","['setHue:60', 'setColorTemperature:7800']",2,0.0047571659088134766,739,741
332,"('off',)","(54,)","(7200,)","(56,)","(0,)","('on',)","(82,)","(7200,)","(0,)","(34,)","['setSaturation:34', 'setLevel:82']",2,0.004750967025756836,738,740
333,"('on',)","(21,)","(7300,)","(4,)","(0,)","('on',)","(9,)","(5600,)","(4,)","(0,)","['setColorTemperature:5600', 'setLevel:9']",2,0.004728555679321289,736,742
334,"('off',)","(12,)","(7300,)","(0,)","(32,)","('on',)","(33,)","(7300,)","(0,)","(6,)","['setLevel:33', 'setSaturation:6']",2,0.0070726871490478516,1104,1109
335,"('on',)","(82,)","(8000,)","(0,)","(33,)","('on',)","(82,)","(8000,)","(0,)","(12,)",['setSaturation:12'],1,0.0024275779724121094,368,370
336,"('on',)","(41,)","(8800,)","(0,)","(14,)","('on',)","(15,)","(8800,)","(0,)","(60,)","['setLevel:15', 'setSaturation:60']",2,0.004771232604980469,734,740
337,"('off',)","(11,)","(6400,)","(93,)","(0,)","('on',)","(98,)","(5300,)","(93,)","(0,)","['setColorTemperature:5300', 'setLevel:98']",2,0.00476527214050293,739,741
338,"('on',)","(99,)","(2200,)","(0,)","(57,)","('on',)","(99,)","(4300,)","(0,)","(73,)","['setColorTemperature:4300', 'setSaturation:73']",2,0.007112264633178711,1100,1108
339,"('off',)","(24,)","(7100,)","(56,)","(0,)","('on',)","(57,)","(7100,)","(56,)","(0,)",['setLevel:57'],1,0.0023844242095947266,371,370
340,"('off',)","(69,)","(6500,)","(86,)","(0,)","('on',)","(92,)","(3300,)","(0,)","(97,)","['setSaturation:97', 'setColorTemperature:3300', 'setLevel:92']",3,0.007209300994873047,1104,1110
341,"('on',)","(54,)","(2900,)","(64,)","(0,)","('on',)","(33,)","(2900,)","(0,)","(31,)","['setSaturation:31', 'setLevel:33']",2,0.004788398742675781,735,741
342,"('off',)","(7,)","(4600,)","(0,)","(65,)","('on',)","(7,)","(8200,)","(0,)","(65,)",['setColorTemperature:8200'],1,0.0023844242095947266,370,369
343,"('on',)","(56,)","(2900,)","(62,)","(0,)","('on',)","(94,)","(2900,)","(44,)","(0,)","['setHue:44', 'setLevel:94']",2,0.004771709442138672,736,742
344,"('off',)","(0,)","(2900,)","(0,)","(82,)","('on',)","(0,)","(2700,)","(0,)","(51,)","['setSaturation:51', 'setColorTemperature:2700']",2,0.004738807678222656,738,739
345,"('off',)","(33,)","(8300,)","(0,)","(64,)","('on',)","(33,)","(8300,)","(13,)","(0,)",['setHue:13'],1,0.0023784637451171875,370,369
346,"('off',)","(81,)","(2700,)","(84,)","(0,)","('on',)","(28,)","(7600,)","(50,)","(0,)","['setHue:50', 'setLevel:28', 'setColorTemperature:7600']",3,0.0071523189544677734,1106,1112
347,"('off',)","(94,)","(5500,)","(81,)","(0,)","('on',)","(94,)","(5500,)","(0,)","(39,)",['setSaturation:39'],1,0.0024383068084716797,371,370
348,"('off',)","(78,)","(4900,)","(12,)","(0,)","('on',)","(78,)","(6100,)","(75,)","(0,)","['setColorTemperature:6100', 'setHue:75']",2,0.007067680358886719,1107,1112
349,"('on',)","(69,)","(4700,)","(0,)","(70,)","('on',)","(69,)","(4700,)","(32,)","(0,)",['setHue:32'],1,0.002420186996459961,368,370
350,"('off',)","(50,)","(4900,)","(83,)","(0,)","('on',)","(50,)","(4900,)","(58,)","(0,)",['setHue:58'],1,0.0024290084838867188,371,370
351,"('off',)","(4,)","(7400,)","(15,)","(0,)","('on',)","(37,)","(7400,)","(6,)","(0,)","['setLevel:37', 'setHue:6']",2,0.004760026931762695,739,741
352,"('on',)","(45,)","(4400,)","(19,)","(0,)","('on',)","(45,)","(8400,)","(53,)","(0,)","['setColorTemperature:8400', 'setHue:53']",2,0.0072171688079833984,1103,1113
353,"('off',)","(52,)","(4900,)","(78,)","(0,)","('on',)","(54,)","(8600,)","(78,)","(0,)","['setLevel:54', 'setColorTemperature:8600']",2,0.007132291793823242,1107,1112
354,"('on',)","(78,)","(4100,)","(0,)","(70,)","('on',)","(84,)","(2500,)","(44,)","(0,)","['setHue:44', 'setColorTemperature:2500', 'setLevel:84']",3,0.0071680545806884766,1102,1112
355,"('off',)","(100,)","(6800,)","(0,)","(14,)","('on',)","(23,)","(7400,)","(0,)","(40,)","['setLevel:23', 'setColorTemperature:7400', 'setSaturation:40']",3,0.01666712760925293,2563,2589
356,"('on',)","(98,)","(6500,)","(68,)","(0,)","('on',)","(98,)","(8700,)","(11,)","(0,)","['setHue:11', 'setColorTemperature:8700']",2,0.0047855377197265625,736,742
357,"('off',)","(58,)","(6000,)","(0,)","(22,)","('on',)","(58,)","(4600,)","(85,)","(0,)","['setHue:85', 'setColorTemperature:4600']",2,0.004785299301147461,738,740
358,"('on',)","(78,)","(7300,)","(25,)","(0,)","('on',)","(23,)","(7300,)","(62,)","(0,)","['setLevel:23', 'setHue:62']",2,0.004790782928466797,736,742
359,"('off',)","(83,)","(4500,)","(34,)","(0,)","('on',)","(10,)","(4500,)","(53,)","(0,)","['setLevel:10', 'setHue:53']",2,0.005055904388427734,739,741
360,"('off',)","(80,)","(7800,)","(19,)","(0,)","('on',)","(80,)","(6900,)","(0,)","(6,)","['setSaturation:6', 'setColorTemperature:6900']",2,0.004814863204956055,738,740
361,"('off',)","(9,)","(4600,)","(40,)","(0,)","('on',)","(9,)","(4300,)","(41,)","(0,)","['setColorTemperature:4300', 'setHue:41']",2,0.0047359466552734375,739,741
362,"('off',)","(3,)","(2700,)","(48,)","(0,)","('on',)","(96,)","(2700,)","(0,)","(88,)","['setSaturation:88', 'setLevel:96']",2,0.004740715026855469,738,740
363,"('on',)","(66,)","(4500,)","(51,)","(0,)","('on',)","(9,)","(4500,)","(0,)","(34,)","['setSaturation:34', 'setLevel:9']",2,0.004767656326293945,735,741
364,"('off',)","(12,)","(3200,)","(65,)","(0,)","('on',)","(47,)","(2300,)","(65,)","(0,)","['setColorTemperature:2300', 'setLevel:47']",2,0.004769563674926758,739,741
365,"('on',)","(87,)","(6800,)","(0,)","(84,)","('on',)","(11,)","(2800,)","(78,)","(0,)","['setHue:78', 'setColorTemperature:2800', 'setLevel:11']",3,0.0071184635162353516,1102,1112
366,"('on',)","(68,)","(8900,)","(0,)","(2,)","('on',)","(70,)","(5300,)","(0,)","(2,)","['setColorTemperature:5300', 'setLevel:70']",2,0.004751443862915039,734,740
367,"('off',)","(41,)","(3200,)","(0,)","(61,)","('on',)","(21,)","(3200,)","(0,)","(32,)","['setSaturation:32', 'setLevel:21']",2,0.004741191864013672,737,739
368,"('off',)","(3,)","(3800,)","(0,)","(60,)","('on',)","(3,)","(3800,)","(98,)","(0,)",['setHue:98'],1,0.00238800048828125,370,369
369,"('off',)","(54,)","(7100,)","(0,)","(61,)","('on',)","(54,)","(7100,)","(0,)","(100,)",['setSaturation:100'],1,0.002408266067504883,370,369
370,"('on',)","(17,)","(3800,)","(0,)","(32,)","('on',)","(80,)","(3800,)","(0,)","(66,)","['setLevel:80', 'setSaturation:66']",2,0.007150173187255859,1100,1110
371,"('on',)","(69,)","(4200,)","(0,)","(96,)","('on',)","(98,)","(2500,)","(0,)","(93,)","['setSaturation:93', 'setColorTemperature:2500', 'setLevel:98']",3,0.007172584533691406,1100,1110
372,"('off',)","(76,)","(4300,)","(0,)","(45,)","('on',)","(18,)","(3000,)","(84,)","(0,)","['setHue:84', 'setColorTemperature:3000', 'setLevel:18']",3,0.007127523422241211,1105,1111
373,"('on',)","(66,)","(3700,)","(0,)","(37,)","('on',)","(93,)","(6900,)","(0,)","(37,)","['setLevel:93', 'setColorTemperature:6900']",2,0.007200956344604492,1100,1110
374,"('on',)","(61,)","(4900,)","(26,)","(0,)","('on',)","(10,)","(8900,)","(58,)","(0,)","['setLevel:10', 'setColorTemperature:8900', 'setHue:58']",3,0.01440119743347168,2202,2226
375,"('off',)","(45,)","(8100,)","(51,)","(0,)","('on',)","(45,)","(3500,)","(0,)","(83,)","['setSaturation:83', 'setColorTemperature:3500']",2,0.0047528743743896484,738,740
376,"('on',)","(57,)","(6200,)","(96,)","(0,)","('on',)","(64,)","(7000,)","(0,)","(38,)","['setSaturation:38', 'setLevel:64', 'setColorTemperature:7000']",3,0.009483098983764648,1467,1481
377,"('on',)","(33,)","(2400,)","(0,)","(6,)","('on',)","(33,)","(2400,)","(5,)","(0,)",['setHue:5'],1,0.002397298812866211,368,370
378,"('off',)","(86,)","(5600,)","(0,)","(41,)","('on',)","(87,)","(5600,)","(0,)","(61,)","['setLevel:87', 'setSaturation:61']",2,0.00708770751953125,1104,1109
379,"('on',)","(89,)","(7600,)","(0,)","(93,)","('on',)","(66,)","(7600,)","(0,)","(22,)","['setSaturation:22', 'setLevel:66']",2,0.0047664642333984375,734,740
380,"('on',)","(65,)","(6400,)","(12,)","(0,)","('on',)","(30,)","(6400,)","(36,)","(0,)","['setLevel:30', 'setHue:36']",2,0.0047740936279296875,736,742
381,"('off',)","(100,)","(4200,)","(59,)","(0,)","('on',)","(88,)","(4200,)","(0,)","(63,)","['setSaturation:63', 'setLevel:88']",2,0.004761219024658203,738,740
382,"('on',)","(25,)","(5600,)","(0,)","(7,)","('on',)","(69,)","(5600,)","(0,)","(69,)","['setSaturation:69', 'setLevel:69']",2,0.004794120788574219,734,740
383,"('off',)","(53,)","(5900,)","(5,)","(0,)","('on',)","(53,)","(5900,)","(70,)","(0,)",['setHue:70'],1,0.002413034439086914,371,370
384,"('on',)","(87,)","(6700,)","(0,)","(73,)","('on',)","(95,)","(6700,)","(95,)","(0,)","['setHue:95', 'setLevel:95']",2,0.004820585250854492,735,741
385,"('off',)","(93,)","(8900,)","(24,)","(0,)","('on',)","(93,)","(8900,)","(0,)","(69,)",['setSaturation:69'],1,0.002412080764770508,371,370
386,"('off',)","(73,)","(4500,)","(0,)","(23,)","('on',)","(82,)","(4500,)","(38,)","(0,)","['setHue:38', 'setLevel:82']",2,0.0048220157623291016,738,740
387,"('on',)","(51,)","(4800,)","(56,)","(0,)","('on',)","(51,)","(2600,)","(0,)","(82,)","['setSaturation:82', 'setColorTemperature:2600']",2,0.00478672981262207,735,741
388,"('off',)","(79,)","(7400,)","(0,)","(0,)","('on',)","(4,)","(7000,)","(58,)","(0,)","['setColorTemperature:7000', 'setLevel:4', 'setHue:58']",3,0.009396791458129883,1472,1479
389,"('on',)","(27,)","(5100,)","(5,)","(0,)","('on',)","(27,)","(5900,)","(0,)","(74,)","['setSaturation:74', 'setColorTemperature:5900']",2,0.004770517349243164,735,741
390,"('on',)","(90,)","(4900,)","(0,)","(17,)","('on',)","(90,)","(6300,)","(80,)","(0,)","['setHue:80', 'setColorTemperature:6300']",2,0.004776477813720703,735,741
391,"('on',)","(54,)","(2800,)","(0,)","(64,)","('on',)","(53,)","(2800,)","(0,)","(27,)","['setSaturation:27', 'setLevel:53']",2,0.004786014556884766,734,740
392,"('off',)","(39,)","(4000,)","(0,)","(32,)","('on',)","(19,)","(4000,)","(0,)","(80,)","['setLevel:19', 'setSaturation:80']",2,0.004723072052001953,737,739
393,"('on',)","(68,)","(8600,)","(0,)","(64,)","('on',)","(84,)","(6000,)","(31,)","(0,)","['setHue:31', 'setColorTemperature:6000', 'setLevel:84']",3,0.007200479507446289,1102,1112
394,"('on',)","(46,)","(2300,)","(50,)","(0,)","('on',)","(30,)","(2300,)","(0,)","(93,)","['setSaturation:93', 'setLevel:30']",2,0.004771232604980469,735,741
395,"('on',)","(98,)","(7500,)","(92,)","(0,)","('on',)","(88,)","(7500,)","(25,)","(0,)","['setHue:25', 'setLevel:88']",2,0.0047910213470458984,736,742
396,"('off',)","(4,)","(6300,)","(90,)","(0,)","('on',)","(68,)","(2800,)","(60,)","(0,)","['setHue:60', 'setColorTemperature:2800', 'setLevel:68']",3,0.007060527801513672,1106,1112
397,"('on',)","(9,)","(4200,)","(41,)","(0,)","('on',)","(49,)","(3700,)","(90,)","(0,)","['setColorTemperature:3700', 'setLevel:49', 'setHue:90']",3,0.009465217590332031,1469,1484
398,"('on',)","(3,)","(8300,)","(0,)","(92,)","('on',)","(3,)","(8300,)","(0,)","(17,)",['setSaturation:17'],1,0.002390623092651367,368,370
399,"('on',)","(95,)","(4800,)","(44,)","(0,)","('on',)","(48,)","(4800,)","(60,)","(0,)","['setLevel:48', 'setHue:60']",2,0.004784584045410156,736,742
400,"('on',)","(77,)","(6300,)","(55,)","(0,)","('on',)","(77,)","(3300,)","(84,)","(0,)","['setColorTemperature:3300', 'setHue:84']",2,0.004790544509887695,736,742
401,"('on',)","(23,)","(8900,)","(63,)","(0,)","('on',)","(23,)","(8900,)","(29,)","(0,)",['setHue:29'],1,0.0024204254150390625,369,371
402,"('off',)","(95,)","(8700,)","(18,)","(0,)","('on',)","(6,)","(8700,)","(0,)","(1,)","['setSaturation:1', 'setLevel:6']",2,0.004744052886962891,738,740
403,"('off',)","(62,)","(8100,)","(0,)","(96,)","('on',)","(46,)","(8100,)","(0,)","(24,)","['setSaturation:24', 'setLevel:46']",2,0.004807710647583008,737,739
404,"('on',)","(47,)","(2400,)","(0,)","(77,)","('on',)","(89,)","(2400,)","(49,)","(0,)","['setHue:49', 'setLevel:89']",2,0.004791259765625,735,741
405,"('off',)","(11,)","(3800,)","(0,)","(2,)","('on',)","(11,)","(2500,)","(0,)","(6,)","['setColorTemperature:2500', 'setSaturation:6']",2,0.004770040512084961,737,739
406,"('off',)","(1,)","(2300,)","(0,)","(53,)","('on',)","(1,)","(4300,)","(0,)","(44,)","['setSaturation:44', 'setColorTemperature:4300']",2,0.00475764274597168,736,737
407,"('on',)","(2,)","(7600,)","(0,)","(87,)","('on',)","(24,)","(5600,)","(74,)","(0,)","['setHue:74', 'setColorTemperature:5600', 'setLevel:24']",3,0.007175445556640625,1102,1112
408,"('on',)","(47,)","(3700,)","(0,)","(96,)","('on',)","(46,)","(3700,)","(0,)","(52,)","['setSaturation:52', 'setLevel:46']",2,0.004834175109863281,734,740
409,"('off',)","(84,)","(8100,)","(0,)","(80,)","('on',)","(84,)","(5200,)","(47,)","(0,)","['setHue:47', 'setColorTemperature:5200']",2,0.004810810089111328,738,740
410,"('off',)","(84,)","(7900,)","(0,)","(29,)","('on',)","(32,)","(7900,)","(41,)","(0,)","['setHue:41', 'setLevel:32']",2,0.004752635955810547,738,740
411,"('on',)","(78,)","(3200,)","(0,)","(92,)","('on',)","(52,)","(3200,)","(47,)","(0,)","['setHue:47', 'setLevel:52']",2,0.004781007766723633,735,741
412,"('off',)","(1,)","(7100,)","(0,)","(17,)","('on',)","(48,)","(7100,)","(32,)","(0,)","['setHue:32', 'setLevel:48']",2,0.004790067672729492,737,738
413,"('off',)","(81,)","(8000,)","(88,)","(0,)","('on',)","(47,)","(8000,)","(0,)","(31,)","['setSaturation:31', 'setLevel:47']",2,0.004829883575439453,738,740
414,"('on',)","(10,)","(2700,)","(58,)","(0,)","('on',)","(10,)","(2700,)","(64,)","(0,)",['setHue:64'],1,0.002447843551635742,369,371
415,"('off',)","(70,)","(7600,)","(0,)","(51,)","('on',)","(92,)","(7600,)","(48,)","(0,)","['setHue:48', 'setLevel:92']",2,0.0047762393951416016,738,740
416,"('on',)","(97,)","(2300,)","(46,)","(0,)","('on',)","(97,)","(8600,)","(0,)","(93,)","['setSaturation:93', 'setColorTemperature:8600']",2,0.0048024654388427734,735,741
417,"('on',)","(17,)","(5400,)","(7,)","(0,)","('on',)","(64,)","(3100,)","(2,)","(0,)","['setHue:2', 'setColorTemperature:3100', 'setLevel:64']",3,0.0072019100189208984,1103,1113
418,"('on',)","(20,)","(3400,)","(96,)","(0,)","('on',)","(20,)","(7200,)","(0,)","(29,)","['setSaturation:29', 'setColorTemperature:7200']",2,0.00482487678527832,735,741
419,"('off',)","(37,)","(3800,)","(0,)","(89,)","('on',)","(1,)","(2600,)","(0,)","(59,)","['setSaturation:59', 'setColorTemperature:2600', 'setLevel:1']",3,0.007109165191650391,1103,1109
420,"('off',)","(9,)","(7300,)","(0,)","(77,)","('on',)","(50,)","(7300,)","(0,)","(62,)","['setSaturation:62', 'setLevel:50']",2,0.004758358001708984,737,739
421,"('on',)","(84,)","(3400,)","(0,)","(68,)","('on',)","(25,)","(3400,)","(7,)","(0,)","['setHue:7', 'setLevel:25']",2,0.004792928695678711,735,741
422,"('off',)","(25,)","(7200,)","(0,)","(79,)","('on',)","(66,)","(7200,)","(90,)","(0,)","['setHue:90', 'setLevel:66']",2,0.00477290153503418,738,740
423,"('on',)","(60,)","(2200,)","(54,)","(0,)","('on',)","(60,)","(2200,)","(0,)","(86,)",['setSaturation:86'],1,0.0024056434631347656,369,370
424,"('off',)","(47,)","(8800,)","(93,)","(0,)","('on',)","(47,)","(5900,)","(0,)","(80,)","['setSaturation:80', 'setColorTemperature:5900']",2,0.004772186279296875,738,740
425,"('off',)","(97,)","(8500,)","(0,)","(61,)","('on',)","(97,)","(8500,)","(0,)","(100,)",['setSaturation:100'],1,0.002395153045654297,370,369
426,"('on',)","(45,)","(6300,)","(52,)","(0,)","('on',)","(45,)","(6300,)","(0,)","(1,)",['setSaturation:1'],1,0.002403736114501953,369,371
427,"('on',)","(49,)","(7600,)","(0,)","(0,)","('on',)","(49,)","(4600,)","(0,)","(42,)","['setColorTemperature:4600', 'setSaturation:42']",2,0.004791736602783203,736,740
428,"('on',)","(23,)","(3500,)","(9,)","(0,)","('on',)","(57,)","(3500,)","(20,)","(0,)","['setHue:20', 'setLevel:57']",2,0.004820108413696289,736,742
429,"('off',)","(72,)","(3500,)","(2,)","(0,)","('on',)","(10,)","(3500,)","(2,)","(0,)",['setLevel:10'],1,0.0024132728576660156,371,370
430,"('on',)","(74,)","(4900,)","(0,)","(96,)","('on',)","(74,)","(8400,)","(0,)","(39,)","['setSaturation:39', 'setColorTemperature:8400']",2,0.004770517349243164,734,740
431,"('off',)","(43,)","(3300,)","(0,)","(14,)","('on',)","(46,)","(4200,)","(0,)","(40,)","['setLevel:46', 'setColorTemperature:4200', 'setSaturation:40']",3,0.01673269271850586,2563,2589
432,"('on',)","(4,)","(7700,)","(10,)","(0,)","('on',)","(100,)","(5600,)","(10,)","(0,)","['setColorTemperature:5600', 'setLevel:100']",2,0.004743814468383789,736,742
433,"('off',)","(62,)","(2200,)","(0,)","(90,)","('on',)","(61,)","(5800,)","(38,)","(0,)","['setHue:38', 'setLevel:61', 'setColorTemperature:5800']",3,0.007113456726074219,1104,1108
434,"('off',)","(1,)","(6500,)","(97,)","(0,)","('on',)","(1,)","(4600,)","(0,)","(3,)","['setSaturation:3', 'setColorTemperature:4600']",2,0.004735231399536133,737,738
435,"('off',)","(93,)","(4600,)","(16,)","(0,)","('on',)","(44,)","(8400,)","(16,)","(0,)","['setLevel:44', 'setColorTemperature:8400']",2,0.004824399948120117,739,741
436,"('off',)","(46,)","(8600,)","(0,)","(96,)","('on',)","(44,)","(6900,)","(0,)","(96,)","['setColorTemperature:6900', 'setLevel:44']",2,0.0048105716705322266,737,739
437,"('off',)","(78,)","(8200,)","(0,)","(43,)","('on',)","(36,)","(8200,)","(0,)","(100,)","['setSaturation:100', 'setLevel:36']",2,0.004807233810424805,737,739
438,"('on',)","(99,)","(3200,)","(47,)","(0,)","('on',)","(99,)","(3200,)","(60,)","(0,)",['setHue:60'],1,0.002445697784423828,369,371
439,"('off',)","(82,)","(4100,)","(14,)","(0,)","('on',)","(36,)","(4900,)","(54,)","(0,)","['setLevel:36', 'setColorTemperature:4900', 'setHue:54']",3,0.014330625534057617,2207,2225
440,"('on',)","(63,)","(2900,)","(0,)","(39,)","('on',)","(63,)","(7800,)","(0,)","(98,)","['setColorTemperature:7800', 'setSaturation:98']",2,0.00721287727355957,1100,1110
441,"('on',)","(40,)","(6300,)","(0,)","(65,)","('on',)","(5,)","(6300,)","(0,)","(86,)","['setLevel:5', 'setSaturation:86']",2,0.007075309753417969,1100,1110
442,"('off',)","(51,)","(4800,)","(56,)","(0,)","('on',)","(51,)","(7000,)","(28,)","(0,)","['setHue:28', 'setColorTemperature:7000']",2,0.004806995391845703,739,741
443,"('on',)","(47,)","(2400,)","(67,)","(0,)","('on',)","(47,)","(4700,)","(27,)","(0,)","['setHue:27', 'setColorTemperature:4700']",2,0.004766225814819336,736,742
444,"('off',)","(67,)","(2200,)","(0,)","(66,)","('on',)","(60,)","(7800,)","(0,)","(11,)","['setSaturation:11', 'setLevel:60', 'setColorTemperature:7800']",3,0.007094860076904297,1102,1106
445,"('on',)","(3,)","(7500,)","(8,)","(0,)","('on',)","(3,)","(5300,)","(62,)","(0,)","['setHue:62', 'setColorTemperature:5300']",2,0.004791975021362305,736,742
446,"('on',)","(83,)","(3300,)","(36,)","(0,)","('on',)","(93,)","(3300,)","(36,)","(0,)",['setLevel:93'],1,0.0024132728576660156,369,371
447,"('off',)","(75,)","(4300,)","(0,)","(56,)","('on',)","(75,)","(8500,)","(38,)","(0,)","['setHue:38', 'setColorTemperature:8500']",2,0.004761695861816406,738,740
448,"('on',)","(77,)","(4800,)","(0,)","(29,)","('on',)","(77,)","(4800,)","(2,)","(0,)",['setHue:2'],1,0.002435922622680664,368,370
449,"('on',)","(20,)","(4000,)","(32,)","(0,)","('on',)","(10,)","(4000,)","(63,)","(0,)","['setLevel:10', 'setHue:63']",2,0.004841327667236328,736,742
450,"('off',)","(44,)","(3700,)","(88,)","(0,)","('on',)","(93,)","(3700,)","(30,)","(0,)","['setHue:30', 'setLevel:93']",2,0.004798412322998047,739,741
