,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
296,"('off',)","(54,)","(4700,)","(0,)","(65,)","('on',)","(9,)","(4700,)","(95,)","(0,)","['setHue:95', 'setLevel:9']",2,0.0047338008880615234,738,740
297,"('on',)","(86,)","(4800,)","(0,)","(62,)","('on',)","(86,)","(4800,)","(35,)","(0,)",['setHue:35'],1,0.002420663833618164,368,370
298,"('off',)","(84,)","(3200,)","(85,)","(0,)","('on',)","(84,)","(8900,)","(44,)","(0,)","['setHue:44', 'setColorTemperature:8900']",2,0.0048065185546875,739,741
299,"('off',)","(81,)","(8000,)","(0,)","(48,)","('on',)","(83,)","(4100,)","(0,)","(35,)","['setSaturation:35', 'setColorTemperature:4100', 'setLevel:83']",3,0.0071868896484375,1103,1109
300,"('off',)","(97,)","(3200,)","(0,)","(24,)","('on',)","(97,)","(3200,)","(62,)","(0,)",['setHue:62'],1,0.002383708953857422,370,369
301,"('off',)","(72,)","(8200,)","(0,)","(94,)","('on',)","(6,)","(7700,)","(7,)","(0,)","['setHue:7', 'setColorTemperature:7700', 'setLevel:6']",3,0.007055044174194336,1105,1111
302,"('off',)","(16,)","(4100,)","(0,)","(2,)","('on',)","(52,)","(4100,)","(0,)","(46,)","['setLevel:52', 'setSaturation:46']",2,0.007078886032104492,1104,1109
303,"('off',)","(73,)","(5400,)","(0,)","(78,)","('on',)","(65,)","(5400,)","(0,)","(84,)","['setLevel:65', 'setSaturation:84']",2,0.004776716232299805,737,739
304,"('off',)","(15,)","(4700,)","(0,)","(68,)","('on',)","(15,)","(4700,)","(8,)","(0,)",['setHue:8'],1,0.002420663833618164,370,369
305,"('on',)","(31,)","(8200,)","(0,)","(44,)","('on',)","(31,)","(8200,)","(9,)","(0,)",['setHue:9'],1,0.002422809600830078,368,370
306,"('off',)","(1,)","(6900,)","(0,)","(33,)","('on',)","(48,)","(7500,)","(0,)","(33,)","['setLevel:48', 'setColorTemperature:7500']",2,0.00715947151184082,1103,1107
307,"('on',)","(57,)","(4000,)","(51,)","(0,)","('on',)","(69,)","(4000,)","(98,)","(0,)","['setLevel:69', 'setHue:98']",2,0.007170915603637695,1103,1113
308,"('on',)","(8,)","(4300,)","(0,)","(47,)","('on',)","(14,)","(2600,)","(43,)","(0,)","['setHue:43', 'setColorTemperature:2600', 'setLevel:14']",3,0.007127523422241211,1102,1112
309,"('on',)","(71,)","(6200,)","(45,)","(0,)","('on',)","(44,)","(6200,)","(92,)","(0,)","['setLevel:44', 'setHue:92']",2,0.004761219024658203,736,742
310,"('off',)","(73,)","(5500,)","(0,)","(8,)","('on',)","(73,)","(5500,)","(0,)","(59,)",['setSaturation:59'],1,0.0023894309997558594,370,369
311,"('off',)","(4,)","(3200,)","(8,)","(0,)","('on',)","(4,)","(3200,)","(0,)","(76,)",['setSaturation:76'],1,0.0023975372314453125,371,370
312,"('on',)","(1,)","(5100,)","(0,)","(23,)","('on',)","(1,)","(4500,)","(0,)","(39,)","['setColorTemperature:4500', 'setSaturation:39']",2,0.004739046096801758,734,738
313,"('on',)","(84,)","(4200,)","(0,)","(31,)","('on',)","(84,)","(4200,)","(75,)","(0,)",['setHue:75'],1,0.002407073974609375,368,370
314,"('on',)","(13,)","(7900,)","(65,)","(0,)","('on',)","(23,)","(7900,)","(0,)","(49,)","['setSaturation:49', 'setLevel:23']",2,0.004792451858520508,735,741
315,"('on',)","(24,)","(5300,)","(0,)","(26,)","('on',)","(75,)","(5300,)","(45,)","(0,)","['setHue:45', 'setLevel:75']",2,0.004773855209350586,735,741
316,"('on',)","(77,)","(2500,)","(49,)","(0,)","('on',)","(42,)","(3400,)","(0,)","(41,)","['setSaturation:41', 'setLevel:42', 'setColorTemperature:3400']",3,0.0071299076080322266,1101,1111
317,"('on',)","(92,)","(7000,)","(0,)","(89,)","('on',)","(96,)","(8300,)","(0,)","(1,)","['setSaturation:1', 'setLevel:96', 'setColorTemperature:8300']",3,0.009500265121459961,1466,1480
318,"('on',)","(84,)","(4400,)","(96,)","(0,)","('on',)","(57,)","(4400,)","(0,)","(34,)","['setSaturation:34', 'setLevel:57']",2,0.004759550094604492,735,741
319,"('off',)","(25,)","(3900,)","(53,)","(0,)","('on',)","(39,)","(7100,)","(43,)","(0,)","['setHue:43', 'setLevel:39', 'setColorTemperature:7100']",3,0.009473323822021484,1473,1483
320,"('on',)","(69,)","(5100,)","(0,)","(90,)","('on',)","(69,)","(2300,)","(0,)","(65,)","['setSaturation:65', 'setColorTemperature:2300']",2,0.004822492599487305,734,740
321,"('on',)","(68,)","(4400,)","(26,)","(0,)","('on',)","(68,)","(4400,)","(75,)","(0,)",['setHue:75'],1,0.002429962158203125,369,371
322,"('on',)","(91,)","(5300,)","(0,)","(22,)","('on',)","(60,)","(5300,)","(3,)","(0,)","['setHue:3', 'setLevel:60']",2,0.0047969818115234375,735,741
323,"('off',)","(30,)","(3300,)","(0,)","(81,)","('on',)","(33,)","(5300,)","(0,)","(53,)","['setSaturation:53', 'setLevel:33', 'setColorTemperature:5300']",3,0.009510993957519531,1469,1479
324,"('on',)","(17,)","(6800,)","(0,)","(41,)","('on',)","(17,)","(6400,)","(0,)","(86,)","['setColorTemperature:6400', 'setSaturation:86']",2,0.004807710647583008,734,740
325,"('on',)","(67,)","(6300,)","(57,)","(0,)","('on',)","(67,)","(4600,)","(34,)","(0,)","['setHue:34', 'setColorTemperature:4600']",2,0.004798173904418945,736,742
326,"('on',)","(58,)","(6300,)","(0,)","(51,)","('on',)","(13,)","(6300,)","(75,)","(0,)","['setHue:75', 'setLevel:13']",2,0.0048046112060546875,735,741
327,"('off',)","(42,)","(6300,)","(0,)","(75,)","('on',)","(77,)","(4800,)","(0,)","(75,)","['setColorTemperature:4800', 'setLevel:77']",2,0.00477290153503418,737,739
328,"('off',)","(45,)","(4200,)","(44,)","(0,)","('on',)","(98,)","(4200,)","(94,)","(0,)","['setLevel:98', 'setHue:94']",2,0.007176637649536133,1107,1112
329,"('off',)","(35,)","(4100,)","(62,)","(0,)","('on',)","(52,)","(4100,)","(0,)","(54,)","['setSaturation:54', 'setLevel:52']",2,0.004796504974365234,738,740
330,"('off',)","(61,)","(3600,)","(0,)","(98,)","('on',)","(61,)","(3600,)","(19,)","(0,)",['setHue:19'],1,0.002393484115600586,370,369
331,"('off',)","(70,)","(4400,)","(0,)","(52,)","('on',)","(61,)","(3600,)","(0,)","(90,)","['setColorTemperature:3600', 'setLevel:61', 'setSaturation:90']",3,0.009443998336791992,1469,1479
332,"('on',)","(20,)","(4800,)","(56,)","(0,)","('on',)","(16,)","(6500,)","(0,)","(54,)","['setSaturation:54', 'setLevel:16', 'setColorTemperature:6500']",3,0.007091045379638672,1101,1111
333,"('off',)","(67,)","(5100,)","(0,)","(82,)","('on',)","(69,)","(2200,)","(0,)","(82,)","['setColorTemperature:2200', 'setLevel:69']",2,0.004752397537231445,737,738
334,"('on',)","(92,)","(4000,)","(0,)","(24,)","('on',)","(61,)","(4000,)","(0,)","(42,)","['setLevel:61', 'setSaturation:42']",2,0.0047855377197265625,734,740
335,"('on',)","(40,)","(8400,)","(0,)","(20,)","('on',)","(33,)","(8400,)","(53,)","(0,)","['setHue:53', 'setLevel:33']",2,0.004835605621337891,735,741
336,"('off',)","(25,)","(5700,)","(38,)","(0,)","('on',)","(25,)","(5700,)","(43,)","(0,)",['setHue:43'],1,0.002446413040161133,371,370
337,"('on',)","(85,)","(7200,)","(9,)","(0,)","('on',)","(71,)","(7200,)","(9,)","(0,)",['setLevel:71'],1,0.002424001693725586,369,371
338,"('on',)","(32,)","(2400,)","(0,)","(61,)","('on',)","(32,)","(3500,)","(0,)","(79,)","['setColorTemperature:3500', 'setSaturation:79']",2,0.007127046585083008,1100,1110
339,"('off',)","(56,)","(5800,)","(27,)","(0,)","('on',)","(76,)","(7000,)","(0,)","(60,)","['setSaturation:60', 'setLevel:76', 'setColorTemperature:7000']",3,0.009541749954223633,1470,1480
340,"('off',)","(86,)","(3800,)","(54,)","(0,)","('on',)","(86,)","(3800,)","(0,)","(18,)",['setSaturation:18'],1,0.0023992061614990234,371,370
341,"('off',)","(29,)","(4900,)","(19,)","(0,)","('on',)","(51,)","(4900,)","(0,)","(65,)","['setSaturation:65', 'setLevel:51']",2,0.004775524139404297,738,740
342,"('off',)","(80,)","(3000,)","(0,)","(83,)","('on',)","(80,)","(4100,)","(98,)","(0,)","['setHue:98', 'setColorTemperature:4100']",2,0.004814863204956055,738,740
343,"('on',)","(27,)","(4700,)","(22,)","(0,)","('on',)","(38,)","(4700,)","(22,)","(0,)",['setLevel:38'],1,0.0024018287658691406,369,371
344,"('on',)","(68,)","(5800,)","(59,)","(0,)","('on',)","(51,)","(8000,)","(63,)","(0,)","['setLevel:51', 'setColorTemperature:8000', 'setHue:63']",3,0.014215469360351562,2202,2226
345,"('on',)","(78,)","(8900,)","(87,)","(0,)","('on',)","(95,)","(3100,)","(0,)","(33,)","['setSaturation:33', 'setColorTemperature:3100', 'setLevel:95']",3,0.007215738296508789,1101,1111
346,"('on',)","(13,)","(4600,)","(72,)","(0,)","('on',)","(99,)","(4600,)","(94,)","(0,)","['setLevel:99', 'setHue:94']",2,0.007178068161010742,1103,1113
347,"('off',)","(1,)","(5900,)","(0,)","(9,)","('on',)","(100,)","(5900,)","(0,)","(18,)","['setSaturation:18', 'setLevel:100']",2,0.004739522933959961,736,737
348,"('on',)","(9,)","(7000,)","(92,)","(0,)","('on',)","(37,)","(3700,)","(0,)","(15,)","['setSaturation:15', 'setColorTemperature:3700', 'setLevel:37']",3,0.007075786590576172,1101,1111
349,"('off',)","(32,)","(3700,)","(48,)","(0,)","('on',)","(73,)","(7300,)","(0,)","(65,)","['setSaturation:65', 'setLevel:73', 'setColorTemperature:7300']",3,0.009603023529052734,1470,1480
350,"('off',)","(4,)","(4900,)","(0,)","(56,)","('on',)","(4,)","(8100,)","(0,)","(92,)","['setColorTemperature:8100', 'setSaturation:92']",2,0.007172346115112305,1104,1109
351,"('on',)","(32,)","(6200,)","(0,)","(47,)","('on',)","(100,)","(8800,)","(0,)","(6,)","['setLevel:100', 'setColorTemperature:8800', 'setSaturation:6']",3,0.014222145080566406,2196,2220
352,"('on',)","(96,)","(6100,)","(15,)","(0,)","('on',)","(96,)","(2600,)","(49,)","(0,)","['setColorTemperature:2600', 'setHue:49']",2,0.004792928695678711,736,742
353,"('off',)","(83,)","(6200,)","(0,)","(48,)","('on',)","(2,)","(6200,)","(61,)","(0,)","['setHue:61', 'setLevel:2']",2,0.004770994186401367,738,740
354,"('on',)","(9,)","(5500,)","(0,)","(9,)","('on',)","(41,)","(5500,)","(0,)","(45,)","['setSaturation:45', 'setLevel:41']",2,0.004736423492431641,734,740
355,"('on',)","(44,)","(6400,)","(0,)","(2,)","('on',)","(44,)","(6400,)","(7,)","(0,)",['setHue:7'],1,0.0024034976959228516,368,370
356,"('off',)","(45,)","(4300,)","(0,)","(16,)","('on',)","(25,)","(4300,)","(0,)","(24,)","['setLevel:25', 'setSaturation:24']",2,0.004807710647583008,737,739
357,"('on',)","(24,)","(5900,)","(0,)","(57,)","('on',)","(86,)","(2700,)","(83,)","(0,)","['setHue:83', 'setColorTemperature:2700', 'setLevel:86']",3,0.007253170013427734,1102,1112
358,"('on',)","(1,)","(5600,)","(0,)","(72,)","('on',)","(63,)","(7000,)","(0,)","(2,)","['setSaturation:2', 'setLevel:63', 'setColorTemperature:7000']",3,0.009454965591430664,1466,1477
359,"('on',)","(62,)","(6000,)","(1,)","(0,)","('on',)","(81,)","(6000,)","(79,)","(0,)","['setLevel:81', 'setHue:79']",2,0.007180213928222656,1103,1113
360,"('on',)","(23,)","(2400,)","(0,)","(31,)","('on',)","(89,)","(2400,)","(0,)","(92,)","['setLevel:89', 'setSaturation:92']",2,0.007139444351196289,1100,1110
361,"('off',)","(69,)","(8100,)","(93,)","(0,)","('on',)","(65,)","(8100,)","(42,)","(0,)","['setHue:42', 'setLevel:65']",2,0.00475621223449707,739,741
362,"('on',)","(33,)","(6300,)","(0,)","(30,)","('on',)","(19,)","(6300,)","(11,)","(0,)","['setHue:11', 'setLevel:19']",2,0.00478053092956543,735,741
363,"('on',)","(90,)","(2600,)","(0,)","(3,)","('on',)","(90,)","(2600,)","(17,)","(0,)",['setHue:17'],1,0.0023996829986572266,368,370
364,"('on',)","(30,)","(2300,)","(0,)","(10,)","('on',)","(98,)","(2300,)","(0,)","(20,)","['setLevel:98', 'setSaturation:20']",2,0.0071141719818115234,1100,1110
365,"('on',)","(13,)","(3700,)","(0,)","(68,)","('on',)","(18,)","(2300,)","(0,)","(80,)","['setColorTemperature:2300', 'setLevel:18', 'setSaturation:80']",3,0.011929750442504883,1831,1850
366,"('off',)","(70,)","(6200,)","(0,)","(36,)","('on',)","(11,)","(8300,)","(0,)","(36,)","['setLevel:11', 'setColorTemperature:8300']",2,0.004787445068359375,737,739
367,"('off',)","(80,)","(6500,)","(0,)","(29,)","('on',)","(80,)","(8500,)","(0,)","(47,)","['setColorTemperature:8500', 'setSaturation:47']",2,0.007193565368652344,1104,1109
368,"('off',)","(38,)","(8000,)","(82,)","(0,)","('on',)","(39,)","(6500,)","(33,)","(0,)","['setHue:33', 'setColorTemperature:6500', 'setLevel:39']",3,0.007183551788330078,1106,1112
369,"('on',)","(10,)","(4100,)","(62,)","(0,)","('on',)","(10,)","(4100,)","(70,)","(0,)",['setHue:70'],1,0.0024335384368896484,369,371
370,"('off',)","(23,)","(7200,)","(92,)","(0,)","('on',)","(7,)","(8500,)","(0,)","(42,)","['setSaturation:42', 'setLevel:7', 'setColorTemperature:8500']",3,0.009534120559692383,1470,1480
371,"('off',)","(44,)","(6000,)","(5,)","(0,)","('on',)","(19,)","(6000,)","(0,)","(21,)","['setSaturation:21', 'setLevel:19']",2,0.004766225814819336,738,740
372,"('on',)","(45,)","(2400,)","(35,)","(0,)","('on',)","(45,)","(2400,)","(0,)","(27,)",['setSaturation:27'],1,0.002433300018310547,369,371
373,"('off',)","(43,)","(6100,)","(46,)","(0,)","('on',)","(78,)","(8400,)","(0,)","(65,)","['setSaturation:65', 'setLevel:78', 'setColorTemperature:8400']",3,0.009474039077758789,1470,1480
374,"('off',)","(47,)","(5400,)","(34,)","(0,)","('on',)","(95,)","(5400,)","(0,)","(60,)","['setSaturation:60', 'setLevel:95']",2,0.0047931671142578125,738,740
375,"('off',)","(7,)","(2700,)","(0,)","(78,)","('on',)","(6,)","(2700,)","(0,)","(9,)","['setLevel:6', 'setSaturation:9']",2,0.00476384162902832,737,739
376,"('off',)","(27,)","(3300,)","(0,)","(83,)","('on',)","(11,)","(8400,)","(0,)","(43,)","['setSaturation:43', 'setLevel:11', 'setColorTemperature:8400']",3,0.007091522216796875,1103,1109
377,"('off',)","(13,)","(5200,)","(2,)","(0,)","('on',)","(50,)","(2200,)","(0,)","(14,)","['setSaturation:14', 'setColorTemperature:2200', 'setLevel:50']",3,0.007111072540283203,1104,1109
378,"('off',)","(91,)","(6400,)","(52,)","(0,)","('on',)","(91,)","(5600,)","(0,)","(25,)","['setSaturation:25', 'setColorTemperature:5600']",2,0.0047969818115234375,738,740
379,"('off',)","(31,)","(2500,)","(46,)","(0,)","('on',)","(51,)","(6300,)","(0,)","(12,)","['setSaturation:12', 'setLevel:51', 'setColorTemperature:6300']",3,0.00944209098815918,1470,1480
380,"('on',)","(95,)","(8500,)","(94,)","(0,)","('on',)","(56,)","(3700,)","(44,)","(0,)","['setHue:44', 'setColorTemperature:3700', 'setLevel:56']",3,0.007132053375244141,1103,1113
381,"('on',)","(50,)","(2500,)","(22,)","(0,)","('on',)","(50,)","(4500,)","(0,)","(36,)","['setSaturation:36', 'setColorTemperature:4500']",2,0.004753589630126953,735,741
382,"('off',)","(56,)","(4700,)","(0,)","(36,)","('on',)","(1,)","(4700,)","(85,)","(0,)","['setHue:85', 'setLevel:1']",2,0.0048711299896240234,738,740
383,"('on',)","(95,)","(8700,)","(40,)","(0,)","('on',)","(70,)","(8700,)","(0,)","(34,)","['setSaturation:34', 'setLevel:70']",2,0.004794120788574219,735,741
384,"('off',)","(24,)","(4200,)","(0,)","(30,)","('on',)","(51,)","(4200,)","(0,)","(10,)","['setSaturation:10', 'setLevel:51']",2,0.0047991275787353516,737,739
385,"('off',)","(79,)","(6800,)","(29,)","(0,)","('on',)","(38,)","(6800,)","(97,)","(0,)","['setLevel:38', 'setHue:97']",2,0.0048406124114990234,739,741
386,"('off',)","(37,)","(2200,)","(0,)","(53,)","('on',)","(95,)","(5600,)","(0,)","(60,)","['setLevel:95', 'setColorTemperature:5600', 'setSaturation:60']",3,0.01669478416442871,2562,2585
387,"('off',)","(66,)","(8400,)","(12,)","(0,)","('on',)","(27,)","(8400,)","(0,)","(31,)","['setSaturation:31', 'setLevel:27']",2,0.004810810089111328,738,740
388,"('off',)","(52,)","(6200,)","(0,)","(55,)","('on',)","(52,)","(2900,)","(68,)","(0,)","['setHue:68', 'setColorTemperature:2900']",2,0.0047533512115478516,738,740
389,"('off',)","(41,)","(4500,)","(34,)","(0,)","('on',)","(41,)","(6200,)","(6,)","(0,)","['setColorTemperature:6200', 'setHue:6']",2,0.0071332454681396484,1107,1112
390,"('off',)","(44,)","(3400,)","(0,)","(60,)","('on',)","(8,)","(3400,)","(0,)","(99,)","['setLevel:8', 'setSaturation:99']",2,0.007068157196044922,1104,1109
391,"('off',)","(81,)","(2700,)","(0,)","(77,)","('on',)","(81,)","(3000,)","(8,)","(0,)","['setHue:8', 'setColorTemperature:3000']",2,0.004783153533935547,738,740
392,"('off',)","(76,)","(8900,)","(0,)","(52,)","('on',)","(8,)","(8300,)","(76,)","(0,)","['setHue:76', 'setColorTemperature:8300', 'setLevel:8']",3,0.007053852081298828,1105,1111
393,"('on',)","(60,)","(6400,)","(0,)","(50,)","('on',)","(20,)","(3700,)","(24,)","(0,)","['setHue:24', 'setColorTemperature:3700', 'setLevel:20']",3,0.007199525833129883,1102,1112
394,"('off',)","(63,)","(4400,)","(90,)","(0,)","('on',)","(99,)","(4400,)","(0,)","(70,)","['setSaturation:70', 'setLevel:99']",2,0.004809856414794922,738,740
395,"('off',)","(39,)","(2300,)","(0,)","(99,)","('on',)","(39,)","(2300,)","(0,)","(87,)",['setSaturation:87'],1,0.0024344921112060547,370,369
396,"('on',)","(85,)","(5700,)","(0,)","(65,)","('on',)","(85,)","(5700,)","(47,)","(0,)",['setHue:47'],1,0.002379894256591797,368,370
397,"('off',)","(72,)","(2800,)","(0,)","(15,)","('on',)","(75,)","(6600,)","(0,)","(9,)","['setLevel:75', 'setColorTemperature:6600', 'setSaturation:9']",3,0.016847848892211914,2563,2589
398,"('on',)","(72,)","(2700,)","(0,)","(62,)","('on',)","(72,)","(5100,)","(0,)","(2,)","['setSaturation:2', 'setColorTemperature:5100']",2,0.004811763763427734,734,740
399,"('off',)","(91,)","(7600,)","(0,)","(38,)","('on',)","(91,)","(3900,)","(94,)","(0,)","['setHue:94', 'setColorTemperature:3900']",2,0.004869222640991211,738,740
400,"('on',)","(56,)","(5100,)","(0,)","(80,)","('on',)","(55,)","(5100,)","(0,)","(16,)","['setSaturation:16', 'setLevel:55']",2,0.0048291683197021484,734,740
401,"('on',)","(61,)","(4600,)","(0,)","(13,)","('on',)","(96,)","(4500,)","(87,)","(0,)","['setHue:87', 'setColorTemperature:4500', 'setLevel:96']",3,0.007208585739135742,1102,1112
402,"('on',)","(26,)","(5300,)","(0,)","(44,)","('on',)","(26,)","(8400,)","(0,)","(18,)","['setSaturation:18', 'setColorTemperature:8400']",2,0.0048024654388427734,734,740
403,"('on',)","(50,)","(2900,)","(0,)","(87,)","('on',)","(57,)","(2900,)","(0,)","(3,)","['setSaturation:3', 'setLevel:57']",2,0.00480341911315918,734,740
404,"('on',)","(26,)","(6400,)","(23,)","(0,)","('on',)","(56,)","(7500,)","(64,)","(0,)","['setLevel:56', 'setColorTemperature:7500', 'setHue:64']",3,0.016932964324951172,2565,2597
405,"('on',)","(18,)","(3900,)","(90,)","(0,)","('on',)","(56,)","(3400,)","(0,)","(2,)","['setSaturation:2', 'setColorTemperature:3400', 'setLevel:56']",3,0.0071125030517578125,1101,1111
406,"('off',)","(60,)","(5800,)","(0,)","(83,)","('on',)","(60,)","(4200,)","(0,)","(27,)","['setSaturation:27', 'setColorTemperature:4200']",2,0.004786252975463867,737,739
407,"('off',)","(18,)","(3700,)","(0,)","(3,)","('on',)","(84,)","(5700,)","(0,)","(95,)","['setLevel:84', 'setColorTemperature:5700', 'setSaturation:95']",3,0.016768693923950195,2563,2589
408,"('on',)","(36,)","(5100,)","(0,)","(93,)","('on',)","(22,)","(7900,)","(61,)","(0,)","['setHue:61', 'setLevel:22', 'setColorTemperature:7900']",3,0.0071604251861572266,1102,1112
409,"('off',)","(32,)","(4800,)","(0,)","(27,)","('on',)","(63,)","(4800,)","(52,)","(0,)","['setHue:52', 'setLevel:63']",2,0.0047795772552490234,738,740
410,"('off',)","(42,)","(7200,)","(0,)","(100,)","('on',)","(4,)","(7200,)","(0,)","(83,)","['setLevel:4', 'setSaturation:83']",2,0.0047817230224609375,737,739
411,"('off',)","(25,)","(6300,)","(0,)","(70,)","('on',)","(25,)","(4400,)","(0,)","(88,)","['setColorTemperature:4400', 'setSaturation:88']",2,0.0047931671142578125,737,739
412,"('on',)","(48,)","(5100,)","(9,)","(0,)","('on',)","(61,)","(5100,)","(85,)","(0,)","['setHue:85', 'setLevel:61']",2,0.004792928695678711,736,742
413,"('off',)","(40,)","(7300,)","(53,)","(0,)","('on',)","(45,)","(7300,)","(0,)","(68,)","['setSaturation:68', 'setLevel:45']",2,0.004807472229003906,738,740
414,"('on',)","(12,)","(6900,)","(80,)","(0,)","('on',)","(91,)","(6900,)","(0,)","(37,)","['setSaturation:37', 'setLevel:91']",2,0.004812955856323242,735,741
415,"('off',)","(71,)","(7200,)","(0,)","(88,)","('on',)","(31,)","(3900,)","(76,)","(0,)","['setHue:76', 'setColorTemperature:3900', 'setLevel:31']",3,0.0071561336517333984,1105,1111
416,"('on',)","(19,)","(2600,)","(0,)","(13,)","('on',)","(19,)","(6600,)","(40,)","(0,)","['setHue:40', 'setColorTemperature:6600']",2,0.004873037338256836,735,741
417,"('off',)","(36,)","(8700,)","(60,)","(0,)","('on',)","(36,)","(8700,)","(95,)","(0,)",['setHue:95'],1,0.0024404525756835938,371,370
418,"('off',)","(91,)","(6600,)","(0,)","(39,)","('on',)","(7,)","(6600,)","(0,)","(67,)","['setLevel:7', 'setSaturation:67']",2,0.0047643184661865234,737,739
419,"('on',)","(48,)","(5200,)","(0,)","(53,)","('on',)","(90,)","(5200,)","(0,)","(1,)","['setSaturation:1', 'setLevel:90']",2,0.0047800540924072266,734,740
420,"('off',)","(46,)","(3300,)","(0,)","(80,)","('on',)","(99,)","(7600,)","(0,)","(63,)","['setSaturation:63', 'setLevel:99', 'setColorTemperature:7600']",3,0.009457588195800781,1469,1479
421,"('off',)","(19,)","(4800,)","(53,)","(0,)","('on',)","(74,)","(8200,)","(0,)","(82,)","['setSaturation:82', 'setLevel:74', 'setColorTemperature:8200']",3,0.009487152099609375,1470,1480
422,"('on',)","(66,)","(4900,)","(0,)","(1,)","('on',)","(66,)","(8100,)","(10,)","(0,)","['setHue:10', 'setColorTemperature:8100']",2,0.004801750183105469,735,741
423,"('off',)","(35,)","(4000,)","(0,)","(89,)","('on',)","(53,)","(6700,)","(0,)","(62,)","['setSaturation:62', 'setLevel:53', 'setColorTemperature:6700']",3,0.009576797485351562,1469,1479
424,"('off',)","(11,)","(4000,)","(90,)","(0,)","('on',)","(11,)","(3200,)","(4,)","(0,)","['setHue:4', 'setColorTemperature:3200']",2,0.0048024654388427734,739,741
425,"('off',)","(22,)","(5500,)","(0,)","(77,)","('on',)","(69,)","(5500,)","(0,)","(11,)","['setSaturation:11', 'setLevel:69']",2,0.004762411117553711,737,739
426,"('on',)","(100,)","(6000,)","(0,)","(18,)","('on',)","(89,)","(6000,)","(85,)","(0,)","['setHue:85', 'setLevel:89']",2,0.004740476608276367,735,741
427,"('off',)","(91,)","(5800,)","(0,)","(40,)","('on',)","(91,)","(5800,)","(0,)","(59,)",['setSaturation:59'],1,0.002424478530883789,370,369
428,"('on',)","(40,)","(7500,)","(82,)","(0,)","('on',)","(8,)","(7500,)","(0,)","(18,)","['setSaturation:18', 'setLevel:8']",2,0.00475764274597168,735,741
429,"('on',)","(52,)","(4500,)","(0,)","(25,)","('on',)","(56,)","(4500,)","(62,)","(0,)","['setHue:62', 'setLevel:56']",2,0.004797697067260742,735,741
430,"('off',)","(52,)","(2400,)","(18,)","(0,)","('on',)","(52,)","(2400,)","(0,)","(96,)",['setSaturation:96'],1,0.0024013519287109375,371,370
431,"('on',)","(62,)","(6700,)","(0,)","(35,)","('on',)","(70,)","(6700,)","(0,)","(64,)","['setLevel:70', 'setSaturation:64']",2,0.007199287414550781,1100,1110
432,"('on',)","(20,)","(7800,)","(0,)","(72,)","('on',)","(30,)","(8500,)","(0,)","(92,)","['setLevel:30', 'setColorTemperature:8500', 'setSaturation:92']",3,0.017044782638549805,2558,2590
433,"('on',)","(14,)","(5500,)","(0,)","(74,)","('on',)","(47,)","(5500,)","(0,)","(42,)","['setSaturation:42', 'setLevel:47']",2,0.0047647953033447266,734,740
434,"('on',)","(52,)","(4000,)","(0,)","(94,)","('on',)","(55,)","(4000,)","(2,)","(0,)","['setHue:2', 'setLevel:55']",2,0.004788398742675781,735,741
435,"('off',)","(93,)","(7400,)","(23,)","(0,)","('on',)","(93,)","(7700,)","(0,)","(40,)","['setSaturation:40', 'setColorTemperature:7700']",2,0.004854440689086914,738,740
436,"('on',)","(100,)","(5300,)","(0,)","(52,)","('on',)","(100,)","(7800,)","(7,)","(0,)","['setHue:7', 'setColorTemperature:7800']",2,0.0047566890716552734,735,741
437,"('on',)","(14,)","(5400,)","(49,)","(0,)","('on',)","(22,)","(5400,)","(64,)","(0,)","['setLevel:22', 'setHue:64']",2,0.007169008255004883,1103,1113
438,"('off',)","(27,)","(2900,)","(72,)","(0,)","('on',)","(77,)","(5500,)","(72,)","(0,)","['setLevel:77', 'setColorTemperature:5500']",2,0.0071222782135009766,1107,1112
439,"('off',)","(82,)","(4500,)","(58,)","(0,)","('on',)","(82,)","(3100,)","(0,)","(33,)","['setSaturation:33', 'setColorTemperature:3100']",2,0.004891872406005859,738,740
440,"('on',)","(35,)","(5000,)","(84,)","(0,)","('on',)","(35,)","(5000,)","(0,)","(80,)",['setSaturation:80'],1,0.0024030208587646484,369,371
441,"('on',)","(44,)","(2600,)","(0,)","(33,)","('on',)","(12,)","(6600,)","(0,)","(33,)","['setLevel:12', 'setColorTemperature:6600']",2,0.0047607421875,734,740
442,"('off',)","(66,)","(6400,)","(0,)","(86,)","('on',)","(13,)","(6400,)","(7,)","(0,)","['setHue:7', 'setLevel:13']",2,0.0047457218170166016,738,740
443,"('off',)","(94,)","(6700,)","(39,)","(0,)","('on',)","(88,)","(6700,)","(0,)","(67,)","['setSaturation:67', 'setLevel:88']",2,0.004766941070556641,738,740
444,"('off',)","(56,)","(4000,)","(0,)","(44,)","('on',)","(18,)","(4400,)","(0,)","(17,)","['setSaturation:17', 'setLevel:18', 'setColorTemperature:4400']",3,0.0072062015533447266,1103,1109
445,"('on',)","(32,)","(8000,)","(0,)","(95,)","('on',)","(32,)","(7700,)","(0,)","(54,)","['setSaturation:54', 'setColorTemperature:7700']",2,0.004777431488037109,734,740
446,"('on',)","(89,)","(7600,)","(0,)","(40,)","('on',)","(23,)","(7600,)","(0,)","(84,)","['setLevel:23', 'setSaturation:84']",2,0.00478053092956543,734,740
