,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
20,"('off',)","(42,)","(5200,)","(83,)","(0,)","('on',)","(60,)","(5200,)","(0,)","(75,)","['setSaturation:75', 'setLevel:60']",2,0.0048215389251708984,738,740
21,"('on',)","(9,)","(5500,)","(58,)","(0,)","('on',)","(27,)","(5500,)","(0,)","(77,)","['setSaturation:77', 'setLevel:27']",2,0.004700183868408203,735,741
22,"('off',)","(41,)","(3200,)","(0,)","(45,)","('on',)","(60,)","(7100,)","(0,)","(90,)","['setLevel:60', 'setColorTemperature:7100', 'setSaturation:90']",3,0.016885042190551758,2563,2589
23,"('on',)","(6,)","(6900,)","(16,)","(0,)","('on',)","(66,)","(5600,)","(0,)","(96,)","['setSaturation:96', 'setColorTemperature:5600', 'setLevel:66']",3,0.0070722103118896484,1101,1111
24,"('on',)","(75,)","(8700,)","(18,)","(0,)","('on',)","(47,)","(2500,)","(91,)","(0,)","['setColorTemperature:2500', 'setLevel:47', 'setHue:91']",3,0.009555816650390625,1469,1484
25,"('on',)","(17,)","(7400,)","(35,)","(0,)","('on',)","(84,)","(7400,)","(44,)","(0,)","['setLevel:84', 'setHue:44']",2,0.007127046585083008,1103,1113
26,"('off',)","(36,)","(6100,)","(18,)","(0,)","('on',)","(45,)","(5500,)","(94,)","(0,)","['setColorTemperature:5500', 'setLevel:45', 'setHue:94']",3,0.011899232864379883,1840,1854
27,"('off',)","(23,)","(4500,)","(0,)","(0,)","('on',)","(42,)","(4100,)","(0,)","(0,)","['setColorTemperature:4100', 'setLevel:42']",2,0.004751443862915039,738,739
28,"('off',)","(70,)","(8700,)","(0,)","(1,)","('on',)","(9,)","(8900,)","(58,)","(0,)","['setHue:58', 'setLevel:9', 'setColorTemperature:8900']",3,0.009388446807861328,1472,1482
29,"('on',)","(52,)","(2900,)","(0,)","(30,)","('on',)","(92,)","(5400,)","(56,)","(0,)","['setHue:56', 'setLevel:92', 'setColorTemperature:5400']",3,0.009504556655883789,1469,1483
30,"('off',)","(71,)","(3700,)","(71,)","(0,)","('on',)","(60,)","(3700,)","(2,)","(0,)","['setHue:2', 'setLevel:60']",2,0.0047607421875,739,741
31,"('on',)","(21,)","(5600,)","(0,)","(79,)","('on',)","(63,)","(8000,)","(0,)","(29,)","['setSaturation:29', 'setLevel:63', 'setColorTemperature:8000']",3,0.009583711624145508,1466,1480
32,"('off',)","(1,)","(4300,)","(39,)","(0,)","('on',)","(90,)","(3800,)","(0,)","(87,)","['setSaturation:87', 'setColorTemperature:3800', 'setLevel:90']",3,0.007034778594970703,1103,1107
33,"('on',)","(41,)","(7700,)","(0,)","(87,)","('on',)","(69,)","(7300,)","(0,)","(100,)","['setSaturation:100', 'setColorTemperature:7300', 'setLevel:69']",3,0.007160663604736328,1100,1110
34,"('on',)","(78,)","(5500,)","(0,)","(63,)","('on',)","(75,)","(6700,)","(0,)","(34,)","['setSaturation:34', 'setLevel:75', 'setColorTemperature:6700']",3,0.0071604251861572266,1100,1110
35,"('off',)","(8,)","(3300,)","(0,)","(88,)","('on',)","(72,)","(3300,)","(0,)","(98,)","['setLevel:72', 'setSaturation:98']",2,0.0047948360443115234,737,739
36,"('on',)","(94,)","(4400,)","(3,)","(0,)","('on',)","(5,)","(6800,)","(11,)","(0,)","['setHue:11', 'setLevel:5', 'setColorTemperature:6800']",3,0.007070779800415039,1103,1113
37,"('on',)","(64,)","(2600,)","(64,)","(0,)","('on',)","(92,)","(2600,)","(59,)","(0,)","['setHue:59', 'setLevel:92']",2,0.004797697067260742,736,742
38,"('on',)","(95,)","(6300,)","(82,)","(0,)","('on',)","(58,)","(3800,)","(29,)","(0,)","['setHue:29', 'setColorTemperature:3800', 'setLevel:58']",3,0.0071735382080078125,1103,1113
39,"('off',)","(87,)","(7600,)","(0,)","(23,)","('on',)","(25,)","(8200,)","(0,)","(78,)","['setLevel:25', 'setColorTemperature:8200', 'setSaturation:78']",3,0.014285564422607422,2201,2219
40,"('on',)","(48,)","(8000,)","(0,)","(56,)","('on',)","(79,)","(8800,)","(0,)","(11,)","['setSaturation:11', 'setLevel:79', 'setColorTemperature:8800']",3,0.009550333023071289,1466,1480
41,"('on',)","(90,)","(5700,)","(92,)","(0,)","('on',)","(38,)","(5700,)","(0,)","(47,)","['setSaturation:47', 'setLevel:38']",2,0.004790067672729492,735,741
42,"('off',)","(54,)","(4000,)","(0,)","(5,)","('on',)","(54,)","(6800,)","(83,)","(0,)","['setHue:83', 'setColorTemperature:6800']",2,0.004788875579833984,738,740
43,"('on',)","(49,)","(5700,)","(29,)","(0,)","('on',)","(82,)","(5700,)","(0,)","(68,)","['setSaturation:68', 'setLevel:82']",2,0.0048351287841796875,735,741
44,"('on',)","(52,)","(4400,)","(50,)","(0,)","('on',)","(74,)","(8200,)","(0,)","(38,)","['setSaturation:38', 'setLevel:74', 'setColorTemperature:8200']",3,0.009597063064575195,1467,1481
45,"('on',)","(77,)","(6100,)","(0,)","(95,)","('on',)","(77,)","(6100,)","(0,)","(39,)",['setSaturation:39'],1,0.0024268627166748047,368,370
46,"('off',)","(94,)","(8400,)","(0,)","(48,)","('on',)","(59,)","(2200,)","(0,)","(48,)","['setColorTemperature:2200', 'setLevel:59']",2,0.004811286926269531,737,738
47,"('on',)","(34,)","(5800,)","(0,)","(82,)","('on',)","(46,)","(5800,)","(0,)","(6,)","['setSaturation:6', 'setLevel:46']",2,0.004778861999511719,734,740
48,"('on',)","(4,)","(6200,)","(0,)","(86,)","('on',)","(13,)","(6200,)","(0,)","(73,)","['setSaturation:73', 'setLevel:13']",2,0.0047299861907958984,734,740
49,"('off',)","(67,)","(7500,)","(3,)","(0,)","('on',)","(57,)","(2600,)","(80,)","(0,)","['setColorTemperature:2600', 'setLevel:57', 'setHue:80']",3,0.009512186050415039,1473,1483
50,"('off',)","(2,)","(5000,)","(0,)","(13,)","('on',)","(78,)","(5000,)","(30,)","(0,)","['setHue:30', 'setLevel:78']",2,0.004956483840942383,738,740
51,"('on',)","(34,)","(2900,)","(19,)","(0,)","('on',)","(96,)","(2900,)","(55,)","(0,)","['setLevel:96', 'setHue:55']",2,0.007325649261474609,1103,1113
52,"('off',)","(7,)","(3200,)","(14,)","(0,)","('on',)","(53,)","(3800,)","(0,)","(17,)","['setSaturation:17', 'setLevel:53', 'setColorTemperature:3800']",3,0.007181406021118164,1104,1110
53,"('off',)","(61,)","(7900,)","(0,)","(22,)","('on',)","(46,)","(7900,)","(40,)","(0,)","['setHue:40', 'setLevel:46']",2,0.004749298095703125,738,740
54,"('on',)","(5,)","(6200,)","(19,)","(0,)","('on',)","(70,)","(6200,)","(0,)","(63,)","['setSaturation:63', 'setLevel:70']",2,0.004769086837768555,735,741
55,"('on',)","(54,)","(4800,)","(42,)","(0,)","('on',)","(18,)","(5000,)","(0,)","(28,)","['setSaturation:28', 'setLevel:18', 'setColorTemperature:5000']",3,0.007157564163208008,1101,1111
56,"('off',)","(53,)","(8600,)","(0,)","(26,)","('on',)","(92,)","(6900,)","(23,)","(0,)","['setHue:23', 'setColorTemperature:6900', 'setLevel:92']",3,0.0071599483489990234,1105,1111
57,"('on',)","(70,)","(6300,)","(15,)","(0,)","('on',)","(39,)","(6000,)","(75,)","(0,)","['setColorTemperature:6000', 'setLevel:39', 'setHue:75']",3,0.009560346603393555,1469,1484
58,"('off',)","(23,)","(5400,)","(0,)","(79,)","('on',)","(35,)","(7400,)","(68,)","(0,)","['setHue:68', 'setLevel:35', 'setColorTemperature:7400']",3,0.009472846984863281,1472,1482
59,"('off',)","(100,)","(4300,)","(0,)","(73,)","('on',)","(100,)","(3600,)","(53,)","(0,)","['setHue:53', 'setColorTemperature:3600']",2,0.004785776138305664,738,740
60,"('off',)","(31,)","(2400,)","(47,)","(0,)","('on',)","(82,)","(4000,)","(86,)","(0,)","['setLevel:82', 'setColorTemperature:4000', 'setHue:86']",3,0.01717662811279297,2570,2596
61,"('off',)","(33,)","(6900,)","(93,)","(0,)","('on',)","(81,)","(7600,)","(0,)","(55,)","['setSaturation:55', 'setLevel:81', 'setColorTemperature:7600']",3,0.009490251541137695,1470,1480
62,"('on',)","(100,)","(6700,)","(8,)","(0,)","('on',)","(24,)","(6700,)","(0,)","(97,)","['setSaturation:97', 'setLevel:24']",2,0.0047528743743896484,735,741
63,"('off',)","(84,)","(4800,)","(42,)","(0,)","('on',)","(39,)","(4800,)","(0,)","(17,)","['setSaturation:17', 'setLevel:39']",2,0.004792213439941406,738,740
64,"('off',)","(79,)","(4300,)","(0,)","(79,)","('on',)","(62,)","(4300,)","(76,)","(0,)","['setHue:76', 'setLevel:62']",2,0.004762172698974609,738,740
65,"('off',)","(72,)","(8700,)","(0,)","(86,)","('on',)","(55,)","(8700,)","(70,)","(0,)","['setHue:70', 'setLevel:55']",2,0.004807710647583008,738,740
66,"('on',)","(75,)","(7400,)","(0,)","(22,)","('on',)","(55,)","(2500,)","(13,)","(0,)","['setHue:13', 'setColorTemperature:2500', 'setLevel:55']",3,0.00718998908996582,1102,1112
67,"('on',)","(75,)","(8200,)","(0,)","(23,)","('on',)","(96,)","(8200,)","(87,)","(0,)","['setHue:87', 'setLevel:96']",2,0.004817485809326172,735,741
68,"('off',)","(64,)","(5300,)","(0,)","(59,)","('on',)","(11,)","(5300,)","(0,)","(3,)","['setSaturation:3', 'setLevel:11']",2,0.004751682281494141,737,739
69,"('off',)","(95,)","(3600,)","(6,)","(0,)","('on',)","(95,)","(2200,)","(0,)","(49,)","['setSaturation:49', 'setColorTemperature:2200']",2,0.004806995391845703,738,740
70,"('off',)","(18,)","(5100,)","(4,)","(0,)","('on',)","(55,)","(5100,)","(0,)","(16,)","['setSaturation:16', 'setLevel:55']",2,0.0047931671142578125,738,740
71,"('off',)","(70,)","(7200,)","(75,)","(0,)","('on',)","(36,)","(6200,)","(7,)","(0,)","['setHue:7', 'setColorTemperature:6200', 'setLevel:36']",3,0.0071527957916259766,1106,1112
72,"('on',)","(92,)","(6300,)","(25,)","(0,)","('on',)","(12,)","(6300,)","(0,)","(82,)","['setSaturation:82', 'setLevel:12']",2,0.0047762393951416016,735,741
73,"('on',)","(36,)","(4500,)","(56,)","(0,)","('on',)","(26,)","(4500,)","(0,)","(68,)","['setSaturation:68', 'setLevel:26']",2,0.0048029422760009766,735,741
74,"('on',)","(50,)","(4600,)","(0,)","(56,)","('on',)","(50,)","(4600,)","(0,)","(79,)",['setSaturation:79'],1,0.0023963451385498047,368,370
75,"('off',)","(89,)","(7000,)","(0,)","(84,)","('on',)","(89,)","(8700,)","(0,)","(86,)","['setColorTemperature:8700', 'setSaturation:86']",2,0.007142782211303711,1104,1109
76,"('off',)","(57,)","(2200,)","(0,)","(46,)","('on',)","(69,)","(5200,)","(80,)","(0,)","['setHue:80', 'setLevel:69', 'setColorTemperature:5200']",3,0.009521007537841797,1471,1479
77,"('off',)","(79,)","(8800,)","(61,)","(0,)","('on',)","(70,)","(8800,)","(82,)","(0,)","['setLevel:70', 'setHue:82']",2,0.004766941070556641,739,741
78,"('on',)","(2,)","(8700,)","(0,)","(29,)","('on',)","(93,)","(7100,)","(0,)","(23,)","['setSaturation:23', 'setColorTemperature:7100', 'setLevel:93']",3,0.007123708724975586,1100,1110
79,"('off',)","(44,)","(5300,)","(0,)","(34,)","('on',)","(4,)","(7300,)","(0,)","(96,)","['setLevel:4', 'setColorTemperature:7300', 'setSaturation:96']",3,0.014118671417236328,2201,2219
80,"('off',)","(26,)","(8300,)","(57,)","(0,)","('on',)","(91,)","(2500,)","(0,)","(13,)","['setSaturation:13', 'setColorTemperature:2500', 'setLevel:91']",3,0.007215023040771484,1104,1110
81,"('on',)","(2,)","(5900,)","(0,)","(75,)","('on',)","(49,)","(5500,)","(0,)","(11,)","['setSaturation:11', 'setColorTemperature:5500', 'setLevel:49']",3,0.007119178771972656,1100,1110
82,"('on',)","(75,)","(6400,)","(0,)","(100,)","('on',)","(87,)","(3200,)","(99,)","(0,)","['setHue:99', 'setColorTemperature:3200', 'setLevel:87']",3,0.007223844528198242,1102,1112
83,"('on',)","(90,)","(5600,)","(0,)","(20,)","('on',)","(93,)","(7700,)","(0,)","(16,)","['setSaturation:16', 'setLevel:93', 'setColorTemperature:7700']",3,0.009525775909423828,1466,1480
84,"('off',)","(24,)","(3200,)","(0,)","(99,)","('on',)","(55,)","(3200,)","(20,)","(0,)","['setHue:20', 'setLevel:55']",2,0.00481724739074707,738,740
85,"('off',)","(90,)","(4400,)","(0,)","(77,)","('on',)","(62,)","(4300,)","(0,)","(65,)","['setSaturation:65', 'setColorTemperature:4300', 'setLevel:62']",3,0.0072269439697265625,1103,1109
86,"('off',)","(43,)","(3900,)","(0,)","(95,)","('on',)","(61,)","(3900,)","(0,)","(8,)","['setSaturation:8', 'setLevel:61']",2,0.004811763763427734,737,739
87,"('off',)","(59,)","(7800,)","(49,)","(0,)","('on',)","(64,)","(3700,)","(0,)","(19,)","['setSaturation:19', 'setColorTemperature:3700', 'setLevel:64']",3,0.007170200347900391,1104,1110
88,"('on',)","(81,)","(6800,)","(100,)","(0,)","('on',)","(81,)","(6800,)","(0,)","(7,)",['setSaturation:7'],1,0.0024271011352539062,369,371
89,"('off',)","(83,)","(2900,)","(23,)","(0,)","('on',)","(77,)","(2900,)","(44,)","(0,)","['setLevel:77', 'setHue:44']",2,0.004792213439941406,739,741
90,"('on',)","(47,)","(6600,)","(50,)","(0,)","('on',)","(76,)","(3700,)","(74,)","(0,)","['setColorTemperature:3700', 'setLevel:76', 'setHue:74']",3,0.011994123458862305,1836,1855
91,"('on',)","(75,)","(2700,)","(0,)","(58,)","('on',)","(88,)","(2700,)","(93,)","(0,)","['setHue:93', 'setLevel:88']",2,0.0048487186431884766,735,741
92,"('on',)","(61,)","(7900,)","(93,)","(0,)","('on',)","(19,)","(7900,)","(65,)","(0,)","['setHue:65', 'setLevel:19']",2,0.00484919548034668,736,742
93,"('on',)","(84,)","(6600,)","(0,)","(70,)","('on',)","(23,)","(6600,)","(0,)","(66,)","['setSaturation:66', 'setLevel:23']",2,0.004782438278198242,734,740
94,"('on',)","(83,)","(6600,)","(0,)","(62,)","('on',)","(35,)","(5900,)","(13,)","(0,)","['setHue:13', 'setColorTemperature:5900', 'setLevel:35']",3,0.007217884063720703,1102,1112
95,"('off',)","(63,)","(4000,)","(0,)","(6,)","('on',)","(68,)","(4000,)","(0,)","(68,)","['setLevel:68', 'setSaturation:68']",2,0.007073402404785156,1104,1109
96,"('on',)","(85,)","(4100,)","(97,)","(0,)","('on',)","(53,)","(4100,)","(70,)","(0,)","['setHue:70', 'setLevel:53']",2,0.004796028137207031,736,742
97,"('off',)","(45,)","(4100,)","(0,)","(98,)","('on',)","(15,)","(3600,)","(99,)","(0,)","['setHue:99', 'setColorTemperature:3600', 'setLevel:15']",3,0.007168769836425781,1105,1111
98,"('off',)","(66,)","(7000,)","(0,)","(73,)","('on',)","(61,)","(7000,)","(44,)","(0,)","['setHue:44', 'setLevel:61']",2,0.004773616790771484,738,740
99,"('off',)","(33,)","(8900,)","(41,)","(0,)","('on',)","(31,)","(8900,)","(69,)","(0,)","['setLevel:31', 'setHue:69']",2,0.004788637161254883,739,741
100,"('on',)","(16,)","(4400,)","(99,)","(0,)","('on',)","(56,)","(4200,)","(38,)","(0,)","['setHue:38', 'setColorTemperature:4200', 'setLevel:56']",3,0.007224321365356445,1103,1113
101,"('off',)","(8,)","(4000,)","(87,)","(0,)","('on',)","(42,)","(6800,)","(0,)","(91,)","['setSaturation:91', 'setLevel:42', 'setColorTemperature:6800']",3,0.007242679595947266,1104,1110
102,"('off',)","(64,)","(2900,)","(0,)","(39,)","('on',)","(51,)","(8100,)","(0,)","(91,)","['setLevel:51', 'setColorTemperature:8100', 'setSaturation:91']",3,0.014500617980957031,2201,2219
103,"('on',)","(29,)","(3400,)","(0,)","(8,)","('on',)","(52,)","(6700,)","(69,)","(0,)","['setHue:69', 'setLevel:52', 'setColorTemperature:6700']",3,0.009541749954223633,1469,1483
104,"('off',)","(95,)","(3000,)","(0,)","(70,)","('on',)","(85,)","(4100,)","(0,)","(7,)","['setSaturation:7', 'setLevel:85', 'setColorTemperature:4100']",3,0.0072021484375,1103,1109
105,"('off',)","(4,)","(5000,)","(0,)","(68,)","('on',)","(31,)","(5000,)","(0,)","(26,)","['setSaturation:26', 'setLevel:31']",2,0.004745960235595703,737,739
106,"('on',)","(87,)","(6400,)","(67,)","(0,)","('on',)","(87,)","(6400,)","(0,)","(66,)",['setSaturation:66'],1,0.002439260482788086,369,371
107,"('off',)","(38,)","(4900,)","(72,)","(0,)","('on',)","(15,)","(4900,)","(0,)","(44,)","['setSaturation:44', 'setLevel:15']",2,0.00478816032409668,738,740
108,"('off',)","(1,)","(8900,)","(0,)","(74,)","('on',)","(2,)","(8900,)","(61,)","(0,)","['setHue:61', 'setLevel:2']",2,0.004790782928466797,737,738
109,"('on',)","(17,)","(3500,)","(63,)","(0,)","('on',)","(18,)","(8400,)","(0,)","(54,)","['setSaturation:54', 'setLevel:18', 'setColorTemperature:8400']",3,0.00955963134765625,1467,1481
110,"('off',)","(75,)","(6800,)","(42,)","(0,)","('on',)","(100,)","(3200,)","(0,)","(59,)","['setSaturation:59', 'setColorTemperature:3200', 'setLevel:100']",3,0.007123470306396484,1104,1110
111,"('on',)","(88,)","(8400,)","(68,)","(0,)","('on',)","(57,)","(4800,)","(0,)","(3,)","['setSaturation:3', 'setColorTemperature:4800', 'setLevel:57']",3,0.007241725921630859,1101,1111
112,"('on',)","(28,)","(2400,)","(0,)","(66,)","('on',)","(53,)","(4300,)","(65,)","(0,)","['setHue:65', 'setLevel:53', 'setColorTemperature:4300']",3,0.00964808464050293,1469,1483
113,"('off',)","(42,)","(6500,)","(0,)","(0,)","('on',)","(77,)","(5400,)","(0,)","(54,)","['setColorTemperature:5400', 'setLevel:77', 'setSaturation:54']",3,0.011991500854492188,1839,1849
114,"('off',)","(42,)","(4100,)","(0,)","(40,)","('on',)","(76,)","(4900,)","(0,)","(40,)","['setLevel:76', 'setColorTemperature:4900']",2,0.00717926025390625,1104,1109
115,"('on',)","(2,)","(7900,)","(96,)","(0,)","('on',)","(6,)","(7900,)","(0,)","(89,)","['setSaturation:89', 'setLevel:6']",2,0.004801511764526367,735,741
116,"('on',)","(78,)","(8700,)","(53,)","(0,)","('on',)","(30,)","(2500,)","(21,)","(0,)","['setHue:21', 'setColorTemperature:2500', 'setLevel:30']",3,0.007204771041870117,1103,1113
117,"('off',)","(78,)","(8400,)","(0,)","(74,)","('on',)","(19,)","(8400,)","(71,)","(0,)","['setHue:71', 'setLevel:19']",2,0.0047321319580078125,738,740
118,"('on',)","(57,)","(7400,)","(0,)","(53,)","('on',)","(30,)","(3800,)","(17,)","(0,)","['setHue:17', 'setColorTemperature:3800', 'setLevel:30']",3,0.007282257080078125,1102,1112
119,"('off',)","(59,)","(5800,)","(64,)","(0,)","('on',)","(59,)","(8200,)","(79,)","(0,)","['setColorTemperature:8200', 'setHue:79']",2,0.00713348388671875,1107,1112
120,"('on',)","(96,)","(5000,)","(60,)","(0,)","('on',)","(96,)","(5000,)","(0,)","(43,)",['setSaturation:43'],1,0.0024008750915527344,369,371
121,"('off',)","(92,)","(3200,)","(14,)","(0,)","('on',)","(27,)","(6600,)","(0,)","(59,)","['setSaturation:59', 'setLevel:27', 'setColorTemperature:6600']",3,0.007138729095458984,1104,1110
122,"('off',)","(82,)","(7400,)","(0,)","(87,)","('on',)","(94,)","(2200,)","(99,)","(0,)","['setHue:99', 'setColorTemperature:2200', 'setLevel:94']",3,0.007205963134765625,1105,1110
123,"('on',)","(66,)","(5100,)","(82,)","(0,)","('on',)","(76,)","(6600,)","(0,)","(90,)","['setSaturation:90', 'setLevel:76', 'setColorTemperature:6600']",3,0.00957345962524414,1467,1481
124,"('off',)","(1,)","(5500,)","(0,)","(65,)","('on',)","(94,)","(5100,)","(0,)","(81,)","['setColorTemperature:5100', 'setLevel:94', 'setSaturation:81']",3,0.011775016784667969,1834,1846
125,"('on',)","(96,)","(4300,)","(0,)","(10,)","('on',)","(96,)","(3900,)","(14,)","(0,)","['setHue:14', 'setColorTemperature:3900']",2,0.004812002182006836,735,741
126,"('on',)","(90,)","(2400,)","(0,)","(75,)","('on',)","(91,)","(6100,)","(0,)","(75,)","['setLevel:91', 'setColorTemperature:6100']",2,0.007129669189453125,1100,1110
127,"('off',)","(100,)","(5500,)","(0,)","(24,)","('on',)","(27,)","(8500,)","(62,)","(0,)","['setHue:62', 'setLevel:27', 'setColorTemperature:8500']",3,0.009491682052612305,1472,1482
128,"('on',)","(45,)","(8100,)","(23,)","(0,)","('on',)","(80,)","(4700,)","(10,)","(0,)","['setHue:10', 'setColorTemperature:4700', 'setLevel:80']",3,0.007139921188354492,1103,1113
129,"('off',)","(66,)","(5400,)","(0,)","(64,)","('on',)","(25,)","(5400,)","(40,)","(0,)","['setHue:40', 'setLevel:25']",2,0.0047817230224609375,738,740
130,"('off',)","(77,)","(6000,)","(0,)","(28,)","('on',)","(83,)","(5400,)","(65,)","(0,)","['setHue:65', 'setColorTemperature:5400', 'setLevel:83']",3,0.007129192352294922,1105,1111
131,"('on',)","(90,)","(8200,)","(77,)","(0,)","('on',)","(38,)","(8200,)","(0,)","(27,)","['setSaturation:27', 'setLevel:38']",2,0.004807472229003906,735,741
132,"('off',)","(47,)","(8500,)","(0,)","(13,)","('on',)","(16,)","(8500,)","(0,)","(83,)","['setLevel:16', 'setSaturation:83']",2,0.004743337631225586,737,739
133,"('on',)","(70,)","(3300,)","(0,)","(99,)","('on',)","(60,)","(3300,)","(0,)","(49,)","['setSaturation:49', 'setLevel:60']",2,0.0047681331634521484,734,740
134,"('off',)","(69,)","(8200,)","(0,)","(22,)","('on',)","(30,)","(8200,)","(64,)","(0,)","['setHue:64', 'setLevel:30']",2,0.0048065185546875,738,740
135,"('off',)","(92,)","(4100,)","(86,)","(0,)","('on',)","(49,)","(6500,)","(46,)","(0,)","['setHue:46', 'setLevel:49', 'setColorTemperature:6500']",3,0.007196187973022461,1106,1112
136,"('off',)","(93,)","(6100,)","(44,)","(0,)","('on',)","(76,)","(4200,)","(28,)","(0,)","['setHue:28', 'setColorTemperature:4200', 'setLevel:76']",3,0.007216930389404297,1106,1112
137,"('on',)","(93,)","(7300,)","(8,)","(0,)","('on',)","(80,)","(7300,)","(0,)","(84,)","['setSaturation:84', 'setLevel:80']",2,0.0048465728759765625,735,741
138,"('off',)","(34,)","(7300,)","(75,)","(0,)","('on',)","(70,)","(7300,)","(0,)","(73,)","['setSaturation:73', 'setLevel:70']",2,0.004828453063964844,738,740
139,"('off',)","(62,)","(3500,)","(0,)","(2,)","('on',)","(35,)","(6000,)","(98,)","(0,)","['setHue:98', 'setLevel:35', 'setColorTemperature:6000']",3,0.0071451663970947266,1105,1111
140,"('off',)","(89,)","(3100,)","(11,)","(0,)","('on',)","(89,)","(3100,)","(0,)","(80,)",['setSaturation:80'],1,0.0024323463439941406,371,370
141,"('off',)","(81,)","(8000,)","(36,)","(0,)","('on',)","(13,)","(6200,)","(0,)","(1,)","['setSaturation:1', 'setColorTemperature:6200', 'setLevel:13']",3,0.00722813606262207,1104,1110
142,"('off',)","(89,)","(7800,)","(54,)","(0,)","('on',)","(69,)","(2400,)","(66,)","(0,)","['setColorTemperature:2400', 'setLevel:69', 'setHue:66']",3,0.009570121765136719,1473,1483
143,"('off',)","(35,)","(2900,)","(0,)","(97,)","('on',)","(58,)","(2900,)","(0,)","(80,)","['setSaturation:80', 'setLevel:58']",2,0.004836320877075195,737,739
