,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
144,"('on',)","(29,)","(4900,)","(0,)","(22,)","('on',)","(33,)","(4900,)","(0,)","(22,)",['setLevel:33'],1,0.0023992061614990234,368,370
145,"('off',)","(11,)","(7500,)","(0,)","(0,)","('on',)","(21,)","(8100,)","(0,)","(77,)","['setLevel:21', 'setColorTemperature:8100', 'setSaturation:77']",3,0.01722264289855957,2568,2589
146,"('off',)","(76,)","(5900,)","(0,)","(25,)","('on',)","(51,)","(4700,)","(0,)","(15,)","['setSaturation:15', 'setColorTemperature:4700', 'setLevel:51']",3,0.00715327262878418,1103,1109
147,"('off',)","(65,)","(3600,)","(22,)","(0,)","('on',)","(67,)","(4100,)","(76,)","(0,)","['setLevel:67', 'setColorTemperature:4100', 'setHue:76']",3,0.016848325729370117,2570,2596
148,"('on',)","(97,)","(8600,)","(36,)","(0,)","('on',)","(99,)","(4400,)","(16,)","(0,)","['setHue:16', 'setColorTemperature:4400', 'setLevel:99']",3,0.0071909427642822266,1103,1113
149,"('on',)","(96,)","(5400,)","(0,)","(81,)","('on',)","(96,)","(6100,)","(13,)","(0,)","['setHue:13', 'setColorTemperature:6100']",2,0.0047605037689208984,735,741
150,"('off',)","(70,)","(4600,)","(82,)","(0,)","('on',)","(53,)","(4600,)","(93,)","(0,)","['setLevel:53', 'setHue:93']",2,0.004806041717529297,739,741
151,"('off',)","(16,)","(7000,)","(0,)","(6,)","('on',)","(59,)","(2400,)","(41,)","(0,)","['setHue:41', 'setColorTemperature:2400', 'setLevel:59']",3,0.0071179866790771484,1105,1111
152,"('on',)","(79,)","(2200,)","(0,)","(26,)","('on',)","(43,)","(2200,)","(83,)","(0,)","['setHue:83', 'setLevel:43']",2,0.004773378372192383,735,739
153,"('off',)","(46,)","(3300,)","(42,)","(0,)","('on',)","(46,)","(3300,)","(0,)","(1,)",['setSaturation:1'],1,0.0024139881134033203,371,370
154,"('on',)","(29,)","(5300,)","(0,)","(0,)","('on',)","(86,)","(3900,)","(71,)","(0,)","['setColorTemperature:3900', 'setLevel:86', 'setHue:71']",3,0.01188206672668457,1836,1851
155,"('on',)","(34,)","(4500,)","(0,)","(88,)","('on',)","(6,)","(6900,)","(0,)","(79,)","['setSaturation:79', 'setLevel:6', 'setColorTemperature:6900']",3,0.009475231170654297,1466,1480
156,"('on',)","(30,)","(7800,)","(36,)","(0,)","('on',)","(59,)","(7100,)","(0,)","(96,)","['setSaturation:96', 'setColorTemperature:7100', 'setLevel:59']",3,0.007108449935913086,1101,1111
157,"('on',)","(36,)","(7100,)","(39,)","(0,)","('on',)","(26,)","(7100,)","(57,)","(0,)","['setLevel:26', 'setHue:57']",2,0.004780292510986328,736,742
158,"('off',)","(62,)","(4500,)","(0,)","(4,)","('on',)","(9,)","(7700,)","(3,)","(0,)","['setHue:3', 'setLevel:9', 'setColorTemperature:7700']",3,0.009517908096313477,1472,1482
159,"('off',)","(46,)","(5500,)","(0,)","(12,)","('on',)","(24,)","(5500,)","(90,)","(0,)","['setHue:90', 'setLevel:24']",2,0.004831552505493164,738,740
160,"('off',)","(19,)","(8200,)","(0,)","(13,)","('on',)","(54,)","(8200,)","(83,)","(0,)","['setHue:83', 'setLevel:54']",2,0.004793643951416016,738,740
161,"('on',)","(86,)","(7200,)","(0,)","(86,)","('on',)","(76,)","(5800,)","(36,)","(0,)","['setHue:36', 'setColorTemperature:5800', 'setLevel:76']",3,0.007215738296508789,1102,1112
162,"('off',)","(6,)","(7100,)","(0,)","(19,)","('on',)","(6,)","(7500,)","(19,)","(0,)","['setHue:19', 'setColorTemperature:7500']",2,0.004823207855224609,738,740
163,"('on',)","(68,)","(8900,)","(35,)","(0,)","('on',)","(68,)","(8900,)","(0,)","(7,)",['setSaturation:7'],1,0.0024366378784179688,369,371
164,"('off',)","(85,)","(8800,)","(83,)","(0,)","('on',)","(41,)","(8800,)","(0,)","(54,)","['setSaturation:54', 'setLevel:41']",2,0.00484013557434082,738,740
165,"('off',)","(82,)","(8800,)","(37,)","(0,)","('on',)","(56,)","(3700,)","(0,)","(35,)","['setSaturation:35', 'setColorTemperature:3700', 'setLevel:56']",3,0.0071485042572021484,1104,1110
166,"('off',)","(7,)","(5400,)","(31,)","(0,)","('on',)","(65,)","(5400,)","(92,)","(0,)","['setLevel:65', 'setHue:92']",2,0.004794120788574219,739,741
167,"('off',)","(15,)","(4100,)","(50,)","(0,)","('on',)","(42,)","(4100,)","(50,)","(0,)",['setLevel:42'],1,0.0023860931396484375,371,370
168,"('on',)","(89,)","(6000,)","(49,)","(0,)","('on',)","(59,)","(7500,)","(66,)","(0,)","['setLevel:59', 'setColorTemperature:7500', 'setHue:66']",3,0.01434016227722168,2202,2226
169,"('on',)","(39,)","(3100,)","(0,)","(71,)","('on',)","(97,)","(8500,)","(0,)","(73,)","['setLevel:97', 'setColorTemperature:8500', 'setSaturation:73']",3,0.016965866088867188,2558,2590
170,"('off',)","(4,)","(4900,)","(69,)","(0,)","('on',)","(68,)","(4900,)","(0,)","(52,)","['setSaturation:52', 'setLevel:68']",2,0.00475621223449707,738,740
171,"('off',)","(87,)","(3400,)","(0,)","(10,)","('on',)","(22,)","(8000,)","(94,)","(0,)","['setHue:94', 'setLevel:22', 'setColorTemperature:8000']",3,0.0071141719818115234,1105,1111
172,"('off',)","(36,)","(8800,)","(0,)","(7,)","('on',)","(95,)","(8800,)","(0,)","(72,)","['setLevel:95', 'setSaturation:72']",2,0.007166385650634766,1104,1109
173,"('off',)","(2,)","(2500,)","(83,)","(0,)","('on',)","(54,)","(8100,)","(0,)","(99,)","['setSaturation:99', 'setLevel:54', 'setColorTemperature:8100']",3,0.009475946426391602,1470,1480
174,"('on',)","(35,)","(6900,)","(99,)","(0,)","('on',)","(58,)","(2400,)","(2,)","(0,)","['setHue:2', 'setColorTemperature:2400', 'setLevel:58']",3,0.0071108341217041016,1103,1113
175,"('on',)","(97,)","(7700,)","(69,)","(0,)","('on',)","(43,)","(8000,)","(0,)","(43,)","['setSaturation:43', 'setLevel:43', 'setColorTemperature:8000']",3,0.00716710090637207,1101,1111
176,"('off',)","(82,)","(3300,)","(9,)","(0,)","('on',)","(82,)","(3300,)","(0,)","(43,)",['setSaturation:43'],1,0.0024569034576416016,371,370
177,"('on',)","(20,)","(4600,)","(56,)","(0,)","('on',)","(40,)","(6600,)","(57,)","(0,)","['setLevel:40', 'setColorTemperature:6600', 'setHue:57']",3,0.016945600509643555,2565,2597
178,"('on',)","(34,)","(5600,)","(48,)","(0,)","('on',)","(25,)","(8300,)","(13,)","(0,)","['setHue:13', 'setLevel:25', 'setColorTemperature:8300']",3,0.007212162017822266,1103,1113
179,"('on',)","(80,)","(6500,)","(0,)","(67,)","('on',)","(67,)","(4400,)","(81,)","(0,)","['setHue:81', 'setColorTemperature:4400', 'setLevel:67']",3,0.00717926025390625,1102,1112
180,"('on',)","(81,)","(2400,)","(41,)","(0,)","('on',)","(39,)","(6000,)","(89,)","(0,)","['setLevel:39', 'setColorTemperature:6000', 'setHue:89']",3,0.01426839828491211,2202,2226
181,"('off',)","(94,)","(2800,)","(47,)","(0,)","('on',)","(49,)","(4900,)","(92,)","(0,)","['setLevel:49', 'setColorTemperature:4900', 'setHue:92']",3,0.014316082000732422,2207,2225
182,"('on',)","(78,)","(6400,)","(0,)","(61,)","('on',)","(78,)","(6400,)","(91,)","(0,)",['setHue:91'],1,0.0024056434631347656,368,370
183,"('on',)","(41,)","(6700,)","(0,)","(90,)","('on',)","(36,)","(3400,)","(68,)","(0,)","['setHue:68', 'setColorTemperature:3400', 'setLevel:36']",3,0.007243633270263672,1102,1112
184,"('on',)","(57,)","(2300,)","(77,)","(0,)","('on',)","(83,)","(2300,)","(0,)","(96,)","['setSaturation:96', 'setLevel:83']",2,0.004816532135009766,735,741
185,"('on',)","(77,)","(5800,)","(0,)","(84,)","('on',)","(90,)","(2400,)","(0,)","(33,)","['setSaturation:33', 'setColorTemperature:2400', 'setLevel:90']",3,0.007300615310668945,1100,1110
186,"('off',)","(0,)","(5800,)","(0,)","(39,)","('on',)","(0,)","(8600,)","(0,)","(69,)","['setColorTemperature:8600', 'setSaturation:69']",2,0.007157087326049805,1106,1109
187,"('on',)","(32,)","(6900,)","(0,)","(58,)","('on',)","(32,)","(2800,)","(0,)","(9,)","['setColorTemperature:2800', 'setSaturation:9']",2,0.004778146743774414,734,740
188,"('off',)","(95,)","(8300,)","(74,)","(0,)","('on',)","(86,)","(5400,)","(0,)","(7,)","['setSaturation:7', 'setColorTemperature:5400', 'setLevel:86']",3,0.007173061370849609,1104,1110
189,"('off',)","(4,)","(6600,)","(0,)","(44,)","('on',)","(50,)","(2300,)","(0,)","(13,)","['setSaturation:13', 'setColorTemperature:2300', 'setLevel:50']",3,0.007060527801513672,1103,1109
190,"('on',)","(92,)","(8200,)","(0,)","(79,)","('on',)","(92,)","(5900,)","(0,)","(80,)","['setColorTemperature:5900', 'setSaturation:80']",2,0.004818916320800781,734,740
191,"('on',)","(18,)","(2600,)","(0,)","(0,)","('on',)","(91,)","(3900,)","(0,)","(100,)","['setLevel:91', 'setColorTemperature:3900', 'setSaturation:100']",3,0.016791105270385742,2565,2590
192,"('on',)","(10,)","(5600,)","(70,)","(0,)","('on',)","(84,)","(7100,)","(0,)","(56,)","['setSaturation:56', 'setLevel:84', 'setColorTemperature:7100']",3,0.009518861770629883,1467,1481
193,"('off',)","(87,)","(2500,)","(84,)","(0,)","('on',)","(3,)","(2500,)","(0,)","(21,)","['setSaturation:21', 'setLevel:3']",2,0.004744768142700195,738,740
194,"('off',)","(96,)","(4500,)","(0,)","(34,)","('on',)","(96,)","(8400,)","(0,)","(54,)","['setColorTemperature:8400', 'setSaturation:54']",2,0.007098197937011719,1104,1109
195,"('on',)","(20,)","(4800,)","(95,)","(0,)","('on',)","(67,)","(7500,)","(0,)","(95,)","['setSaturation:95', 'setLevel:67', 'setColorTemperature:7500']",3,0.009536266326904297,1467,1481
196,"('off',)","(72,)","(2300,)","(81,)","(0,)","('on',)","(15,)","(7700,)","(17,)","(0,)","['setHue:17', 'setLevel:15', 'setColorTemperature:7700']",3,0.007133960723876953,1106,1112
197,"('on',)","(83,)","(2400,)","(0,)","(2,)","('on',)","(64,)","(3700,)","(0,)","(2,)","['setLevel:64', 'setColorTemperature:3700']",2,0.004791259765625,734,740
198,"('on',)","(68,)","(6200,)","(14,)","(0,)","('on',)","(68,)","(6200,)","(0,)","(98,)",['setSaturation:98'],1,0.0024003982543945312,369,371
199,"('on',)","(10,)","(7100,)","(83,)","(0,)","('on',)","(48,)","(5100,)","(0,)","(81,)","['setSaturation:81', 'setColorTemperature:5100', 'setLevel:48']",3,0.007210731506347656,1101,1111
200,"('on',)","(67,)","(2400,)","(0,)","(58,)","('on',)","(85,)","(7200,)","(68,)","(0,)","['setHue:68', 'setLevel:85', 'setColorTemperature:7200']",3,0.009553194046020508,1469,1483
201,"('on',)","(7,)","(4500,)","(43,)","(0,)","('on',)","(33,)","(4500,)","(0,)","(6,)","['setSaturation:6', 'setLevel:33']",2,0.004751443862915039,735,741
202,"('on',)","(87,)","(3700,)","(37,)","(0,)","('on',)","(83,)","(2500,)","(0,)","(74,)","['setSaturation:74', 'setColorTemperature:2500', 'setLevel:83']",3,0.0071964263916015625,1101,1111
203,"('off',)","(3,)","(3400,)","(55,)","(0,)","('on',)","(91,)","(3900,)","(0,)","(2,)","['setSaturation:2', 'setLevel:91', 'setColorTemperature:3900']",3,0.009479045867919922,1470,1480
204,"('on',)","(27,)","(2500,)","(5,)","(0,)","('on',)","(54,)","(2900,)","(0,)","(84,)","['setSaturation:84', 'setLevel:54', 'setColorTemperature:2900']",3,0.009524345397949219,1467,1481
205,"('off',)","(57,)","(8500,)","(23,)","(0,)","('on',)","(99,)","(8500,)","(0,)","(39,)","['setSaturation:39', 'setLevel:99']",2,0.005097627639770508,738,740
206,"('off',)","(76,)","(4800,)","(90,)","(0,)","('on',)","(81,)","(4800,)","(0,)","(22,)","['setSaturation:22', 'setLevel:81']",2,0.00485539436340332,738,740
207,"('off',)","(2,)","(5200,)","(65,)","(0,)","('on',)","(22,)","(4900,)","(23,)","(0,)","['setHue:23', 'setColorTemperature:4900', 'setLevel:22']",3,0.007141828536987305,1106,1112
208,"('on',)","(93,)","(5600,)","(0,)","(67,)","('on',)","(80,)","(7100,)","(0,)","(72,)","['setLevel:80', 'setColorTemperature:7100', 'setSaturation:72']",3,0.014317750930786133,2196,2220
209,"('on',)","(10,)","(4200,)","(0,)","(71,)","('on',)","(27,)","(8400,)","(31,)","(0,)","['setHue:31', 'setLevel:27', 'setColorTemperature:8400']",3,0.009564399719238281,1469,1483
210,"('off',)","(81,)","(2800,)","(10,)","(0,)","('on',)","(66,)","(3200,)","(0,)","(74,)","['setSaturation:74', 'setLevel:66', 'setColorTemperature:3200']",3,0.007232189178466797,1104,1110
211,"('off',)","(8,)","(3300,)","(5,)","(0,)","('on',)","(8,)","(5700,)","(27,)","(0,)","['setHue:27', 'setColorTemperature:5700']",2,0.00478053092956543,739,741
212,"('on',)","(48,)","(8800,)","(0,)","(62,)","('on',)","(76,)","(6500,)","(55,)","(0,)","['setHue:55', 'setColorTemperature:6500', 'setLevel:76']",3,0.00722503662109375,1102,1112
213,"('off',)","(71,)","(3300,)","(0,)","(90,)","('on',)","(52,)","(3300,)","(0,)","(66,)","['setSaturation:66', 'setLevel:52']",2,0.004790782928466797,737,739
214,"('on',)","(10,)","(6200,)","(0,)","(16,)","('on',)","(22,)","(6200,)","(0,)","(82,)","['setLevel:22', 'setSaturation:82']",2,0.00715184211730957,1100,1110
215,"('off',)","(75,)","(5500,)","(0,)","(9,)","('on',)","(25,)","(5500,)","(0,)","(55,)","['setSaturation:55', 'setLevel:25']",2,0.004806995391845703,737,739
216,"('on',)","(75,)","(3500,)","(100,)","(0,)","('on',)","(80,)","(7300,)","(83,)","(0,)","['setLevel:80', 'setColorTemperature:7300', 'setHue:83']",3,0.016805648803710938,2565,2597
217,"('on',)","(65,)","(6800,)","(86,)","(0,)","('on',)","(65,)","(3600,)","(85,)","(0,)","['setHue:85', 'setColorTemperature:3600']",2,0.004786252975463867,736,742
218,"('off',)","(19,)","(5900,)","(95,)","(0,)","('on',)","(19,)","(6100,)","(21,)","(0,)","['setHue:21', 'setColorTemperature:6100']",2,0.004769325256347656,739,741
219,"('off',)","(59,)","(8000,)","(26,)","(0,)","('on',)","(33,)","(8100,)","(0,)","(80,)","['setSaturation:80', 'setLevel:33', 'setColorTemperature:8100']",3,0.007146596908569336,1104,1110
220,"('off',)","(59,)","(3700,)","(0,)","(89,)","('on',)","(44,)","(3700,)","(44,)","(0,)","['setHue:44', 'setLevel:44']",2,0.0047533512115478516,738,740
221,"('off',)","(63,)","(5700,)","(21,)","(0,)","('on',)","(56,)","(7300,)","(78,)","(0,)","['setLevel:56', 'setColorTemperature:7300', 'setHue:78']",3,0.014362335205078125,2207,2225
222,"('off',)","(98,)","(5700,)","(76,)","(0,)","('on',)","(35,)","(5700,)","(0,)","(28,)","['setSaturation:28', 'setLevel:35']",2,0.00481724739074707,738,740
223,"('off',)","(77,)","(2200,)","(0,)","(84,)","('on',)","(16,)","(7600,)","(0,)","(89,)","['setLevel:16', 'setColorTemperature:7600', 'setSaturation:89']",3,0.014171123504638672,2200,2215
224,"('off',)","(7,)","(8600,)","(0,)","(69,)","('on',)","(33,)","(6000,)","(67,)","(0,)","['setHue:67', 'setColorTemperature:6000', 'setLevel:33']",3,0.0070896148681640625,1105,1111
225,"('off',)","(78,)","(7200,)","(78,)","(0,)","('on',)","(58,)","(4000,)","(51,)","(0,)","['setHue:51', 'setColorTemperature:4000', 'setLevel:58']",3,0.0072138309478759766,1106,1112
226,"('on',)","(28,)","(4100,)","(0,)","(24,)","('on',)","(35,)","(5100,)","(49,)","(0,)","['setHue:49', 'setLevel:35', 'setColorTemperature:5100']",3,0.009508609771728516,1469,1483
227,"('off',)","(25,)","(2600,)","(34,)","(0,)","('on',)","(32,)","(6600,)","(0,)","(61,)","['setSaturation:61', 'setLevel:32', 'setColorTemperature:6600']",3,0.009510278701782227,1470,1480
228,"('off',)","(51,)","(7300,)","(0,)","(1,)","('on',)","(75,)","(4900,)","(0,)","(52,)","['setColorTemperature:4900', 'setLevel:75', 'setSaturation:52']",3,0.01179361343383789,1835,1849
229,"('on',)","(3,)","(4600,)","(0,)","(18,)","('on',)","(3,)","(3900,)","(80,)","(0,)","['setHue:80', 'setColorTemperature:3900']",2,0.004751682281494141,735,741
230,"('on',)","(31,)","(4700,)","(55,)","(0,)","('on',)","(55,)","(4100,)","(0,)","(17,)","['setSaturation:17', 'setColorTemperature:4100', 'setLevel:55']",3,0.007203102111816406,1101,1111
231,"('off',)","(26,)","(6300,)","(9,)","(0,)","('on',)","(72,)","(6300,)","(70,)","(0,)","['setHue:70', 'setLevel:72']",2,0.0047719478607177734,739,741
232,"('off',)","(60,)","(5700,)","(87,)","(0,)","('on',)","(18,)","(5600,)","(0,)","(63,)","['setSaturation:63', 'setColorTemperature:5600', 'setLevel:18']",3,0.007199764251708984,1104,1110
233,"('off',)","(12,)","(6800,)","(0,)","(12,)","('on',)","(12,)","(3200,)","(0,)","(73,)","['setColorTemperature:3200', 'setSaturation:73']",2,0.004835844039916992,737,739
234,"('off',)","(41,)","(3900,)","(0,)","(56,)","('on',)","(10,)","(7900,)","(7,)","(0,)","['setHue:7', 'setLevel:10', 'setColorTemperature:7900']",3,0.007103443145751953,1105,1111
235,"('off',)","(42,)","(8100,)","(0,)","(7,)","('on',)","(13,)","(8100,)","(89,)","(0,)","['setHue:89', 'setLevel:13']",2,0.004807233810424805,738,740
236,"('on',)","(67,)","(8000,)","(1,)","(0,)","('on',)","(92,)","(8100,)","(0,)","(18,)","['setSaturation:18', 'setLevel:92', 'setColorTemperature:8100']",3,0.009749412536621094,1467,1481
237,"('off',)","(65,)","(3300,)","(41,)","(0,)","('on',)","(44,)","(3300,)","(0,)","(58,)","['setSaturation:58', 'setLevel:44']",2,0.004822731018066406,738,740
238,"('on',)","(76,)","(3500,)","(0,)","(18,)","('on',)","(81,)","(3500,)","(0,)","(43,)","['setLevel:81', 'setSaturation:43']",2,0.007137298583984375,1100,1110
239,"('on',)","(22,)","(6400,)","(0,)","(68,)","('on',)","(48,)","(6400,)","(99,)","(0,)","['setHue:99', 'setLevel:48']",2,0.004802227020263672,735,741
240,"('off',)","(54,)","(8000,)","(23,)","(0,)","('on',)","(54,)","(7000,)","(55,)","(0,)","['setColorTemperature:7000', 'setHue:55']",2,0.004794597625732422,739,741
241,"('on',)","(44,)","(8600,)","(36,)","(0,)","('on',)","(44,)","(8600,)","(73,)","(0,)",['setHue:73'],1,0.0024216175079345703,369,371
242,"('on',)","(96,)","(6500,)","(81,)","(0,)","('on',)","(75,)","(7000,)","(0,)","(81,)","['setSaturation:81', 'setLevel:75', 'setColorTemperature:7000']",3,0.007173299789428711,1101,1111
243,"('on',)","(55,)","(4700,)","(67,)","(0,)","('on',)","(6,)","(4700,)","(75,)","(0,)","['setLevel:6', 'setHue:75']",2,0.007114410400390625,1103,1113
244,"('off',)","(92,)","(8000,)","(23,)","(0,)","('on',)","(79,)","(5600,)","(26,)","(0,)","['setColorTemperature:5600', 'setLevel:79', 'setHue:26']",3,0.009537935256958008,1473,1483
245,"('off',)","(52,)","(2500,)","(0,)","(67,)","('on',)","(52,)","(3400,)","(0,)","(1,)","['setSaturation:1', 'setColorTemperature:3400']",2,0.004828214645385742,737,739
246,"('off',)","(3,)","(3700,)","(0,)","(73,)","('on',)","(58,)","(3700,)","(0,)","(57,)","['setSaturation:57', 'setLevel:58']",2,0.004739522933959961,737,739
247,"('off',)","(48,)","(4600,)","(78,)","(0,)","('on',)","(22,)","(5300,)","(0,)","(56,)","['setSaturation:56', 'setLevel:22', 'setColorTemperature:5300']",3,0.007192850112915039,1104,1110
248,"('on',)","(96,)","(5300,)","(16,)","(0,)","('on',)","(78,)","(5300,)","(0,)","(74,)","['setSaturation:74', 'setLevel:78']",2,0.004806041717529297,735,741
249,"('on',)","(53,)","(7700,)","(0,)","(20,)","('on',)","(50,)","(7300,)","(0,)","(57,)","['setColorTemperature:7300', 'setLevel:50', 'setSaturation:57']",3,0.009497404098510742,1465,1480
250,"('on',)","(96,)","(3300,)","(0,)","(49,)","('on',)","(91,)","(6700,)","(0,)","(51,)","['setLevel:91', 'setColorTemperature:6700', 'setSaturation:51']",3,0.014308452606201172,2196,2220
251,"('on',)","(52,)","(4800,)","(0,)","(68,)","('on',)","(44,)","(4800,)","(68,)","(0,)","['setHue:68', 'setLevel:44']",2,0.004754543304443359,735,741
252,"('off',)","(68,)","(7900,)","(0,)","(10,)","('on',)","(2,)","(5000,)","(0,)","(16,)","['setColorTemperature:5000', 'setLevel:2', 'setSaturation:16']",3,0.009465456008911133,1469,1479
253,"('on',)","(42,)","(6700,)","(0,)","(43,)","('on',)","(24,)","(6700,)","(37,)","(0,)","['setHue:37', 'setLevel:24']",2,0.004776954650878906,735,741
254,"('off',)","(84,)","(2600,)","(0,)","(83,)","('on',)","(37,)","(5900,)","(56,)","(0,)","['setHue:56', 'setLevel:37', 'setColorTemperature:5900']",3,0.007228374481201172,1105,1111
255,"('on',)","(67,)","(5600,)","(0,)","(28,)","('on',)","(34,)","(7600,)","(0,)","(99,)","['setLevel:34', 'setColorTemperature:7600', 'setSaturation:99']",3,0.014548301696777344,2196,2220
256,"('off',)","(4,)","(3500,)","(90,)","(0,)","('on',)","(4,)","(3100,)","(0,)","(38,)","['setSaturation:38', 'setColorTemperature:3100']",2,0.004830837249755859,738,740
257,"('off',)","(7,)","(8100,)","(23,)","(0,)","('on',)","(49,)","(5400,)","(0,)","(18,)","['setSaturation:18', 'setColorTemperature:5400', 'setLevel:49']",3,0.0071179866790771484,1104,1110
258,"('off',)","(35,)","(6200,)","(55,)","(0,)","('on',)","(35,)","(6200,)","(87,)","(0,)",['setHue:87'],1,0.0024132728576660156,371,370
259,"('on',)","(72,)","(4900,)","(0,)","(79,)","('on',)","(89,)","(4900,)","(0,)","(69,)","['setSaturation:69', 'setLevel:89']",2,0.004866123199462891,734,740
260,"('off',)","(23,)","(3300,)","(53,)","(0,)","('on',)","(52,)","(3900,)","(0,)","(73,)","['setSaturation:73', 'setLevel:52', 'setColorTemperature:3900']",3,0.009521245956420898,1470,1480
261,"('on',)","(5,)","(6700,)","(85,)","(0,)","('on',)","(93,)","(6700,)","(58,)","(0,)","['setHue:58', 'setLevel:93']",2,0.004775047302246094,736,742
262,"('off',)","(92,)","(6900,)","(6,)","(0,)","('on',)","(36,)","(6900,)","(78,)","(0,)","['setLevel:36', 'setHue:78']",2,0.004742145538330078,739,741
263,"('off',)","(42,)","(6000,)","(0,)","(37,)","('on',)","(97,)","(5800,)","(38,)","(0,)","['setHue:38', 'setColorTemperature:5800', 'setLevel:97']",3,0.0072002410888671875,1105,1111
264,"('on',)","(4,)","(6400,)","(64,)","(0,)","('on',)","(4,)","(3500,)","(0,)","(100,)","['setSaturation:100', 'setColorTemperature:3500']",2,0.00477147102355957,735,741
265,"('off',)","(83,)","(6700,)","(46,)","(0,)","('on',)","(88,)","(6700,)","(43,)","(0,)","['setHue:43', 'setLevel:88']",2,0.004773855209350586,739,741
266,"('off',)","(80,)","(4000,)","(0,)","(45,)","('on',)","(27,)","(2600,)","(82,)","(0,)","['setHue:82', 'setColorTemperature:2600', 'setLevel:27']",3,0.007118701934814453,1105,1111
267,"('on',)","(18,)","(4300,)","(8,)","(0,)","('on',)","(60,)","(4300,)","(35,)","(0,)","['setHue:35', 'setLevel:60']",2,0.004801034927368164,736,742
268,"('off',)","(23,)","(5500,)","(66,)","(0,)","('on',)","(44,)","(5500,)","(0,)","(14,)","['setSaturation:14', 'setLevel:44']",2,0.0047528743743896484,738,740
269,"('off',)","(51,)","(7700,)","(11,)","(0,)","('on',)","(94,)","(8700,)","(11,)","(0,)","['setLevel:94', 'setColorTemperature:8700']",2,0.007118940353393555,1107,1112
270,"('on',)","(53,)","(3500,)","(0,)","(46,)","('on',)","(99,)","(3500,)","(26,)","(0,)","['setHue:26', 'setLevel:99']",2,0.004765987396240234,735,741
271,"('off',)","(80,)","(5100,)","(0,)","(39,)","('on',)","(72,)","(4000,)","(0,)","(63,)","['setColorTemperature:4000', 'setLevel:72', 'setSaturation:63']",3,0.009592533111572266,1469,1479
272,"('off',)","(20,)","(5600,)","(16,)","(0,)","('on',)","(3,)","(4000,)","(0,)","(8,)","['setSaturation:8', 'setColorTemperature:4000', 'setLevel:3']",3,0.007064342498779297,1104,1110
273,"('off',)","(82,)","(2600,)","(68,)","(0,)","('on',)","(51,)","(2600,)","(55,)","(0,)","['setHue:55', 'setLevel:51']",2,0.0048427581787109375,739,741
274,"('off',)","(39,)","(4300,)","(29,)","(0,)","('on',)","(39,)","(3000,)","(0,)","(87,)","['setSaturation:87', 'setColorTemperature:3000']",2,0.0047626495361328125,738,740
275,"('off',)","(90,)","(7500,)","(49,)","(0,)","('on',)","(71,)","(5700,)","(0,)","(95,)","['setSaturation:95', 'setColorTemperature:5700', 'setLevel:71']",3,0.007221698760986328,1104,1110
276,"('off',)","(59,)","(8800,)","(70,)","(0,)","('on',)","(19,)","(8800,)","(0,)","(80,)","['setSaturation:80', 'setLevel:19']",2,0.0048100948333740234,738,740
277,"('on',)","(26,)","(3300,)","(16,)","(0,)","('on',)","(26,)","(3600,)","(64,)","(0,)","['setColorTemperature:3600', 'setHue:64']",2,0.007174253463745117,1103,1113
278,"('on',)","(100,)","(3400,)","(0,)","(90,)","('off',)","(27,)","(2800,)","(39,)","(0,)","['setHue:39', 'setColorTemperature:2800', 'setLevel:27', 'setLevel:0']",4,0.011838674545288086,1833,1853
279,"('on',)","(17,)","(4900,)","(66,)","(0,)","('on',)","(87,)","(4900,)","(0,)","(7,)","['setSaturation:7', 'setLevel:87']",2,0.004825592041015625,735,741
280,"('on',)","(36,)","(8200,)","(0,)","(49,)","('on',)","(90,)","(3800,)","(49,)","(0,)","['setHue:49', 'setColorTemperature:3800', 'setLevel:90']",3,0.007189750671386719,1102,1112
281,"('on',)","(9,)","(4800,)","(0,)","(87,)","('on',)","(45,)","(4700,)","(0,)","(90,)","['setColorTemperature:4700', 'setLevel:45', 'setSaturation:90']",3,0.009465932846069336,1465,1480
282,"('off',)","(96,)","(4900,)","(94,)","(0,)","('on',)","(82,)","(4900,)","(39,)","(0,)","['setHue:39', 'setLevel:82']",2,0.004781484603881836,739,741
283,"('off',)","(60,)","(7000,)","(31,)","(0,)","('on',)","(51,)","(7000,)","(0,)","(76,)","['setSaturation:76', 'setLevel:51']",2,0.004827260971069336,738,740
284,"('off',)","(56,)","(2700,)","(73,)","(0,)","('on',)","(56,)","(3200,)","(0,)","(10,)","['setSaturation:10', 'setColorTemperature:3200']",2,0.004814863204956055,738,740
285,"('off',)","(66,)","(5900,)","(48,)","(0,)","('on',)","(18,)","(5900,)","(0,)","(25,)","['setSaturation:25', 'setLevel:18']",2,0.00487065315246582,738,740
286,"('off',)","(100,)","(6200,)","(53,)","(0,)","('on',)","(83,)","(3000,)","(0,)","(80,)","['setSaturation:80', 'setColorTemperature:3000', 'setLevel:83']",3,0.007132530212402344,1104,1110
287,"('on',)","(11,)","(5200,)","(9,)","(0,)","('on',)","(46,)","(5300,)","(0,)","(81,)","['setSaturation:81', 'setLevel:46', 'setColorTemperature:5300']",3,0.009531736373901367,1467,1481
288,"('on',)","(67,)","(2800,)","(91,)","(0,)","('on',)","(34,)","(6500,)","(0,)","(96,)","['setSaturation:96', 'setLevel:34', 'setColorTemperature:6500']",3,0.007222890853881836,1101,1111
