,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
41,"('off',)","(82,)","(6300,)","(0,)","(25,)","('on',)","(53,)","(6300,)","(0,)","(43,)","['setLevel:53', 'setSaturation:43']",2,0.0047566890716552734,737,739
42,"('off',)","(46,)","(6800,)","(0,)","(64,)","('on',)","(35,)","(6800,)","(94,)","(0,)","['setHue:94', 'setLevel:35']",2,0.004773378372192383,738,740
43,"('on',)","(22,)","(6400,)","(35,)","(0,)","('on',)","(4,)","(6400,)","(0,)","(37,)","['setSaturation:37', 'setLevel:4']",2,0.0047130584716796875,735,741
44,"('off',)","(20,)","(4400,)","(19,)","(0,)","('on',)","(79,)","(4400,)","(19,)","(0,)",['setLevel:79'],1,0.0024144649505615234,371,370
45,"('off',)","(48,)","(6300,)","(91,)","(0,)","('on',)","(48,)","(6000,)","(19,)","(0,)","['setHue:19', 'setColorTemperature:6000']",2,0.004755735397338867,739,741
46,"('on',)","(92,)","(4800,)","(74,)","(0,)","('on',)","(96,)","(4800,)","(21,)","(0,)","['setHue:21', 'setLevel:96']",2,0.004757881164550781,736,742
47,"('on',)","(11,)","(3200,)","(0,)","(50,)","('on',)","(64,)","(3200,)","(0,)","(50,)",['setLevel:64'],1,0.002407550811767578,368,370
48,"('on',)","(17,)","(4700,)","(0,)","(86,)","('on',)","(41,)","(4700,)","(87,)","(0,)","['setHue:87', 'setLevel:41']",2,0.004765510559082031,735,741
49,"('off',)","(28,)","(5200,)","(50,)","(0,)","('on',)","(17,)","(5200,)","(52,)","(0,)","['setLevel:17', 'setHue:52']",2,0.004752397537231445,739,741
50,"('on',)","(62,)","(6300,)","(73,)","(0,)","('on',)","(62,)","(6300,)","(0,)","(7,)",['setSaturation:7'],1,0.0024175643920898438,369,371
51,"('off',)","(10,)","(7300,)","(0,)","(30,)","('on',)","(90,)","(7300,)","(0,)","(30,)",['setLevel:90'],1,0.0023796558380126953,370,369
52,"('on',)","(64,)","(5100,)","(0,)","(14,)","('on',)","(64,)","(5100,)","(26,)","(0,)",['setHue:26'],1,0.00241851806640625,368,370
53,"('on',)","(99,)","(3100,)","(0,)","(11,)","('on',)","(99,)","(5800,)","(3,)","(0,)","['setHue:3', 'setColorTemperature:5800']",2,0.00473785400390625,735,741
54,"('on',)","(24,)","(5800,)","(68,)","(0,)","('on',)","(13,)","(5800,)","(68,)","(0,)",['setLevel:13'],1,0.002382993698120117,369,371
55,"('on',)","(66,)","(2700,)","(38,)","(0,)","('on',)","(66,)","(2700,)","(19,)","(0,)",['setHue:19'],1,0.0024106502532958984,369,371
56,"('on',)","(1,)","(5200,)","(32,)","(0,)","('on',)","(84,)","(5200,)","(11,)","(0,)","['setHue:11', 'setLevel:84']",2,0.004673480987548828,736,740
57,"('off',)","(84,)","(4700,)","(0,)","(29,)","('on',)","(93,)","(4700,)","(34,)","(0,)","['setHue:34', 'setLevel:93']",2,0.004762411117553711,738,740
58,"('off',)","(13,)","(6100,)","(0,)","(24,)","('on',)","(63,)","(6100,)","(0,)","(15,)","['setSaturation:15', 'setLevel:63']",2,0.0047566890716552734,737,739
59,"('on',)","(40,)","(5000,)","(0,)","(72,)","('on',)","(40,)","(5000,)","(0,)","(57,)",['setSaturation:57'],1,0.0024309158325195312,368,370
60,"('on',)","(19,)","(3100,)","(0,)","(19,)","('on',)","(19,)","(3100,)","(0,)","(12,)",['setSaturation:12'],1,0.002409696578979492,368,370
61,"('on',)","(13,)","(4700,)","(83,)","(0,)","('on',)","(51,)","(4700,)","(0,)","(42,)","['setSaturation:42', 'setLevel:51']",2,0.004795551300048828,735,741
62,"('on',)","(56,)","(8000,)","(0,)","(100,)","('on',)","(18,)","(7400,)","(0,)","(100,)","['setColorTemperature:7400', 'setLevel:18']",2,0.004774332046508789,734,740
63,"('on',)","(83,)","(7600,)","(0,)","(96,)","('on',)","(6,)","(7600,)","(0,)","(16,)","['setSaturation:16', 'setLevel:6']",2,0.004740476608276367,734,740
64,"('on',)","(90,)","(3500,)","(0,)","(53,)","('on',)","(90,)","(3500,)","(0,)","(22,)",['setSaturation:22'],1,0.0024111270904541016,368,370
65,"('off',)","(9,)","(5000,)","(0,)","(4,)","('on',)","(9,)","(5000,)","(23,)","(0,)",['setHue:23'],1,0.002391815185546875,370,369
66,"('off',)","(90,)","(7800,)","(0,)","(19,)","('on',)","(92,)","(7800,)","(0,)","(19,)",['setLevel:92'],1,0.002381563186645508,370,369
67,"('off',)","(37,)","(7500,)","(0,)","(67,)","('on',)","(87,)","(7500,)","(0,)","(67,)",['setLevel:87'],1,0.0023877620697021484,370,369
68,"('off',)","(43,)","(6900,)","(0,)","(42,)","('on',)","(43,)","(5900,)","(0,)","(21,)","['setSaturation:21', 'setColorTemperature:5900']",2,0.004740238189697266,737,739
69,"('off',)","(68,)","(4500,)","(0,)","(23,)","('on',)","(68,)","(4500,)","(0,)","(58,)",['setSaturation:58'],1,0.0023708343505859375,370,369
70,"('off',)","(26,)","(6100,)","(83,)","(0,)","('on',)","(20,)","(6100,)","(49,)","(0,)","['setHue:49', 'setLevel:20']",2,0.004759073257446289,739,741
71,"('off',)","(64,)","(5900,)","(51,)","(0,)","('on',)","(64,)","(5900,)","(0,)","(22,)",['setSaturation:22'],1,0.002390146255493164,371,370
72,"('off',)","(80,)","(7900,)","(14,)","(0,)","('on',)","(80,)","(7900,)","(0,)","(14,)",['setSaturation:14'],1,0.002405405044555664,371,370
73,"('off',)","(41,)","(4600,)","(0,)","(73,)","('on',)","(47,)","(4600,)","(9,)","(0,)","['setHue:9', 'setLevel:47']",2,0.004801273345947266,738,740
74,"('off',)","(95,)","(3700,)","(0,)","(14,)","('on',)","(95,)","(4300,)","(98,)","(0,)","['setHue:98', 'setColorTemperature:4300']",2,0.004726886749267578,738,740
75,"('on',)","(8,)","(3600,)","(0,)","(82,)","('on',)","(71,)","(3600,)","(0,)","(44,)","['setSaturation:44', 'setLevel:71']",2,0.004756450653076172,734,740
76,"('off',)","(30,)","(5600,)","(10,)","(0,)","('on',)","(96,)","(5600,)","(0,)","(91,)","['setSaturation:91', 'setLevel:96']",2,0.004770040512084961,738,740
77,"('off',)","(69,)","(8600,)","(0,)","(77,)","('on',)","(69,)","(3400,)","(67,)","(0,)","['setHue:67', 'setColorTemperature:3400']",2,0.004782676696777344,738,740
78,"('off',)","(13,)","(8700,)","(0,)","(57,)","('on',)","(35,)","(8700,)","(0,)","(57,)",['setLevel:35'],1,0.0023801326751708984,370,369
79,"('on',)","(98,)","(7200,)","(0,)","(99,)","('on',)","(98,)","(4300,)","(88,)","(0,)","['setHue:88', 'setColorTemperature:4300']",2,0.004755735397338867,735,741
80,"('on',)","(72,)","(3500,)","(0,)","(54,)","('on',)","(29,)","(3500,)","(0,)","(54,)",['setLevel:29'],1,0.002385854721069336,368,370
81,"('off',)","(88,)","(7700,)","(0,)","(97,)","('on',)","(88,)","(6600,)","(0,)","(97,)",['setColorTemperature:6600'],1,0.002402067184448242,370,369
82,"('off',)","(87,)","(2600,)","(0,)","(71,)","('on',)","(87,)","(8200,)","(0,)","(43,)","['setSaturation:43', 'setColorTemperature:8200']",2,0.004749298095703125,737,739
83,"('on',)","(27,)","(2900,)","(0,)","(85,)","('on',)","(27,)","(6300,)","(12,)","(0,)","['setHue:12', 'setColorTemperature:6300']",2,0.00476527214050293,735,741
84,"('on',)","(30,)","(3500,)","(0,)","(84,)","('on',)","(89,)","(3500,)","(0,)","(62,)","['setSaturation:62', 'setLevel:89']",2,0.0047647953033447266,734,740
85,"('off',)","(70,)","(4400,)","(0,)","(77,)","('on',)","(64,)","(4400,)","(0,)","(77,)",['setLevel:64'],1,0.0024008750915527344,370,369
86,"('off',)","(19,)","(6700,)","(33,)","(0,)","('on',)","(19,)","(8000,)","(0,)","(65,)","['setSaturation:65', 'setColorTemperature:8000']",2,0.004784107208251953,738,740
87,"('on',)","(50,)","(3800,)","(0,)","(31,)","('on',)","(11,)","(3800,)","(39,)","(0,)","['setHue:39', 'setLevel:11']",2,0.004782438278198242,735,741
88,"('on',)","(31,)","(3500,)","(0,)","(20,)","('on',)","(31,)","(3500,)","(14,)","(0,)",['setHue:14'],1,0.002415180206298828,368,370
89,"('off',)","(36,)","(3600,)","(0,)","(67,)","('on',)","(36,)","(3600,)","(0,)","(29,)",['setSaturation:29'],1,0.002385377883911133,370,369
90,"('on',)","(82,)","(6000,)","(0,)","(5,)","('on',)","(1,)","(3600,)","(0,)","(5,)","['setColorTemperature:3600', 'setLevel:1']",2,0.00471186637878418,734,740
91,"('off',)","(12,)","(7200,)","(37,)","(0,)","('on',)","(12,)","(7200,)","(67,)","(0,)",['setHue:67'],1,0.002415180206298828,371,370
92,"('on',)","(2,)","(7200,)","(0,)","(100,)","('on',)","(82,)","(7200,)","(0,)","(43,)","['setLevel:82', 'setSaturation:43']",2,0.007046222686767578,1100,1110
93,"('on',)","(63,)","(6500,)","(0,)","(58,)","('on',)","(63,)","(6500,)","(88,)","(0,)",['setHue:88'],1,0.0023870468139648438,368,370
94,"('off',)","(9,)","(4300,)","(0,)","(48,)","('on',)","(11,)","(4300,)","(70,)","(0,)","['setHue:70', 'setLevel:11']",2,0.004709482192993164,738,740
95,"('on',)","(3,)","(2600,)","(0,)","(83,)","('on',)","(3,)","(2600,)","(0,)","(20,)",['setSaturation:20'],1,0.0023708343505859375,368,370
96,"('on',)","(42,)","(5000,)","(0,)","(87,)","('on',)","(72,)","(8100,)","(0,)","(87,)","['setLevel:72', 'setColorTemperature:8100']",2,0.007130861282348633,1100,1110
97,"('off',)","(70,)","(3700,)","(0,)","(87,)","('on',)","(64,)","(3700,)","(0,)","(8,)","['setSaturation:8', 'setLevel:64']",2,0.0047566890716552734,737,739
98,"('on',)","(5,)","(8400,)","(0,)","(40,)","('on',)","(5,)","(2200,)","(41,)","(0,)","['setHue:41', 'setColorTemperature:2200']",2,0.0047321319580078125,735,741
99,"('on',)","(89,)","(5600,)","(38,)","(0,)","('on',)","(40,)","(5600,)","(0,)","(47,)","['setSaturation:47', 'setLevel:40']",2,0.004769325256347656,735,741
100,"('off',)","(90,)","(4300,)","(0,)","(41,)","('on',)","(90,)","(2600,)","(0,)","(64,)","['setColorTemperature:2600', 'setSaturation:64']",2,0.004784345626831055,737,739
101,"('on',)","(17,)","(4000,)","(67,)","(0,)","('on',)","(17,)","(5000,)","(0,)","(46,)","['setSaturation:46', 'setColorTemperature:5000']",2,0.004790544509887695,735,741
102,"('on',)","(20,)","(8700,)","(72,)","(0,)","('on',)","(20,)","(7100,)","(83,)","(0,)","['setColorTemperature:7100', 'setHue:83']",2,0.0047686100006103516,736,742
103,"('on',)","(55,)","(7600,)","(54,)","(0,)","('on',)","(70,)","(7600,)","(54,)","(0,)",['setLevel:70'],1,0.0023970603942871094,369,371
104,"('on',)","(12,)","(4100,)","(0,)","(67,)","('on',)","(71,)","(4100,)","(0,)","(81,)","['setLevel:71', 'setSaturation:81']",2,0.0070841312408447266,1100,1110
105,"('off',)","(35,)","(3800,)","(0,)","(80,)","('on',)","(8,)","(3800,)","(0,)","(56,)","['setSaturation:56', 'setLevel:8']",2,0.004676342010498047,737,739
106,"('off',)","(5,)","(8300,)","(0,)","(68,)","('on',)","(13,)","(5700,)","(0,)","(68,)","['setColorTemperature:5700', 'setLevel:13']",2,0.004719734191894531,737,739
107,"('off',)","(11,)","(3500,)","(0,)","(74,)","('on',)","(41,)","(3500,)","(0,)","(38,)","['setSaturation:38', 'setLevel:41']",2,0.0047681331634521484,737,739
108,"('on',)","(58,)","(7800,)","(3,)","(0,)","('on',)","(60,)","(7800,)","(1,)","(0,)","['setHue:1', 'setLevel:60']",2,0.004751443862915039,736,742
109,"('off',)","(96,)","(7300,)","(0,)","(17,)","('on',)","(96,)","(7300,)","(72,)","(0,)",['setHue:72'],1,0.002380847930908203,370,369
110,"('off',)","(42,)","(2200,)","(0,)","(52,)","('on',)","(75,)","(2200,)","(42,)","(0,)","['setHue:42', 'setLevel:75']",2,0.004754781723022461,737,738
111,"('on',)","(61,)","(3300,)","(82,)","(0,)","('on',)","(61,)","(3300,)","(20,)","(0,)",['setHue:20'],1,0.0024323463439941406,369,371
112,"('off',)","(40,)","(5700,)","(5,)","(0,)","('on',)","(40,)","(4900,)","(5,)","(0,)",['setColorTemperature:4900'],1,0.0024101734161376953,371,370
113,"('off',)","(22,)","(3200,)","(0,)","(53,)","('on',)","(97,)","(3200,)","(0,)","(72,)","['setLevel:97', 'setSaturation:72']",2,0.007154703140258789,1104,1109
114,"('on',)","(28,)","(4700,)","(0,)","(71,)","('on',)","(75,)","(4700,)","(22,)","(0,)","['setHue:22', 'setLevel:75']",2,0.004773616790771484,735,741
115,"('off',)","(48,)","(7000,)","(0,)","(39,)","('on',)","(48,)","(4600,)","(18,)","(0,)","['setHue:18', 'setColorTemperature:4600']",2,0.004793405532836914,738,740
116,"('on',)","(58,)","(2700,)","(9,)","(0,)","('on',)","(65,)","(2700,)","(9,)","(0,)",['setLevel:65'],1,0.002382516860961914,369,371
117,"('off',)","(23,)","(4300,)","(71,)","(0,)","('on',)","(16,)","(3300,)","(71,)","(0,)","['setColorTemperature:3300', 'setLevel:16']",2,0.004796743392944336,739,741
118,"('on',)","(35,)","(3900,)","(0,)","(91,)","('on',)","(35,)","(4500,)","(0,)","(14,)","['setSaturation:14', 'setColorTemperature:4500']",2,0.0048139095306396484,734,740
119,"('off',)","(36,)","(6600,)","(0,)","(53,)","('on',)","(36,)","(6600,)","(0,)","(28,)",['setSaturation:28'],1,0.0024127960205078125,370,369
120,"('off',)","(77,)","(4600,)","(0,)","(67,)","('on',)","(77,)","(4600,)","(0,)","(56,)",['setSaturation:56'],1,0.002427339553833008,370,369
121,"('on',)","(70,)","(3400,)","(44,)","(0,)","('on',)","(87,)","(7900,)","(44,)","(0,)","['setLevel:87', 'setColorTemperature:7900']",2,0.0071735382080078125,1103,1113
122,"('off',)","(38,)","(7000,)","(37,)","(0,)","('on',)","(38,)","(8800,)","(98,)","(0,)","['setColorTemperature:8800', 'setHue:98']",2,0.007448673248291016,1107,1112
123,"('off',)","(22,)","(3900,)","(80,)","(0,)","('on',)","(22,)","(3900,)","(8,)","(0,)",['setHue:8'],1,0.002413511276245117,371,370
124,"('off',)","(26,)","(3900,)","(0,)","(98,)","('on',)","(26,)","(3900,)","(0,)","(24,)",['setSaturation:24'],1,0.002406597137451172,370,369
125,"('on',)","(60,)","(7000,)","(66,)","(0,)","('on',)","(3,)","(7000,)","(0,)","(87,)","['setSaturation:87', 'setLevel:3']",2,0.004738569259643555,735,741
126,"('off',)","(85,)","(3400,)","(0,)","(4,)","('on',)","(1,)","(3400,)","(30,)","(0,)","['setHue:30', 'setLevel:1']",2,0.00470423698425293,738,740
127,"('off',)","(33,)","(7700,)","(0,)","(17,)","('on',)","(33,)","(5500,)","(0,)","(17,)",['setColorTemperature:5500'],1,0.002397298812866211,370,369
128,"('off',)","(95,)","(3800,)","(27,)","(0,)","('on',)","(95,)","(3800,)","(64,)","(0,)",['setHue:64'],1,0.002411365509033203,371,370
129,"('on',)","(74,)","(6800,)","(97,)","(0,)","('on',)","(74,)","(6800,)","(45,)","(0,)",['setHue:45'],1,0.0023956298828125,369,371
130,"('off',)","(88,)","(5900,)","(0,)","(58,)","('on',)","(88,)","(5900,)","(0,)","(85,)",['setSaturation:85'],1,0.002389192581176758,370,369
131,"('off',)","(66,)","(4000,)","(67,)","(0,)","('on',)","(66,)","(4000,)","(0,)","(34,)",['setSaturation:34'],1,0.002428770065307617,371,370
132,"('on',)","(55,)","(2700,)","(0,)","(1,)","('on',)","(55,)","(2700,)","(88,)","(0,)",['setHue:88'],1,0.0024192333221435547,368,370
133,"('off',)","(23,)","(3200,)","(0,)","(89,)","('on',)","(23,)","(3200,)","(0,)","(74,)",['setSaturation:74'],1,0.0024156570434570312,370,369
134,"('off',)","(68,)","(4300,)","(52,)","(0,)","('on',)","(68,)","(4300,)","(64,)","(0,)",['setHue:64'],1,0.002403736114501953,371,370
135,"('on',)","(66,)","(7900,)","(17,)","(0,)","('on',)","(66,)","(7900,)","(0,)","(21,)",['setSaturation:21'],1,0.0024030208587646484,369,371
136,"('on',)","(83,)","(6500,)","(0,)","(52,)","('on',)","(83,)","(6500,)","(0,)","(100,)",['setSaturation:100'],1,0.002399921417236328,368,370
137,"('on',)","(39,)","(5200,)","(0,)","(88,)","('on',)","(39,)","(7900,)","(0,)","(88,)",['setColorTemperature:7900'],1,0.0024139881134033203,368,370
138,"('off',)","(11,)","(5800,)","(0,)","(29,)","('on',)","(11,)","(5800,)","(0,)","(95,)",['setSaturation:95'],1,0.002413034439086914,370,369
139,"('on',)","(76,)","(4900,)","(97,)","(0,)","('on',)","(28,)","(4900,)","(0,)","(23,)","['setSaturation:23', 'setLevel:28']",2,0.004787921905517578,735,741
140,"('on',)","(96,)","(2600,)","(15,)","(0,)","('on',)","(96,)","(2600,)","(0,)","(37,)",['setSaturation:37'],1,0.002402782440185547,369,371
141,"('on',)","(26,)","(7200,)","(0,)","(0,)","('on',)","(99,)","(7200,)","(57,)","(0,)","['setLevel:99', 'setHue:57']",2,0.0070950984954833984,1103,1111
142,"('off',)","(51,)","(4800,)","(54,)","(0,)","('on',)","(51,)","(4800,)","(28,)","(0,)",['setHue:28'],1,0.002414226531982422,371,370
143,"('on',)","(45,)","(3000,)","(23,)","(0,)","('on',)","(45,)","(3000,)","(0,)","(34,)",['setSaturation:34'],1,0.002420186996459961,369,371
144,"('off',)","(44,)","(7600,)","(0,)","(78,)","('on',)","(44,)","(7600,)","(0,)","(48,)",['setSaturation:48'],1,0.002436399459838867,370,369
145,"('on',)","(32,)","(4900,)","(85,)","(0,)","('on',)","(22,)","(4900,)","(0,)","(74,)","['setSaturation:74', 'setLevel:22']",2,0.004798173904418945,735,741
146,"('on',)","(60,)","(3100,)","(0,)","(72,)","('on',)","(43,)","(3100,)","(16,)","(0,)","['setHue:16', 'setLevel:43']",2,0.004885196685791016,735,741
147,"('on',)","(56,)","(4600,)","(9,)","(0,)","('on',)","(13,)","(3200,)","(9,)","(0,)","['setColorTemperature:3200', 'setLevel:13']",2,0.004771709442138672,736,742
148,"('off',)","(98,)","(4900,)","(0,)","(93,)","('on',)","(25,)","(4900,)","(0,)","(93,)",['setLevel:25'],1,0.0024030208587646484,370,369
149,"('off',)","(61,)","(2600,)","(33,)","(0,)","('on',)","(70,)","(2600,)","(33,)","(0,)",['setLevel:70'],1,0.0024001598358154297,371,370
150,"('off',)","(65,)","(2800,)","(51,)","(0,)","('on',)","(65,)","(2800,)","(70,)","(0,)",['setHue:70'],1,0.002421140670776367,371,370
151,"('off',)","(8,)","(3100,)","(0,)","(27,)","('on',)","(8,)","(3100,)","(0,)","(44,)",['setSaturation:44'],1,0.0023996829986572266,370,369
152,"('off',)","(2,)","(3300,)","(0,)","(74,)","('on',)","(43,)","(3300,)","(0,)","(42,)","['setSaturation:42', 'setLevel:43']",2,0.00471806526184082,737,739
153,"('off',)","(73,)","(3000,)","(0,)","(85,)","('on',)","(73,)","(3000,)","(0,)","(76,)",['setSaturation:76'],1,0.00240325927734375,370,369
154,"('on',)","(12,)","(8500,)","(2,)","(0,)","('on',)","(12,)","(8500,)","(54,)","(0,)",['setHue:54'],1,0.00243377685546875,369,371
155,"('off',)","(56,)","(2900,)","(77,)","(0,)","('on',)","(56,)","(2900,)","(25,)","(0,)",['setHue:25'],1,0.002423524856567383,371,370
156,"('on',)","(77,)","(5400,)","(0,)","(8,)","('on',)","(52,)","(5400,)","(0,)","(77,)","['setSaturation:77', 'setLevel:52']",2,0.004787921905517578,734,740
157,"('off',)","(12,)","(8000,)","(97,)","(0,)","('on',)","(12,)","(8000,)","(0,)","(16,)",['setSaturation:16'],1,0.002452850341796875,371,370
158,"('off',)","(23,)","(6800,)","(0,)","(0,)","('on',)","(4,)","(6800,)","(0,)","(86,)","['setLevel:4', 'setSaturation:86']",2,0.007115602493286133,1105,1109
159,"('on',)","(53,)","(5000,)","(0,)","(28,)","('on',)","(90,)","(5000,)","(0,)","(18,)","['setSaturation:18', 'setLevel:90']",2,0.004739999771118164,734,740
160,"('on',)","(36,)","(3500,)","(0,)","(70,)","('on',)","(38,)","(3500,)","(25,)","(0,)","['setHue:25', 'setLevel:38']",2,0.004781007766723633,735,741
161,"('on',)","(82,)","(5400,)","(45,)","(0,)","('on',)","(58,)","(5400,)","(83,)","(0,)","['setLevel:58', 'setHue:83']",2,0.004912614822387695,736,742
