,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
162,"('off',)","(55,)","(3600,)","(1,)","(0,)","('on',)","(42,)","(3600,)","(3,)","(0,)","['setLevel:42', 'setHue:3']",2,0.004791259765625,739,741
163,"('off',)","(96,)","(8300,)","(34,)","(0,)","('on',)","(96,)","(3700,)","(86,)","(0,)","['setColorTemperature:3700', 'setHue:86']",2,0.004790544509887695,739,741
164,"('on',)","(10,)","(6400,)","(0,)","(94,)","('on',)","(10,)","(6400,)","(0,)","(11,)",['setSaturation:11'],1,0.002395153045654297,368,370
165,"('on',)","(38,)","(5300,)","(80,)","(0,)","('on',)","(38,)","(5300,)","(0,)","(12,)",['setSaturation:12'],1,0.0024034976959228516,369,371
166,"('off',)","(32,)","(8700,)","(0,)","(42,)","('on',)","(32,)","(8300,)","(0,)","(79,)","['setColorTemperature:8300', 'setSaturation:79']",2,0.004767656326293945,737,739
167,"('off',)","(94,)","(8800,)","(0,)","(43,)","('on',)","(94,)","(8800,)","(85,)","(0,)",['setHue:85'],1,0.002420663833618164,370,369
168,"('on',)","(98,)","(4600,)","(90,)","(0,)","('on',)","(98,)","(4600,)","(0,)","(3,)",['setSaturation:3'],1,0.0024340152740478516,369,371
169,"('off',)","(45,)","(7900,)","(0,)","(0,)","('on',)","(45,)","(7900,)","(0,)","(98,)",['setSaturation:98'],1,0.002418994903564453,370,369
170,"('off',)","(57,)","(7800,)","(0,)","(31,)","('on',)","(4,)","(7800,)","(0,)","(34,)","['setLevel:4', 'setSaturation:34']",2,0.004803657531738281,737,739
171,"('off',)","(46,)","(8500,)","(0,)","(19,)","('on',)","(46,)","(4000,)","(40,)","(0,)","['setHue:40', 'setColorTemperature:4000']",2,0.0047969818115234375,738,740
172,"('on',)","(89,)","(8200,)","(0,)","(76,)","('on',)","(89,)","(8200,)","(0,)","(49,)",['setSaturation:49'],1,0.002427816390991211,368,370
173,"('off',)","(46,)","(4900,)","(0,)","(99,)","('on',)","(46,)","(4900,)","(0,)","(14,)",['setSaturation:14'],1,0.0024030208587646484,370,369
174,"('on',)","(65,)","(4000,)","(0,)","(72,)","('on',)","(23,)","(4000,)","(0,)","(43,)","['setSaturation:43', 'setLevel:23']",2,0.004787445068359375,734,740
175,"('off',)","(51,)","(8900,)","(0,)","(73,)","('on',)","(51,)","(3600,)","(27,)","(0,)","['setHue:27', 'setColorTemperature:3600']",2,0.0048220157623291016,738,740
176,"('off',)","(17,)","(3000,)","(22,)","(0,)","('on',)","(3,)","(3000,)","(0,)","(95,)","['setSaturation:95', 'setLevel:3']",2,0.004740476608276367,738,740
177,"('off',)","(12,)","(5000,)","(45,)","(0,)","('on',)","(10,)","(5000,)","(0,)","(79,)","['setSaturation:79', 'setLevel:10']",2,0.0048177242279052734,738,740
178,"('off',)","(70,)","(2800,)","(0,)","(9,)","('on',)","(70,)","(3100,)","(4,)","(0,)","['setHue:4', 'setColorTemperature:3100']",2,0.0047473907470703125,738,740
179,"('on',)","(80,)","(5100,)","(2,)","(0,)","('on',)","(7,)","(5100,)","(64,)","(0,)","['setLevel:7', 'setHue:64']",2,0.004759550094604492,736,742
180,"('off',)","(56,)","(8200,)","(75,)","(0,)","('on',)","(29,)","(8200,)","(0,)","(92,)","['setSaturation:92', 'setLevel:29']",2,0.0048105716705322266,738,740
181,"('on',)","(18,)","(5600,)","(0,)","(34,)","('on',)","(18,)","(6400,)","(0,)","(27,)","['setSaturation:27', 'setColorTemperature:6400']",2,0.004831075668334961,734,740
182,"('off',)","(60,)","(8600,)","(0,)","(49,)","('on',)","(24,)","(8600,)","(70,)","(0,)","['setHue:70', 'setLevel:24']",2,0.0047566890716552734,738,740
183,"('off',)","(85,)","(7900,)","(24,)","(0,)","('on',)","(85,)","(7900,)","(0,)","(19,)",['setSaturation:19'],1,0.0023970603942871094,371,370
184,"('on',)","(97,)","(6900,)","(0,)","(58,)","('on',)","(97,)","(6900,)","(0,)","(84,)",['setSaturation:84'],1,0.0024094581604003906,368,370
185,"('off',)","(41,)","(6800,)","(0,)","(87,)","('on',)","(41,)","(6800,)","(80,)","(0,)",['setHue:80'],1,0.0023822784423828125,370,369
186,"('off',)","(40,)","(7000,)","(92,)","(0,)","('on',)","(40,)","(7000,)","(85,)","(0,)",['setHue:85'],1,0.002415180206298828,371,370
187,"('on',)","(30,)","(3100,)","(74,)","(0,)","('on',)","(69,)","(3100,)","(0,)","(19,)","['setSaturation:19', 'setLevel:69']",2,0.004800319671630859,735,741
188,"('off',)","(15,)","(5900,)","(71,)","(0,)","('on',)","(70,)","(5900,)","(0,)","(70,)","['setSaturation:70', 'setLevel:70']",2,0.004811525344848633,738,740
189,"('off',)","(32,)","(3400,)","(0,)","(63,)","('on',)","(70,)","(3400,)","(0,)","(63,)",['setLevel:70'],1,0.002408266067504883,370,369
190,"('on',)","(7,)","(8500,)","(78,)","(0,)","('on',)","(1,)","(8500,)","(5,)","(0,)","['setHue:5', 'setLevel:1']",2,0.004700183868408203,736,742
191,"('off',)","(98,)","(6900,)","(88,)","(0,)","('on',)","(98,)","(4000,)","(0,)","(24,)","['setSaturation:24', 'setColorTemperature:4000']",2,0.0047185420989990234,738,740
192,"('on',)","(37,)","(5400,)","(25,)","(0,)","('on',)","(37,)","(5400,)","(98,)","(0,)",['setHue:98'],1,0.002433300018310547,369,371
193,"('on',)","(36,)","(7800,)","(0,)","(77,)","('on',)","(36,)","(6600,)","(0,)","(36,)","['setSaturation:36', 'setColorTemperature:6600']",2,0.004805088043212891,734,740
194,"('on',)","(64,)","(4500,)","(67,)","(0,)","('on',)","(64,)","(2600,)","(96,)","(0,)","['setColorTemperature:2600', 'setHue:96']",2,0.004779815673828125,736,742
195,"('off',)","(69,)","(3400,)","(87,)","(0,)","('on',)","(100,)","(3400,)","(0,)","(71,)","['setSaturation:71', 'setLevel:100']",2,0.00473332405090332,738,740
196,"('on',)","(23,)","(5100,)","(62,)","(0,)","('on',)","(23,)","(2400,)","(89,)","(0,)","['setColorTemperature:2400', 'setHue:89']",2,0.0047686100006103516,736,742
197,"('on',)","(46,)","(2200,)","(63,)","(0,)","('on',)","(85,)","(2900,)","(63,)","(0,)","['setLevel:85', 'setColorTemperature:2900']",2,0.007111310958862305,1103,1111
198,"('on',)","(74,)","(4400,)","(0,)","(0,)","('on',)","(74,)","(4400,)","(0,)","(90,)",['setSaturation:90'],1,0.0024187564849853516,369,370
199,"('off',)","(89,)","(5300,)","(55,)","(0,)","('on',)","(89,)","(5300,)","(0,)","(84,)",['setSaturation:84'],1,0.0023937225341796875,371,370
200,"('on',)","(73,)","(4900,)","(18,)","(0,)","('on',)","(45,)","(4900,)","(18,)","(0,)",['setLevel:45'],1,0.002405405044555664,369,371
201,"('on',)","(4,)","(8700,)","(0,)","(12,)","('on',)","(35,)","(8700,)","(0,)","(74,)","['setLevel:35', 'setSaturation:74']",2,0.00474095344543457,734,740
202,"('off',)","(70,)","(5800,)","(0,)","(27,)","('on',)","(70,)","(5800,)","(0,)","(74,)",['setSaturation:74'],1,0.002430438995361328,370,369
203,"('off',)","(62,)","(6700,)","(0,)","(46,)","('on',)","(62,)","(3300,)","(73,)","(0,)","['setHue:73', 'setColorTemperature:3300']",2,0.004762411117553711,738,740
204,"('on',)","(38,)","(3500,)","(0,)","(82,)","('on',)","(84,)","(2500,)","(0,)","(82,)","['setColorTemperature:2500', 'setLevel:84']",2,0.004744768142700195,734,740
205,"('off',)","(89,)","(7000,)","(54,)","(0,)","('on',)","(89,)","(7000,)","(28,)","(0,)",['setHue:28'],1,0.002438068389892578,371,370
206,"('on',)","(62,)","(5000,)","(0,)","(28,)","('on',)","(88,)","(7800,)","(0,)","(28,)","['setLevel:88', 'setColorTemperature:7800']",2,0.007203578948974609,1100,1110
207,"('on',)","(11,)","(5200,)","(0,)","(69,)","('on',)","(11,)","(5200,)","(72,)","(0,)",['setHue:72'],1,0.002398967742919922,368,370
208,"('on',)","(82,)","(5900,)","(64,)","(0,)","('on',)","(89,)","(5900,)","(70,)","(0,)","['setLevel:89', 'setHue:70']",2,0.007106781005859375,1103,1113
209,"('off',)","(30,)","(8500,)","(0,)","(52,)","('on',)","(69,)","(2300,)","(0,)","(52,)","['setColorTemperature:2300', 'setLevel:69']",2,0.004751682281494141,737,739
210,"('on',)","(16,)","(2300,)","(86,)","(0,)","('on',)","(16,)","(2300,)","(0,)","(6,)",['setSaturation:6'],1,0.0024192333221435547,369,371
211,"('on',)","(16,)","(5100,)","(0,)","(32,)","('on',)","(82,)","(5100,)","(0,)","(27,)","['setSaturation:27', 'setLevel:82']",2,0.004754304885864258,734,740
212,"('on',)","(24,)","(5300,)","(3,)","(0,)","('on',)","(67,)","(7800,)","(3,)","(0,)","['setLevel:67', 'setColorTemperature:7800']",2,0.007073879241943359,1103,1113
213,"('off',)","(36,)","(6800,)","(27,)","(0,)","('on',)","(100,)","(6800,)","(76,)","(0,)","['setLevel:100', 'setHue:76']",2,0.004723072052001953,739,741
214,"('on',)","(36,)","(5800,)","(57,)","(0,)","('on',)","(36,)","(2200,)","(0,)","(47,)","['setSaturation:47', 'setColorTemperature:2200']",2,0.004762411117553711,735,741
215,"('off',)","(8,)","(4700,)","(0,)","(91,)","('on',)","(38,)","(4700,)","(84,)","(0,)","['setHue:84', 'setLevel:38']",2,0.0047206878662109375,738,740
216,"('on',)","(90,)","(4900,)","(62,)","(0,)","('on',)","(1,)","(3900,)","(62,)","(0,)","['setColorTemperature:3900', 'setLevel:1']",2,0.004738807678222656,736,742
217,"('off',)","(2,)","(4600,)","(0,)","(17,)","('on',)","(88,)","(4600,)","(67,)","(0,)","['setHue:67', 'setLevel:88']",2,0.0047664642333984375,738,740
218,"('on',)","(33,)","(3900,)","(47,)","(0,)","('on',)","(33,)","(3900,)","(0,)","(35,)",['setSaturation:35'],1,0.0024166107177734375,369,371
219,"('off',)","(87,)","(6400,)","(79,)","(0,)","('on',)","(43,)","(6400,)","(0,)","(73,)","['setSaturation:73', 'setLevel:43']",2,0.004748344421386719,738,740
220,"('off',)","(70,)","(4300,)","(0,)","(96,)","('on',)","(78,)","(4300,)","(0,)","(4,)","['setSaturation:4', 'setLevel:78']",2,0.004769325256347656,737,739
221,"('off',)","(83,)","(4000,)","(0,)","(28,)","('on',)","(83,)","(4000,)","(0,)","(61,)",['setSaturation:61'],1,0.002407550811767578,370,369
222,"('off',)","(96,)","(5000,)","(66,)","(0,)","('on',)","(96,)","(5000,)","(0,)","(55,)",['setSaturation:55'],1,0.0023946762084960938,371,370
223,"('off',)","(72,)","(3700,)","(92,)","(0,)","('on',)","(47,)","(3700,)","(37,)","(0,)","['setHue:37', 'setLevel:47']",2,0.004796743392944336,739,741
224,"('on',)","(60,)","(3200,)","(0,)","(19,)","('on',)","(60,)","(4900,)","(0,)","(60,)","['setColorTemperature:4900', 'setSaturation:60']",2,0.007074117660522461,1100,1110
225,"('on',)","(31,)","(8200,)","(0,)","(11,)","('on',)","(77,)","(8200,)","(29,)","(0,)","['setHue:29', 'setLevel:77']",2,0.0047626495361328125,735,741
226,"('off',)","(22,)","(8300,)","(0,)","(99,)","('on',)","(54,)","(8300,)","(0,)","(99,)",['setLevel:54'],1,0.0023810863494873047,370,369
227,"('off',)","(15,)","(4400,)","(0,)","(52,)","('on',)","(63,)","(5500,)","(0,)","(52,)","['setLevel:63', 'setColorTemperature:5500']",2,0.007101774215698242,1104,1109
228,"('off',)","(52,)","(6200,)","(53,)","(0,)","('on',)","(93,)","(6200,)","(0,)","(45,)","['setSaturation:45', 'setLevel:93']",2,0.004739046096801758,738,740
229,"('on',)","(24,)","(3200,)","(89,)","(0,)","('on',)","(22,)","(3200,)","(22,)","(0,)","['setHue:22', 'setLevel:22']",2,0.004828453063964844,736,742
230,"('off',)","(53,)","(8800,)","(40,)","(0,)","('on',)","(23,)","(8800,)","(40,)","(0,)",['setLevel:23'],1,0.002410888671875,371,370
231,"('off',)","(40,)","(4200,)","(0,)","(16,)","('on',)","(82,)","(4200,)","(0,)","(40,)","['setLevel:82', 'setSaturation:40']",2,0.0071659088134765625,1104,1109
232,"('on',)","(91,)","(5800,)","(15,)","(0,)","('on',)","(91,)","(3900,)","(67,)","(0,)","['setColorTemperature:3900', 'setHue:67']",2,0.004795074462890625,736,742
233,"('on',)","(48,)","(8200,)","(78,)","(0,)","('on',)","(48,)","(3200,)","(0,)","(4,)","['setSaturation:4', 'setColorTemperature:3200']",2,0.004822731018066406,735,741
234,"('off',)","(59,)","(7400,)","(37,)","(0,)","('on',)","(59,)","(2200,)","(0,)","(2,)","['setSaturation:2', 'setColorTemperature:2200']",2,0.00480198860168457,738,740
235,"('off',)","(48,)","(8300,)","(0,)","(53,)","('on',)","(48,)","(8300,)","(0,)","(7,)",['setSaturation:7'],1,0.002368450164794922,370,369
236,"('on',)","(100,)","(4900,)","(48,)","(0,)","('on',)","(71,)","(4900,)","(52,)","(0,)","['setLevel:71', 'setHue:52']",2,0.0070726871490478516,1103,1113
237,"('off',)","(65,)","(6700,)","(0,)","(98,)","('on',)","(76,)","(6700,)","(31,)","(0,)","['setHue:31', 'setLevel:76']",2,0.004831075668334961,738,740
238,"('on',)","(23,)","(6600,)","(0,)","(97,)","('on',)","(23,)","(6600,)","(31,)","(0,)",['setHue:31'],1,0.0023949146270751953,368,370
239,"('on',)","(19,)","(2200,)","(4,)","(0,)","('on',)","(19,)","(4400,)","(0,)","(20,)","['setSaturation:20', 'setColorTemperature:4400']",2,0.004804372787475586,735,739
240,"('on',)","(66,)","(2300,)","(81,)","(0,)","('on',)","(66,)","(2300,)","(0,)","(23,)",['setSaturation:23'],1,0.002412080764770508,369,371
241,"('off',)","(8,)","(4000,)","(0,)","(77,)","('on',)","(8,)","(4000,)","(39,)","(0,)",['setHue:39'],1,0.002377748489379883,370,369
242,"('off',)","(34,)","(6500,)","(15,)","(0,)","('on',)","(34,)","(4200,)","(81,)","(0,)","['setColorTemperature:4200', 'setHue:81']",2,0.004767417907714844,739,741
243,"('off',)","(44,)","(2400,)","(0,)","(25,)","('on',)","(44,)","(3000,)","(13,)","(0,)","['setHue:13', 'setColorTemperature:3000']",2,0.004735231399536133,738,740
244,"('on',)","(77,)","(5800,)","(0,)","(1,)","('off',)","(77,)","(4400,)","(0,)","(1,)","['setColorTemperature:4400', 'setLevel:0']",2,0.004794120788574219,734,740
245,"('on',)","(96,)","(8700,)","(98,)","(0,)","('on',)","(96,)","(5400,)","(78,)","(0,)","['setHue:78', 'setColorTemperature:5400']",2,0.004754781723022461,736,742
246,"('on',)","(56,)","(2900,)","(58,)","(0,)","('on',)","(81,)","(2900,)","(0,)","(85,)","['setSaturation:85', 'setLevel:81']",2,0.004759788513183594,735,741
247,"('on',)","(57,)","(7400,)","(0,)","(37,)","('on',)","(57,)","(7400,)","(0,)","(86,)",['setSaturation:86'],1,0.002368927001953125,368,370
248,"('on',)","(49,)","(7700,)","(0,)","(81,)","('on',)","(49,)","(7700,)","(0,)","(16,)",['setSaturation:16'],1,0.0024008750915527344,368,370
249,"('on',)","(91,)","(8700,)","(0,)","(5,)","('on',)","(91,)","(5500,)","(23,)","(0,)","['setHue:23', 'setColorTemperature:5500']",2,0.00476527214050293,735,741
250,"('off',)","(78,)","(7800,)","(28,)","(0,)","('on',)","(78,)","(7800,)","(0,)","(39,)",['setSaturation:39'],1,0.0023963451385498047,371,370
251,"('off',)","(42,)","(4200,)","(50,)","(0,)","('on',)","(42,)","(4200,)","(94,)","(0,)",['setHue:94'],1,0.0024361610412597656,371,370
252,"('off',)","(21,)","(2800,)","(0,)","(20,)","('on',)","(21,)","(2800,)","(0,)","(91,)",['setSaturation:91'],1,0.0024285316467285156,370,369
253,"('off',)","(62,)","(3700,)","(29,)","(0,)","('on',)","(68,)","(7700,)","(29,)","(0,)","['setLevel:68', 'setColorTemperature:7700']",2,0.007129192352294922,1107,1112
254,"('on',)","(61,)","(8400,)","(0,)","(60,)","('on',)","(61,)","(8400,)","(0,)","(18,)",['setSaturation:18'],1,0.002406597137451172,368,370
255,"('off',)","(73,)","(6000,)","(0,)","(75,)","('on',)","(90,)","(4800,)","(0,)","(75,)","['setColorTemperature:4800', 'setLevel:90']",2,0.0047757625579833984,737,739
256,"('on',)","(80,)","(7300,)","(76,)","(0,)","('on',)","(48,)","(7000,)","(76,)","(0,)","['setColorTemperature:7000', 'setLevel:48']",2,0.00478672981262207,736,742
257,"('on',)","(9,)","(7800,)","(0,)","(14,)","('on',)","(9,)","(7800,)","(0,)","(12,)",['setSaturation:12'],1,0.002412080764770508,368,370
258,"('off',)","(90,)","(3800,)","(0,)","(60,)","('on',)","(90,)","(5000,)","(43,)","(0,)","['setHue:43', 'setColorTemperature:5000']",2,0.004773139953613281,738,740
259,"('off',)","(28,)","(8900,)","(0,)","(9,)","('on',)","(68,)","(8900,)","(0,)","(9,)",['setLevel:68'],1,0.0023910999298095703,370,369
260,"('on',)","(33,)","(3800,)","(0,)","(83,)","('on',)","(33,)","(4700,)","(0,)","(83,)",['setColorTemperature:4700'],1,0.002398252487182617,368,370
261,"('on',)","(34,)","(5600,)","(0,)","(33,)","('on',)","(36,)","(5600,)","(0,)","(18,)","['setSaturation:18', 'setLevel:36']",2,0.004853963851928711,734,740
262,"('off',)","(79,)","(5100,)","(0,)","(11,)","('on',)","(1,)","(5100,)","(0,)","(61,)","['setLevel:1', 'setSaturation:61']",2,0.00475311279296875,737,738
263,"('on',)","(92,)","(4400,)","(0,)","(68,)","('on',)","(72,)","(4400,)","(0,)","(68,)",['setLevel:72'],1,0.0023889541625976562,368,370
264,"('on',)","(66,)","(4200,)","(76,)","(0,)","('on',)","(66,)","(4500,)","(0,)","(84,)","['setSaturation:84', 'setColorTemperature:4500']",2,0.0047643184661865234,735,741
265,"('off',)","(91,)","(3000,)","(0,)","(28,)","('on',)","(91,)","(3700,)","(47,)","(0,)","['setHue:47', 'setColorTemperature:3700']",2,0.004785776138305664,738,740
266,"('off',)","(47,)","(2200,)","(0,)","(51,)","('on',)","(13,)","(2200,)","(0,)","(59,)","['setLevel:13', 'setSaturation:59']",2,0.004762887954711914,736,737
267,"('on',)","(80,)","(5100,)","(22,)","(0,)","('on',)","(48,)","(5100,)","(49,)","(0,)","['setLevel:48', 'setHue:49']",2,0.004774332046508789,736,742
268,"('off',)","(74,)","(2700,)","(0,)","(54,)","('on',)","(74,)","(8200,)","(0,)","(54,)",['setColorTemperature:8200'],1,0.002405405044555664,370,369
269,"('on',)","(19,)","(3700,)","(62,)","(0,)","('on',)","(19,)","(8100,)","(98,)","(0,)","['setColorTemperature:8100', 'setHue:98']",2,0.0071868896484375,1103,1113
270,"('on',)","(17,)","(4600,)","(0,)","(37,)","('on',)","(79,)","(4600,)","(0,)","(47,)","['setLevel:79', 'setSaturation:47']",2,0.007136344909667969,1100,1110
271,"('on',)","(96,)","(3300,)","(0,)","(33,)","('on',)","(96,)","(3300,)","(0,)","(92,)",['setSaturation:92'],1,0.0024094581604003906,368,370
272,"('off',)","(84,)","(7900,)","(92,)","(0,)","('on',)","(84,)","(2400,)","(92,)","(0,)",['setColorTemperature:2400'],1,0.0024187564849853516,371,370
273,"('on',)","(92,)","(8300,)","(0,)","(99,)","('on',)","(92,)","(8300,)","(0,)","(87,)",['setSaturation:87'],1,0.0023949146270751953,368,370
274,"('off',)","(75,)","(6900,)","(0,)","(56,)","('on',)","(52,)","(6900,)","(0,)","(56,)",['setLevel:52'],1,0.0024061203002929688,370,369
275,"('on',)","(58,)","(7900,)","(32,)","(0,)","('on',)","(58,)","(7900,)","(61,)","(0,)",['setHue:61'],1,0.0024344921112060547,369,371
276,"('off',)","(70,)","(4700,)","(74,)","(0,)","('on',)","(70,)","(4700,)","(60,)","(0,)",['setHue:60'],1,0.002445697784423828,371,370
277,"('on',)","(91,)","(5300,)","(0,)","(30,)","('on',)","(91,)","(5500,)","(0,)","(62,)","['setColorTemperature:5500', 'setSaturation:62']",2,0.007166147232055664,1100,1110
278,"('on',)","(31,)","(8300,)","(0,)","(38,)","('on',)","(31,)","(5900,)","(0,)","(88,)","['setColorTemperature:5900', 'setSaturation:88']",2,0.004812717437744141,734,740
279,"('on',)","(44,)","(4800,)","(33,)","(0,)","('on',)","(68,)","(4800,)","(66,)","(0,)","['setLevel:68', 'setHue:66']",2,0.00710606575012207,1103,1113
280,"('off',)","(3,)","(4500,)","(64,)","(0,)","('on',)","(31,)","(4500,)","(4,)","(0,)","['setHue:4', 'setLevel:31']",2,0.004735231399536133,739,741
281,"('on',)","(6,)","(7100,)","(85,)","(0,)","('on',)","(6,)","(7100,)","(0,)","(82,)",['setSaturation:82'],1,0.002401113510131836,369,371
282,"('off',)","(37,)","(5400,)","(66,)","(0,)","('on',)","(63,)","(5400,)","(0,)","(13,)","['setSaturation:13', 'setLevel:63']",2,0.0048367977142333984,738,740
283,"('on',)","(41,)","(5600,)","(0,)","(56,)","('on',)","(41,)","(6700,)","(0,)","(16,)","['setSaturation:16', 'setColorTemperature:6700']",2,0.0047876834869384766,734,740
284,"('off',)","(98,)","(8700,)","(62,)","(0,)","('on',)","(98,)","(2800,)","(0,)","(58,)","['setSaturation:58', 'setColorTemperature:2800']",2,0.00479435920715332,738,740
285,"('off',)","(1,)","(5000,)","(13,)","(0,)","('on',)","(45,)","(6900,)","(13,)","(0,)","['setLevel:45', 'setColorTemperature:6900']",2,0.007120847702026367,1106,1110
286,"('on',)","(27,)","(8200,)","(0,)","(7,)","('on',)","(27,)","(8200,)","(58,)","(0,)",['setHue:58'],1,0.002393007278442383,368,370
287,"('off',)","(21,)","(8500,)","(87,)","(0,)","('on',)","(21,)","(8500,)","(61,)","(0,)",['setHue:61'],1,0.0024199485778808594,371,370
288,"('off',)","(84,)","(6700,)","(0,)","(7,)","('on',)","(54,)","(6700,)","(70,)","(0,)","['setHue:70', 'setLevel:54']",2,0.004853487014770508,738,740
289,"('on',)","(26,)","(8100,)","(28,)","(0,)","('on',)","(28,)","(8100,)","(68,)","(0,)","['setLevel:28', 'setHue:68']",2,0.00714564323425293,1103,1113
290,"('off',)","(49,)","(7100,)","(0,)","(39,)","('on',)","(49,)","(7100,)","(99,)","(0,)",['setHue:99'],1,0.0023856163024902344,370,369
291,"('on',)","(13,)","(4900,)","(0,)","(28,)","('on',)","(13,)","(6000,)","(54,)","(0,)","['setHue:54', 'setColorTemperature:6000']",2,0.004785060882568359,735,741
292,"('off',)","(4,)","(5800,)","(0,)","(7,)","('on',)","(4,)","(5800,)","(70,)","(0,)",['setHue:70'],1,0.002388477325439453,370,369
293,"('on',)","(39,)","(4600,)","(54,)","(0,)","('on',)","(39,)","(5100,)","(66,)","(0,)","['setColorTemperature:5100', 'setHue:66']",2,0.007180690765380859,1103,1113
294,"('on',)","(86,)","(8600,)","(0,)","(13,)","('on',)","(41,)","(8600,)","(0,)","(13,)",['setLevel:41'],1,0.0024149417877197266,368,370
295,"('on',)","(49,)","(6000,)","(28,)","(0,)","('on',)","(76,)","(8900,)","(28,)","(0,)","['setLevel:76', 'setColorTemperature:8900']",2,0.007473945617675781,1103,1113
296,"('on',)","(54,)","(5600,)","(0,)","(79,)","('on',)","(54,)","(4600,)","(0,)","(79,)",['setColorTemperature:4600'],1,0.002424955368041992,368,370
297,"('off',)","(93,)","(6700,)","(0,)","(64,)","('on',)","(69,)","(7300,)","(0,)","(64,)","['setLevel:69', 'setColorTemperature:7300']",2,0.0047800540924072266,737,739
298,"('on',)","(79,)","(4800,)","(10,)","(0,)","('on',)","(5,)","(4800,)","(10,)","(0,)",['setLevel:5'],1,0.002389192581176758,369,371
299,"('off',)","(55,)","(7600,)","(0,)","(12,)","('on',)","(55,)","(7600,)","(50,)","(0,)",['setHue:50'],1,0.0024213790893554688,370,369
300,"('on',)","(47,)","(4300,)","(0,)","(33,)","('on',)","(47,)","(4300,)","(94,)","(0,)",['setHue:94'],1,0.0023736953735351562,368,370
301,"('on',)","(87,)","(5500,)","(0,)","(19,)","('on',)","(87,)","(4300,)","(0,)","(43,)","['setColorTemperature:4300', 'setSaturation:43']",2,0.004766702651977539,734,740
302,"('on',)","(39,)","(6700,)","(0,)","(91,)","('on',)","(39,)","(6700,)","(35,)","(0,)",['setHue:35'],1,0.002422332763671875,368,370
303,"('off',)","(52,)","(8000,)","(0,)","(100,)","('on',)","(86,)","(4200,)","(0,)","(100,)","['setColorTemperature:4200', 'setLevel:86']",2,0.004780769348144531,737,739
304,"('on',)","(2,)","(6400,)","(88,)","(0,)","('on',)","(2,)","(4000,)","(0,)","(46,)","['setSaturation:46', 'setColorTemperature:4000']",2,0.004779815673828125,735,741
305,"('on',)","(1,)","(5500,)","(0,)","(49,)","('on',)","(69,)","(5500,)","(0,)","(33,)","['setSaturation:33', 'setLevel:69']",2,0.004734516143798828,734,738
306,"('on',)","(18,)","(3700,)","(0,)","(6,)","('on',)","(18,)","(3700,)","(0,)","(77,)",['setSaturation:77'],1,0.002434968948364258,368,370
307,"('off',)","(95,)","(5100,)","(12,)","(0,)","('on',)","(95,)","(5100,)","(0,)","(31,)",['setSaturation:31'],1,0.002435922622680664,371,370
308,"('off',)","(15,)","(4000,)","(85,)","(0,)","('on',)","(15,)","(4000,)","(0,)","(3,)",['setSaturation:3'],1,0.002411365509033203,371,370
309,"('on',)","(84,)","(4100,)","(0,)","(17,)","('on',)","(84,)","(2700,)","(24,)","(0,)","['setHue:24', 'setColorTemperature:2700']",2,0.004769325256347656,735,741
310,"('on',)","(24,)","(7300,)","(59,)","(0,)","('on',)","(24,)","(7300,)","(0,)","(18,)",['setSaturation:18'],1,0.0024137496948242188,369,371
311,"('off',)","(79,)","(5000,)","(45,)","(0,)","('on',)","(35,)","(5000,)","(0,)","(57,)","['setSaturation:57', 'setLevel:35']",2,0.004838228225708008,738,740
312,"('on',)","(45,)","(2200,)","(45,)","(0,)","('on',)","(14,)","(2200,)","(95,)","(0,)","['setLevel:14', 'setHue:95']",2,0.004705905914306641,736,740
313,"('off',)","(72,)","(3500,)","(37,)","(0,)","('on',)","(2,)","(3500,)","(0,)","(58,)","['setSaturation:58', 'setLevel:2']",2,0.004748821258544922,738,740
314,"('off',)","(55,)","(5000,)","(0,)","(12,)","('on',)","(55,)","(2400,)","(0,)","(40,)","['setColorTemperature:2400', 'setSaturation:40']",2,0.004799842834472656,737,739
315,"('off',)","(12,)","(7200,)","(0,)","(91,)","('on',)","(12,)","(7700,)","(0,)","(91,)",['setColorTemperature:7700'],1,0.0024285316467285156,370,369
316,"('off',)","(66,)","(8600,)","(0,)","(97,)","('on',)","(57,)","(8600,)","(0,)","(80,)","['setSaturation:80', 'setLevel:57']",2,0.0047991275787353516,737,739
317,"('off',)","(25,)","(5300,)","(52,)","(0,)","('on',)","(25,)","(5300,)","(0,)","(76,)",['setSaturation:76'],1,0.002424478530883789,371,370
318,"('off',)","(76,)","(2200,)","(59,)","(0,)","('on',)","(60,)","(2200,)","(0,)","(14,)","['setSaturation:14', 'setLevel:60']",2,0.0047512054443359375,737,738
319,"('on',)","(62,)","(4000,)","(76,)","(0,)","('on',)","(74,)","(6200,)","(76,)","(0,)","['setLevel:74', 'setColorTemperature:6200']",2,0.007152557373046875,1103,1113
320,"('on',)","(72,)","(6500,)","(77,)","(0,)","('on',)","(62,)","(6500,)","(0,)","(60,)","['setSaturation:60', 'setLevel:62']",2,0.0047681331634521484,735,741
321,"('on',)","(86,)","(8100,)","(90,)","(0,)","('on',)","(86,)","(8100,)","(98,)","(0,)",['setHue:98'],1,0.0024068355560302734,369,371
322,"('off',)","(54,)","(3100,)","(7,)","(0,)","('on',)","(38,)","(3100,)","(4,)","(0,)","['setHue:4', 'setLevel:38']",2,0.0047533512115478516,739,741
