,length,time,memory_num,visited_num
count,1000.0,1000.0,1000.0,1000.0
mean,2.42,0.006846835136413574,1051.937,1059.417
std,0.5778701704829001,0.0030148425469165526,460.8960231713606,466.37422101250803
min,1.0,0.002377033233642578,368.0,369.0
25%,2.0,0.004792153835296631,737.0,740.0
50%,2.0,0.007103323936462402,1100.0,1109.0
75%,3.0,0.007221877574920654,1105.0,1112.0
max,4.0,0.03356003761291504,5105.0,5173.0
