,length,time,memory_num,visited_num
count,1000.0,1000.0,1000.0,1000.0
mean,2.196,0.006159624338150024,945.186,951.591
std,0.6308581314225712,0.0031230365680170276,461.6017673228688,467.2280897022415
min,1.0,0.0023665428161621094,368.0,368.0
25%,2.0,0.004763007164001465,735.0,740.0
50%,2.0,0.004808664321899414,738.0,741.0
75%,3.0,0.007158100605010986,1103.0,1111.0
max,4.0,0.0343019962310791,2925.0,2957.0
