,length,time,memory_num,visited_num
count,1000.0,1000.0,1000.0,1000.0
mean,2.729,0.014808887720108032,107.343,155.095
std,0.8125387493647402,0.007121938952763187,50.32577903058268,69.07749036172828
min,1.0,0.0006365776062011719,5.0,7.0
25%,2.0,0.008853316307067871,66.0,101.75
50%,3.0,0.015152812004089355,102.0,158.0
75%,3.0,0.020750224590301514,150.0,203.0
max,4.0,0.0305025577545166,201.0,335.0
