,length,time,memory_num,visited_num
count,1000.0,1000.0,1000.0,1000.0
mean,2.896,0.015194707632064819,106.975,162.328
std,0.792345765314491,0.007279639395581033,50.58269451090938,71.82200788627968
min,1.0,0.0010211467742919922,10.0,14.0
25%,2.0,0.008915424346923828,65.0,105.0
50%,3.0,0.015155315399169922,100.0,161.0
75%,3.0,0.021270692348480225,150.0,218.25
max,4.0,0.03274655342102051,201.0,359.0
