,length,time,memory_num,visited_num
count,1000.0,1000.0,1000.0,1000.0
mean,2.482,0.013299352884292603,101.671,140.521
std,0.7976918655172011,0.0072098888847694316,51.11163427399048,69.42685104947974
min,0.0,5.9604644775390625e-06,1.0,4.0
25%,2.0,0.006789267063140869,61.0,85.0
50%,2.0,0.012974262237548828,95.0,139.5
75%,3.0,0.019138216972351074,141.25,194.0
max,4.0,0.030187606811523438,201.0,328.0
