,length,time,memory_num,visited_num
count,1000.0,1000.0,1000.0,1000.0
mean,1.482,0.007466041803359985,75.074,78.341
std,0.5058971554890741,0.006676217117530227,54.787865757248085,55.39654769474807
min,0.0,6.4373016357421875e-06,1.0,4.0
25%,1.0,0.0024423599243164062,32.0,35.0
50%,1.0,0.004400849342346191,59.0,62.5
75%,2.0,0.012458562850952148,110.0,114.0
max,2.0,0.024814367294311523,201.0,206.0
