,prev,prev,prev,prev,next,next,next,next,plan,plan,plan,plan,plan
,"('colorControl_hue', 'colorControl_saturation')","('switch',)","('switchLevel',)","('colorTemperature',)","('switch',)","('switchLevel',)","('colorTemperature',)","('colorControl_hue', 'colorControl_saturation')",cmds,length,time,memory_num,visited_num
132,"(0, 19)","('on',)","(82,)","(4200,)","('on',)","(82,)","(5100,)","(64, 0)","[('setColorTemperature', 5100), ('setHue', 64)]",2,0.00941920280456543,66,97
133,"(8, 0)","('off',)","(54,)","(5800,)","('on',)","(43,)","(6700,)","(0, 6)","[('on', None), ('setColorTemperature', 6700), ('setSaturation', 6), ('setLevel', 43)]",4,0.0181124210357666,107,200
134,"(0, 80)","('off',)","(50,)","(3000,)","('on',)","(46,)","(4800,)","(0, 54)","[('on', None), ('setColorTemperature', 4800), ('setSaturation', 54), ('setLevel', 46)]",4,0.022727489471435547,156,232
135,"(84, 0)","('off',)","(18,)","(5300,)","('on',)","(18,)","(8800,)","(97, 0)","[('on', None), ('setColorTemperature', 8800), ('setHue', 97)]",3,0.015515327453613281,98,168
136,"(0, 74)","('off',)","(96,)","(7000,)","('on',)","(51,)","(7000,)","(31, 0)","[('on', None), ('setHue', 31), ('setLevel', 51)]",3,0.007318973541259766,53,87
137,"(0, 45)","('on',)","(46,)","(7400,)","('on',)","(46,)","(7400,)","(0, 91)","[('setSaturation', 91)]",1,0.02201986312866211,192,196
138,"(0, 74)","('off',)","(50,)","(3900,)","('on',)","(36,)","(3900,)","(0, 56)","[('on', None), ('setSaturation', 56), ('setLevel', 36)]",3,0.020565032958984375,158,198
139,"(54, 0)","('on',)","(18,)","(7000,)","('on',)","(39,)","(6900,)","(0, 11)","[('setColorTemperature', 6900), ('setSaturation', 11), ('setLevel', 39)]",3,0.01822519302368164,112,202
140,"(66, 0)","('off',)","(77,)","(3800,)","('on',)","(26,)","(3800,)","(0, 66)","[('on', None), ('setSaturation', 66), ('setLevel', 26)]",3,0.02123403549194336,167,198
141,"(0, 54)","('on',)","(98,)","(7700,)","('on',)","(87,)","(7700,)","(0, 23)","[('setSaturation', 23), ('setLevel', 87)]",2,0.019587039947509766,125,215
142,"(82, 0)","('on',)","(20,)","(7600,)","('on',)","(70,)","(7600,)","(29, 0)","[('setHue', 29), ('setLevel', 70)]",2,0.0078105926513671875,71,103
143,"(0, 78)","('on',)","(82,)","(6300,)","('on',)","(82,)","(3900,)","(0, 74)","[('setColorTemperature', 3900), ('setSaturation', 74)]",2,0.021295547485351562,176,196
144,"(34, 0)","('off',)","(74,)","(8000,)","('on',)","(9,)","(7500,)","(4, 0)","[('on', None), ('setColorTemperature', 7500), ('setHue', 4), ('setLevel', 9)]",4,0.004928112030029297,55,71
145,"(61, 0)","('on',)","(100,)","(4600,)","('on',)","(100,)","(4600,)","(37, 0)","[('setHue', 37)]",1,0.004514932632446289,39,41
146,"(0, 66)","('on',)","(53,)","(2900,)","('on',)","(72,)","(2900,)","(0, 45)","[('setSaturation', 45), ('setLevel', 72)]",2,0.021189212799072266,147,222
147,"(0, 19)","('off',)","(100,)","(2300,)","('on',)","(40,)","(5000,)","(69, 0)","[('on', None), ('setColorTemperature', 5000), ('setHue', 69), ('setLevel', 40)]",4,0.012682437896728516,71,142
148,"(8, 0)","('off',)","(72,)","(7800,)","('on',)","(2,)","(7100,)","(13, 0)","[('on', None), ('setColorTemperature', 7100), ('setHue', 13), ('setLevel', 2)]",4,0.005321025848388672,51,69
149,"(91, 0)","('on',)","(14,)","(8800,)","('on',)","(42,)","(8800,)","(40, 0)","[('setHue', 40), ('setLevel', 42)]",2,0.0074155330657958984,43,86
150,"(53, 0)","('off',)","(28,)","(3700,)","('on',)","(74,)","(8400,)","(40, 0)","[('on', None), ('setColorTemperature', 8400), ('setHue', 40), ('setLevel', 74)]",4,0.013319253921508789,75,181
151,"(0, 12)","('off',)","(70,)","(2900,)","('on',)","(69,)","(4900,)","(0, 42)","[('on', None), ('setColorTemperature', 4900), ('setSaturation', 42), ('setLevel', 69)]",4,0.022802352905273438,143,244
152,"(80, 0)","('off',)","(24,)","(2300,)","('on',)","(24,)","(2300,)","(76, 0)","[('on', None), ('setHue', 76)]",2,0.009263992309570312,78,81
153,"(100, 0)","('on',)","(29,)","(2300,)","('on',)","(99,)","(4100,)","(73, 0)","[('setColorTemperature', 4100), ('setHue', 73), ('setLevel', 99)]",3,0.01578235626220703,100,195
154,"(65, 0)","('on',)","(48,)","(3100,)","('on',)","(6,)","(3500,)","(63, 0)","[('setColorTemperature', 3500), ('setHue', 63), ('setLevel', 6)]",3,0.0091705322265625,65,86
155,"(37, 0)","('off',)","(29,)","(5000,)","('on',)","(78,)","(7600,)","(45, 0)","[('on', None), ('setColorTemperature', 7600), ('setHue', 45), ('setLevel', 78)]",4,0.013649225234985352,79,182
156,"(0, 71)","('on',)","(74,)","(6600,)","('on',)","(6,)","(4600,)","(0, 71)","[('setColorTemperature', 4600), ('setLevel', 6)]",2,0.0020813941955566406,26,34
157,"(14, 0)","('off',)","(70,)","(6300,)","('on',)","(70,)","(3200,)","(0, 41)","[('on', None), ('setColorTemperature', 3200), ('setSaturation', 41)]",3,0.01737833023071289,142,157
158,"(44, 0)","('on',)","(98,)","(6900,)","('on',)","(1,)","(6900,)","(0, 25)","[('setSaturation', 25), ('setLevel', 1)]",2,0.014731407165527344,126,131
159,"(0, 18)","('on',)","(92,)","(2800,)","('on',)","(92,)","(3400,)","(87, 0)","[('setColorTemperature', 3400), ('setHue', 87)]",2,0.011045694351196289,89,103
160,"(0, 22)","('on',)","(25,)","(8300,)","('on',)","(13,)","(5400,)","(0, 23)","[('setColorTemperature', 5400), ('setSaturation', 23), ('setLevel', 13)]",3,0.017364978790283203,124,173
161,"(0, 86)","('off',)","(74,)","(2800,)","('on',)","(34,)","(4900,)","(0, 94)","[('on', None), ('setColorTemperature', 4900), ('setSaturation', 94), ('setLevel', 34)]",4,0.0264894962310791,195,261
162,"(0, 28)","('on',)","(29,)","(3400,)","('on',)","(29,)","(3400,)","(51, 0)","[('setHue', 51)]",1,0.0060918331146240234,53,55
163,"(0, 10)","('on',)","(56,)","(6100,)","('on',)","(51,)","(6100,)","(38, 0)","[('setHue', 38), ('setLevel', 51)]",2,0.0078029632568359375,53,93
164,"(0, 39)","('off',)","(38,)","(8900,)","('on',)","(69,)","(8600,)","(28, 0)","[('on', None), ('setColorTemperature', 8600), ('setHue', 28), ('setLevel', 69)]",4,0.011792898178100586,70,166
165,"(0, 5)","('off',)","(29,)","(8700,)","('on',)","(60,)","(4500,)","(0, 70)","[('on', None), ('setColorTemperature', 4500), ('setSaturation', 70), ('setLevel', 60)]",4,0.025159120559692383,171,259
166,"(0, 64)","('on',)","(90,)","(6200,)","('on',)","(88,)","(4400,)","(0, 12)","[('setColorTemperature', 4400), ('setSaturation', 12), ('setLevel', 88)]",3,0.019896507263183594,114,227
167,"(60, 0)","('on',)","(65,)","(6200,)","('on',)","(65,)","(7900,)","(0, 14)","[('setColorTemperature', 7900), ('setSaturation', 14)]",2,0.01681351661682129,115,176
168,"(0, 95)","('on',)","(28,)","(8400,)","('on',)","(18,)","(3800,)","(0, 48)","[('setColorTemperature', 3800), ('setSaturation', 48), ('setLevel', 18)]",3,0.01934075355529785,150,187
169,"(58, 0)","('on',)","(0,)","(4900,)","('on',)","(81,)","(7800,)","(0, 4)","[('setColorTemperature', 7800), ('setSaturation', 4), ('setLevel', 81)]",3,0.020426511764526367,105,246
170,"(10, 0)","('on',)","(37,)","(6500,)","('on',)","(37,)","(6100,)","(32, 0)","[('setColorTemperature', 6100), ('setHue', 32)]",2,0.006346940994262695,41,75
171,"(0, 62)","('off',)","(98,)","(4800,)","('on',)","(47,)","(4800,)","(0, 17)","[('on', None), ('setSaturation', 17), ('setLevel', 47)]",3,0.016980409622192383,119,170
172,"(89, 0)","('off',)","(72,)","(5400,)","('on',)","(85,)","(4500,)","(35, 0)","[('on', None), ('setColorTemperature', 4500), ('setHue', 35), ('setLevel', 85)]",4,0.011132478713989258,86,148
173,"(0, 58)","('off',)","(67,)","(3100,)","('on',)","(22,)","(5400,)","(10, 0)","[('on', None), ('setColorTemperature', 5400), ('setHue', 10), ('setLevel', 22)]",4,0.0051364898681640625,33,69
174,"(5, 0)","('on',)","(17,)","(7000,)","('on',)","(16,)","(4700,)","(69, 0)","[('setColorTemperature', 4700), ('setHue', 69), ('setLevel', 16)]",3,0.010760068893432617,70,114
175,"(0, 74)","('on',)","(25,)","(2600,)","('on',)","(41,)","(6800,)","(79, 0)","[('setColorTemperature', 6800), ('setHue', 79), ('setLevel', 41)]",3,0.014585494995117188,81,170
176,"(67, 0)","('off',)","(92,)","(6400,)","('on',)","(18,)","(6400,)","(0, 79)","[('on', None), ('setSaturation', 79), ('setLevel', 18)]",3,0.022315502166748047,180,203
177,"(49, 0)","('off',)","(41,)","(5100,)","('on',)","(44,)","(3500,)","(49, 0)","[('on', None), ('setColorTemperature', 3500), ('setLevel', 44)]",3,0.0039250850677490234,45,62
178,"(21, 0)","('on',)","(50,)","(2700,)","('on',)","(32,)","(8000,)","(97, 0)","[('setColorTemperature', 8000), ('setHue', 97), ('setLevel', 32)]",3,0.01685047149658203,98,191
179,"(79, 0)","('on',)","(85,)","(5900,)","('on',)","(9,)","(5400,)","(15, 0)","[('setColorTemperature', 5400), ('setHue', 15), ('setLevel', 9)]",3,0.004689455032348633,34,60
180,"(100, 0)","('on',)","(65,)","(5400,)","('on',)","(15,)","(6400,)","(0, 59)","[('setColorTemperature', 6400), ('setSaturation', 59), ('setLevel', 15)]",3,0.0219573974609375,160,221
181,"(3, 0)","('on',)","(83,)","(3700,)","('on',)","(2,)","(3700,)","(38, 0)","[('setHue', 38), ('setLevel', 2)]",2,0.00486445426940918,39,44
182,"(84, 0)","('off',)","(93,)","(4500,)","('on',)","(93,)","(4500,)","(55, 0)","[('on', None), ('setHue', 55)]",2,0.006872653961181641,57,60
183,"(46, 0)","('off',)","(94,)","(3100,)","('on',)","(94,)","(8900,)","(77, 0)","[('on', None), ('setColorTemperature', 8900), ('setHue', 77)]",3,0.013382196426391602,78,149
184,"(0, 2)","('on',)","(46,)","(4300,)","('on',)","(24,)","(3100,)","(0, 19)","[('setColorTemperature', 3100), ('setSaturation', 19), ('setLevel', 24)]",3,0.016088008880615234,120,157
185,"(0, 58)","('on',)","(90,)","(5900,)","('on',)","(100,)","(5900,)","(0, 99)","[('setSaturation', 99), ('setLevel', 100)]",2,0.029088258743286133,200,304
186,"(0, 65)","('off',)","(75,)","(6300,)","('on',)","(91,)","(7000,)","(30, 0)","[('on', None), ('setColorTemperature', 7000), ('setHue', 30), ('setLevel', 91)]",4,0.012384176254272461,92,174
187,"(0, 56)","('off',)","(55,)","(7900,)","('on',)","(51,)","(7900,)","(30, 0)","[('on', None), ('setHue', 30), ('setLevel', 51)]",3,0.007112741470336914,53,86
188,"(63, 0)","('off',)","(44,)","(7400,)","('on',)","(93,)","(7400,)","(0, 3)","[('on', None), ('setSaturation', 3), ('setLevel', 93)]",3,0.017953157424926758,104,202
189,"(0, 40)","('on',)","(0,)","(8000,)","('on',)","(84,)","(4400,)","(0, 26)","[('setColorTemperature', 4400), ('setSaturation', 26), ('setLevel', 84)]",3,0.021103620529174805,128,237
190,"(0, 63)","('on',)","(67,)","(8600,)","('on',)","(98,)","(8100,)","(0, 6)","[('setColorTemperature', 8100), ('setSaturation', 6), ('setLevel', 98)]",3,0.021913528442382812,108,268
191,"(0, 83)","('off',)","(11,)","(3500,)","('on',)","(6,)","(5700,)","(17, 0)","[('on', None), ('setColorTemperature', 5700), ('setHue', 17), ('setLevel', 6)]",4,0.005170106887817383,36,63
192,"(0, 89)","('on',)","(90,)","(8400,)","('on',)","(25,)","(5100,)","(54, 0)","[('setColorTemperature', 5100), ('setHue', 54), ('setLevel', 25)]",3,0.009822845458984375,56,112
193,"(0, 86)","('on',)","(89,)","(8900,)","('on',)","(89,)","(8900,)","(49, 0)","[('setHue', 49)]",1,0.005865573883056641,51,53
194,"(5, 0)","('off',)","(76,)","(2800,)","('on',)","(42,)","(2800,)","(88, 0)","[('on', None), ('setHue', 88), ('setLevel', 42)]",3,0.013101577758789062,89,135
195,"(0, 29)","('on',)","(45,)","(4600,)","('on',)","(57,)","(5400,)","(0, 88)","[('setColorTemperature', 5400), ('setSaturation', 88), ('setLevel', 57)]",3,0.027201414108276367,189,282
196,"(32, 0)","('off',)","(58,)","(6600,)","('on',)","(74,)","(4600,)","(0, 15)","[('on', None), ('setColorTemperature', 4600), ('setSaturation', 15), ('setLevel', 74)]",4,0.0199434757232666,116,219
197,"(20, 0)","('off',)","(79,)","(5300,)","('on',)","(78,)","(3400,)","(20, 0)","[('on', None), ('setColorTemperature', 3400), ('setLevel', 78)]",3,0.005921125411987305,80,95
198,"(94, 0)","('off',)","(2,)","(8500,)","('on',)","(47,)","(6700,)","(81, 0)","[('on', None), ('setColorTemperature', 6700), ('setHue', 81), ('setLevel', 47)]",4,0.015368461608886719,83,178
199,"(0, 16)","('off',)","(32,)","(6500,)","('on',)","(99,)","(6200,)","(0, 59)","[('on', None), ('setColorTemperature', 6200), ('setSaturation', 59), ('setLevel', 99)]",4,0.026986360549926758,160,304
200,"(0, 10)","('off',)","(83,)","(8600,)","('on',)","(9,)","(2200,)","(97, 0)","[('on', None), ('setColorTemperature', 2200), ('setHue', 97), ('setLevel', 9)]",4,0.012302398681640625,99,111
201,"(0, 52)","('off',)","(48,)","(4100,)","('on',)","(50,)","(4000,)","(94, 0)","[('on', None), ('setColorTemperature', 4000), ('setHue', 94), ('setLevel', 50)]",4,0.015459060668945312,96,167
202,"(62, 0)","('off',)","(45,)","(5600,)","('on',)","(56,)","(7700,)","(64, 0)","[('on', None), ('setColorTemperature', 7700), ('setHue', 64), ('setLevel', 56)]",4,0.014574527740478516,65,180
203,"(0, 23)","('on',)","(38,)","(6200,)","('on',)","(41,)","(5100,)","(0, 82)","[('setColorTemperature', 5100), ('setSaturation', 82), ('setLevel', 41)]",3,0.02541971206665039,183,257
204,"(0, 11)","('on',)","(37,)","(7800,)","('on',)","(11,)","(4700,)","(37, 0)","[('setColorTemperature', 4700), ('setHue', 37), ('setLevel', 11)]",3,0.006836652755737305,39,77
205,"(23, 0)","('off',)","(96,)","(8600,)","('on',)","(89,)","(8600,)","(0, 72)","[('on', None), ('setSaturation', 72), ('setLevel', 89)]",3,0.025570154190063477,173,267
206,"(19, 0)","('on',)","(70,)","(4500,)","('on',)","(75,)","(4300,)","(0, 44)","[('setColorTemperature', 4300), ('setSaturation', 44), ('setLevel', 75)]",3,0.022562026977539062,145,245
207,"(9, 0)","('on',)","(85,)","(2900,)","('on',)","(38,)","(4300,)","(0, 15)","[('setColorTemperature', 4300), ('setSaturation', 15), ('setLevel', 38)]",3,0.01717829704284668,116,179
208,"(23, 0)","('off',)","(52,)","(8200,)","('on',)","(48,)","(2900,)","(0, 73)","[('on', None), ('setColorTemperature', 2900), ('setSaturation', 73), ('setLevel', 48)]",4,0.02385234832763672,174,234
209,"(8, 0)","('on',)","(76,)","(5700,)","('on',)","(76,)","(5700,)","(0, 7)","[('setSaturation', 7)]",1,0.012643098831176758,108,112
210,"(22, 0)","('on',)","(57,)","(5400,)","('on',)","(53,)","(5400,)","(96, 0)","[('setHue', 96), ('setLevel', 53)]",2,0.014508962631225586,97,153
211,"(0, 95)","('off',)","(77,)","(4700,)","('on',)","(44,)","(6800,)","(0, 11)","[('on', None), ('setColorTemperature', 6800), ('setSaturation', 11), ('setLevel', 44)]",4,0.018856287002563477,113,207
212,"(0, 73)","('on',)","(90,)","(3800,)","('on',)","(36,)","(3800,)","(0, 82)","[('setSaturation', 82), ('setLevel', 36)]",2,0.023585796356201172,183,223
213,"(76, 0)","('off',)","(29,)","(6900,)","('on',)","(9,)","(6900,)","(16, 0)","[('on', None), ('setHue', 16), ('setLevel', 9)]",3,0.0030517578125,18,30
214,"(14, 0)","('off',)","(47,)","(8100,)","('on',)","(72,)","(8100,)","(0, 1)","[('on', None), ('setSaturation', 1), ('setLevel', 72)]",3,0.01656174659729004,102,179
215,"(75, 0)","('on',)","(46,)","(5200,)","('on',)","(87,)","(5200,)","(0, 31)","[('setSaturation', 31), ('setLevel', 87)]",2,0.020651578903198242,132,223
216,"(23, 0)","('off',)","(32,)","(5700,)","('on',)","(91,)","(8400,)","(0, 100)","[('on', None), ('setColorTemperature', 8400), ('setSaturation', 100), ('setLevel', 91)]",4,0.03274655342102051,201,359
217,"(38, 0)","('off',)","(13,)","(6100,)","('on',)","(83,)","(5600,)","(18, 0)","[('on', None), ('setColorTemperature', 5600), ('setHue', 18), ('setLevel', 83)]",4,0.009714126586914062,84,140
218,"(0, 8)","('off',)","(48,)","(5000,)","('on',)","(96,)","(5000,)","(48, 0)","[('on', None), ('setHue', 48), ('setLevel', 96)]",3,0.011804342269897461,97,149
219,"(60, 0)","('on',)","(64,)","(5800,)","('on',)","(64,)","(7300,)","(0, 43)","[('setColorTemperature', 7300), ('setSaturation', 43)]",2,0.01973247528076172,144,199
220,"(0, 8)","('on',)","(70,)","(8000,)","('on',)","(71,)","(4000,)","(69, 0)","[('setColorTemperature', 4000), ('setHue', 69), ('setLevel', 71)]",3,0.013664484024047852,72,162
221,"(39, 0)","('on',)","(86,)","(8900,)","('on',)","(86,)","(6000,)","(0, 57)","[('setColorTemperature', 6000), ('setSaturation', 57)]",2,0.020652294158935547,158,200
222,"(80, 0)","('on',)","(70,)","(3000,)","('on',)","(70,)","(4200,)","(0, 20)","[('setColorTemperature', 4200), ('setSaturation', 20)]",2,0.015379905700683594,121,145
223,"(96, 0)","('off',)","(42,)","(2800,)","('on',)","(13,)","(4700,)","(27, 0)","[('on', None), ('setColorTemperature', 4700), ('setHue', 27), ('setLevel', 13)]",4,0.006118297576904297,29,70
224,"(0, 35)","('off',)","(49,)","(3400,)","('on',)","(17,)","(3400,)","(0, 100)","[('on', None), ('setSaturation', 100), ('setLevel', 17)]",3,0.024544239044189453,201,223
225,"(59, 0)","('off',)","(57,)","(3800,)","('on',)","(93,)","(3800,)","(0, 90)","[('on', None), ('setSaturation', 90), ('setLevel', 93)]",3,0.027829647064208984,191,289
226,"(51, 0)","('off',)","(79,)","(3600,)","('on',)","(73,)","(5600,)","(78, 0)","[('on', None), ('setColorTemperature', 5600), ('setHue', 78), ('setLevel', 73)]",4,0.015962839126586914,79,190
227,"(35, 0)","('on',)","(12,)","(5800,)","('on',)","(74,)","(6900,)","(53, 0)","[('setColorTemperature', 6900), ('setHue', 53), ('setLevel', 74)]",3,0.013648271560668945,75,178
228,"(0, 63)","('off',)","(58,)","(7400,)","('on',)","(12,)","(7400,)","(0, 42)","[('on', None), ('setSaturation', 42), ('setLevel', 12)]",3,0.01760578155517578,144,160
229,"(12, 0)","('on',)","(5,)","(2400,)","('on',)","(10,)","(8500,)","(0, 89)","[('setColorTemperature', 8500), ('setSaturation', 89), ('setLevel', 10)]",3,0.02628016471862793,190,267
230,"(0, 87)","('on',)","(29,)","(5600,)","('on',)","(19,)","(4800,)","(0, 35)","[('setColorTemperature', 4800), ('setSaturation', 35), ('setLevel', 19)]",3,0.018639087677001953,137,185
231,"(0, 68)","('off',)","(48,)","(6400,)","('on',)","(19,)","(8800,)","(86, 0)","[('on', None), ('setColorTemperature', 8800), ('setHue', 86), ('setLevel', 19)]",4,0.015485763549804688,88,176
232,"(13, 0)","('on',)","(53,)","(4400,)","('on',)","(6,)","(4400,)","(0, 40)","[('setSaturation', 40), ('setLevel', 6)]",2,0.016771316528320312,141,151
233,"(0, 41)","('off',)","(8,)","(8200,)","('on',)","(26,)","(7800,)","(0, 33)","[('on', None), ('setColorTemperature', 7800), ('setSaturation', 33), ('setLevel', 26)]",4,0.02078390121459961,135,221
234,"(91, 0)","('off',)","(0,)","(6100,)","('on',)","(92,)","(4500,)","(18, 0)","[('on', None), ('setColorTemperature', 4500), ('setHue', 18), ('setLevel', 92)]",4,0.009582757949829102,93,138
235,"(0, 60)","('off',)","(22,)","(4000,)","('on',)","(22,)","(7200,)","(0, 10)","[('on', None), ('setColorTemperature', 7200), ('setSaturation', 10)]",3,0.01690053939819336,112,166
236,"(21, 0)","('off',)","(22,)","(7500,)","('on',)","(4,)","(6900,)","(0, 81)","[('on', None), ('setColorTemperature', 6900), ('setSaturation', 81), ('setLevel', 4)]",4,0.024662494659423828,182,238
237,"(0, 42)","('on',)","(6,)","(5500,)","('on',)","(49,)","(5500,)","(0, 48)","[('setSaturation', 48), ('setLevel', 49)]",2,0.020223379135131836,149,202
238,"(83, 0)","('off',)","(24,)","(4400,)","('on',)","(93,)","(2600,)","(0, 27)","[('on', None), ('setColorTemperature', 2600), ('setSaturation', 27), ('setLevel', 93)]",4,0.021109819412231445,128,230
239,"(0, 62)","('off',)","(26,)","(3000,)","('on',)","(28,)","(7200,)","(93, 0)","[('on', None), ('setColorTemperature', 7200), ('setHue', 93), ('setLevel', 28)]",4,0.01596236228942871,95,176
240,"(18, 0)","('off',)","(88,)","(7500,)","('on',)","(37,)","(6900,)","(19, 0)","[('on', None), ('setColorTemperature', 6900), ('setHue', 19), ('setLevel', 37)]",4,0.007919073104858398,49,108
241,"(0, 54)","('off',)","(94,)","(8400,)","('off',)","(94,)","(5000,)","(0, 8)","[('on', None), ('setColorTemperature', 5000), ('setSaturation', 8), ('off', None)]",4,0.015216350555419922,110,142
242,"(4, 0)","('on',)","(36,)","(5600,)","('on',)","(36,)","(6100,)","(82, 0)","[('setColorTemperature', 6100), ('setHue', 82)]",2,0.012134552001953125,83,125
243,"(0, 36)","('on',)","(24,)","(8600,)","('on',)","(13,)","(8600,)","(0, 86)","[('setSaturation', 86), ('setLevel', 13)]",2,0.02262258529663086,187,204
244,"(25, 0)","('on',)","(67,)","(7900,)","('on',)","(31,)","(3700,)","(0, 65)","[('setColorTemperature', 3700), ('setSaturation', 65), ('setLevel', 31)]",3,0.022228240966796875,166,216
245,"(38, 0)","('off',)","(10,)","(8200,)","('on',)","(6,)","(5800,)","(0, 74)","[('on', None), ('setColorTemperature', 5800), ('setSaturation', 74), ('setLevel', 6)]",4,0.02323770523071289,175,222
246,"(0, 54)","('on',)","(0,)","(8900,)","('on',)","(36,)","(4000,)","(73, 0)","[('setColorTemperature', 4000), ('setHue', 73), ('setLevel', 36)]",3,0.01211237907409668,75,131
247,"(36, 0)","('on',)","(33,)","(5000,)","('on',)","(86,)","(7000,)","(0, 92)","[('setColorTemperature', 7000), ('setSaturation', 92), ('setLevel', 86)]",3,0.030458927154541016,193,331
248,"(0, 51)","('on',)","(74,)","(7000,)","('on',)","(15,)","(2500,)","(0, 86)","[('setColorTemperature', 2500), ('setSaturation', 86), ('setLevel', 15)]",3,0.022724151611328125,187,209
249,"(0, 14)","('off',)","(16,)","(6700,)","('on',)","(14,)","(7900,)","(67, 0)","[('on', None), ('setColorTemperature', 7900), ('setHue', 67), ('setLevel', 14)]",4,0.01255488395690918,69,143
250,"(90, 0)","('on',)","(13,)","(6100,)","('on',)","(74,)","(6300,)","(0, 92)","[('setColorTemperature', 6300), ('setSaturation', 92), ('setLevel', 74)]",3,0.029201269149780273,193,312
251,"(0, 78)","('off',)","(74,)","(6300,)","('on',)","(78,)","(6300,)","(69, 0)","[('on', None), ('setHue', 69), ('setLevel', 78)]",3,0.013086080551147461,79,152
252,"(0, 72)","('on',)","(88,)","(6100,)","('on',)","(52,)","(6100,)","(0, 21)","[('setSaturation', 21), ('setLevel', 52)]",2,0.017143964767456055,123,178
253,"(61, 0)","('on',)","(59,)","(6600,)","('on',)","(58,)","(3700,)","(0, 22)","[('setColorTemperature', 3700), ('setSaturation', 22), ('setLevel', 58)]",3,0.018817901611328125,123,200
254,"(39, 0)","('off',)","(37,)","(3400,)","('on',)","(87,)","(6300,)","(12, 0)","[('on', None), ('setColorTemperature', 6300), ('setHue', 12), ('setLevel', 87)]",4,0.009767770767211914,88,145
255,"(0, 94)","('off',)","(51,)","(8300,)","('on',)","(51,)","(3400,)","(95, 0)","[('on', None), ('setColorTemperature', 3400), ('setHue', 95)]",3,0.012248754501342773,97,112
256,"(0, 61)","('off',)","(6,)","(5500,)","('on',)","(31,)","(5100,)","(68, 0)","[('on', None), ('setColorTemperature', 5100), ('setHue', 68), ('setLevel', 31)]",4,0.012098312377929688,70,133
257,"(13, 0)","('on',)","(55,)","(4000,)","('on',)","(33,)","(6500,)","(54, 0)","[('setColorTemperature', 6500), ('setHue', 54), ('setLevel', 33)]",3,0.011181354522705078,55,134
258,"(0, 15)","('on',)","(79,)","(2200,)","('on',)","(24,)","(4300,)","(83, 0)","[('setColorTemperature', 4300), ('setHue', 83), ('setLevel', 24)]",3,0.012590885162353516,85,132
259,"(0, 57)","('off',)","(24,)","(5700,)","('on',)","(9,)","(8900,)","(0, 14)","[('on', None), ('setColorTemperature', 8900), ('setSaturation', 14), ('setLevel', 9)]",4,0.018425703048706055,116,196
260,"(0, 86)","('off',)","(43,)","(7000,)","('on',)","(15,)","(6300,)","(6, 0)","[('on', None), ('setColorTemperature', 6300), ('setHue', 6), ('setLevel', 15)]",4,0.0047948360443115234,43,67
261,"(0, 4)","('off',)","(38,)","(3200,)","('on',)","(96,)","(3200,)","(42, 0)","[('on', None), ('setHue', 42), ('setLevel', 96)]",3,0.011119604110717773,97,143
262,"(45, 0)","('off',)","(71,)","(3600,)","('on',)","(71,)","(3600,)","(0, 66)","[('on', None), ('setSaturation', 66)]",2,0.01965022087097168,167,172
263,"(0, 51)","('on',)","(91,)","(6400,)","('on',)","(91,)","(6400,)","(38, 0)","[('setHue', 38)]",1,0.00493621826171875,40,42
264,"(66, 0)","('off',)","(79,)","(7000,)","('on',)","(17,)","(2300,)","(53, 0)","[('on', None), ('setColorTemperature', 2300), ('setHue', 53), ('setLevel', 17)]",4,0.00790858268737793,55,76
265,"(0, 82)","('off',)","(96,)","(2500,)","('on',)","(16,)","(8200,)","(0, 48)","[('on', None), ('setColorTemperature', 8200), ('setSaturation', 48), ('setLevel', 16)]",4,0.02225470542907715,150,230
266,"(0, 60)","('off',)","(32,)","(6400,)","('on',)","(46,)","(6700,)","(0, 60)","[('on', None), ('setColorTemperature', 6700), ('setLevel', 46)]",3,0.0059337615966796875,47,96
267,"(0, 64)","('off',)","(93,)","(3900,)","('on',)","(30,)","(3900,)","(7, 0)","[('on', None), ('setHue', 7), ('setLevel', 30)]",3,0.0032868385314941406,32,42
268,"(0, 60)","('off',)","(75,)","(7600,)","('on',)","(15,)","(2200,)","(24, 0)","[('on', None), ('setColorTemperature', 2200), ('setHue', 24), ('setLevel', 15)]",4,0.004436492919921875,26,44
269,"(0, 68)","('off',)","(23,)","(8400,)","('on',)","(23,)","(7000,)","(46, 0)","[('on', None), ('setColorTemperature', 7000), ('setHue', 46)]",3,0.008797883987426758,50,99
270,"(46, 0)","('off',)","(5,)","(5000,)","('on',)","(98,)","(4000,)","(7, 0)","[('on', None), ('setColorTemperature', 4000), ('setHue', 7), ('setLevel', 98)]",4,0.008485794067382812,99,128
271,"(29, 0)","('off',)","(11,)","(5800,)","('on',)","(96,)","(5800,)","(9, 0)","[('on', None), ('setHue', 9), ('setLevel', 96)]",3,0.007429599761962891,97,110
272,"(70, 0)","('off',)","(6,)","(5000,)","('on',)","(36,)","(6200,)","(55, 0)","[('on', None), ('setColorTemperature', 6200), ('setHue', 55), ('setLevel', 36)]",4,0.011507272720336914,57,136
273,"(0, 76)","('on',)","(16,)","(4100,)","('on',)","(82,)","(4100,)","(41, 0)","[('setHue', 41), ('setLevel', 82)]",2,0.009886741638183594,83,127
