,prev,prev,prev,prev,next,next,next,next,plan,plan,plan,plan,plan
,"('colorControl_hue', 'colorControl_saturation')","('switch',)","('switchLevel',)","('colorTemperature',)","('switch',)","('switchLevel',)","('colorTemperature',)","('colorControl_hue', 'colorControl_saturation')",cmds,length,time,memory_num,visited_num
274,"(91, 0)","('off',)","(59,)","(3600,)","('on',)","(93,)","(5900,)","(0, 31)","[('on', None), ('setColorTemperature', 5900), ('setSaturation', 31), ('setLevel', 93)]",4,0.02326655387878418,132,267
275,"(0, 36)","('on',)","(5,)","(3900,)","('on',)","(63,)","(2800,)","(23, 0)","[('setColorTemperature', 2800), ('setHue', 23), ('setLevel', 63)]",3,0.007211208343505859,64,96
276,"(0, 92)","('on',)","(48,)","(2600,)","('on',)","(16,)","(2600,)","(67, 0)","[('setHue', 67), ('setLevel', 16)]",2,0.009004831314086914,69,87
277,"(0, 17)","('off',)","(96,)","(4400,)","('on',)","(5,)","(4400,)","(0, 20)","[('on', None), ('setSaturation', 20), ('setLevel', 5)]",3,0.014724254608154297,121,131
278,"(0, 98)","('on',)","(52,)","(7300,)","('on',)","(33,)","(4600,)","(66, 0)","[('setColorTemperature', 4600), ('setHue', 66), ('setLevel', 33)]",3,0.011395931243896484,68,127
279,"(22, 0)","('on',)","(7,)","(7700,)","('on',)","(64,)","(8300,)","(0, 43)","[('setColorTemperature', 8300), ('setSaturation', 43), ('setLevel', 64)]",3,0.02437901496887207,144,273
280,"(49, 0)","('on',)","(20,)","(8300,)","('on',)","(99,)","(8300,)","(87, 0)","[('setHue', 87), ('setLevel', 99)]",2,0.016202211380004883,100,190
281,"(0, 89)","('off',)","(13,)","(2400,)","('on',)","(13,)","(2400,)","(0, 5)","[('on', None), ('setSaturation', 5)]",2,0.012812137603759766,107,111
282,"(0, 98)","('off',)","(27,)","(7300,)","('on',)","(33,)","(6500,)","(0, 60)","[('on', None), ('setColorTemperature', 6500), ('setSaturation', 60), ('setLevel', 33)]",4,0.023642301559448242,162,242
283,"(88, 0)","('on',)","(95,)","(4300,)","('on',)","(95,)","(2800,)","(0, 98)","[('setColorTemperature', 2800), ('setSaturation', 98)]",2,0.02333974838256836,199,209
284,"(0, 11)","('on',)","(35,)","(2300,)","('on',)","(35,)","(5200,)","(0, 54)","[('setColorTemperature', 5200), ('setSaturation', 54)]",2,0.019719362258911133,155,189
285,"(0, 56)","('on',)","(4,)","(6000,)","('on',)","(10,)","(3100,)","(0, 20)","[('setColorTemperature', 3100), ('setSaturation', 20), ('setLevel', 10)]",3,0.01540994644165039,122,144
286,"(0, 11)","('on',)","(24,)","(2300,)","('on',)","(81,)","(2300,)","(19, 0)","[('setHue', 19), ('setLevel', 81)]",2,0.007303714752197266,82,104
287,"(0, 26)","('on',)","(98,)","(3300,)","('on',)","(66,)","(6200,)","(0, 73)","[('setColorTemperature', 6200), ('setSaturation', 73), ('setLevel', 66)]",3,0.026608943939208984,174,284
288,"(89, 0)","('off',)","(67,)","(2300,)","('on',)","(54,)","(2300,)","(0, 93)","[('on', None), ('setSaturation', 93), ('setLevel', 54)]",3,0.02585315704345703,194,253
289,"(32, 0)","('off',)","(72,)","(6000,)","('on',)","(72,)","(6000,)","(0, 28)","[('on', None), ('setSaturation', 28)]",2,0.015150070190429688,129,134
290,"(79, 0)","('on',)","(38,)","(6700,)","('on',)","(93,)","(4000,)","(83, 0)","[('setColorTemperature', 4000), ('setHue', 83), ('setLevel', 93)]",3,0.016462087631225586,94,198
291,"(0, 98)","('on',)","(29,)","(2400,)","('on',)","(29,)","(5100,)","(94, 0)","[('setColorTemperature', 5100), ('setHue', 94)]",2,0.012763738632202148,96,127
292,"(24, 0)","('on',)","(5,)","(2200,)","('on',)","(58,)","(2200,)","(0, 29)","[('setSaturation', 29), ('setLevel', 58)]",2,0.018639087677001953,130,192
293,"(96, 0)","('on',)","(91,)","(5500,)","('on',)","(91,)","(4000,)","(88, 0)","[('setColorTemperature', 4000), ('setHue', 88)]",2,0.011460542678833008,90,110
294,"(0, 7)","('on',)","(86,)","(3800,)","('on',)","(48,)","(8300,)","(0, 8)","[('setColorTemperature', 8300), ('setSaturation', 8), ('setLevel', 48)]",3,0.019286394119262695,109,222
295,"(0, 13)","('on',)","(97,)","(5900,)","('on',)","(44,)","(5900,)","(0, 74)","[('setSaturation', 74), ('setLevel', 44)]",2,0.02283191680908203,175,223
296,"(0, 84)","('off',)","(59,)","(2600,)","('on',)","(85,)","(3900,)","(0, 75)","[('on', None), ('setColorTemperature', 3900), ('setSaturation', 75), ('setLevel', 85)]",4,0.0265960693359375,177,283
297,"(0, 43)","('on',)","(37,)","(3600,)","('on',)","(43,)","(3600,)","(58, 0)","[('setHue', 58), ('setLevel', 43)]",2,0.009488344192504883,60,105
298,"(18, 0)","('off',)","(1,)","(4600,)","('on',)","(53,)","(6400,)","(0, 31)","[('on', None), ('setColorTemperature', 6400), ('setSaturation', 31), ('setLevel', 53)]",4,0.021468639373779297,132,232
299,"(0, 48)","('off',)","(12,)","(7500,)","('on',)","(73,)","(7500,)","(0, 80)","[('on', None), ('setSaturation', 80), ('setLevel', 73)]",3,0.025496244430541992,181,259
300,"(94, 0)","('on',)","(94,)","(2800,)","('on',)","(5,)","(8600,)","(3, 0)","[('setColorTemperature', 8600), ('setHue', 3), ('setLevel', 5)]",3,0.004918575286865234,65,76
301,"(53, 0)","('off',)","(81,)","(4500,)","('on',)","(29,)","(7600,)","(53, 0)","[('on', None), ('setColorTemperature', 7600), ('setLevel', 29)]",3,0.00545501708984375,55,88
302,"(89, 0)","('on',)","(30,)","(3900,)","('on',)","(8,)","(3400,)","(0, 35)","[('setColorTemperature', 3400), ('setSaturation', 35), ('setLevel', 8)]",3,0.017277956008911133,136,160
303,"(72, 0)","('off',)","(29,)","(5200,)","('on',)","(8,)","(8800,)","(91, 0)","[('on', None), ('setColorTemperature', 8800), ('setHue', 91), ('setLevel', 8)]",4,0.015508651733398438,92,170
304,"(0, 46)","('off',)","(78,)","(3400,)","('on',)","(68,)","(7000,)","(88, 0)","[('on', None), ('setColorTemperature', 7000), ('setHue', 88), ('setLevel', 68)]",4,0.017708778381347656,90,209
305,"(0, 66)","('on',)","(39,)","(4800,)","('on',)","(5,)","(7500,)","(89, 0)","[('setColorTemperature', 7500), ('setHue', 89), ('setLevel', 5)]",3,0.014030694961547852,91,151
306,"(97, 0)","('on',)","(38,)","(2500,)","('on',)","(23,)","(6500,)","(78, 0)","[('setColorTemperature', 6500), ('setHue', 78), ('setLevel', 23)]",3,0.013372182846069336,80,148
307,"(24, 0)","('off',)","(38,)","(7000,)","('on',)","(93,)","(7000,)","(90, 0)","[('on', None), ('setHue', 90), ('setLevel', 93)]",3,0.01645350456237793,94,188
308,"(0, 40)","('on',)","(70,)","(7600,)","('on',)","(9,)","(3300,)","(0, 65)","[('setColorTemperature', 3300), ('setSaturation', 65), ('setLevel', 9)]",3,0.020589590072631836,166,190
309,"(0, 54)","('on',)","(45,)","(2700,)","('on',)","(32,)","(2700,)","(79, 0)","[('setHue', 79), ('setLevel', 32)]",2,0.011289596557617188,81,115
310,"(0, 99)","('off',)","(40,)","(5900,)","('on',)","(85,)","(3800,)","(53, 0)","[('on', None), ('setColorTemperature', 3800), ('setHue', 53), ('setLevel', 85)]",4,0.012804746627807617,86,159
311,"(31, 0)","('on',)","(69,)","(8300,)","('on',)","(24,)","(3300,)","(0, 8)","[('setColorTemperature', 3300), ('setSaturation', 8), ('setLevel', 24)]",3,0.014921426773071289,109,148
312,"(0, 52)","('off',)","(4,)","(8100,)","('on',)","(3,)","(7200,)","(0, 96)","[('on', None), ('setColorTemperature', 7200), ('setSaturation', 96), ('setLevel', 3)]",4,0.026221275329589844,197,255
313,"(0, 37)","('off',)","(1,)","(3000,)","('on',)","(16,)","(3000,)","(0, 84)","[('on', None), ('setSaturation', 84), ('setLevel', 16)]",3,0.022725582122802734,185,206
314,"(0, 62)","('off',)","(81,)","(7300,)","('off',)","(99,)","(7300,)","(0, 19)","[('on', None), ('setSaturation', 19), ('setLevel', 99), ('off', None)]",4,0.020431995391845703,121,224
315,"(100, 0)","('on',)","(24,)","(5000,)","('on',)","(24,)","(8000,)","(0, 39)","[('setColorTemperature', 8000), ('setSaturation', 39)]",2,0.019644975662231445,140,202
316,"(0, 30)","('off',)","(35,)","(3500,)","('on',)","(55,)","(5400,)","(64, 0)","[('on', None), ('setColorTemperature', 5400), ('setHue', 64), ('setLevel', 55)]",4,0.013228893280029297,66,156
317,"(0, 90)","('off',)","(0,)","(7200,)","('on',)","(0,)","(2500,)","(0, 27)","[('on', None), ('setColorTemperature', 2500), ('setSaturation', 27)]",3,0.015411853790283203,129,136
318,"(0, 49)","('off',)","(87,)","(4700,)","('on',)","(24,)","(4800,)","(0, 97)","[('on', None), ('setColorTemperature', 4800), ('setSaturation', 97), ('setLevel', 24)]",4,0.026259899139404297,198,253
319,"(77, 0)","('on',)","(31,)","(3500,)","('on',)","(71,)","(3500,)","(0, 20)","[('setSaturation', 20), ('setLevel', 71)]",2,0.01865696907043457,121,196
320,"(36, 0)","('on',)","(35,)","(7800,)","('on',)","(24,)","(3900,)","(0, 36)","[('setColorTemperature', 3900), ('setSaturation', 36), ('setLevel', 24)]",3,0.018471479415893555,137,182
321,"(11, 0)","('off',)","(55,)","(5600,)","('on',)","(50,)","(6400,)","(42, 0)","[('on', None), ('setColorTemperature', 6400), ('setHue', 42), ('setLevel', 50)]",4,0.011016845703125,52,139
322,"(0, 6)","('off',)","(32,)","(2300,)","('on',)","(96,)","(7400,)","(0, 20)","[('on', None), ('setColorTemperature', 7400), ('setSaturation', 20), ('setLevel', 96)]",4,0.023313522338867188,121,274
323,"(0, 82)","('on',)","(26,)","(6300,)","('on',)","(98,)","(5200,)","(0, 18)","[('setColorTemperature', 5200), ('setSaturation', 18), ('setLevel', 98)]",3,0.02161264419555664,120,251
324,"(0, 81)","('off',)","(64,)","(5600,)","('on',)","(64,)","(7700,)","(21, 0)","[('on', None), ('setColorTemperature', 7700), ('setHue', 21)]",3,0.006295204162597656,56,81
325,"(39, 0)","('off',)","(71,)","(3900,)","('on',)","(23,)","(3900,)","(0, 68)","[('on', None), ('setSaturation', 68), ('setLevel', 23)]",3,0.021283388137817383,169,197
326,"(73, 0)","('off',)","(42,)","(3900,)","('on',)","(77,)","(3600,)","(21, 0)","[('on', None), ('setColorTemperature', 3600), ('setHue', 21), ('setLevel', 77)]",4,0.008625030517578125,78,117
327,"(0, 20)","('off',)","(82,)","(3400,)","('on',)","(53,)","(3400,)","(1, 0)","[('on', None), ('setHue', 1), ('setLevel', 53)]",3,0.003949642181396484,55,59
328,"(6, 0)","('off',)","(77,)","(3000,)","('on',)","(17,)","(4000,)","(64, 0)","[('on', None), ('setColorTemperature', 4000), ('setHue', 64), ('setLevel', 17)]",4,0.010122060775756836,65,104
329,"(90, 0)","('off',)","(77,)","(6500,)","('on',)","(62,)","(8600,)","(0, 56)","[('on', None), ('setColorTemperature', 8600), ('setSaturation', 56), ('setLevel', 62)]",4,0.026099681854248047,157,288
330,"(0, 40)","('on',)","(49,)","(7600,)","('on',)","(84,)","(7600,)","(99, 0)","[('setHue', 99), ('setLevel', 84)]",2,0.016691923141479492,101,187
331,"(23, 0)","('on',)","(86,)","(2200,)","('on',)","(27,)","(2200,)","(0, 59)","[('setSaturation', 59), ('setLevel', 27)]",2,0.0202028751373291,160,191
332,"(1, 0)","('on',)","(30,)","(4800,)","('on',)","(77,)","(8700,)","(74, 0)","[('setColorTemperature', 8700), ('setHue', 74), ('setLevel', 77)]",3,0.017310619354248047,78,220
333,"(0, 89)","('off',)","(26,)","(7200,)","('on',)","(7,)","(3800,)","(24, 0)","[('on', None), ('setColorTemperature', 3800), ('setHue', 24), ('setLevel', 7)]",4,0.0049436092376708984,26,52
334,"(0, 46)","('off',)","(31,)","(4600,)","('on',)","(48,)","(4600,)","(1, 0)","[('on', None), ('setHue', 1), ('setLevel', 48)]",3,0.003635406494140625,49,54
335,"(0, 16)","('off',)","(72,)","(2300,)","('on',)","(63,)","(8200,)","(63, 0)","[('on', None), ('setColorTemperature', 8200), ('setHue', 63), ('setLevel', 63)]",4,0.01517176628112793,65,191
336,"(32, 0)","('off',)","(0,)","(4800,)","('on',)","(38,)","(6900,)","(0, 99)","[('on', None), ('setColorTemperature', 6900), ('setSaturation', 99), ('setLevel', 38)]",4,0.028435230255126953,200,290
337,"(100, 0)","('on',)","(100,)","(8600,)","('on',)","(75,)","(5100,)","(0, 43)","[('setColorTemperature', 5100), ('setSaturation', 43), ('setLevel', 75)]",3,0.02292180061340332,144,252
338,"(0, 24)","('on',)","(63,)","(3200,)","('on',)","(29,)","(3300,)","(17, 0)","[('setColorTemperature', 3300), ('setHue', 17), ('setLevel', 29)]",3,0.004830837249755859,31,61
339,"(0, 84)","('on',)","(91,)","(8000,)","('on',)","(31,)","(4400,)","(0, 63)","[('setColorTemperature', 4400), ('setSaturation', 63), ('setLevel', 31)]",3,0.022316694259643555,165,221
340,"(0, 92)","('off',)","(44,)","(6000,)","('on',)","(53,)","(4100,)","(83, 0)","[('on', None), ('setColorTemperature', 4100), ('setHue', 83), ('setLevel', 53)]",4,0.014512777328491211,85,160
341,"(80, 0)","('on',)","(92,)","(7300,)","('on',)","(45,)","(7300,)","(81, 0)","[('setHue', 81), ('setLevel', 45)]",2,0.012237071990966797,82,130
342,"(0, 81)","('on',)","(25,)","(8300,)","('on',)","(8,)","(7900,)","(18, 0)","[('setColorTemperature', 7900), ('setHue', 18), ('setLevel', 8)]",3,0.006388664245605469,59,87
343,"(86, 0)","('off',)","(21,)","(4900,)","('on',)","(53,)","(6400,)","(0, 15)","[('on', None), ('setColorTemperature', 6400), ('setSaturation', 15), ('setLevel', 53)]",4,0.019512653350830078,116,216
344,"(46, 0)","('on',)","(16,)","(2900,)","('on',)","(53,)","(6400,)","(46, 0)","[('setColorTemperature', 6400), ('setLevel', 53)]",2,0.0059125423431396484,54,99
345,"(7, 0)","('on',)","(68,)","(2500,)","('on',)","(60,)","(3900,)","(50, 0)","[('setColorTemperature', 3900), ('setHue', 50), ('setLevel', 60)]",3,0.010755062103271484,62,131
346,"(0, 59)","('off',)","(88,)","(4600,)","('on',)","(6,)","(7400,)","(37, 0)","[('on', None), ('setColorTemperature', 7400), ('setHue', 37), ('setLevel', 6)]",4,0.008416891098022461,53,100
347,"(16, 0)","('off',)","(19,)","(4100,)","('on',)","(12,)","(4100,)","(0, 15)","[('on', None), ('setSaturation', 15), ('setLevel', 12)]",3,0.014595508575439453,116,133
348,"(0, 47)","('on',)","(49,)","(6000,)","('on',)","(49,)","(2200,)","(0, 29)","[('setColorTemperature', 2200), ('setSaturation', 29)]",2,0.015143394470214844,131,134
349,"(0, 56)","('on',)","(90,)","(3600,)","('on',)","(54,)","(5900,)","(0, 65)","[('setColorTemperature', 5900), ('setSaturation', 65), ('setLevel', 54)]",3,0.024702072143554688,166,261
350,"(76, 0)","('on',)","(54,)","(5100,)","('on',)","(3,)","(2800,)","(64, 0)","[('setColorTemperature', 2800), ('setHue', 64), ('setLevel', 3)]",3,0.008385181427001953,66,77
351,"(26, 0)","('off',)","(83,)","(4300,)","('on',)","(45,)","(4500,)","(75, 0)","[('on', None), ('setColorTemperature', 4500), ('setHue', 75), ('setLevel', 45)]",4,0.01333761215209961,76,148
352,"(3, 0)","('off',)","(77,)","(6500,)","('on',)","(20,)","(6500,)","(29, 0)","[('on', None), ('setHue', 29), ('setLevel', 20)]",3,0.005162239074707031,30,54
353,"(0, 77)","('off',)","(39,)","(3100,)","('on',)","(97,)","(3100,)","(0, 91)","[('on', None), ('setSaturation', 91), ('setLevel', 97)]",3,0.02817559242248535,192,294
354,"(0, 6)","('on',)","(64,)","(2700,)","('on',)","(80,)","(2700,)","(0, 1)","[('setSaturation', 1), ('setLevel', 80)]",2,0.016601085662841797,103,186
355,"(77, 0)","('on',)","(43,)","(7900,)","('on',)","(15,)","(7900,)","(57, 0)","[('setHue', 57), ('setLevel', 15)]",2,0.007763862609863281,59,76
356,"(0, 99)","('off',)","(87,)","(8700,)","('on',)","(65,)","(8200,)","(0, 56)","[('on', None), ('setColorTemperature', 8200), ('setSaturation', 56), ('setLevel', 65)]",4,0.025950908660888672,158,287
357,"(69, 0)","('on',)","(19,)","(7000,)","('on',)","(67,)","(7100,)","(18, 0)","[('setColorTemperature', 7100), ('setHue', 18), ('setLevel', 67)]",3,0.009394645690917969,68,138
358,"(0, 96)","('on',)","(75,)","(6100,)","('on',)","(72,)","(6100,)","(88, 0)","[('setHue', 88), ('setLevel', 72)]",2,0.014657020568847656,90,164
359,"(0, 40)","('on',)","(79,)","(2400,)","('on',)","(51,)","(2400,)","(76, 0)","[('setHue', 76), ('setLevel', 51)]",2,0.012048482894897461,78,131
360,"(58, 0)","('on',)","(50,)","(3600,)","('on',)","(50,)","(7000,)","(0, 82)","[('setColorTemperature', 7000), ('setSaturation', 82)]",2,0.023990154266357422,183,235
361,"(0, 93)","('on',)","(65,)","(6500,)","('on',)","(68,)","(3500,)","(0, 58)","[('setColorTemperature', 3500), ('setSaturation', 58), ('setLevel', 68)]",3,0.02326345443725586,160,244
362,"(60, 0)","('off',)","(88,)","(2200,)","('on',)","(74,)","(2200,)","(0, 89)","[('on', None), ('setSaturation', 89), ('setLevel', 74)]",3,0.02659010887145996,190,269
363,"(14, 0)","('on',)","(100,)","(3600,)","('on',)","(89,)","(3600,)","(0, 89)","[('setSaturation', 89), ('setLevel', 89)]",2,0.027144670486450195,190,283
364,"(51, 0)","('off',)","(56,)","(7000,)","('on',)","(26,)","(7600,)","(24, 0)","[('on', None), ('setColorTemperature', 7600), ('setHue', 24), ('setLevel', 26)]",4,0.008201360702514648,55,109
365,"(36, 0)","('off',)","(82,)","(8300,)","('on',)","(82,)","(6900,)","(0, 32)","[('on', None), ('setColorTemperature', 6900), ('setSaturation', 32)]",3,0.018450260162353516,133,185
366,"(4, 0)","('on',)","(1,)","(6300,)","('on',)","(67,)","(6300,)","(0, 15)","[('setSaturation', 15), ('setLevel', 67)]",2,0.017496824264526367,116,187
367,"(3, 0)","('off',)","(7,)","(3800,)","('on',)","(38,)","(3800,)","(11, 0)","[('on', None), ('setHue', 11), ('setLevel', 38)]",3,0.004185199737548828,39,54
368,"(3, 0)","('on',)","(34,)","(3300,)","('on',)","(25,)","(3300,)","(0, 74)","[('setSaturation', 74), ('setLevel', 25)]",2,0.02182936668395996,175,204
369,"(0, 82)","('on',)","(87,)","(5900,)","('on',)","(62,)","(4000,)","(0, 99)","[('setColorTemperature', 4000), ('setSaturation', 99), ('setLevel', 62)]",3,0.027968168258666992,200,284
370,"(80, 0)","('off',)","(91,)","(5200,)","('on',)","(91,)","(6200,)","(3, 0)","[('on', None), ('setColorTemperature', 6200), ('setHue', 3)]",3,0.0033876895904541016,41,48
371,"(0, 68)","('on',)","(100,)","(8900,)","('on',)","(83,)","(8900,)","(90, 0)","[('setHue', 90), ('setLevel', 83)]",2,0.015501976013183594,92,177
372,"(0, 31)","('on',)","(89,)","(5100,)","('on',)","(10,)","(8100,)","(0, 98)","[('setColorTemperature', 8100), ('setSaturation', 98), ('setLevel', 10)]",3,0.02726006507873535,199,272
373,"(85, 0)","('off',)","(78,)","(5500,)","('on',)","(78,)","(5500,)","(21, 0)","[('on', None), ('setHue', 21)]",2,0.002994537353515625,23,26
374,"(45, 0)","('on',)","(27,)","(6400,)","('on',)","(2,)","(3700,)","(0, 82)","[('setColorTemperature', 3700), ('setSaturation', 82), ('setLevel', 2)]",3,0.02251720428466797,183,204
375,"(91, 0)","('off',)","(67,)","(7500,)","('on',)","(59,)","(7500,)","(0, 4)","[('on', None), ('setSaturation', 4), ('setLevel', 59)]",3,0.016098499298095703,105,169
376,"(69, 0)","('off',)","(84,)","(6500,)","('on',)","(21,)","(2900,)","(48, 0)","[('on', None), ('setColorTemperature', 2900), ('setHue', 48), ('setLevel', 21)]",4,0.007929325103759766,50,81
377,"(21, 0)","('off',)","(14,)","(4800,)","('on',)","(14,)","(2800,)","(96, 0)","[('on', None), ('setColorTemperature', 2800), ('setHue', 96)]",3,0.012038230895996094,97,107
378,"(0, 48)","('off',)","(40,)","(7800,)","('on',)","(94,)","(7800,)","(0, 35)","[('on', None), ('setSaturation', 35), ('setLevel', 94)]",3,0.021698951721191406,137,235
379,"(0, 30)","('on',)","(60,)","(5000,)","('on',)","(67,)","(6400,)","(81, 0)","[('setColorTemperature', 6400), ('setHue', 81), ('setLevel', 67)]",3,0.016108274459838867,83,194
380,"(97, 0)","('off',)","(7,)","(7700,)","('on',)","(72,)","(5600,)","(16, 0)","[('on', None), ('setColorTemperature', 5600), ('setHue', 16), ('setLevel', 72)]",4,0.008849382400512695,73,127
381,"(0, 69)","('on',)","(25,)","(8900,)","('on',)","(11,)","(6200,)","(24, 0)","[('setColorTemperature', 6200), ('setHue', 24), ('setLevel', 11)]",3,0.006260871887207031,42,79
382,"(0, 22)","('on',)","(86,)","(7900,)","('on',)","(87,)","(7900,)","(0, 32)","[('setSaturation', 32), ('setLevel', 87)]",2,0.020573139190673828,133,224
383,"(44, 0)","('on',)","(1,)","(6000,)","('on',)","(1,)","(4300,)","(29, 0)","[('setColorTemperature', 4300), ('setHue', 29)]",2,0.0049440860748291016,31,54
384,"(56, 0)","('on',)","(32,)","(2900,)","('on',)","(52,)","(2900,)","(0, 29)","[('setSaturation', 29), ('setLevel', 52)]",2,0.018305301666259766,130,186
385,"(73, 0)","('off',)","(87,)","(3700,)","('off',)","(41,)","(3700,)","(0, 71)","[('on', None), ('setSaturation', 71), ('setLevel', 41), ('off', None)]",4,0.02280402183532715,172,218
386,"(0, 0)","('off',)","(64,)","(3500,)","('on',)","(74,)","(4600,)","(0, 53)","[('on', None), ('setColorTemperature', 4600), ('setSaturation', 53), ('setLevel', 74)]",4,0.02394413948059082,154,257
387,"(0, 61)","('off',)","(27,)","(6300,)","('on',)","(82,)","(6300,)","(0, 91)","[('on', None), ('setSaturation', 91), ('setLevel', 82)]",3,0.027269363403320312,192,279
388,"(0, 42)","('on',)","(39,)","(6400,)","('on',)","(39,)","(8800,)","(0, 83)","[('setColorTemperature', 8800), ('setSaturation', 83)]",2,0.025130271911621094,184,254
389,"(0, 23)","('on',)","(82,)","(8000,)","('on',)","(65,)","(8000,)","(0, 29)","[('setSaturation', 29), ('setLevel', 65)]",2,0.019303083419799805,130,199
390,"(8, 0)","('off',)","(8,)","(8300,)","('on',)","(64,)","(8300,)","(55, 0)","[('on', None), ('setHue', 55), ('setLevel', 64)]",3,0.01072239875793457,65,124
391,"(0, 37)","('on',)","(66,)","(3500,)","('on',)","(83,)","(3500,)","(0, 32)","[('setSaturation', 32), ('setLevel', 83)]",2,0.02044844627380371,134,220
392,"(14, 0)","('off',)","(27,)","(3800,)","('on',)","(99,)","(3800,)","(85, 0)","[('on', None), ('setHue', 85), ('setLevel', 99)]",3,0.016157150268554688,100,189
393,"(68, 0)","('off',)","(5,)","(7400,)","('on',)","(100,)","(7400,)","(0, 70)","[('on', None), ('setSaturation', 70), ('setLevel', 100)]",3,0.025919198989868164,171,276
394,"(17, 0)","('off',)","(65,)","(4300,)","('on',)","(75,)","(8400,)","(91, 0)","[('on', None), ('setColorTemperature', 8400), ('setHue', 91), ('setLevel', 75)]",4,0.01915454864501953,92,233
395,"(3, 0)","('off',)","(17,)","(6600,)","('on',)","(19,)","(3500,)","(68, 0)","[('on', None), ('setColorTemperature', 3500), ('setHue', 68), ('setLevel', 19)]",4,0.010721683502197266,69,105
396,"(60, 0)","('off',)","(36,)","(3800,)","('on',)","(32,)","(3800,)","(34, 0)","[('on', None), ('setHue', 34), ('setLevel', 32)]",3,0.006433963775634766,36,71
397,"(0, 38)","('on',)","(34,)","(5200,)","('on',)","(51,)","(5200,)","(0, 97)","[('setSaturation', 97), ('setLevel', 51)]",2,0.02595686912536621,198,253
398,"(73, 0)","('on',)","(43,)","(6700,)","('on',)","(80,)","(7500,)","(27, 0)","[('setColorTemperature', 7500), ('setHue', 27), ('setLevel', 80)]",3,0.011401653289794922,81,164
399,"(21, 0)","('off',)","(13,)","(7900,)","('on',)","(64,)","(7900,)","(60, 0)","[('on', None), ('setHue', 60), ('setLevel', 64)]",3,0.01135706901550293,65,129
400,"(40, 0)","('on',)","(41,)","(8800,)","('on',)","(47,)","(8800,)","(47, 0)","[('setHue', 47), ('setLevel', 47)]",2,0.008516550064086914,48,98
401,"(0, 61)","('off',)","(93,)","(6100,)","('on',)","(47,)","(8300,)","(60, 0)","[('on', None), ('setColorTemperature', 8300), ('setHue', 60), ('setLevel', 47)]",4,0.013968706130981445,62,173
402,"(0, 5)","('on',)","(70,)","(8500,)","('on',)","(24,)","(7700,)","(0, 67)","[('setColorTemperature', 7700), ('setSaturation', 67), ('setLevel', 24)]",3,0.024466514587402344,168,251
403,"(2, 0)","('on',)","(79,)","(8900,)","('on',)","(79,)","(3300,)","(0, 85)","[('setColorTemperature', 3300), ('setSaturation', 85)]",2,0.02220773696899414,186,201
404,"(79, 0)","('off',)","(60,)","(5200,)","('on',)","(60,)","(6800,)","(13, 0)","[('on', None), ('setColorTemperature', 6800), ('setHue', 13)]",3,0.0048673152923583984,47,64
405,"(0, 3)","('off',)","(77,)","(2600,)","('on',)","(83,)","(2300,)","(43, 0)","[('on', None), ('setColorTemperature', 2300), ('setHue', 43), ('setLevel', 83)]",4,0.010645151138305664,84,132
406,"(0, 41)","('off',)","(63,)","(5000,)","('on',)","(79,)","(7800,)","(37, 0)","[('on', None), ('setColorTemperature', 7800), ('setHue', 37), ('setLevel', 79)]",4,0.012938976287841797,80,177
407,"(86, 0)","('off',)","(21,)","(2800,)","('on',)","(80,)","(2800,)","(11, 0)","[('on', None), ('setHue', 11), ('setLevel', 80)]",3,0.006655454635620117,81,96
408,"(0, 6)","('off',)","(57,)","(3900,)","('on',)","(3,)","(3900,)","(0, 47)","[('on', None), ('setSaturation', 47), ('setLevel', 3)]",3,0.017694711685180664,148,156
409,"(0, 71)","('on',)","(95,)","(3600,)","('on',)","(95,)","(3600,)","(95, 0)","[('setHue', 95)]",1,0.011129140853881836,97,99
410,"(0, 65)","('off',)","(18,)","(8400,)","('on',)","(40,)","(6500,)","(14, 0)","[('on', None), ('setColorTemperature', 6500), ('setHue', 14), ('setLevel', 40)]",4,0.007283210754394531,45,102
411,"(0, 9)","('on',)","(44,)","(8900,)","('on',)","(76,)","(8900,)","(0, 86)","[('setSaturation', 86), ('setLevel', 76)]",2,0.026151657104492188,187,267
412,"(0, 40)","('on',)","(13,)","(6000,)","('on',)","(72,)","(6600,)","(0, 86)","[('setColorTemperature', 6600), ('setSaturation', 86), ('setLevel', 72)]",3,0.02856278419494629,187,307
413,"(0, 76)","('on',)","(77,)","(2800,)","('on',)","(5,)","(7700,)","(46, 0)","[('setColorTemperature', 7700), ('setHue', 46), ('setLevel', 5)]",3,0.009341239929199219,56,110
414,"(0, 63)","('off',)","(11,)","(7300,)","('on',)","(11,)","(7300,)","(0, 2)","[('on', None), ('setSaturation', 2)]",2,0.012302875518798828,104,108
415,"(0, 11)","('on',)","(54,)","(8600,)","('on',)","(72,)","(2800,)","(0, 32)","[('setColorTemperature', 2800), ('setSaturation', 32), ('setLevel', 72)]",3,0.0203092098236084,133,215
416,"(0, 70)","('on',)","(84,)","(7400,)","('on',)","(84,)","(4800,)","(0, 86)","[('setColorTemperature', 4800), ('setSaturation', 86)]",2,0.023082971572875977,187,217
417,"(0, 36)","('off',)","(74,)","(6500,)","('on',)","(98,)","(6500,)","(0, 25)","[('on', None), ('setSaturation', 25), ('setLevel', 98)]",3,0.020718097686767578,127,229
