,prev,prev,prev,prev,next,next,next,next,plan,plan,plan,plan,plan
56,"(0, 41)","('off',)","(23,)","(7000,)","('on',)","(21,)","(7000,)","(61, 0)","[('on', None), ('setHue>1', 61), ('setLevel>1', 21)]",3,0.00876927375793457,63,87
57,"(0, 44)","('on',)","(94,)","(7900,)","('on',)","(3,)","(7900,)","(89, 0)","[('setHue>1', 89), ('setLevel>1', 3)]",2,0.010591268539428711,91,96
58,"(52, 0)","('off',)","(59,)","(8300,)","('on',)","(8,)","(8100,)","(98, 0)","[('on', None), ('setColorTemperature>1', 8100), ('setHue>1', 98), ('setLevel>1', 8)]",4,0.015665531158447266,99,170
59,"(0, 53)","('on',)","(13,)","(7200,)","('on',)","(13,)","(6500,)","(0, 36)","[('setColorTemperature>1', 6500), ('setSaturation>1', 36)]",2,0.01832127571105957,138,184
60,"(0, 92)","('on',)","(12,)","(6400,)","('on',)","(12,)","(6400,)","(29, 0)","[('setHue>1', 29)]",1,0.0035409927368164062,31,33
61,"(28, 0)","('off',)","(81,)","(7200,)","('on',)","(81,)","(7200,)","(0, 61)","[('on', None), ('setSaturation>1', 61)]",2,0.018801450729370117,162,167
62,"(0, 37)","('off',)","(36,)","(7100,)","('on',)","(85,)","(4800,)","(55, 0)","[('on', None), ('setColorTemperature>1', 4800), ('setHue>1', 55), ('setLevel>1', 85)]",4,0.013452291488647461,86,171
63,"(64, 0)","('on',)","(92,)","(6400,)","('on',)","(66,)","(7400,)","(64, 0)","[('setColorTemperature>1', 7400), ('setLevel>1', 66)]",2,0.007170438766479492,68,122
64,"(96, 0)","('off',)","(18,)","(4800,)","('on',)","(34,)","(4800,)","(0, 40)","[('on', None), ('setSaturation>1', 40), ('setLevel>1', 34)]",3,0.01853322982788086,141,180
65,"(3, 0)","('on',)","(63,)","(2600,)","('on',)","(60,)","(2600,)","(0, 63)","[('setSaturation>1', 63), ('setLevel>1', 60)]",2,0.022418975830078125,164,228
66,"(18, 0)","('off',)","(93,)","(6400,)","('on',)","(90,)","(6100,)","(15, 0)","[('on', None), ('setColorTemperature>1', 6100), ('setHue>1', 15), ('setLevel>1', 90)]",4,0.010056495666503906,92,149
67,"(43, 0)","('off',)","(11,)","(6200,)","('on',)","(46,)","(6200,)","(0, 43)","[('on', None), ('setSaturation>1', 43), ('setLevel>1', 46)]",3,0.019530057907104492,144,195
68,"(0, 70)","('off',)","(100,)","(8000,)","('on',)","(100,)","(8000,)","(55, 0)","[('on', None), ('setHue>1', 55)]",2,0.006788015365600586,57,60
69,"(90, 0)","('on',)","(73,)","(5600,)","('on',)","(69,)","(3800,)","(90, 0)","[('setColorTemperature>1', 3800), ('setLevel>1', 69)]",2,0.00529789924621582,71,89
70,"(0, 6)","('on',)","(6,)","(7800,)","('on',)","(6,)","(7000,)","(77, 0)","[('setColorTemperature>1', 7000), ('setHue>1', 77)]",2,0.011787652969360352,79,129
71,"(37, 0)","('off',)","(73,)","(8700,)","('on',)","(60,)","(8700,)","(16, 0)","[('on', None), ('setHue>1', 16), ('setLevel>1', 60)]",3,0.006002902984619141,62,81
72,"(0, 87)","('on',)","(8,)","(7500,)","('on',)","(37,)","(4900,)","(0, 87)","[('setColorTemperature>1', 4900), ('setLevel>1', 37)]",2,0.004035472869873047,38,68
73,"(0, 51)","('off',)","(35,)","(3600,)","('on',)","(42,)","(3600,)","(76, 0)","[('on', None), ('setHue>1', 76), ('setLevel>1', 42)]",3,0.011731863021850586,78,123
74,"(44, 0)","('on',)","(61,)","(6500,)","('on',)","(5,)","(6500,)","(26, 0)","[('setHue>1', 26), ('setLevel>1', 5)]",2,0.003658771514892578,28,35
75,"(0, 44)","('on',)","(79,)","(3700,)","('on',)","(19,)","(3700,)","(20, 0)","[('setHue>1', 20), ('setLevel>1', 19)]",2,0.003803730010986328,22,43
76,"(64, 0)","('off',)","(100,)","(6300,)","('on',)","(100,)","(6300,)","(0, 62)","[('on', None), ('setSaturation>1', 62)]",2,0.018918514251708984,163,168
77,"(4, 0)","('on',)","(16,)","(8300,)","('on',)","(16,)","(7600,)","(0, 84)","[('setColorTemperature>1', 7600), ('setSaturation>1', 84)]",2,0.024396419525146484,185,243
78,"(0, 73)","('off',)","(87,)","(3300,)","('on',)","(30,)","(6500,)","(5, 0)","[('on', None), ('setColorTemperature>1', 6500), ('setHue>1', 5), ('setLevel>1', 30)]",4,0.005617856979370117,44,83
79,"(0, 64)","('on',)","(48,)","(8700,)","('on',)","(49,)","(2200,)","(0, 64)","[('setColorTemperature>1', 2200), ('setLevel>1', 49)]",2,0.0031697750091552734,50,53
80,"(0, 53)","('on',)","(79,)","(7700,)","('on',)","(80,)","(7700,)","(39, 0)","[('setHue>1', 39), ('setLevel>1', 80)]",2,0.00943446159362793,81,123
81,"(71, 0)","('on',)","(32,)","(7500,)","('on',)","(40,)","(7500,)","(17, 0)","[('setHue>1', 17), ('setLevel>1', 40)]",2,0.004674434661865234,41,61
82,"(0, 18)","('on',)","(71,)","(2600,)","('on',)","(71,)","(5500,)","(0, 32)","[('setColorTemperature>1', 5500), ('setSaturation>1', 32)]",2,0.017289161682128906,133,170
83,"(43, 0)","('on',)","(31,)","(2900,)","('on',)","(30,)","(2900,)","(0, 37)","[('setSaturation>1', 37), ('setLevel>1', 30)]",2,0.01768946647644043,138,172
84,"(0, 24)","('off',)","(52,)","(5700,)","('on',)","(41,)","(5700,)","(34, 0)","[('on', None), ('setHue>1', 34), ('setLevel>1', 41)]",3,0.006965160369873047,43,80
85,"(0, 52)","('off',)","(37,)","(3400,)","('on',)","(37,)","(3400,)","(35, 0)","[('on', None), ('setHue>1', 35)]",2,0.0045166015625,37,40
86,"(77, 0)","('off',)","(76,)","(2500,)","('on',)","(76,)","(7100,)","(75, 0)","[('on', None), ('setColorTemperature>1', 7100), ('setHue>1', 75)]",3,0.01197957992553711,77,129
87,"(0, 90)","('off',)","(97,)","(3000,)","('on',)","(97,)","(3000,)","(0, 58)","[('on', None), ('setSaturation>1', 58)]",2,0.018445491790771484,160,164
88,"(40, 0)","('on',)","(32,)","(5400,)","('on',)","(30,)","(5400,)","(0, 88)","[('setSaturation>1', 88), ('setLevel>1', 30)]",2,0.023352622985839844,189,223
89,"(0, 38)","('off',)","(57,)","(8900,)","('on',)","(57,)","(3200,)","(22, 0)","[('on', None), ('setColorTemperature>1', 3200), ('setHue>1', 22)]",3,0.003771066665649414,24,37
90,"(0, 42)","('off',)","(58,)","(7900,)","('on',)","(58,)","(8600,)","(13, 0)","[('on', None), ('setColorTemperature>1', 8600), ('setHue>1', 13)]",3,0.0058519840240478516,65,82
91,"(56, 0)","('off',)","(35,)","(3200,)","('on',)","(28,)","(3200,)","(0, 25)","[('on', None), ('setSaturation>1', 25), ('setLevel>1', 28)]",3,0.016495943069458008,126,159
92,"(0, 65)","('on',)","(45,)","(2200,)","('on',)","(45,)","(3900,)","(1, 0)","[('setColorTemperature>1', 3900), ('setHue>1', 1)]",2,0.0015454292297363281,18,22
93,"(51, 0)","('off',)","(40,)","(2400,)","('on',)","(40,)","(3700,)","(77, 0)","[('on', None), ('setColorTemperature>1', 3700), ('setHue>1', 77)]",3,0.010200023651123047,78,97
94,"(72, 0)","('on',)","(84,)","(7300,)","('on',)","(15,)","(7300,)","(77, 0)","[('setHue>1', 77), ('setLevel>1', 15)]",2,0.009978294372558594,78,96
95,"(99, 0)","('off',)","(56,)","(8700,)","('on',)","(56,)","(8700,)","(0, 83)","[('on', None), ('setSaturation>1', 83)]",2,0.021287202835083008,184,189
96,"(100, 0)","('off',)","(58,)","(2300,)","('on',)","(41,)","(2300,)","(75, 0)","[('on', None), ('setHue>1', 75), ('setLevel>1', 41)]",3,0.011483430862426758,77,121
97,"(27, 0)","('off',)","(52,)","(3400,)","('on',)","(92,)","(3400,)","(37, 0)","[('on', None), ('setHue>1', 37), ('setLevel>1', 92)]",3,0.01022481918334961,93,134
98,"(86, 0)","('off',)","(78,)","(4800,)","('on',)","(78,)","(4800,)","(40, 0)","[('on', None), ('setHue>1', 40)]",2,0.005083560943603516,42,45
99,"(0, 25)","('on',)","(25,)","(3800,)","('on',)","(25,)","(3800,)","(81, 0)","[('setHue>1', 81)]",1,0.00941610336303711,83,85
100,"(0, 55)","('off',)","(68,)","(2300,)","('on',)","(25,)","(2300,)","(45, 0)","[('on', None), ('setHue>1', 45), ('setLevel>1', 25)]",3,0.007217884063720703,47,75
101,"(67, 0)","('on',)","(83,)","(6900,)","('on',)","(95,)","(6300,)","(67, 0)","[('setColorTemperature>1', 6300), ('setLevel>1', 95)]",2,0.008248329162597656,96,140
102,"(0, 35)","('off',)","(50,)","(5600,)","('on',)","(50,)","(7900,)","(0, 32)","[('on', None), ('setColorTemperature>1', 7900), ('setSaturation>1', 32)]",3,0.01895928382873535,134,195
103,"(0, 46)","('off',)","(96,)","(5100,)","('on',)","(47,)","(5100,)","(25, 0)","[('on', None), ('setHue>1', 25), ('setLevel>1', 47)]",3,0.006285429000854492,49,77
104,"(60, 0)","('on',)","(45,)","(2700,)","('on',)","(92,)","(6900,)","(60, 0)","[('setColorTemperature>1', 6900), ('setLevel>1', 92)]",2,0.008430719375610352,93,143
105,"(67, 0)","('on',)","(4,)","(3100,)","('on',)","(74,)","(3100,)","(7, 0)","[('setHue>1', 7), ('setLevel>1', 74)]",2,0.005514860153198242,75,85
106,"(85, 0)","('off',)","(3,)","(5800,)","('on',)","(3,)","(2900,)","(45, 0)","[('on', None), ('setColorTemperature>1', 2900), ('setHue>1', 45)]",3,0.006169319152832031,47,57
107,"(52, 0)","('on',)","(9,)","(7500,)","('on',)","(21,)","(5500,)","(52, 0)","[('setColorTemperature>1', 5500), ('setLevel>1', 21)]",2,0.0034499168395996094,35,58
108,"(85, 0)","('off',)","(12,)","(2200,)","('on',)","(19,)","(2200,)","(8, 0)","[('on', None), ('setHue>1', 8), ('setLevel>1', 19)]",3,0.002707242965698242,20,32
109,"(13, 0)","('off',)","(53,)","(4800,)","('on',)","(53,)","(8400,)","(65, 0)","[('on', None), ('setColorTemperature>1', 8400), ('setHue>1', 65)]",3,0.01160430908203125,66,132
110,"(78, 0)","('on',)","(54,)","(3800,)","('on',)","(54,)","(3800,)","(68, 0)","[('setHue>1', 68)]",1,0.007930278778076172,70,72
111,"(0, 85)","('off',)","(34,)","(8000,)","('on',)","(34,)","(8000,)","(0, 35)","[('on', None), ('setSaturation>1', 35)]",2,0.015831708908081055,137,141
112,"(0, 49)","('off',)","(33,)","(5600,)","('on',)","(71,)","(6000,)","(0, 6)","[('on', None), ('setColorTemperature>1', 6000), ('setSaturation>1', 6), ('setLevel>1', 71)]",4,0.01925039291381836,108,221
113,"(0, 3)","('on',)","(13,)","(3400,)","('on',)","(45,)","(3400,)","(0, 3)","[('setLevel>1', 45)]",1,0.0028166770935058594,46,49
114,"(0, 25)","('off',)","(23,)","(5100,)","('on',)","(65,)","(5300,)","(12, 0)","[('on', None), ('setColorTemperature>1', 5300), ('setHue>1', 12), ('setLevel>1', 65)]",4,0.0077211856842041016,66,113
115,"(79, 0)","('on',)","(29,)","(5800,)","('on',)","(18,)","(5800,)","(33, 0)","[('setHue>1', 33), ('setLevel>1', 18)]",2,0.005176544189453125,35,55
116,"(77, 0)","('off',)","(4,)","(7900,)","('on',)","(4,)","(4400,)","(22, 0)","[('on', None), ('setColorTemperature>1', 4400), ('setHue>1', 22)]",3,0.004473447799682617,24,49
117,"(3, 0)","('off',)","(65,)","(2800,)","('on',)","(65,)","(5800,)","(0, 3)","[('on', None), ('setColorTemperature>1', 5800), ('setSaturation>1', 3)]",3,0.01446676254272461,104,145
118,"(0, 87)","('off',)","(35,)","(5800,)","('on',)","(91,)","(5800,)","(21, 0)","[('on', None), ('setHue>1', 21), ('setLevel>1', 91)]",3,0.008392572402954102,92,117
119,"(96, 0)","('off',)","(64,)","(3600,)","('on',)","(68,)","(3600,)","(0, 80)","[('on', None), ('setSaturation>1', 80), ('setLevel>1', 68)]",3,0.025070667266845703,181,254
120,"(0, 17)","('off',)","(56,)","(5900,)","('on',)","(56,)","(5500,)","(50, 0)","[('on', None), ('setColorTemperature>1', 5500), ('setHue>1', 50)]",3,0.008265018463134766,52,88
121,"(80, 0)","('on',)","(70,)","(6300,)","('on',)","(70,)","(7100,)","(0, 22)","[('setColorTemperature>1', 7100), ('setSaturation>1', 22)]",2,0.017015457153320312,123,176
122,"(0, 17)","('on',)","(67,)","(2200,)","('on',)","(93,)","(2700,)","(3, 0)","[('setColorTemperature>1', 2700), ('setHue>1', 3), ('setLevel>1', 93)]",3,0.006595134735107422,94,105
123,"(74, 0)","('on',)","(64,)","(3200,)","('on',)","(91,)","(3200,)","(22, 0)","[('setHue>1', 22), ('setLevel>1', 91)]",2,0.008214235305786133,92,117
124,"(78, 0)","('off',)","(76,)","(5900,)","('on',)","(55,)","(7000,)","(78, 0)","[('on', None), ('setColorTemperature>1', 7000), ('setLevel>1', 55)]",3,0.0066127777099609375,57,108
125,"(43, 0)","('off',)","(1,)","(7900,)","('on',)","(36,)","(7900,)","(86, 0)","[('on', None), ('setHue>1', 86), ('setLevel>1', 36)]",3,0.012480735778808594,87,127
126,"(0, 71)","('on',)","(12,)","(5000,)","('on',)","(54,)","(5000,)","(0, 91)","[('setSaturation>1', 91), ('setLevel>1', 54)]",2,0.025179624557495117,192,250
127,"(66, 0)","('off',)","(20,)","(3500,)","('on',)","(78,)","(3500,)","(80, 0)","[('on', None), ('setHue>1', 80), ('setLevel>1', 78)]",3,0.014214515686035156,81,163
128,"(0, 69)","('on',)","(13,)","(7100,)","('on',)","(13,)","(2300,)","(0, 97)","[('setColorTemperature>1', 2300), ('setSaturation>1', 97)]",2,0.022694826126098633,198,203
129,"(0, 97)","('on',)","(98,)","(4300,)","('on',)","(46,)","(4300,)","(0, 58)","[('setSaturation>1', 58), ('setLevel>1', 46)]",2,0.020996570587158203,160,209
130,"(93, 0)","('off',)","(78,)","(7900,)","('on',)","(78,)","(7900,)","(0, 48)","[('on', None), ('setSaturation>1', 48)]",2,0.01737046241760254,149,154
131,"(0, 1)","('on',)","(56,)","(4900,)","('on',)","(56,)","(8800,)","(5, 0)","[('setColorTemperature>1', 8800), ('setHue>1', 5)]",2,0.00479888916015625,67,75
132,"(59, 0)","('on',)","(41,)","(7300,)","('on',)","(22,)","(7300,)","(0, 60)","[('setSaturation>1', 60), ('setLevel>1', 22)]",2,0.019811630249023438,161,187
133,"(90, 0)","('off',)","(86,)","(4600,)","('on',)","(59,)","(4600,)","(0, 21)","[('on', None), ('setSaturation>1', 21), ('setLevel>1', 59)]",3,0.017800569534301758,122,186
134,"(65, 0)","('off',)","(94,)","(3000,)","('on',)","(33,)","(3000,)","(0, 8)","[('on', None), ('setSaturation>1', 8), ('setLevel>1', 33)]",3,0.01489567756652832,109,147
135,"(0, 89)","('off',)","(97,)","(3700,)","('on',)","(82,)","(8200,)","(0, 89)","[('on', None), ('setColorTemperature>1', 8200), ('setLevel>1', 82)]",3,0.008843421936035156,84,147
136,"(100, 0)","('on',)","(6,)","(6900,)","('on',)","(6,)","(6900,)","(0, 34)","[('setSaturation>1', 34)]",1,0.015550851821899414,135,139
137,"(1, 0)","('off',)","(27,)","(5300,)","('on',)","(27,)","(5300,)","(0, 49)","[('on', None), ('setSaturation>1', 49)]",2,0.017448902130126953,150,155
138,"(52, 0)","('on',)","(3,)","(4900,)","('on',)","(19,)","(8900,)","(52, 0)","[('setColorTemperature>1', 8900), ('setLevel>1', 19)]",2,0.005307674407958984,68,90
139,"(96, 0)","('on',)","(18,)","(6600,)","('on',)","(49,)","(6600,)","(45, 0)","[('setHue>1', 45), ('setLevel>1', 49)]",2,0.008395195007324219,50,98
140,"(4, 0)","('off',)","(28,)","(2500,)","('on',)","(28,)","(2500,)","(23, 0)","[('on', None), ('setHue>1', 23)]",2,0.003177165985107422,24,28
141,"(5, 0)","('off',)","(27,)","(3300,)","('on',)","(94,)","(3300,)","(0, 74)","[('on', None), ('setSaturation>1', 74), ('setLevel>1', 94)]",3,0.025821685791015625,175,274
142,"(0, 0)","('off',)","(3,)","(4200,)","('on',)","(3,)","(4200,)","(0, 51)","[('on', None), ('setSaturation>1', 51)]",2,0.01771068572998047,152,157
143,"(0, 78)","('on',)","(34,)","(5500,)","('on',)","(34,)","(5500,)","(0, 94)","[('setSaturation>1', 94)]",1,0.022212982177734375,195,199
144,"(93, 0)","('on',)","(41,)","(8700,)","('on',)","(46,)","(2200,)","(56, 0)","[('setColorTemperature>1', 2200), ('setHue>1', 56), ('setLevel>1', 46)]",3,0.009537935256958008,58,106
145,"(0, 38)","('off',)","(44,)","(2500,)","('on',)","(53,)","(2500,)","(0, 4)","[('on', None), ('setSaturation>1', 4), ('setLevel>1', 53)]",3,0.015575170516967773,106,163
146,"(0, 46)","('on',)","(73,)","(6700,)","('on',)","(73,)","(6700,)","(27, 0)","[('setHue>1', 27)]",1,0.0033545494079589844,29,31
