,prev,prev,prev,prev,next,next,next,next,plan,plan,plan,plan,plan
153,"(87, 0)","('off',)","(80,)","(2400,)","('on',)","(76,)","(2400,)","(0, 86)","[('on', None), ('setSaturation>1', 86), ('setLevel>1', 76)]",3,0.026136159896850586,187,268
154,"(64, 0)","('on',)","(79,)","(5000,)","('on',)","(79,)","(5000,)","(99, 0)","[('setHue>1', 99)]",1,0.011393547058105469,100,103
155,"(0, 88)","('off',)","(43,)","(6700,)","('on',)","(17,)","(6700,)","(0, 3)","[('on', None), ('setSaturation>1', 3), ('setLevel>1', 17)]",3,0.013463497161865234,105,126
156,"(99, 0)","('off',)","(51,)","(6100,)","('on',)","(51,)","(3800,)","(3, 0)","[('on', None), ('setColorTemperature>1', 3800), ('setHue>1', 3)]",3,0.00197601318359375,18,24
157,"(94, 0)","('off',)","(89,)","(5000,)","('on',)","(89,)","(5000,)","(31, 0)","[('on', None), ('setHue>1', 31)]",2,0.004061698913574219,33,36
158,"(0, 40)","('off',)","(49,)","(2900,)","('on',)","(100,)","(4400,)","(0, 40)","[('on', None), ('setColorTemperature>1', 4400), ('setLevel>1', 100)]",3,0.0076978206634521484,101,127
159,"(20, 0)","('off',)","(79,)","(3800,)","('on',)","(79,)","(4300,)","(0, 78)","[('on', None), ('setColorTemperature>1', 4300), ('setSaturation>1', 78)]",3,0.022112607955932617,179,205
160,"(42, 0)","('on',)","(65,)","(3300,)","('on',)","(82,)","(3300,)","(66, 0)","[('setHue>1', 66), ('setLevel>1', 82)]",2,0.012576103210449219,83,152
161,"(0, 50)","('on',)","(56,)","(4400,)","('on',)","(56,)","(4400,)","(0, 46)","[('setSaturation>1', 46)]",1,0.016765832901000977,148,151
162,"(87, 0)","('on',)","(6,)","(7100,)","('on',)","(9,)","(7100,)","(0, 38)","[('setSaturation>1', 38), ('setLevel>1', 9)]",2,0.016597509384155273,139,152
163,"(0, 56)","('off',)","(97,)","(8900,)","('on',)","(77,)","(8900,)","(32, 0)","[('on', None), ('setHue>1', 32), ('setLevel>1', 77)]",3,0.008821249008178711,79,114
164,"(53, 0)","('off',)","(21,)","(3200,)","('on',)","(28,)","(3200,)","(0, 11)","[('on', None), ('setSaturation>1', 11), ('setLevel>1', 28)]",3,0.015030145645141602,112,145
165,"(0, 18)","('off',)","(56,)","(8400,)","('on',)","(56,)","(8200,)","(0, 51)","[('on', None), ('setColorTemperature>1', 8200), ('setSaturation>1', 51)]",3,0.021264314651489258,152,217
166,"(0, 47)","('on',)","(45,)","(3400,)","('on',)","(8,)","(3400,)","(38, 0)","[('setHue>1', 38), ('setLevel>1', 8)]",2,0.005151987075805664,40,50
167,"(64, 0)","('on',)","(27,)","(7300,)","('on',)","(46,)","(7300,)","(33, 0)","[('setHue>1', 33), ('setLevel>1', 46)]",2,0.0068514347076416016,47,83
168,"(0, 10)","('off',)","(26,)","(3800,)","('on',)","(30,)","(3800,)","(73, 0)","[('on', None), ('setHue>1', 73), ('setLevel>1', 30)]",3,0.010674715042114258,75,108
169,"(47, 0)","('off',)","(100,)","(3800,)","('on',)","(100,)","(4700,)","(77, 0)","[('on', None), ('setColorTemperature>1', 4700), ('setHue>1', 77)]",3,0.010785341262817383,78,107
170,"(95, 0)","('off',)","(59,)","(4700,)","('on',)","(92,)","(6500,)","(95, 0)","[('on', None), ('setColorTemperature>1', 6500), ('setLevel>1', 92)]",3,0.008475542068481445,93,140
171,"(0, 49)","('off',)","(43,)","(3900,)","('on',)","(50,)","(5000,)","(0, 49)","[('on', None), ('setColorTemperature>1', 5000), ('setLevel>1', 50)]",3,0.005158901214599609,51,83
172,"(90, 0)","('off',)","(44,)","(7300,)","('on',)","(44,)","(7300,)","(0, 53)","[('on', None), ('setSaturation>1', 53)]",2,0.017946481704711914,154,159
173,"(64, 0)","('on',)","(24,)","(3100,)","('on',)","(24,)","(3100,)","(30, 0)","[('setHue>1', 30)]",1,0.003769397735595703,32,34
174,"(0, 56)","('on',)","(11,)","(5600,)","('on',)","(11,)","(5600,)","(82, 0)","[('setHue>1', 82)]",1,0.009488344192504883,84,86
175,"(85, 0)","('on',)","(85,)","(6100,)","('on',)","(85,)","(6100,)","(0, 9)","[('setSaturation>1', 9)]",1,0.012724637985229492,110,114
176,"(22, 0)","('off',)","(4,)","(5000,)","('on',)","(4,)","(3600,)","(0, 52)","[('on', None), ('setColorTemperature>1', 3600), ('setSaturation>1', 52)]",3,0.018698692321777344,153,172
177,"(5, 0)","('on',)","(7,)","(6300,)","('on',)","(10,)","(6300,)","(18, 0)","[('setHue>1', 18), ('setLevel>1', 10)]",2,0.0030488967895507812,19,32
178,"(96, 0)","('on',)","(75,)","(2800,)","('on',)","(98,)","(2800,)","(5, 0)","[('setHue>1', 5), ('setLevel>1', 98)]",2,0.006742954254150391,99,107
179,"(0, 67)","('on',)","(32,)","(4300,)","('on',)","(32,)","(4300,)","(3, 0)","[('setHue>1', 3)]",1,0.0006334781646728516,5,7
180,"(0, 53)","('on',)","(98,)","(8000,)","('on',)","(47,)","(6300,)","(0, 53)","[('setColorTemperature>1', 6300), ('setLevel>1', 47)]",2,0.00545191764831543,49,92
181,"(22, 0)","('off',)","(11,)","(3600,)","('on',)","(11,)","(3000,)","(0, 71)","[('on', None), ('setColorTemperature>1', 3000), ('setSaturation>1', 71)]",3,0.020502805709838867,172,185
182,"(77, 0)","('on',)","(70,)","(3600,)","('on',)","(70,)","(7300,)","(68, 0)","[('setColorTemperature>1', 7300), ('setHue>1', 68)]",2,0.010946273803710938,70,123
183,"(98, 0)","('off',)","(5,)","(8100,)","('on',)","(5,)","(8100,)","(57, 0)","[('on', None), ('setHue>1', 57)]",2,0.007042646408081055,59,62
184,"(0, 19)","('off',)","(68,)","(2300,)","('on',)","(95,)","(2300,)","(0, 50)","[('on', None), ('setSaturation>1', 50), ('setLevel>1', 95)]",3,0.023215055465698242,151,251
185,"(0, 92)","('off',)","(91,)","(8900,)","('on',)","(91,)","(4500,)","(54, 0)","[('on', None), ('setColorTemperature>1', 4500), ('setHue>1', 54)]",3,0.008087873458862305,56,82
186,"(0, 63)","('off',)","(100,)","(7300,)","('on',)","(97,)","(7300,)","(0, 86)","[('on', None), ('setSaturation>1', 86), ('setLevel>1', 97)]",3,0.02737712860107422,187,289
187,"(26, 0)","('on',)","(19,)","(7300,)","('on',)","(17,)","(7300,)","(0, 80)","[('setSaturation>1', 80), ('setLevel>1', 17)]",2,0.021764755249023438,181,202
188,"(58, 0)","('off',)","(67,)","(7100,)","('on',)","(24,)","(6800,)","(58, 0)","[('on', None), ('setColorTemperature>1', 6800), ('setLevel>1', 24)]",3,0.0046803951263427734,48,75
189,"(11, 0)","('off',)","(12,)","(2600,)","('on',)","(12,)","(2600,)","(6, 0)","[('on', None), ('setHue>1', 6)]",2,0.0012559890747070312,8,11
190,"(0, 19)","('on',)","(63,)","(5700,)","('on',)","(63,)","(5000,)","(0, 58)","[('setColorTemperature>1', 5000), ('setSaturation>1', 58)]",2,0.019959449768066406,159,191
191,"(87, 0)","('on',)","(8,)","(5900,)","('on',)","(8,)","(5900,)","(11, 0)","[('setHue>1', 11)]",1,0.0015590190887451172,13,15
192,"(30, 0)","('off',)","(3,)","(8600,)","('on',)","(3,)","(8600,)","(0, 49)","[('on', None), ('setSaturation>1', 49)]",2,0.017473697662353516,150,155
193,"(0, 22)","('off',)","(46,)","(4200,)","('on',)","(46,)","(4200,)","(0, 9)","[('on', None), ('setSaturation>1', 9)]",2,0.0129241943359375,111,115
194,"(0, 96)","('off',)","(84,)","(7500,)","('on',)","(84,)","(7500,)","(0, 92)","[('on', None), ('setSaturation>1', 92)]",2,0.022272825241088867,194,198
195,"(0, 16)","('off',)","(83,)","(7800,)","('on',)","(83,)","(3900,)","(35, 0)","[('on', None), ('setColorTemperature>1', 3900), ('setHue>1', 35)]",3,0.005624055862426758,37,57
196,"(0, 75)","('on',)","(35,)","(7700,)","('on',)","(36,)","(7700,)","(0, 1)","[('setSaturation>1', 1), ('setLevel>1', 36)]",2,0.014050722122192383,103,142
197,"(0, 24)","('on',)","(13,)","(7800,)","('on',)","(52,)","(7800,)","(63, 0)","[('setHue>1', 63), ('setLevel>1', 52)]",2,0.010594844818115234,65,119
198,"(23, 0)","('off',)","(63,)","(2700,)","('on',)","(63,)","(2700,)","(95, 0)","[('on', None), ('setHue>1', 95)]",2,0.01124119758605957,96,100
199,"(57, 0)","('off',)","(55,)","(2800,)","('on',)","(55,)","(2800,)","(0, 41)","[('on', None), ('setSaturation>1', 41)]",2,0.01665973663330078,142,147
200,"(55, 0)","('on',)","(93,)","(4700,)","('on',)","(24,)","(4700,)","(45, 0)","[('setHue>1', 45), ('setLevel>1', 24)]",2,0.0072634220123291016,47,73
201,"(0, 57)","('off',)","(98,)","(2800,)","('on',)","(98,)","(5600,)","(63, 0)","[('on', None), ('setColorTemperature>1', 5600), ('setHue>1', 63)]",3,0.009917020797729492,65,102
202,"(5, 0)","('off',)","(77,)","(2900,)","('on',)","(77,)","(5900,)","(0, 54)","[('on', None), ('setColorTemperature>1', 5900), ('setSaturation>1', 54)]",3,0.020411968231201172,155,197
203,"(0, 44)","('on',)","(83,)","(6300,)","('on',)","(83,)","(3800,)","(49, 0)","[('setColorTemperature>1', 3800), ('setHue>1', 49)]",2,0.006873369216918945,51,69
204,"(33, 0)","('on',)","(75,)","(7600,)","('on',)","(93,)","(7600,)","(33, 0)","[('setLevel>1', 93)]",1,0.005635976791381836,94,97
205,"(0, 49)","('on',)","(90,)","(8100,)","('on',)","(45,)","(8100,)","(39, 0)","[('setHue>1', 39), ('setLevel>1', 45)]",2,0.00743412971496582,47,88
206,"(50, 0)","('on',)","(14,)","(2900,)","('on',)","(14,)","(7200,)","(30, 0)","[('setColorTemperature>1', 7200), ('setHue>1', 30)]",2,0.0066983699798583984,51,84
207,"(0, 82)","('on',)","(61,)","(2200,)","('on',)","(44,)","(2200,)","(71, 0)","[('setHue>1', 71), ('setLevel>1', 44)]",2,0.01099538803100586,73,119
208,"(21, 0)","('off',)","(22,)","(3900,)","('on',)","(22,)","(6000,)","(9, 0)","[('on', None), ('setColorTemperature>1', 6000), ('setHue>1', 9)]",3,0.003946542739868164,39,52
209,"(29, 0)","('off',)","(81,)","(8500,)","('on',)","(29,)","(8500,)","(93, 0)","[('on', None), ('setHue>1', 93), ('setLevel>1', 29)]",3,0.012837886810302734,94,127
210,"(0, 45)","('on',)","(43,)","(6100,)","('on',)","(10,)","(6100,)","(87, 0)","[('setHue>1', 87), ('setLevel>1', 10)]",2,0.010788917541503906,89,101
211,"(0, 63)","('off',)","(28,)","(8000,)","('on',)","(28,)","(8000,)","(0, 64)","[('on', None), ('setSaturation>1', 64)]",2,0.019266843795776367,165,170
212,"(80, 0)","('on',)","(25,)","(8300,)","('on',)","(92,)","(8300,)","(94, 0)","[('setHue>1', 94), ('setLevel>1', 92)]",2,0.01641702651977539,95,190
213,"(13, 0)","('on',)","(66,)","(8300,)","('on',)","(66,)","(8300,)","(0, 71)","[('setSaturation>1', 71)]",1,0.019624710083007812,172,176
214,"(13, 0)","('on',)","(20,)","(2500,)","('on',)","(20,)","(2500,)","(21, 0)","[('setHue>1', 21)]",1,0.0026788711547851562,22,25
215,"(0, 28)","('on',)","(78,)","(4000,)","('on',)","(32,)","(4000,)","(0, 28)","[('setLevel>1', 32)]",1,0.0021076202392578125,34,36
216,"(0, 38)","('on',)","(75,)","(6600,)","('on',)","(67,)","(7700,)","(0, 38)","[('setColorTemperature>1', 7700), ('setLevel>1', 67)]",2,0.007425546646118164,69,126
217,"(98, 0)","('off',)","(55,)","(8700,)","('on',)","(11,)","(6800,)","(98, 0)","[('on', None), ('setColorTemperature>1', 6800), ('setLevel>1', 11)]",3,0.003935337066650391,48,62
218,"(14, 0)","('off',)","(62,)","(5400,)","('on',)","(90,)","(5400,)","(14, 0)","[('on', None), ('setLevel>1', 90)]",2,0.005730628967285156,91,95
219,"(0, 34)","('off',)","(18,)","(2200,)","('on',)","(75,)","(2200,)","(52, 0)","[('on', None), ('setHue>1', 52), ('setLevel>1', 75)]",3,0.010935068130493164,76,132
220,"(23, 0)","('on',)","(83,)","(3300,)","('on',)","(83,)","(5800,)","(85, 0)","[('setColorTemperature>1', 5800), ('setHue>1', 85)]",2,0.012054443359375,86,125
221,"(0, 50)","('off',)","(65,)","(6700,)","('on',)","(29,)","(6700,)","(73, 0)","[('on', None), ('setHue>1', 73), ('setLevel>1', 29)]",3,0.01067042350769043,75,107
222,"(94, 0)","('on',)","(79,)","(6000,)","('on',)","(79,)","(6000,)","(82, 0)","[('setHue>1', 82)]",1,0.009531974792480469,84,86
223,"(0, 38)","('off',)","(64,)","(3400,)","('on',)","(1,)","(3400,)","(0, 38)","[('on', None), ('setLevel>1', 1)]",2,0.0005271434783935547,3,6
224,"(0, 55)","('on',)","(49,)","(6600,)","('on',)","(49,)","(6200,)","(0, 16)","[('setColorTemperature>1', 6200), ('setSaturation>1', 16)]",2,0.015920162200927734,118,161
225,"(69, 0)","('on',)","(52,)","(6200,)","('on',)","(56,)","(6200,)","(0, 17)","[('setSaturation>1', 17), ('setLevel>1', 56)]",2,0.017028331756591797,118,178
226,"(0, 5)","('on',)","(95,)","(8600,)","('on',)","(95,)","(2800,)","(0, 22)","[('setColorTemperature>1', 2800), ('setSaturation>1', 22)]",2,0.014683246612548828,123,133
227,"(0, 39)","('off',)","(8,)","(6000,)","('on',)","(8,)","(6000,)","(0, 86)","[('on', None), ('setSaturation>1', 86)]",2,0.02158975601196289,187,192
228,"(7, 0)","('off',)","(14,)","(7100,)","('on',)","(14,)","(6500,)","(7, 0)","[('on', None), ('setColorTemperature>1', 6500)]",2,0.002986431121826172,45,48
229,"(0, 97)","('on',)","(100,)","(6000,)","('on',)","(100,)","(6000,)","(28, 0)","[('setHue>1', 28)]",1,0.0034465789794921875,30,32
230,"(0, 32)","('off',)","(53,)","(8500,)","('on',)","(88,)","(8500,)","(3, 0)","[('on', None), ('setHue>1', 3), ('setLevel>1', 88)]",3,0.0061588287353515625,89,96
231,"(36, 0)","('on',)","(79,)","(7400,)","('on',)","(76,)","(7400,)","(32, 0)","[('setHue>1', 32), ('setLevel>1', 76)]",2,0.00850367546081543,78,112
232,"(0, 93)","('off',)","(13,)","(3700,)","('on',)","(13,)","(3600,)","(95, 0)","[('on', None), ('setColorTemperature>1', 3600), ('setHue>1', 95)]",3,0.012173891067504883,97,114
233,"(0, 53)","('off',)","(75,)","(7200,)","('on',)","(75,)","(5100,)","(0, 37)","[('on', None), ('setColorTemperature>1', 5100), ('setSaturation>1', 37)]",3,0.01784205436706543,139,172
234,"(0, 51)","('on',)","(11,)","(4500,)","('on',)","(7,)","(4500,)","(42, 0)","[('setHue>1', 42), ('setLevel>1', 7)]",2,0.005568265914916992,44,53
235,"(0, 81)","('on',)","(59,)","(7600,)","('on',)","(59,)","(7600,)","(0, 46)","[('setSaturation>1', 46)]",1,0.01683664321899414,148,151
236,"(0, 24)","('on',)","(35,)","(2900,)","('on',)","(35,)","(2900,)","(0, 98)","[('setSaturation>1', 98)]",1,0.022635459899902344,199,203
237,"(18, 0)","('on',)","(93,)","(3800,)","('on',)","(93,)","(6300,)","(18, 0)","[('setColorTemperature>1', 6300)]",1,0.0025794506072998047,42,45
238,"(36, 0)","('off',)","(8,)","(8900,)","('on',)","(8,)","(8900,)","(40, 0)","[('on', None), ('setHue>1', 40)]",2,0.005133628845214844,41,45
239,"(0, 86)","('on',)","(75,)","(2900,)","('off',)","(66,)","(2900,)","(0, 86)","[('setLevel>1', 66), ('off', None)]",2,0.004305839538574219,68,70
240,"(0, 77)","('on',)","(32,)","(2800,)","('on',)","(12,)","(2800,)","(0, 3)","[('setSaturation>1', 3), ('setLevel>1', 12)]",2,0.012893438339233398,105,120
241,"(0, 75)","('on',)","(38,)","(3500,)","('on',)","(33,)","(3500,)","(0, 75)","[('setLevel>1', 33)]",1,0.002135753631591797,35,37
242,"(74, 0)","('on',)","(33,)","(5300,)","('on',)","(33,)","(5300,)","(98, 0)","[('setHue>1', 98)]",1,0.011318683624267578,99,102
243,"(0, 36)","('off',)","(28,)","(2600,)","('on',)","(28,)","(2600,)","(0, 39)","[('on', None), ('setSaturation>1', 39)]",2,0.016508817672729492,140,145
244,"(55, 0)","('on',)","(19,)","(5100,)","('on',)","(19,)","(5100,)","(70, 0)","[('setHue>1', 70)]",1,0.008207321166992188,71,74
245,"(98, 0)","('off',)","(93,)","(2900,)","('on',)","(93,)","(2900,)","(0, 33)","[('on', None), ('setSaturation>1', 33)]",2,0.01574873924255371,134,139
246,"(0, 43)","('off',)","(86,)","(6900,)","('on',)","(100,)","(6900,)","(7, 0)","[('on', None), ('setHue>1', 7), ('setLevel>1', 100)]",3,0.007395744323730469,101,112
247,"(0, 94)","('on',)","(56,)","(4700,)","('on',)","(48,)","(4700,)","(0, 60)","[('setSaturation>1', 60), ('setLevel>1', 48)]",2,0.021422624588012695,162,213
248,"(35, 0)","('off',)","(24,)","(7700,)","('on',)","(24,)","(7700,)","(15, 0)","[('on', None), ('setHue>1', 15)]",2,0.0022974014282226562,17,20
249,"(81, 0)","('on',)","(28,)","(4200,)","('on',)","(74,)","(8800,)","(81, 0)","[('setColorTemperature>1', 8800), ('setLevel>1', 74)]",2,0.008429765701293945,75,144
250,"(2, 0)","('off',)","(82,)","(2500,)","('on',)","(82,)","(2500,)","(0, 84)","[('on', None), ('setSaturation>1', 84)]",2,0.021401643753051758,185,190
251,"(99, 0)","('off',)","(35,)","(6100,)","('on',)","(8,)","(6100,)","(80, 0)","[('on', None), ('setHue>1', 80), ('setLevel>1', 8)]",3,0.010232925415039062,82,93
252,"(46, 0)","('off',)","(66,)","(2900,)","('on',)","(37,)","(2900,)","(95, 0)","[('on', None), ('setHue>1', 95), ('setLevel>1', 37)]",3,0.013792037963867188,96,137
253,"(0, 33)","('off',)","(36,)","(4700,)","('on',)","(77,)","(4700,)","(44, 0)","[('on', None), ('setHue>1', 44), ('setLevel>1', 77)]",3,0.010251522064208984,78,126
254,"(55, 0)","('on',)","(12,)","(6800,)","('on',)","(41,)","(6100,)","(55, 0)","[('setColorTemperature>1', 6100), ('setLevel>1', 41)]",2,0.004967212677001953,42,84
255,"(63, 0)","('on',)","(38,)","(5300,)","('on',)","(17,)","(5300,)","(87, 0)","[('setHue>1', 87), ('setLevel>1', 17)]",2,0.011286735534667969,88,108
256,"(62, 0)","('off',)","(71,)","(4300,)","('on',)","(42,)","(7300,)","(62, 0)","[('on', None), ('setColorTemperature>1', 7300), ('setLevel>1', 42)]",3,0.006091594696044922,52,98
257,"(98, 0)","('on',)","(8,)","(6500,)","('on',)","(8,)","(6500,)","(0, 69)","[('setSaturation>1', 69)]",1,0.01955246925354004,170,174
258,"(0, 88)","('off',)","(14,)","(2700,)","('on',)","(14,)","(3500,)","(0, 88)","[('on', None), ('setColorTemperature>1', 3500)]",2,0.0012428760528564453,14,18
259,"(0, 25)","('off',)","(40,)","(6200,)","('on',)","(40,)","(7000,)","(0, 38)","[('on', None), ('setColorTemperature>1', 7000), ('setSaturation>1', 38)]",3,0.019303083419799805,139,192
260,"(0, 4)","('off',)","(89,)","(6000,)","('on',)","(45,)","(3600,)","(0, 4)","[('on', None), ('setColorTemperature>1', 3600), ('setLevel>1', 45)]",3,0.0040531158447265625,47,64
261,"(0, 79)","('on',)","(91,)","(3100,)","('on',)","(91,)","(3100,)","(0, 42)","[('setSaturation>1', 42)]",1,0.016337871551513672,144,147
262,"(33, 0)","('off',)","(93,)","(8500,)","('on',)","(78,)","(8500,)","(33, 0)","[('on', None), ('setLevel>1', 78)]",2,0.005026102066040039,80,83
263,"(3, 0)","('off',)","(72,)","(2200,)","('on',)","(72,)","(2200,)","(88, 0)","[('on', None), ('setHue>1', 88)]",2,0.010520696640014648,89,93
264,"(0, 3)","('off',)","(7,)","(3200,)","('on',)","(7,)","(3200,)","(0, 15)","[('on', None), ('setSaturation>1', 15)]",2,0.013641357421875,116,121
265,"(98, 0)","('off',)","(5,)","(2300,)","('on',)","(3,)","(2300,)","(0, 64)","[('on', None), ('setSaturation>1', 64), ('setLevel>1', 3)]",3,0.019426584243774414,165,173
266,"(52, 0)","('on',)","(62,)","(6800,)","('on',)","(62,)","(6800,)","(99, 0)","[('setHue>1', 99)]",1,0.011445283889770508,100,103
267,"(0, 93)","('on',)","(67,)","(5900,)","('on',)","(82,)","(5900,)","(0, 93)","[('setLevel>1', 82)]",1,0.0050508975982666016,83,86
268,"(70, 0)","('on',)","(46,)","(2900,)","('on',)","(46,)","(3600,)","(73, 0)","[('setColorTemperature>1', 3600), ('setHue>1', 73)]",2,0.009473800659179688,74,91
269,"(0, 73)","('off',)","(55,)","(6200,)","('on',)","(8,)","(6200,)","(15, 0)","[('on', None), ('setHue>1', 15), ('setLevel>1', 8)]",3,0.0028917789459228516,17,28
270,"(0, 36)","('on',)","(2,)","(3200,)","('on',)","(2,)","(3200,)","(0, 68)","[('setSaturation>1', 68)]",1,0.019376754760742188,169,173
271,"(46, 0)","('off',)","(37,)","(4500,)","('on',)","(85,)","(4500,)","(66, 0)","[('on', None), ('setHue>1', 66), ('setLevel>1', 85)]",3,0.013123273849487305,86,156
272,"(0, 69)","('off',)","(29,)","(4800,)","('on',)","(29,)","(4800,)","(27, 0)","[('on', None), ('setHue>1', 27)]",2,0.003632068634033203,29,32
273,"(31, 0)","('on',)","(97,)","(5800,)","('on',)","(97,)","(6600,)","(31, 0)","[('setColorTemperature>1', 6600)]",1,0.002748727798461914,45,48
274,"(76, 0)","('off',)","(47,)","(7700,)","('on',)","(64,)","(7700,)","(0, 72)","[('on', None), ('setSaturation>1', 72), ('setLevel>1', 64)]",3,0.02398061752319336,173,242
275,"(54, 0)","('off',)","(39,)","(6900,)","('on',)","(39,)","(6900,)","(0, 43)","[('on', None), ('setSaturation>1', 43)]",2,0.017008066177368164,144,149
276,"(0, 63)","('on',)","(92,)","(4600,)","('on',)","(51,)","(4600,)","(0, 93)","[('setSaturation>1', 93), ('setLevel>1', 51)]",2,0.02542567253112793,194,249
277,"(68, 0)","('on',)","(40,)","(6200,)","('on',)","(70,)","(6200,)","(0, 22)","[('setSaturation>1', 22), ('setLevel>1', 70)]",2,0.018528223037719727,123,197
278,"(66, 0)","('off',)","(38,)","(5200,)","('on',)","(38,)","(5200,)","(66, 0)","[('on', None)]",1,0.00031280517578125,2,4
279,"(0, 32)","('off',)","(8,)","(7300,)","('on',)","(8,)","(7300,)","(0, 6)","[('on', None), ('setSaturation>1', 6)]",2,0.01265263557434082,108,112
280,"(61, 0)","('off',)","(18,)","(4600,)","('on',)","(18,)","(3000,)","(0, 83)","[('on', None), ('setColorTemperature>1', 3000), ('setSaturation>1', 83)]",3,0.02178788185119629,184,197
281,"(0, 84)","('off',)","(72,)","(6700,)","('on',)","(29,)","(6700,)","(1, 0)","[('on', None), ('setHue>1', 1), ('setLevel>1', 29)]",3,0.002537965774536133,31,35
282,"(81, 0)","('on',)","(84,)","(3500,)","('on',)","(84,)","(3500,)","(0, 27)","[('setSaturation>1', 27)]",1,0.014762163162231445,128,132
283,"(81, 0)","('off',)","(38,)","(7200,)","('on',)","(62,)","(7200,)","(0, 50)","[('on', None), ('setSaturation>1', 50), ('setLevel>1', 62)]",3,0.021359682083129883,151,218
284,"(0, 62)","('on',)","(80,)","(5600,)","('on',)","(80,)","(5300,)","(44, 0)","[('setColorTemperature>1', 5300), ('setHue>1', 44)]",2,0.007137775421142578,46,79
285,"(0, 89)","('on',)","(68,)","(6600,)","('on',)","(67,)","(8900,)","(0, 89)","[('setColorTemperature>1', 8900), ('setLevel>1', 67)]",2,0.008099079132080078,69,138
286,"(9, 0)","('on',)","(30,)","(4400,)","('on',)","(30,)","(6500,)","(75, 0)","[('setColorTemperature>1', 6500), ('setHue>1', 75)]",2,0.011321306228637695,76,122
287,"(6, 0)","('off',)","(87,)","(2800,)","('on',)","(33,)","(2800,)","(40, 0)","[('on', None), ('setHue>1', 40), ('setLevel>1', 33)]",3,0.007096767425537109,41,78
288,"(58, 0)","('off',)","(0,)","(5200,)","('on',)","(32,)","(5200,)","(77, 0)","[('on', None), ('setHue>1', 77), ('setLevel>1', 32)]",3,0.011230945587158203,78,114
289,"(0, 55)","('on',)","(17,)","(7600,)","('on',)","(17,)","(7600,)","(0, 18)","[('setSaturation>1', 18)]",1,0.013772726058959961,120,123
290,"(0, 73)","('on',)","(69,)","(3800,)","('on',)","(33,)","(3800,)","(26, 0)","[('setHue>1', 26), ('setLevel>1', 33)]",2,0.0052640438079833984,35,63
291,"(99, 0)","('off',)","(99,)","(8200,)","('on',)","(99,)","(8200,)","(0, 14)","[('on', None), ('setSaturation>1', 14)]",2,0.013675928115844727,115,120
292,"(31, 0)","('off',)","(73,)","(8700,)","('on',)","(52,)","(8200,)","(31, 0)","[('on', None), ('setColorTemperature>1', 8200), ('setLevel>1', 52)]",3,0.007180690765380859,62,117
293,"(50, 0)","('on',)","(66,)","(7200,)","('on',)","(86,)","(7200,)","(93, 0)","[('setHue>1', 93), ('setLevel>1', 86)]",2,0.01596999168395996,94,183
294,"(0, 61)","('on',)","(95,)","(3200,)","('on',)","(95,)","(4600,)","(0, 85)","[('setColorTemperature>1', 4600), ('setSaturation>1', 85)]",2,0.022733688354492188,186,214
295,"(0, 81)","('on',)","(76,)","(8600,)","('on',)","(76,)","(2900,)","(65, 0)","[('setColorTemperature>1', 2900), ('setHue>1', 65)]",2,0.008217096328735352,67,76
296,"(17, 0)","('on',)","(48,)","(5700,)","('on',)","(48,)","(7800,)","(0, 76)","[('setColorTemperature>1', 7800), ('setSaturation>1', 76)]",2,0.02353644371032715,177,237
297,"(0, 56)","('off',)","(30,)","(5800,)","('on',)","(54,)","(5800,)","(20, 0)","[('on', None), ('setHue>1', 20), ('setLevel>1', 54)]",3,0.006155252456665039,55,79
298,"(54, 0)","('off',)","(16,)","(7100,)","('on',)","(16,)","(3400,)","(43, 0)","[('on', None), ('setColorTemperature>1', 3400), ('setHue>1', 43)]",3,0.0062906742095947266,45,60
299,"(0, 11)","('off',)","(9,)","(2400,)","('on',)","(9,)","(7800,)","(0, 75)","[('on', None), ('setColorTemperature>1', 7800), ('setSaturation>1', 75)]",3,0.023752212524414062,176,237
300,"(0, 53)","('on',)","(99,)","(5300,)","('on',)","(26,)","(5300,)","(0, 53)","[('setLevel>1', 26)]",1,0.0017266273498535156,28,30
301,"(8, 0)","('off',)","(6,)","(4600,)","('on',)","(6,)","(5400,)","(0, 59)","[('on', None), ('setColorTemperature>1', 5400), ('setSaturation>1', 59)]",3,0.020587921142578125,160,197
302,"(89, 0)","('off',)","(77,)","(6300,)","('on',)","(93,)","(6300,)","(0, 3)","[('on', None), ('setSaturation>1', 3), ('setLevel>1', 93)]",3,0.017907142639160156,104,202
303,"(47, 0)","('on',)","(19,)","(4900,)","('on',)","(19,)","(8200,)","(0, 22)","[('setColorTemperature>1', 8200), ('setSaturation>1', 22)]",2,0.01786947250366211,123,187
304,"(8, 0)","('on',)","(64,)","(4400,)","('on',)","(64,)","(4400,)","(0, 99)","[('setSaturation>1', 99)]",1,0.022858858108520508,200,204
305,"(65, 0)","('off',)","(9,)","(6300,)","('on',)","(96,)","(2700,)","(65, 0)","[('on', None), ('setColorTemperature>1', 2700), ('setLevel>1', 96)]",3,0.006560325622558594,97,106
306,"(57, 0)","('off',)","(44,)","(8600,)","('on',)","(57,)","(8600,)","(8, 0)","[('on', None), ('setHue>1', 8), ('setLevel>1', 57)]",3,0.00494074821472168,58,70
307,"(84, 0)","('on',)","(20,)","(3300,)","('on',)","(20,)","(3300,)","(91, 0)","[('setHue>1', 91)]",1,0.010577678680419922,92,95
