,prev,prev,prev,prev,next,next,next,next,plan,plan,plan,plan,plan
9,"(0, 49)","('off',)","(47,)","(7800,)","('on',)","(47,)","(7800,)","(0, 64)","[('on', None), ('setSaturation>1', 64)]",2,0.01906299591064453,165,170
10,"(30, 0)","('on',)","(46,)","(7100,)","('on',)","(33,)","(7100,)","(53, 0)","[('setHue>1', 53), ('setLevel>1', 33)]",2,0.008255481719970703,54,90
11,"(83, 0)","('off',)","(17,)","(4700,)","('on',)","(17,)","(6800,)","(8, 0)","[('on', None), ('setColorTemperature>1', 6800), ('setHue>1', 8)]",3,0.004309654235839844,47,59
12,"(12, 0)","('on',)","(12,)","(3300,)","('on',)","(7,)","(2700,)","(12, 0)","[('setColorTemperature>1', 2700), ('setLevel>1', 7)]",2,0.001005411148071289,9,16
13,"(54, 0)","('off',)","(42,)","(8900,)","('on',)","(42,)","(8900,)","(0, 88)","[('on', None), ('setSaturation>1', 88)]",2,0.02172112464904785,189,194
14,"(15, 0)","('off',)","(37,)","(7100,)","('on',)","(44,)","(7100,)","(0, 72)","[('on', None), ('setSaturation>1', 72), ('setLevel>1', 44)]",3,0.022687673568725586,173,222
15,"(0, 8)","('on',)","(19,)","(6800,)","('on',)","(19,)","(4600,)","(28, 0)","[('setColorTemperature>1', 4600), ('setHue>1', 28)]",2,0.004929780960083008,30,56
16,"(0, 14)","('on',)","(52,)","(6600,)","('on',)","(52,)","(6600,)","(0, 72)","[('setSaturation>1', 72)]",1,0.019710779190063477,173,177
17,"(0, 82)","('on',)","(59,)","(6000,)","('on',)","(59,)","(6000,)","(0, 72)","[('setSaturation>1', 72)]",1,0.019720792770385742,174,177
18,"(0, 34)","('off',)","(13,)","(3600,)","('on',)","(13,)","(3600,)","(0, 92)","[('on', None), ('setSaturation>1', 92)]",2,0.022187232971191406,193,198
19,"(54, 0)","('on',)","(96,)","(8800,)","('on',)","(76,)","(8800,)","(55, 0)","[('setHue>1', 55), ('setLevel>1', 76)]",2,0.011001825332641602,78,135
20,"(9, 0)","('off',)","(13,)","(8300,)","('on',)","(13,)","(2700,)","(0, 39)","[('on', None), ('setColorTemperature>1', 2700), ('setSaturation>1', 39)]",3,0.01664113998413086,140,150
21,"(27, 0)","('on',)","(58,)","(7700,)","('on',)","(38,)","(7700,)","(65, 0)","[('setHue>1', 65), ('setLevel>1', 38)]",2,0.00998544692993164,66,107
22,"(0, 84)","('off',)","(12,)","(4300,)","('on',)","(12,)","(4300,)","(0, 67)","[('on', None), ('setSaturation>1', 67)]",2,0.019637584686279297,169,173
23,"(0, 81)","('on',)","(77,)","(6900,)","('on',)","(77,)","(8700,)","(0, 29)","[('setColorTemperature>1', 8700), ('setSaturation>1', 29)]",2,0.018774032592773438,131,199
24,"(69, 0)","('off',)","(79,)","(2800,)","('on',)","(79,)","(2400,)","(6, 0)","[('on', None), ('setColorTemperature>1', 2400), ('setHue>1', 6)]",3,0.0015106201171875,8,13
25,"(0, 4)","('off',)","(66,)","(5100,)","('on',)","(21,)","(5100,)","(47, 0)","[('on', None), ('setHue>1', 47), ('setLevel>1', 21)]",3,0.007230281829833984,49,73
26,"(0, 65)","('on',)","(11,)","(3500,)","('on',)","(11,)","(8600,)","(79, 0)","[('setColorTemperature>1', 8600), ('setHue>1', 79)]",2,0.013042449951171875,81,147
27,"(99, 0)","('off',)","(27,)","(8900,)","('on',)","(32,)","(4300,)","(99, 0)","[('on', None), ('setColorTemperature>1', 4300), ('setLevel>1', 32)]",3,0.003741025924682617,33,58
28,"(79, 0)","('on',)","(54,)","(5400,)","('on',)","(54,)","(2600,)","(0, 62)","[('setColorTemperature>1', 2600), ('setSaturation>1', 62)]",2,0.018982887268066406,163,171
29,"(0, 66)","('on',)","(78,)","(2900,)","('on',)","(96,)","(2900,)","(0, 72)","[('setSaturation>1', 72), ('setLevel>1', 96)]",2,0.0255281925201416,173,273
30,"(0, 92)","('on',)","(91,)","(5100,)","('on',)","(91,)","(8800,)","(76, 0)","[('setColorTemperature>1', 8800), ('setHue>1', 76)]",2,0.012783527374267578,78,146
31,"(0, 74)","('on',)","(47,)","(3900,)","('on',)","(47,)","(5300,)","(45, 0)","[('setColorTemperature>1', 5300), ('setHue>1', 45)]",2,0.00728154182434082,47,80
32,"(22, 0)","('off',)","(78,)","(7400,)","('on',)","(18,)","(4300,)","(22, 0)","[('on', None), ('setColorTemperature>1', 4300), ('setLevel>1', 18)]",3,0.002874612808227539,23,44
33,"(43, 0)","('off',)","(94,)","(4600,)","('on',)","(93,)","(7800,)","(43, 0)","[('on', None), ('setColorTemperature>1', 7800), ('setLevel>1', 93)]",3,0.009212493896484375,95,154
34,"(92, 0)","('on',)","(92,)","(7800,)","('on',)","(92,)","(4900,)","(0, 86)","[('setColorTemperature>1', 4900), ('setSaturation>1', 86)]",2,0.02297687530517578,187,218
35,"(0, 83)","('on',)","(87,)","(3000,)","('on',)","(49,)","(3000,)","(0, 83)","[('setLevel>1', 49)]",1,0.003083467483520508,51,53
36,"(41, 0)","('on',)","(41,)","(8100,)","('on',)","(41,)","(5000,)","(99, 0)","[('setColorTemperature>1', 5000), ('setHue>1', 99)]",2,0.013242006301879883,100,131
37,"(32, 0)","('on',)","(91,)","(8900,)","('on',)","(99,)","(8900,)","(0, 57)","[('setSaturation>1', 57), ('setLevel>1', 99)]",2,0.023825407028198242,158,261
38,"(16, 0)","('off',)","(83,)","(6800,)","('on',)","(66,)","(8400,)","(16, 0)","[('on', None), ('setColorTemperature>1', 8400), ('setLevel>1', 66)]",3,0.008042335510253906,68,133
39,"(82, 0)","('off',)","(88,)","(2900,)","('on',)","(33,)","(5300,)","(82, 0)","[('on', None), ('setColorTemperature>1', 5300), ('setLevel>1', 33)]",3,0.0043179988861083984,35,69
40,"(0, 47)","('off',)","(6,)","(6400,)","('on',)","(31,)","(6400,)","(49, 0)","[('on', None), ('setHue>1', 49), ('setLevel>1', 31)]",3,0.008021831512451172,51,85
41,"(78, 0)","('off',)","(4,)","(7600,)","('on',)","(4,)","(7600,)","(39, 0)","[('on', None), ('setHue>1', 39)]",2,0.004957437515258789,41,44
42,"(0, 13)","('on',)","(85,)","(5500,)","('on',)","(60,)","(5500,)","(61, 0)","[('setHue>1', 61), ('setLevel>1', 60)]",2,0.010753870010375977,63,125
43,"(0, 35)","('on',)","(42,)","(6400,)","('on',)","(23,)","(6400,)","(55, 0)","[('setHue>1', 55), ('setLevel>1', 23)]",2,0.007972955703735352,57,82
44,"(70, 0)","('off',)","(7,)","(6000,)","('on',)","(7,)","(6000,)","(61, 0)","[('on', None), ('setHue>1', 61)]",2,0.007417201995849609,63,66
45,"(18, 0)","('off',)","(11,)","(7000,)","('on',)","(11,)","(6200,)","(0, 61)","[('on', None), ('setColorTemperature>1', 6200), ('setSaturation>1', 61)]",3,0.021264314651489258,162,207
46,"(59, 0)","('off',)","(86,)","(2600,)","('on',)","(6,)","(4400,)","(59, 0)","[('on', None), ('setColorTemperature>1', 4400), ('setLevel>1', 6)]",3,0.0022084712982177734,23,33
47,"(0, 36)","('off',)","(63,)","(8700,)","('on',)","(63,)","(8700,)","(0, 62)","[('on', None), ('setSaturation>1', 62)]",2,0.018811464309692383,163,168
48,"(0, 71)","('on',)","(99,)","(2500,)","('on',)","(99,)","(2500,)","(46, 0)","[('setHue>1', 46)]",1,0.005478620529174805,48,50
49,"(0, 30)","('on',)","(34,)","(7000,)","('on',)","(40,)","(7000,)","(0, 30)","[('setLevel>1', 40)]",1,0.0025224685668945312,41,44
50,"(47, 0)","('on',)","(25,)","(2700,)","('on',)","(70,)","(5800,)","(47, 0)","[('setColorTemperature>1', 5800), ('setLevel>1', 70)]",2,0.006462812423706055,71,110
51,"(0, 83)","('on',)","(16,)","(4000,)","('on',)","(16,)","(3600,)","(77, 0)","[('setColorTemperature>1', 3600), ('setHue>1', 77)]",2,0.009895086288452148,79,95
52,"(0, 87)","('off',)","(23,)","(4800,)","('on',)","(23,)","(4800,)","(0, 87)","[('on', None)]",1,0.00030541419982910156,2,4
53,"(0, 13)","('on',)","(0,)","(2300,)","('on',)","(79,)","(2300,)","(4, 0)","[('setHue>1', 4), ('setLevel>1', 79)]",2,0.005520343780517578,80,87
54,"(0, 21)","('off',)","(93,)","(5600,)","('on',)","(51,)","(7200,)","(0, 21)","[('on', None), ('setColorTemperature>1', 7200), ('setLevel>1', 51)]",3,0.006478548049926758,53,106
55,"(85, 0)","('off',)","(34,)","(2900,)","('on',)","(34,)","(3000,)","(60, 0)","[('on', None), ('setColorTemperature>1', 3000), ('setHue>1', 60)]",3,0.007860660552978516,62,73
56,"(94, 0)","('on',)","(74,)","(6200,)","('on',)","(74,)","(6200,)","(72, 0)","[('setHue>1', 72)]",1,0.00842905044555664,74,76
57,"(100, 0)","('off',)","(33,)","(8700,)","('on',)","(86,)","(8700,)","(0, 70)","[('on', None), ('setSaturation>1', 70), ('setLevel>1', 86)]",3,0.024956464767456055,171,262
58,"(0, 52)","('on',)","(72,)","(2900,)","('on',)","(85,)","(2900,)","(0, 71)","[('setSaturation>1', 71), ('setLevel>1', 85)]",2,0.02507925033569336,172,261
59,"(35, 0)","('on',)","(84,)","(7200,)","('on',)","(84,)","(7200,)","(0, 33)","[('setSaturation>1', 33)]",1,0.01592278480529785,134,138
60,"(0, 27)","('on',)","(64,)","(5400,)","('on',)","(64,)","(5400,)","(37, 0)","[('setHue>1', 37)]",1,0.004465818405151367,39,41
61,"(0, 80)","('off',)","(33,)","(3900,)","('on',)","(66,)","(3900,)","(0, 49)","[('on', None), ('setSaturation>1', 49), ('setLevel>1', 66)]",3,0.0214993953704834,151,221
62,"(97, 0)","('on',)","(92,)","(3600,)","('on',)","(92,)","(6100,)","(86, 0)","[('setColorTemperature>1', 6100), ('setHue>1', 86)]",2,0.012363433837890625,88,129
63,"(0, 59)","('off',)","(6,)","(3700,)","('on',)","(6,)","(3700,)","(0, 42)","[('on', None), ('setSaturation>1', 42)]",2,0.016744136810302734,144,148
64,"(27, 0)","('on',)","(4,)","(6500,)","('on',)","(4,)","(4500,)","(88, 0)","[('setColorTemperature>1', 4500), ('setHue>1', 88)]",2,0.011605501174926758,89,115
65,"(0, 15)","('on',)","(92,)","(8600,)","('on',)","(98,)","(8600,)","(0, 15)","[('setLevel>1', 98)]",1,0.005940675735473633,99,102
66,"(0, 97)","('on',)","(95,)","(5100,)","('on',)","(95,)","(8800,)","(0, 97)","[('setColorTemperature>1', 8800)]",1,0.004027605056762695,67,70
67,"(16, 0)","('off',)","(96,)","(8400,)","('on',)","(96,)","(8400,)","(99, 0)","[('on', None), ('setHue>1', 99)]",2,0.011664867401123047,100,104
68,"(88, 0)","('off',)","(50,)","(4400,)","('on',)","(50,)","(3600,)","(0, 44)","[('on', None), ('setColorTemperature>1', 3600), ('setSaturation>1', 44)]",3,0.017847537994384766,145,164
69,"(0, 35)","('off',)","(48,)","(2600,)","('on',)","(58,)","(2600,)","(8, 0)","[('on', None), ('setHue>1', 8), ('setLevel>1', 58)]",3,0.005006313323974609,59,71
70,"(0, 50)","('on',)","(18,)","(2300,)","('on',)","(39,)","(2300,)","(0, 50)","[('setLevel>1', 39)]",1,0.002460956573486328,40,43
71,"(57, 0)","('off',)","(29,)","(8600,)","('on',)","(29,)","(8600,)","(0, 38)","[('on', None), ('setSaturation>1', 38)]",2,0.016187191009521484,139,144
72,"(89, 0)","('off',)","(32,)","(2900,)","('on',)","(32,)","(2900,)","(0, 59)","[('on', None), ('setSaturation>1', 59)]",2,0.018564224243164062,160,165
73,"(80, 0)","('off',)","(98,)","(3000,)","('on',)","(24,)","(3000,)","(0, 57)","[('on', None), ('setSaturation>1', 57), ('setLevel>1', 24)]",3,0.019924163818359375,158,187
74,"(0, 68)","('off',)","(89,)","(4000,)","('on',)","(77,)","(4000,)","(97, 0)","[('on', None), ('setHue>1', 97), ('setLevel>1', 77)]",3,0.01607370376586914,99,179
75,"(0, 42)","('off',)","(99,)","(6200,)","('on',)","(61,)","(6200,)","(0, 44)","[('on', None), ('setSaturation>1', 44), ('setLevel>1', 61)]",3,0.020482301712036133,145,211
76,"(59, 0)","('off',)","(43,)","(5200,)","('on',)","(43,)","(4000,)","(0, 90)","[('on', None), ('setColorTemperature>1', 4000), ('setSaturation>1', 90)]",3,0.023140668869018555,191,214
77,"(57, 0)","('on',)","(14,)","(3100,)","('on',)","(12,)","(3100,)","(60, 0)","[('setHue>1', 60), ('setLevel>1', 12)]",2,0.007878303527832031,61,76
78,"(0, 53)","('on',)","(24,)","(4100,)","('on',)","(24,)","(8300,)","(0, 20)","[('setColorTemperature>1', 8300), ('setSaturation>1', 20)]",2,0.01742410659790039,122,186
79,"(86, 0)","('on',)","(61,)","(4600,)","('on',)","(61,)","(4600,)","(96, 0)","[('setHue>1', 96)]",1,0.011039972305297852,97,100
80,"(41, 0)","('on',)","(10,)","(5300,)","('on',)","(36,)","(5300,)","(4, 0)","[('setHue>1', 4), ('setLevel>1', 36)]",2,0.0029778480529785156,37,44
81,"(0, 20)","('on',)","(49,)","(2400,)","('on',)","(5,)","(2400,)","(0, 93)","[('setSaturation>1', 93), ('setLevel>1', 5)]",2,0.022437334060668945,194,203
82,"(19, 0)","('on',)","(49,)","(6200,)","('on',)","(49,)","(3800,)","(0, 79)","[('setColorTemperature>1', 3800), ('setSaturation>1', 79)]",2,0.02158498764038086,180,200
83,"(32, 0)","('off',)","(17,)","(4100,)","('on',)","(58,)","(4100,)","(77, 0)","[('on', None), ('setHue>1', 77), ('setLevel>1', 58)]",3,0.012711048126220703,78,140
84,"(16, 0)","('on',)","(18,)","(6900,)","('on',)","(18,)","(6900,)","(0, 82)","[('setSaturation>1', 82)]",1,0.0208437442779541,183,187
85,"(47, 0)","('on',)","(56,)","(6100,)","('on',)","(56,)","(4200,)","(0, 72)","[('setColorTemperature>1', 4200), ('setSaturation>1', 72)]",2,0.021023035049438477,173,197
86,"(34, 0)","('off',)","(22,)","(8600,)","('on',)","(22,)","(8600,)","(0, 40)","[('on', None), ('setSaturation>1', 40)]",2,0.016442537307739258,141,146
87,"(63, 0)","('off',)","(78,)","(6800,)","('on',)","(53,)","(6800,)","(63, 0)","[('on', None), ('setLevel>1', 53)]",2,0.003546476364135742,55,58
88,"(40, 0)","('on',)","(66,)","(3400,)","('on',)","(66,)","(3400,)","(46, 0)","[('setHue>1', 46)]",1,0.005477428436279297,47,50
89,"(0, 13)","('off',)","(83,)","(6300,)","('on',)","(83,)","(6400,)","(85, 0)","[('on', None), ('setColorTemperature>1', 6400), ('setHue>1', 85)]",3,0.012759685516357422,87,132
90,"(0, 68)","('off',)","(38,)","(7600,)","('on',)","(38,)","(5500,)","(0, 5)","[('on', None), ('setColorTemperature>1', 5500), ('setSaturation>1', 5)]",3,0.014505863189697266,107,144
91,"(88, 0)","('off',)","(62,)","(5000,)","('on',)","(51,)","(5000,)","(93, 0)","[('on', None), ('setHue>1', 93), ('setLevel>1', 51)]",3,0.014155149459838867,94,149
92,"(19, 0)","('off',)","(96,)","(5800,)","('on',)","(26,)","(5800,)","(0, 54)","[('on', None), ('setSaturation>1', 54), ('setLevel>1', 26)]",3,0.019643783569335938,155,186
93,"(0, 76)","('off',)","(37,)","(8700,)","('on',)","(37,)","(2900,)","(0, 6)","[('on', None), ('setColorTemperature>1', 2900), ('setSaturation>1', 6)]",3,0.013162612915039062,108,119
94,"(47, 0)","('on',)","(78,)","(6600,)","('on',)","(17,)","(3800,)","(47, 0)","[('setColorTemperature>1', 3800), ('setLevel>1', 17)]",2,0.0022406578063964844,19,37
95,"(62, 0)","('on',)","(70,)","(8000,)","('on',)","(70,)","(7400,)","(62, 0)","[('setColorTemperature>1', 7400)]",1,0.0032188892364501953,54,56
96,"(72, 0)","('on',)","(0,)","(2300,)","('on',)","(84,)","(2300,)","(60, 0)","[('setHue>1', 60), ('setLevel>1', 84)]",2,0.011984586715698242,85,148
97,"(12, 0)","('on',)","(22,)","(2600,)","('on',)","(25,)","(2600,)","(0, 51)","[('setSaturation>1', 51), ('setLevel>1', 25)]",2,0.019002676010131836,152,181
98,"(85, 0)","('on',)","(18,)","(8500,)","('on',)","(18,)","(8500,)","(67, 0)","[('setHue>1', 67)]",1,0.00787496566772461,69,71
99,"(0, 52)","('on',)","(8,)","(8700,)","('on',)","(84,)","(8700,)","(6, 0)","[('setHue>1', 6), ('setLevel>1', 84)]",2,0.006087541580200195,85,94
100,"(34, 0)","('on',)","(48,)","(8600,)","('on',)","(69,)","(2500,)","(34, 0)","[('setColorTemperature>1', 2500), ('setLevel>1', 69)]",2,0.004526853561401367,70,76
101,"(0, 24)","('off',)","(6,)","(7700,)","('on',)","(6,)","(7700,)","(0, 64)","[('on', None), ('setSaturation>1', 64)]",2,0.019219398498535156,165,170
102,"(65, 0)","('off',)","(96,)","(5100,)","('on',)","(96,)","(5100,)","(0, 61)","[('on', None), ('setSaturation>1', 61)]",2,0.018849849700927734,162,167
103,"(0, 46)","('off',)","(24,)","(3500,)","('on',)","(59,)","(3500,)","(0, 46)","[('on', None), ('setLevel>1', 59)]",2,0.003911495208740234,60,64
104,"(0, 25)","('off',)","(30,)","(8400,)","('on',)","(61,)","(8400,)","(0, 25)","[('on', None), ('setLevel>1', 61)]",2,0.0040740966796875,62,66
105,"(0, 87)","('off',)","(30,)","(4300,)","('on',)","(30,)","(4300,)","(60, 0)","[('on', None), ('setHue>1', 60)]",2,0.007405757904052734,62,65
106,"(10, 0)","('on',)","(9,)","(4600,)","('on',)","(9,)","(3500,)","(0, 30)","[('setColorTemperature>1', 3500), ('setSaturation>1', 30)]",2,0.015958786010742188,131,148
107,"(16, 0)","('off',)","(15,)","(3900,)","('on',)","(55,)","(3900,)","(80, 0)","[('on', None), ('setHue>1', 80), ('setLevel>1', 55)]",3,0.01290583610534668,81,140
108,"(0, 65)","('on',)","(76,)","(2400,)","('on',)","(35,)","(4900,)","(0, 65)","[('setColorTemperature>1', 4900), ('setLevel>1', 35)]",2,0.003924369812011719,37,66
109,"(10, 0)","('off',)","(45,)","(2300,)","('on',)","(45,)","(2300,)","(0, 62)","[('on', None), ('setSaturation>1', 62)]",2,0.018906354904174805,163,168
110,"(100, 0)","('on',)","(78,)","(4800,)","('on',)","(29,)","(4800,)","(85, 0)","[('setHue>1', 85), ('setLevel>1', 29)]",2,0.01180887222290039,87,118
111,"(0, 88)","('on',)","(41,)","(3600,)","('on',)","(41,)","(3600,)","(0, 84)","[('setSaturation>1', 84)]",1,0.021056652069091797,186,189
112,"(0, 20)","('off',)","(61,)","(5100,)","('on',)","(65,)","(5100,)","(0, 20)","[('on', None), ('setLevel>1', 65)]",2,0.0042951107025146484,66,70
113,"(22, 0)","('on',)","(33,)","(6500,)","('on',)","(23,)","(6500,)","(0, 91)","[('setSaturation>1', 91), ('setLevel>1', 23)]",2,0.023387908935546875,192,219
114,"(4, 0)","('off',)","(6,)","(2500,)","('on',)","(6,)","(3600,)","(0, 74)","[('on', None), ('setColorTemperature>1', 3600), ('setSaturation>1', 74)]",3,0.02113485336303711,175,194
115,"(0, 91)","('off',)","(88,)","(3000,)","('on',)","(88,)","(3000,)","(63, 0)","[('on', None), ('setHue>1', 63)]",2,0.007647037506103516,65,68
116,"(66, 0)","('on',)","(63,)","(3200,)","('on',)","(17,)","(8900,)","(66, 0)","[('setColorTemperature>1', 8900), ('setLevel>1', 17)]",2,0.00519871711730957,68,88
117,"(0, 7)","('off',)","(38,)","(5100,)","('on',)","(38,)","(4500,)","(0, 5)","[('on', None), ('setColorTemperature>1', 4500), ('setSaturation>1', 5)]",3,0.014019489288330078,107,134
118,"(0, 17)","('on',)","(18,)","(7600,)","('on',)","(18,)","(4200,)","(0, 17)","[('setColorTemperature>1', 4200)]",1,0.0013437271118164062,22,24
119,"(69, 0)","('on',)","(16,)","(8700,)","('on',)","(16,)","(5200,)","(0, 23)","[('setColorTemperature>1', 5200), ('setSaturation>1', 23)]",2,0.016193628311157227,124,158
120,"(0, 23)","('on',)","(80,)","(2400,)","('on',)","(6,)","(2400,)","(0, 38)","[('setSaturation>1', 38), ('setLevel>1', 6)]",2,0.01630425453186035,139,149
121,"(25, 0)","('off',)","(29,)","(3400,)","('on',)","(29,)","(3400,)","(48, 0)","[('on', None), ('setHue>1', 48)]",2,0.006000995635986328,49,53
122,"(1, 0)","('on',)","(26,)","(8600,)","('on',)","(26,)","(4500,)","(6, 0)","[('setColorTemperature>1', 4500), ('setHue>1', 6)]",2,0.002449512481689453,25,33
123,"(6, 0)","('on',)","(77,)","(5100,)","('on',)","(77,)","(6800,)","(10, 0)","[('setColorTemperature>1', 6800), ('setHue>1', 10)]",2,0.004216909408569336,47,60
124,"(0, 92)","('on',)","(78,)","(4200,)","('on',)","(78,)","(4200,)","(87, 0)","[('setHue>1', 87)]",1,0.010112524032592773,89,91
125,"(62, 0)","('off',)","(49,)","(5800,)","('on',)","(27,)","(5800,)","(34, 0)","[('on', None), ('setHue>1', 34), ('setLevel>1', 27)]",3,0.00610804557800293,36,66
126,"(0, 56)","('off',)","(1,)","(2300,)","('on',)","(1,)","(2300,)","(0, 18)","[('on', None), ('setSaturation>1', 18)]",2,0.014028549194335938,120,124
127,"(74, 0)","('off',)","(0,)","(3800,)","('on',)","(0,)","(3100,)","(15, 0)","[('on', None), ('setColorTemperature>1', 3100), ('setHue>1', 15)]",3,0.0029959678649902344,17,29
128,"(0, 3)","('off',)","(100,)","(2800,)","('on',)","(89,)","(2800,)","(0, 3)","[('on', None), ('setLevel>1', 89)]",2,0.005660057067871094,91,94
129,"(50, 0)","('on',)","(96,)","(4300,)","('on',)","(96,)","(5600,)","(75, 0)","[('setColorTemperature>1', 5600), ('setHue>1', 75)]",2,0.01084136962890625,76,113
130,"(0, 12)","('off',)","(25,)","(4300,)","('on',)","(49,)","(4300,)","(69, 0)","[('on', None), ('setHue>1', 69), ('setLevel>1', 49)]",3,0.011299371719360352,71,123
131,"(70, 0)","('on',)","(83,)","(8800,)","('on',)","(60,)","(8800,)","(33, 0)","[('setHue>1', 33), ('setLevel>1', 60)]",2,0.00786137580871582,62,97
132,"(34, 0)","('on',)","(76,)","(6200,)","('on',)","(76,)","(6200,)","(0, 44)","[('setSaturation>1', 44)]",1,0.016648292541503906,145,149
133,"(0, 84)","('on',)","(59,)","(3100,)","('on',)","(59,)","(3100,)","(58, 0)","[('setHue>1', 58)]",1,0.0068433284759521484,60,62
134,"(0, 77)","('on',)","(74,)","(8400,)","('on',)","(74,)","(8400,)","(38, 0)","[('setHue>1', 38)]",1,0.004594087600708008,40,42
135,"(0, 36)","('off',)","(47,)","(7100,)","('on',)","(47,)","(7100,)","(66, 0)","[('on', None), ('setHue>1', 66)]",2,0.008056640625,68,71
136,"(0, 82)","('off',)","(5,)","(7800,)","('on',)","(68,)","(7800,)","(0, 31)","[('on', None), ('setSaturation>1', 31), ('setLevel>1', 68)]",3,0.01951885223388672,133,205
137,"(97, 0)","('on',)","(77,)","(4500,)","('on',)","(5,)","(4500,)","(38, 0)","[('setHue>1', 38), ('setLevel>1', 5)]",2,0.005026578903198242,40,47
138,"(47, 0)","('on',)","(72,)","(8000,)","('on',)","(80,)","(8000,)","(58, 0)","[('setHue>1', 58), ('setLevel>1', 80)]",2,0.011663675308227539,81,142
139,"(100, 0)","('on',)","(79,)","(4200,)","('on',)","(63,)","(4200,)","(36, 0)","[('setHue>1', 36), ('setLevel>1', 63)]",2,0.008156299591064453,65,103
140,"(31, 0)","('off',)","(61,)","(2700,)","('on',)","(61,)","(2700,)","(0, 86)","[('on', None), ('setSaturation>1', 86)]",2,0.021609783172607422,187,192
141,"(0, 30)","('on',)","(69,)","(6700,)","('on',)","(40,)","(6700,)","(32, 0)","[('setHue>1', 32), ('setLevel>1', 40)]",2,0.0063250064849853516,42,76
142,"(0, 90)","('off',)","(17,)","(7900,)","('on',)","(90,)","(7000,)","(0, 90)","[('on', None), ('setColorTemperature>1', 7000), ('setLevel>1', 90)]",3,0.008614778518676758,91,143
143,"(93, 0)","('off',)","(71,)","(2400,)","('on',)","(71,)","(8500,)","(84, 0)","[('on', None), ('setColorTemperature>1', 8500), ('setHue>1', 84)]",3,0.013885498046875,86,152
144,"(59, 0)","('off',)","(22,)","(6000,)","('on',)","(8,)","(4000,)","(59, 0)","[('on', None), ('setColorTemperature>1', 4000), ('setLevel>1', 8)]",3,0.002107858657836914,20,31
145,"(83, 0)","('off',)","(58,)","(5700,)","('on',)","(58,)","(5700,)","(0, 35)","[('on', None), ('setSaturation>1', 35)]",2,0.0159451961517334,136,141
146,"(20, 0)","('on',)","(81,)","(6700,)","('on',)","(4,)","(6700,)","(36, 0)","[('setHue>1', 36), ('setLevel>1', 4)]",2,0.004744291305541992,37,44
147,"(0, 43)","('on',)","(57,)","(5800,)","('on',)","(57,)","(5800,)","(88, 0)","[('setHue>1', 88)]",1,0.010230779647827148,90,92
148,"(0, 30)","('on',)","(22,)","(5500,)","('on',)","(82,)","(5500,)","(0, 30)","[('setLevel>1', 82)]",1,0.004995107650756836,83,86
149,"(38, 0)","('on',)","(91,)","(7400,)","('on',)","(20,)","(7400,)","(63, 0)","[('setHue>1', 63), ('setLevel>1', 20)]",2,0.008759021759033203,64,87
150,"(0, 88)","('on',)","(48,)","(5700,)","('on',)","(48,)","(5700,)","(34, 0)","[('setHue>1', 34)]",1,0.00414586067199707,36,38
151,"(0, 32)","('off',)","(44,)","(5800,)","('on',)","(13,)","(5800,)","(0, 63)","[('on', None), ('setSaturation>1', 63), ('setLevel>1', 13)]",3,0.020000457763671875,164,182
152,"(0, 92)","('off',)","(32,)","(7700,)","('on',)","(56,)","(8100,)","(0, 92)","[('on', None), ('setColorTemperature>1', 8100), ('setLevel>1', 56)]",3,0.007346153259277344,60,120
