,prev,prev,prev,prev,next,next,next,next,plan,plan,plan,plan,plan
169,"(0, 6)","('on',)","(61,)","(5900,)","('on',)","(12,)","(5900,)","(0, 6)","[('setLevel', 12)]",1,0.0008883476257324219,14,16
170,"(32, 0)","('off',)","(13,)","(7700,)","('on',)","(13,)","(5900,)","(32, 0)","[('on', None), ('setColorTemperature>1', 5900)]",2,0.0025892257690429688,39,42
171,"(0, 94)","('on',)","(28,)","(5800,)","('on',)","(28,)","(2200,)","(0, 94)","[('setColorTemperature>1', 2200)]",1,0.00016951560974121094,2,4
172,"(0, 31)","('on',)","(65,)","(8300,)","('on',)","(65,)","(3200,)","(0, 31)","[('setColorTemperature>1', 3200)]",1,0.0007581710815429688,12,14
173,"(60, 0)","('off',)","(16,)","(4500,)","('on',)","(96,)","(4500,)","(60, 0)","[('on', None), ('setLevel', 96)]",2,0.0060329437255859375,97,101
174,"(0, 27)","('off',)","(34,)","(5200,)","('on',)","(34,)","(5200,)","(46, 0)","[('on', None), ('setHue>1', 46)]",2,0.00564122200012207,48,51
175,"(86, 0)","('off',)","(62,)","(4900,)","('on',)","(62,)","(4900,)","(0, 20)","[('on', None), ('setSaturation>1', 20)]",2,0.014132499694824219,121,126
176,"(10, 0)","('off',)","(38,)","(5000,)","('on',)","(45,)","(5000,)","(10, 0)","[('on', None), ('setLevel', 45)]",2,0.003069162368774414,46,50
177,"(98, 0)","('on',)","(62,)","(4400,)","('on',)","(62,)","(4400,)","(0, 99)","[('setSaturation>1', 99)]",1,0.02258610725402832,200,204
178,"(0, 93)","('on',)","(93,)","(2700,)","('on',)","(93,)","(2700,)","(0, 45)","[('setSaturation>1', 45)]",1,0.016477108001708984,147,150
179,"(0, 3)","('on',)","(6,)","(3200,)","('on',)","(6,)","(3200,)","(0, 92)","[('setSaturation>1', 92)]",1,0.021605491638183594,193,197
180,"(77, 0)","('off',)","(31,)","(3100,)","('on',)","(31,)","(3100,)","(39, 0)","[('on', None), ('setHue>1', 39)]",2,0.0049092769622802734,41,44
181,"(0, 38)","('off',)","(71,)","(8600,)","('on',)","(71,)","(8600,)","(0, 71)","[('on', None), ('setSaturation>1', 71)]",2,0.019719839096069336,172,177
182,"(18, 0)","('off',)","(21,)","(7600,)","('on',)","(58,)","(7600,)","(18, 0)","[('on', None), ('setLevel', 58)]",2,0.00402522087097168,59,63
183,"(0, 67)","('on',)","(58,)","(7400,)","('on',)","(58,)","(2200,)","(0, 67)","[('setColorTemperature>1', 2200)]",1,0.00018167495727539062,2,4
184,"(0, 51)","('on',)","(30,)","(8700,)","('on',)","(30,)","(8700,)","(67, 0)","[('setHue>1', 67)]",1,0.007723331451416016,69,71
185,"(19, 0)","('on',)","(12,)","(2200,)","('on',)","(12,)","(2200,)","(0, 12)","[('setSaturation>1', 12)]",1,0.012808561325073242,113,117
186,"(0, 18)","('off',)","(7,)","(5300,)","('on',)","(7,)","(8300,)","(0, 18)","[('on', None), ('setColorTemperature>1', 8300)]",2,0.003961801528930664,62,66
187,"(0, 26)","('on',)","(4,)","(5700,)","('on',)","(4,)","(6700,)","(0, 26)","[('setColorTemperature>1', 6700)]",1,0.002755880355834961,46,49
188,"(0, 89)","('on',)","(70,)","(6600,)","('on',)","(70,)","(6600,)","(59, 0)","[('setHue>1', 59)]",1,0.006829023361206055,61,63
189,"(0, 53)","('off',)","(59,)","(4500,)","('on',)","(59,)","(4500,)","(0, 62)","[('on', None), ('setSaturation>1', 62)]",2,0.01942729949951172,163,168
190,"(0, 94)","('on',)","(47,)","(8700,)","('on',)","(39,)","(8700,)","(0, 94)","[('setLevel', 39)]",1,0.0024459362030029297,41,43
191,"(26, 0)","('on',)","(76,)","(5900,)","('on',)","(76,)","(6500,)","(26, 0)","[('setColorTemperature>1', 6500)]",1,0.0026154518127441406,44,47
192,"(67, 0)","('off',)","(62,)","(6500,)","('on',)","(62,)","(6500,)","(41, 0)","[('on', None), ('setHue>1', 41)]",2,0.005126237869262695,43,46
193,"(97, 0)","('on',)","(31,)","(2500,)","('on',)","(31,)","(2500,)","(0, 83)","[('setSaturation>1', 83)]",1,0.020606517791748047,184,188
194,"(0, 64)","('on',)","(42,)","(7200,)","('on',)","(96,)","(7200,)","(0, 64)","[('setLevel', 96)]",1,0.005795955657958984,97,100
195,"(64, 0)","('off',)","(19,)","(5500,)","('on',)","(19,)","(5500,)","(51, 0)","[('on', None), ('setHue>1', 51)]",2,0.006218433380126953,53,56
196,"(0, 72)","('on',)","(65,)","(8900,)","('on',)","(65,)","(5400,)","(0, 72)","[('setColorTemperature>1', 5400)]",1,0.0020394325256347656,34,36
197,"(0, 23)","('on',)","(39,)","(5500,)","('on',)","(9,)","(5500,)","(0, 23)","[('setLevel', 9)]",1,0.0007097721099853516,11,13
198,"(98, 0)","('off',)","(61,)","(7800,)","('on',)","(61,)","(8600,)","(98, 0)","[('on', None), ('setColorTemperature>1', 8600)]",2,0.004080057144165039,65,69
199,"(0, 49)","('off',)","(76,)","(4100,)","('on',)","(76,)","(4100,)","(0, 80)","[('on', None), ('setSaturation>1', 80)]",2,0.02065443992614746,181,186
200,"(0, 3)","('on',)","(1,)","(3800,)","('on',)","(1,)","(3800,)","(51, 0)","[('setHue>1', 51)]",1,0.005906105041503906,53,55
201,"(60, 0)","('off',)","(62,)","(3500,)","('on',)","(62,)","(2300,)","(60, 0)","[('on', None), ('setColorTemperature>1', 2300)]",2,0.0005159378051757812,3,6
202,"(25, 0)","('off',)","(86,)","(7600,)","('on',)","(86,)","(7600,)","(7, 0)","[('on', None), ('setHue>1', 7)]",2,0.0013599395751953125,9,12
203,"(74, 0)","('off',)","(11,)","(2800,)","('on',)","(11,)","(2800,)","(32, 0)","[('on', None), ('setHue>1', 32)]",2,0.004128694534301758,34,37
204,"(0, 3)","('off',)","(73,)","(5000,)","('on',)","(73,)","(5000,)","(51, 0)","[('on', None), ('setHue>1', 51)]",2,0.006196498870849609,53,56
205,"(0, 34)","('off',)","(49,)","(4700,)","('on',)","(49,)","(4700,)","(98, 0)","[('on', None), ('setHue>1', 98)]",2,0.011388540267944336,100,103
206,"(0, 78)","('on',)","(50,)","(8600,)","('on',)","(50,)","(8600,)","(33, 0)","[('setHue>1', 33)]",1,0.0039098262786865234,35,37
207,"(0, 45)","('on',)","(6,)","(8500,)","('on',)","(6,)","(6100,)","(0, 45)","[('setColorTemperature>1', 6100)]",1,0.0024254322052001953,41,43
208,"(0, 38)","('on',)","(73,)","(3300,)","('on',)","(80,)","(3300,)","(0, 38)","[('setLevel', 80)]",1,0.004784584045410156,81,84
209,"(0, 31)","('off',)","(31,)","(7100,)","('on',)","(31,)","(7100,)","(26, 0)","[('on', None), ('setHue>1', 26)]",2,0.003518819808959961,28,31
210,"(0, 31)","('on',)","(46,)","(4400,)","('on',)","(46,)","(7300,)","(0, 31)","[('setColorTemperature>1', 7300)]",1,0.0031082630157470703,52,55
211,"(79, 0)","('off',)","(53,)","(8600,)","('on',)","(53,)","(8600,)","(75, 0)","[('on', None), ('setHue>1', 75)]",2,0.00890660285949707,77,80
212,"(0, 30)","('on',)","(2,)","(6000,)","('on',)","(2,)","(6200,)","(0, 30)","[('setColorTemperature>1', 6200)]",1,0.0024678707122802734,41,44
213,"(42, 0)","('on',)","(7,)","(6500,)","('on',)","(93,)","(6500,)","(42, 0)","[('setLevel', 93)]",1,0.005566120147705078,94,97
214,"(0, 89)","('off',)","(73,)","(6100,)","('on',)","(73,)","(2600,)","(0, 89)","[('on', None), ('setColorTemperature>1', 2600)]",2,0.0007195472717285156,6,9
215,"(25, 0)","('on',)","(68,)","(5000,)","('on',)","(55,)","(5000,)","(25, 0)","[('setLevel', 55)]",1,0.0033681392669677734,57,59
216,"(13, 0)","('on',)","(74,)","(8200,)","('on',)","(74,)","(4100,)","(13, 0)","[('setColorTemperature>1', 4100)]",1,0.001280069351196289,21,23
217,"(67, 0)","('on',)","(59,)","(8300,)","('on',)","(59,)","(8300,)","(34, 0)","[('setHue>1', 34)]",1,0.004059553146362305,36,38
218,"(0, 52)","('off',)","(46,)","(2500,)","('on',)","(46,)","(5000,)","(0, 52)","[('on', None), ('setColorTemperature>1', 5000)]",2,0.0020623207092285156,29,33
219,"(92, 0)","('on',)","(38,)","(5900,)","('on',)","(38,)","(5900,)","(16, 0)","[('setHue>1', 16)]",1,0.002062082290649414,18,20
220,"(0, 92)","('off',)","(83,)","(8700,)","('on',)","(83,)","(8700,)","(0, 15)","[('on', None), ('setSaturation>1', 15)]",2,0.013325929641723633,117,121
221,"(16, 0)","('off',)","(14,)","(3500,)","('on',)","(31,)","(3500,)","(16, 0)","[('on', None), ('setLevel', 31)]",2,0.0022630691528320312,32,36
222,"(9, 0)","('off',)","(50,)","(5400,)","('on',)","(50,)","(5200,)","(9, 0)","[('on', None), ('setColorTemperature>1', 5200)]",2,0.0021805763244628906,32,35
223,"(0, 28)","('off',)","(41,)","(3500,)","('on',)","(41,)","(8400,)","(0, 28)","[('on', None), ('setColorTemperature>1', 8400)]",2,0.0039937496185302734,63,67
224,"(49, 0)","('on',)","(61,)","(2900,)","('on',)","(61,)","(2900,)","(0, 9)","[('setSaturation>1', 9)]",1,0.012441873550415039,110,114
225,"(0, 62)","('on',)","(16,)","(2500,)","('on',)","(16,)","(6400,)","(0, 62)","[('setColorTemperature>1', 6400)]",1,0.0026073455810546875,43,46
226,"(0, 24)","('on',)","(10,)","(8300,)","('on',)","(10,)","(8300,)","(0, 39)","[('setSaturation>1', 39)]",1,0.015759706497192383,140,144
227,"(0, 22)","('off',)","(20,)","(3400,)","('on',)","(6,)","(3400,)","(0, 22)","[('on', None), ('setLevel', 6)]",2,0.0008242130279541016,8,11
228,"(0, 58)","('off',)","(53,)","(4500,)","('on',)","(94,)","(4500,)","(0, 58)","[('on', None), ('setLevel', 94)]",2,0.005883216857910156,95,99
229,"(15, 0)","('on',)","(88,)","(6000,)","('on',)","(88,)","(6000,)","(0, 73)","[('setSaturation>1', 73)]",1,0.019476890563964844,174,178
230,"(0, 29)","('off',)","(1,)","(2800,)","('on',)","(1,)","(2800,)","(35, 0)","[('on', None), ('setHue>1', 35)]",2,0.004445075988769531,37,40
231,"(0, 15)","('on',)","(53,)","(6700,)","('on',)","(55,)","(6700,)","(0, 15)","[('setLevel', 55)]",1,0.0033919811248779297,56,59
232,"(1, 0)","('off',)","(44,)","(8900,)","('on',)","(44,)","(8900,)","(46, 0)","[('on', None), ('setHue>1', 46)]",2,0.005685091018676758,47,51
233,"(0, 70)","('off',)","(22,)","(2600,)","('on',)","(47,)","(2600,)","(0, 70)","[('on', None), ('setLevel', 47)]",2,0.003200531005859375,48,52
234,"(56, 0)","('on',)","(12,)","(6200,)","('on',)","(12,)","(6200,)","(9, 0)","[('setHue>1', 9)]",1,0.0013012886047363281,11,13
235,"(87, 0)","('off',)","(54,)","(4500,)","('on',)","(54,)","(4500,)","(0, 99)","[('on', None), ('setSaturation>1', 99)]",2,0.02263808250427246,200,205
236,"(0, 54)","('off',)","(63,)","(8500,)","('on',)","(63,)","(6200,)","(0, 54)","[('on', None), ('setColorTemperature>1', 6200)]",2,0.002717733383178711,42,45
237,"(0, 38)","('off',)","(28,)","(5400,)","('on',)","(28,)","(5400,)","(26, 0)","[('on', None), ('setHue>1', 26)]",2,0.0034317970275878906,28,31
238,"(0, 63)","('off',)","(94,)","(8800,)","('on',)","(94,)","(8800,)","(50, 0)","[('on', None), ('setHue>1', 50)]",2,0.006104946136474609,52,55
239,"(65, 0)","('on',)","(30,)","(4000,)","('on',)","(30,)","(4400,)","(65, 0)","[('setColorTemperature>1', 4400)]",1,0.0014395713806152344,23,26
240,"(0, 92)","('on',)","(12,)","(2800,)","('on',)","(25,)","(2800,)","(0, 92)","[('setLevel', 25)]",1,0.0016264915466308594,26,29
241,"(0, 41)","('off',)","(36,)","(5200,)","('on',)","(36,)","(5200,)","(14, 0)","[('on', None), ('setHue>1', 14)]",2,0.002139568328857422,16,19
242,"(0, 27)","('on',)","(5,)","(6900,)","('on',)","(5,)","(6900,)","(81, 0)","[('setHue>1', 81)]",1,0.009272098541259766,83,85
243,"(0, 95)","('on',)","(69,)","(8500,)","('on',)","(69,)","(3800,)","(0, 95)","[('setColorTemperature>1', 3800)]",1,0.0011167526245117188,18,20
244,"(0, 26)","('on',)","(69,)","(5800,)","('on',)","(82,)","(5800,)","(0, 26)","[('setLevel', 82)]",1,0.0048944950103759766,83,86
245,"(51, 0)","('off',)","(11,)","(8200,)","('on',)","(94,)","(8200,)","(51, 0)","[('on', None), ('setLevel', 94)]",2,0.005886554718017578,95,99
246,"(23, 0)","('on',)","(65,)","(3000,)","('on',)","(65,)","(3000,)","(5, 0)","[('setHue>1', 5)]",1,0.0008482933044433594,7,9
247,"(34, 0)","('off',)","(93,)","(6800,)","('on',)","(93,)","(6300,)","(34, 0)","[('on', None), ('setColorTemperature>1', 6300)]",2,0.0028116703033447266,43,46
248,"(2, 0)","('off',)","(43,)","(3100,)","('on',)","(43,)","(3100,)","(42, 0)","[('on', None), ('setHue>1', 42)]",2,0.00520777702331543,43,47
249,"(8, 0)","('on',)","(22,)","(8600,)","('on',)","(22,)","(8600,)","(0, 63)","[('setSaturation>1', 63)]",1,0.018524169921875,164,168
250,"(16, 0)","('off',)","(17,)","(7000,)","('on',)","(17,)","(7000,)","(61, 0)","[('on', None), ('setHue>1', 61)]",2,0.007333278656005859,62,66
251,"(0, 21)","('off',)","(53,)","(5400,)","('on',)","(53,)","(6000,)","(0, 21)","[('on', None), ('setColorTemperature>1', 6000)]",2,0.002637147903442383,39,43
252,"(94, 0)","('on',)","(46,)","(7400,)","('on',)","(46,)","(7400,)","(87, 0)","[('setHue>1', 87)]",1,0.009851932525634766,89,91
253,"(90, 0)","('on',)","(44,)","(4600,)","('on',)","(98,)","(4600,)","(90, 0)","[('setLevel', 98)]",1,0.0058591365814208984,99,102
254,"(0, 4)","('on',)","(90,)","(5500,)","('on',)","(90,)","(5500,)","(53, 0)","[('setHue>1', 53)]",1,0.0061414241790771484,55,57
255,"(0, 86)","('on',)","(77,)","(7700,)","('on',)","(77,)","(7700,)","(0, 73)","[('setSaturation>1', 73)]",1,0.019498109817504883,175,178
256,"(5, 0)","('on',)","(33,)","(7100,)","('on',)","(33,)","(8800,)","(5, 0)","[('setColorTemperature>1', 8800)]",1,0.0039594173431396484,67,70
257,"(51, 0)","('off',)","(35,)","(2800,)","('on',)","(35,)","(7300,)","(51, 0)","[('on', None), ('setColorTemperature>1', 7300)]",2,0.00339508056640625,52,56
258,"(0, 83)","('on',)","(21,)","(5400,)","('on',)","(21,)","(3100,)","(0, 83)","[('setColorTemperature>1', 3100)]",1,0.0007033348083496094,11,13
259,"(0, 94)","('off',)","(88,)","(7300,)","('on',)","(88,)","(6200,)","(0, 94)","[('on', None), ('setColorTemperature>1', 6200)]",2,0.0027551651000976562,42,45
260,"(12, 0)","('on',)","(44,)","(5700,)","('on',)","(44,)","(5700,)","(0, 46)","[('setSaturation>1', 46)]",1,0.016544342041015625,147,151
261,"(89, 0)","('off',)","(15,)","(2600,)","('on',)","(15,)","(2600,)","(0, 92)","[('on', None), ('setSaturation>1', 92)]",2,0.022019386291503906,193,198
262,"(0, 5)","('on',)","(49,)","(8300,)","('on',)","(49,)","(7000,)","(0, 5)","[('setColorTemperature>1', 7000)]",1,0.002933502197265625,50,52
263,"(0, 99)","('off',)","(51,)","(2900,)","('on',)","(51,)","(2600,)","(0, 99)","[('on', None), ('setColorTemperature>1', 2600)]",2,0.0006937980651855469,6,9
264,"(0, 23)","('off',)","(80,)","(4600,)","('on',)","(80,)","(3800,)","(0, 23)","[('on', None), ('setColorTemperature>1', 3800)]",2,0.001386404037475586,18,21
265,"(0, 18)","('on',)","(17,)","(2300,)","('on',)","(17,)","(2300,)","(0, 44)","[('setSaturation>1', 44)]",1,0.01631784439086914,145,149
266,"(0, 85)","('off',)","(100,)","(2300,)","('on',)","(100,)","(2300,)","(91, 0)","[('on', None), ('setHue>1', 91)]",2,0.010603904724121094,93,96
267,"(0, 34)","('off',)","(96,)","(3300,)","('on',)","(23,)","(3300,)","(0, 34)","[('on', None), ('setLevel', 23)]",2,0.0018012523651123047,25,28
268,"(0, 43)","('off',)","(18,)","(2700,)","('on',)","(31,)","(2700,)","(0, 43)","[('on', None), ('setLevel', 31)]",2,0.002281665802001953,32,36
269,"(29, 0)","('on',)","(97,)","(5000,)","('on',)","(97,)","(5000,)","(91, 0)","[('setHue>1', 91)]",1,0.010385513305664062,92,95
270,"(0, 21)","('on',)","(84,)","(7000,)","('on',)","(18,)","(7000,)","(0, 21)","[('setLevel', 18)]",1,0.0012314319610595703,20,22
271,"(98, 0)","('on',)","(53,)","(2900,)","('on',)","(30,)","(2900,)","(98, 0)","[('setLevel', 30)]",1,0.0019078254699707031,32,34
272,"(0, 45)","('off',)","(0,)","(6300,)","('on',)","(0,)","(4000,)","(0, 45)","[('on', None), ('setColorTemperature>1', 4000)]",2,0.0015094280242919922,20,23
273,"(90, 0)","('off',)","(33,)","(6000,)","('on',)","(19,)","(6000,)","(90, 0)","[('on', None), ('setLevel', 19)]",2,0.0015680789947509766,21,24
274,"(2, 0)","('off',)","(28,)","(3600,)","('on',)","(28,)","(3600,)","(13, 0)","[('on', None), ('setHue>1', 13)]",2,0.002015829086303711,14,18
275,"(0, 24)","('on',)","(86,)","(6800,)","('on',)","(44,)","(6800,)","(0, 24)","[('setLevel', 44)]",1,0.002748250961303711,46,48
276,"(34, 0)","('on',)","(85,)","(7100,)","('on',)","(85,)","(7100,)","(0, 23)","[('setSaturation>1', 23)]",1,0.013931512832641602,124,128
277,"(0, 12)","('off',)","(22,)","(6700,)","('on',)","(99,)","(6700,)","(0, 12)","[('on', None), ('setLevel', 99)]",2,0.006105899810791016,100,104
278,"(85, 0)","('off',)","(19,)","(4900,)","('on',)","(10,)","(4900,)","(85, 0)","[('on', None), ('setLevel', 10)]",2,0.0010385513305664062,12,15
279,"(0, 15)","('off',)","(71,)","(8700,)","('on',)","(71,)","(4600,)","(0, 15)","[('on', None), ('setColorTemperature>1', 4600)]",2,0.0018157958984375,26,29
280,"(0, 68)","('on',)","(37,)","(3600,)","('on',)","(37,)","(7800,)","(0, 68)","[('setColorTemperature>1', 7800)]",1,0.003355741500854492,57,60
281,"(99, 0)","('on',)","(76,)","(7600,)","('on',)","(6,)","(7600,)","(99, 0)","[('setLevel', 6)]",1,0.00052642822265625,8,10
282,"(22, 0)","('off',)","(88,)","(8200,)","('on',)","(88,)","(7500,)","(22, 0)","[('on', None), ('setColorTemperature>1', 7500)]",2,0.0034961700439453125,55,58
283,"(0, 33)","('on',)","(48,)","(4700,)","('on',)","(72,)","(4700,)","(0, 33)","[('setLevel', 72)]",1,0.004336357116699219,73,76
284,"(0, 89)","('off',)","(66,)","(6500,)","('on',)","(66,)","(6500,)","(35, 0)","[('on', None), ('setHue>1', 35)]",2,0.004452705383300781,37,40
285,"(0, 56)","('off',)","(99,)","(3900,)","('on',)","(99,)","(3900,)","(0, 16)","[('on', None), ('setSaturation>1', 16)]",2,0.013514995574951172,118,122
286,"(95, 0)","('on',)","(65,)","(8000,)","('on',)","(65,)","(8000,)","(84, 0)","[('setHue>1', 84)]",1,0.009592294692993164,86,88
287,"(0, 35)","('on',)","(94,)","(7900,)","('on',)","(94,)","(7900,)","(0, 27)","[('setSaturation>1', 27)]",1,0.014406919479370117,129,132
288,"(0, 97)","('off',)","(93,)","(5000,)","('on',)","(82,)","(5000,)","(0, 97)","[('on', None), ('setLevel', 82)]",2,0.005186796188354492,84,87
289,"(75, 0)","('on',)","(68,)","(3600,)","('on',)","(68,)","(3600,)","(0, 77)","[('setSaturation>1', 77)]",1,0.020005226135253906,178,182
290,"(0, 65)","('on',)","(95,)","(7400,)","('on',)","(95,)","(7400,)","(25, 0)","[('setHue>1', 25)]",1,0.0030438899993896484,27,29
291,"(0, 81)","('off',)","(59,)","(8000,)","('on',)","(59,)","(8000,)","(0, 27)","[('on', None), ('setSaturation>1', 27)]",2,0.014850139617919922,129,133
292,"(13, 0)","('on',)","(5,)","(4200,)","('on',)","(5,)","(4200,)","(11, 0)","[('setHue>1', 11)]",1,0.00150299072265625,13,15
293,"(29, 0)","('on',)","(47,)","(8400,)","('on',)","(47,)","(8400,)","(12, 0)","[('setHue>1', 12)]",1,0.0016248226165771484,14,16
294,"(81, 0)","('on',)","(45,)","(8200,)","('on',)","(45,)","(8200,)","(37, 0)","[('setHue>1', 37)]",1,0.004395723342895508,39,41
295,"(58, 0)","('off',)","(31,)","(3800,)","('on',)","(31,)","(3800,)","(52, 0)","[('on', None), ('setHue>1', 52)]",2,0.006338596343994141,54,57
296,"(0, 31)","('on',)","(83,)","(6100,)","('on',)","(83,)","(2300,)","(0, 31)","[('setColorTemperature>1', 2300)]",1,0.00022840499877929688,3,5
297,"(0, 92)","('on',)","(100,)","(8100,)","('on',)","(100,)","(8100,)","(20, 0)","[('setHue>1', 20)]",1,0.0025091171264648438,22,24
298,"(89, 0)","('on',)","(7,)","(4800,)","('on',)","(7,)","(4800,)","(6, 0)","[('setHue>1', 6)]",1,0.0009677410125732422,8,10
299,"(0, 87)","('off',)","(55,)","(5100,)","('on',)","(55,)","(5100,)","(40, 0)","[('on', None), ('setHue>1', 40)]",2,0.005013704299926758,42,45
300,"(83, 0)","('off',)","(25,)","(7600,)","('on',)","(43,)","(7600,)","(83, 0)","[('on', None), ('setLevel', 43)]",2,0.0030031204223632812,44,48
301,"(0, 1)","('on',)","(78,)","(4800,)","('on',)","(78,)","(7300,)","(0, 1)","[('setColorTemperature>1', 7300)]",1,0.0031099319458007812,52,55
302,"(0, 73)","('on',)","(15,)","(4800,)","('on',)","(15,)","(7400,)","(0, 73)","[('setColorTemperature>1', 7400)]",1,0.003173828125,53,56
303,"(0, 52)","('on',)","(37,)","(7000,)","('on',)","(37,)","(7000,)","(11, 0)","[('setHue>1', 11)]",1,0.001508474349975586,13,15
304,"(47, 0)","('on',)","(52,)","(8100,)","('on',)","(4,)","(8100,)","(47, 0)","[('setLevel', 4)]",1,0.00041174888610839844,6,8
305,"(0, 52)","('on',)","(11,)","(6400,)","('on',)","(11,)","(6400,)","(0, 18)","[('setSaturation>1', 18)]",1,0.013523340225219727,120,123
306,"(29, 0)","('off',)","(78,)","(6700,)","('on',)","(35,)","(6700,)","(29, 0)","[('on', None), ('setLevel', 35)]",2,0.002466440200805664,37,40
307,"(82, 0)","('on',)","(62,)","(6200,)","('on',)","(62,)","(6400,)","(82, 0)","[('setColorTemperature>1', 6400)]",1,0.002604961395263672,43,46
308,"(0, 5)","('off',)","(71,)","(4700,)","('on',)","(71,)","(7200,)","(0, 5)","[('on', None), ('setColorTemperature>1', 7200)]",2,0.003337860107421875,51,55
309,"(0, 95)","('off',)","(0,)","(8500,)","('on',)","(0,)","(8500,)","(95, 0)","[('on', None), ('setHue>1', 95)]",2,0.01106405258178711,97,100
310,"(98, 0)","('off',)","(68,)","(5000,)","('on',)","(68,)","(7600,)","(98, 0)","[('on', None), ('setColorTemperature>1', 7600)]",2,0.00356292724609375,55,59
311,"(0, 72)","('on',)","(61,)","(5100,)","('on',)","(61,)","(8500,)","(0, 72)","[('setColorTemperature>1', 8500)]",1,0.0037598609924316406,64,67
312,"(48, 0)","('on',)","(53,)","(8000,)","('on',)","(53,)","(8000,)","(0, 26)","[('setSaturation>1', 26)]",1,0.014362573623657227,127,131
313,"(0, 2)","('on',)","(52,)","(8200,)","('on',)","(55,)","(8200,)","(0, 2)","[('setLevel', 55)]",1,0.0033524036407470703,56,59
314,"(100, 0)","('off',)","(28,)","(3600,)","('on',)","(91,)","(3600,)","(100, 0)","[('on', None), ('setLevel', 91)]",2,0.0056989192962646484,92,96
315,"(0, 0)","('on',)","(42,)","(4900,)","('on',)","(42,)","(6700,)","(0, 0)","[('setColorTemperature>1', 6700)]",1,0.002763032913208008,46,49
316,"(44, 0)","('off',)","(33,)","(8300,)","('on',)","(33,)","(8300,)","(46, 0)","[('on', None), ('setHue>1', 46)]",2,0.005670070648193359,47,51
317,"(2, 0)","('off',)","(2,)","(5800,)","('on',)","(39,)","(5800,)","(2, 0)","[('on', None), ('setLevel', 39)]",2,0.0027010440826416016,40,44
318,"(0, 54)","('on',)","(41,)","(4800,)","('on',)","(41,)","(4800,)","(0, 85)","[('setSaturation>1', 85)]",1,0.020882606506347656,186,190
319,"(0, 37)","('on',)","(90,)","(6800,)","('on',)","(90,)","(6800,)","(0, 77)","[('setSaturation>1', 77)]",1,0.019954919815063477,178,182
320,"(0, 54)","('on',)","(20,)","(4700,)","('on',)","(81,)","(4700,)","(0, 54)","[('setLevel', 81)]",1,0.004832744598388672,82,85
321,"(5, 0)","('on',)","(99,)","(7300,)","('on',)","(31,)","(7300,)","(5, 0)","[('setLevel', 31)]",1,0.0019850730895996094,33,35
322,"(83, 0)","('on',)","(79,)","(3700,)","('on',)","(79,)","(3700,)","(43, 0)","[('setHue>1', 43)]",1,0.005064964294433594,45,47
323,"(50, 0)","('on',)","(45,)","(7800,)","('on',)","(16,)","(7800,)","(50, 0)","[('setLevel', 16)]",1,0.0011143684387207031,18,20
324,"(0, 45)","('on',)","(32,)","(6400,)","('on',)","(32,)","(6400,)","(22, 0)","[('setHue>1', 22)]",1,0.0027341842651367188,24,26
325,"(0, 44)","('off',)","(15,)","(2700,)","('on',)","(15,)","(2700,)","(0, 89)","[('on', None), ('setSaturation>1', 89)]",2,0.021684885025024414,190,195
326,"(0, 77)","('on',)","(4,)","(8900,)","('on',)","(4,)","(8900,)","(0, 84)","[('setSaturation>1', 84)]",1,0.020714282989501953,185,189
327,"(0, 51)","('on',)","(74,)","(4600,)","('on',)","(74,)","(4600,)","(0, 21)","[('setSaturation>1', 21)]",1,0.013842344284057617,123,126
328,"(0, 96)","('on',)","(90,)","(6200,)","('on',)","(90,)","(6200,)","(98, 0)","[('setHue>1', 98)]",1,0.011089801788330078,100,102
329,"(0, 73)","('off',)","(85,)","(6800,)","('on',)","(85,)","(6800,)","(0, 4)","[('on', None), ('setSaturation>1', 4)]",2,0.012153863906860352,106,110
330,"(0, 22)","('on',)","(78,)","(5200,)","('on',)","(78,)","(5200,)","(50, 0)","[('setHue>1', 50)]",1,0.005806922912597656,52,54
331,"(45, 0)","('on',)","(41,)","(3200,)","('on',)","(85,)","(3200,)","(45, 0)","[('setLevel', 85)]",1,0.005077362060546875,86,89
332,"(0, 32)","('off',)","(11,)","(3100,)","('on',)","(11,)","(4500,)","(0, 32)","[('on', None), ('setColorTemperature>1', 4500)]",2,0.0017850399017333984,24,28
333,"(0, 1)","('off',)","(35,)","(7900,)","('on',)","(35,)","(6400,)","(0, 1)","[('on', None), ('setColorTemperature>1', 6400)]",2,0.0028448104858398438,44,47
334,"(82, 0)","('off',)","(53,)","(3300,)","('on',)","(40,)","(3300,)","(82, 0)","[('on', None), ('setLevel', 40)]",2,0.0027713775634765625,42,45
335,"(44, 0)","('on',)","(67,)","(6500,)","('on',)","(73,)","(6500,)","(44, 0)","[('setLevel', 73)]",1,0.004391670227050781,74,77
336,"(0, 71)","('on',)","(88,)","(3200,)","('on',)","(53,)","(3200,)","(0, 71)","[('setLevel', 53)]",1,0.0032548904418945312,55,57
337,"(60, 0)","('on',)","(16,)","(3000,)","('on',)","(16,)","(3000,)","(0, 70)","[('setSaturation>1', 70)]",1,0.019219398498535156,171,175
338,"(82, 0)","('off',)","(65,)","(3900,)","('on',)","(65,)","(3900,)","(0, 42)","[('on', None), ('setSaturation>1', 42)]",2,0.016414880752563477,143,148
339,"(82, 0)","('off',)","(97,)","(5700,)","('on',)","(61,)","(5700,)","(82, 0)","[('on', None), ('setLevel', 61)]",2,0.003969907760620117,63,66
