,prev,prev,prev,prev,next,next,next,next,plan,plan,plan,plan,plan
89,"(0, 59)","('on',)","(58,)","(8300,)","('on',)","(58,)","(2800,)","(0, 59)","[('setColorTemperature>1', 2800)]",1,0.0005280971527099609,8,10
90,"(55, 0)","('on',)","(1,)","(3900,)","('on',)","(1,)","(3900,)","(0, 67)","[('setSaturation>1', 67)]",1,0.019074678421020508,168,172
91,"(11, 0)","('on',)","(68,)","(6000,)","('on',)","(68,)","(6000,)","(0, 94)","[('setSaturation>1', 94)]",1,0.021849632263183594,195,199
92,"(33, 0)","('on',)","(32,)","(8600,)","('on',)","(32,)","(8600,)","(0, 78)","[('setSaturation>1', 78)]",1,0.020264863967895508,179,183
93,"(58, 0)","('on',)","(48,)","(3400,)","('on',)","(44,)","(3400,)","(58, 0)","[('setLevel', 44)]",1,0.002770662307739258,46,48
94,"(50, 0)","('off',)","(40,)","(8600,)","('on',)","(68,)","(8600,)","(50, 0)","[('on', None), ('setLevel', 68)]",2,0.004406929016113281,69,73
95,"(78, 0)","('off',)","(12,)","(6400,)","('on',)","(12,)","(6400,)","(8, 0)","[('on', None), ('setHue>1', 8)]",2,0.0014777183532714844,10,13
96,"(0, 66)","('on',)","(26,)","(2400,)","('on',)","(53,)","(2400,)","(0, 66)","[('setLevel', 53)]",1,0.0032625198364257812,54,57
97,"(67, 0)","('off',)","(25,)","(2800,)","('on',)","(25,)","(2800,)","(0, 69)","[('on', None), ('setSaturation>1', 69)]",2,0.01945352554321289,170,175
98,"(0, 27)","('off',)","(2,)","(8500,)","('on',)","(2,)","(4600,)","(0, 27)","[('on', None), ('setColorTemperature>1', 4600)]",2,0.0018932819366455078,26,29
99,"(0, 83)","('on',)","(100,)","(5200,)","('on',)","(100,)","(6700,)","(0, 83)","[('setColorTemperature>1', 6700)]",1,0.002766847610473633,46,49
100,"(0, 67)","('off',)","(8,)","(6500,)","('on',)","(78,)","(6500,)","(0, 67)","[('on', None), ('setLevel', 78)]",2,0.004968881607055664,79,83
101,"(0, 38)","('on',)","(36,)","(4600,)","('on',)","(36,)","(4600,)","(0, 80)","[('setSaturation>1', 80)]",1,0.020303964614868164,181,185
102,"(0, 15)","('off',)","(79,)","(2200,)","('on',)","(79,)","(2200,)","(0, 74)","[('on', None), ('setSaturation>1', 74)]",2,0.020090818405151367,175,180
103,"(0, 32)","('on',)","(60,)","(3500,)","('on',)","(60,)","(3500,)","(0, 64)","[('setSaturation>1', 64)]",1,0.018565654754638672,165,169
104,"(0, 11)","('on',)","(9,)","(2700,)","('on',)","(9,)","(8900,)","(0, 11)","[('setColorTemperature>1', 8900)]",1,0.0040721893310546875,68,71
105,"(0, 86)","('on',)","(70,)","(5900,)","('on',)","(4,)","(5900,)","(0, 86)","[('setLevel', 4)]",1,0.0004096031188964844,6,8
106,"(0, 29)","('off',)","(68,)","(6600,)","('on',)","(68,)","(6600,)","(32, 0)","[('on', None), ('setHue>1', 32)]",2,0.004159450531005859,34,37
107,"(47, 0)","('on',)","(25,)","(3200,)","('on',)","(25,)","(3200,)","(85, 0)","[('setHue>1', 85)]",1,0.009714841842651367,86,89
108,"(0, 13)","('off',)","(59,)","(6800,)","('on',)","(68,)","(6800,)","(0, 13)","[('on', None), ('setLevel', 68)]",2,0.004405975341796875,69,73
109,"(0, 98)","('on',)","(35,)","(2800,)","('on',)","(35,)","(2800,)","(0, 65)","[('setSaturation>1', 65)]",1,0.01875615119934082,167,170
110,"(0, 17)","('off',)","(96,)","(2700,)","('on',)","(96,)","(8200,)","(0, 17)","[('on', None), ('setColorTemperature>1', 8200)]",2,0.003889322280883789,61,65
111,"(76, 0)","('on',)","(45,)","(7800,)","('on',)","(45,)","(7800,)","(0, 2)","[('setSaturation>1', 2)]",1,0.011751890182495117,103,107
112,"(0, 62)","('on',)","(59,)","(3200,)","('on',)","(59,)","(3200,)","(92, 0)","[('setHue>1', 92)]",1,0.010557174682617188,94,96
113,"(18, 0)","('on',)","(89,)","(4100,)","('on',)","(39,)","(4100,)","(18, 0)","[('setLevel', 39)]",1,0.0024695396423339844,41,43
114,"(71, 0)","('on',)","(12,)","(6100,)","('on',)","(12,)","(7200,)","(71, 0)","[('setColorTemperature>1', 7200)]",1,0.0030450820922851562,51,54
115,"(0, 13)","('off',)","(22,)","(6000,)","('on',)","(22,)","(6000,)","(0, 54)","[('on', None), ('setSaturation>1', 54)]",2,0.017924785614013672,155,160
116,"(0, 16)","('on',)","(11,)","(5700,)","('on',)","(56,)","(5700,)","(0, 16)","[('setLevel', 56)]",1,0.003459930419921875,57,60
117,"(51, 0)","('on',)","(47,)","(4100,)","('on',)","(47,)","(4100,)","(0, 95)","[('setSaturation>1', 95)]",1,0.02202749252319336,196,200
118,"(8, 0)","('off',)","(9,)","(8900,)","('on',)","(9,)","(8900,)","(21, 0)","[('on', None), ('setHue>1', 21)]",2,0.0029022693634033203,22,26
119,"(0, 81)","('on',)","(54,)","(8800,)","('on',)","(54,)","(8800,)","(0, 83)","[('setSaturation>1', 83)]",1,0.02064967155456543,184,188
120,"(58, 0)","('off',)","(35,)","(4500,)","('on',)","(70,)","(4500,)","(58, 0)","[('on', None), ('setLevel', 70)]",2,0.004550457000732422,71,75
121,"(0, 37)","('off',)","(59,)","(6300,)","('on',)","(59,)","(7100,)","(0, 37)","[('on', None), ('setColorTemperature>1', 7100)]",2,0.003291606903076172,50,54
122,"(5, 0)","('off',)","(26,)","(3700,)","('on',)","(23,)","(3700,)","(5, 0)","[('on', None), ('setLevel', 23)]",2,0.0018205642700195312,25,28
123,"(0, 18)","('on',)","(93,)","(3700,)","('on',)","(93,)","(3700,)","(0, 98)","[('setSaturation>1', 98)]",1,0.022721290588378906,199,203
124,"(0, 83)","('off',)","(42,)","(8500,)","('on',)","(42,)","(8000,)","(0, 83)","[('on', None), ('setColorTemperature>1', 8000)]",2,0.003948688507080078,60,63
125,"(44, 0)","('off',)","(51,)","(7400,)","('on',)","(51,)","(7400,)","(0, 18)","[('on', None), ('setSaturation>1', 18)]",2,0.014702796936035156,119,124
126,"(99, 0)","('on',)","(71,)","(7200,)","('on',)","(71,)","(7200,)","(34, 0)","[('setHue>1', 34)]",1,0.0042574405670166016,36,38
127,"(0, 62)","('off',)","(31,)","(5500,)","('on',)","(31,)","(5500,)","(0, 76)","[('on', None), ('setSaturation>1', 76)]",2,0.0218203067779541,177,182
128,"(79, 0)","('off',)","(52,)","(2900,)","('on',)","(52,)","(2900,)","(27, 0)","[('on', None), ('setHue>1', 27)]",2,0.0041027069091796875,29,32
129,"(0, 69)","('off',)","(39,)","(4400,)","('on',)","(39,)","(4400,)","(0, 90)","[('on', None), ('setSaturation>1', 90)]",2,0.024814367294311523,191,196
130,"(56, 0)","('on',)","(18,)","(6000,)","('on',)","(18,)","(6000,)","(68, 0)","[('setHue>1', 68)]",1,0.00807332992553711,69,72
131,"(28, 0)","('off',)","(26,)","(6600,)","('on',)","(26,)","(6600,)","(91, 0)","[('on', None), ('setHue>1', 91)]",2,0.010865926742553711,92,96
132,"(0, 21)","('off',)","(0,)","(7800,)","('on',)","(0,)","(7800,)","(0, 54)","[('on', None), ('setSaturation>1', 54)]",2,0.017939329147338867,155,160
133,"(0, 53)","('off',)","(12,)","(7700,)","('on',)","(71,)","(7700,)","(0, 53)","[('on', None), ('setLevel', 71)]",2,0.004544258117675781,72,76
134,"(69, 0)","('on',)","(60,)","(6600,)","('on',)","(60,)","(6600,)","(0, 5)","[('setSaturation>1', 5)]",1,0.012047529220581055,106,110
135,"(71, 0)","('on',)","(91,)","(3200,)","('on',)","(91,)","(3200,)","(0, 89)","[('setSaturation>1', 89)]",1,0.02142620086669922,190,194
136,"(98, 0)","('on',)","(14,)","(3300,)","('on',)","(14,)","(3300,)","(0, 73)","[('setSaturation>1', 73)]",1,0.019740581512451172,174,178
137,"(81, 0)","('on',)","(73,)","(7200,)","('on',)","(94,)","(7200,)","(81, 0)","[('setLevel', 94)]",1,0.005617380142211914,95,98
138,"(0, 39)","('off',)","(76,)","(3800,)","('on',)","(76,)","(3800,)","(0, 41)","[('on', None), ('setSaturation>1', 41)]",2,0.016363859176635742,142,147
139,"(83, 0)","('on',)","(38,)","(7300,)","('on',)","(38,)","(7300,)","(33, 0)","[('setHue>1', 33)]",1,0.003991842269897461,35,37
140,"(0, 41)","('on',)","(89,)","(8000,)","('on',)","(94,)","(8000,)","(0, 41)","[('setLevel', 94)]",1,0.005622148513793945,95,98
141,"(0, 99)","('on',)","(46,)","(2300,)","('on',)","(46,)","(2300,)","(57, 0)","[('setHue>1', 57)]",1,0.006597757339477539,59,61
142,"(0, 81)","('off',)","(46,)","(6900,)","('on',)","(46,)","(6900,)","(0, 28)","[('on', None), ('setSaturation>1', 28)]",2,0.014915943145751953,130,134
143,"(1, 0)","('off',)","(93,)","(2200,)","('on',)","(93,)","(3500,)","(1, 0)","[('on', None), ('setColorTemperature>1', 3500)]",2,0.0012111663818359375,14,18
144,"(72, 0)","('on',)","(61,)","(4200,)","('on',)","(61,)","(4200,)","(95, 0)","[('setHue>1', 95)]",1,0.010939359664916992,96,99
145,"(84, 0)","('on',)","(9,)","(8900,)","('on',)","(9,)","(8900,)","(0, 5)","[('setSaturation>1', 5)]",1,0.012122869491577148,106,110
146,"(0, 13)","('on',)","(8,)","(4900,)","('on',)","(74,)","(4900,)","(0, 13)","[('setLevel', 74)]",1,0.004491567611694336,75,78
147,"(0, 74)","('off',)","(71,)","(6200,)","('on',)","(77,)","(6200,)","(0, 74)","[('on', None), ('setLevel', 77)]",2,0.004930257797241211,78,82
148,"(0, 24)","('on',)","(37,)","(7500,)","('on',)","(96,)","(7500,)","(0, 24)","[('setLevel', 96)]",1,0.0057222843170166016,97,100
149,"(0, 55)","('on',)","(78,)","(2400,)","('on',)","(78,)","(2400,)","(0, 20)","[('setSaturation>1', 20)]",1,0.01384592056274414,122,125
150,"(67, 0)","('off',)","(66,)","(7500,)","('on',)","(66,)","(7500,)","(33, 0)","[('on', None), ('setHue>1', 33)]",2,0.00428462028503418,35,38
151,"(46, 0)","('on',)","(24,)","(7700,)","('on',)","(24,)","(7700,)","(48, 0)","[('setHue>1', 48)]",1,0.0056378841400146484,49,52
152,"(0, 41)","('off',)","(47,)","(3300,)","('on',)","(39,)","(3300,)","(0, 41)","[('on', None), ('setLevel', 39)]",2,0.002716541290283203,41,44
153,"(0, 82)","('off',)","(98,)","(6700,)","('on',)","(98,)","(6700,)","(0, 76)","[('on', None), ('setSaturation>1', 76)]",2,0.020165681838989258,178,182
154,"(75, 0)","('on',)","(73,)","(7300,)","('on',)","(73,)","(7300,)","(0, 23)","[('setSaturation>1', 23)]",1,0.014225959777832031,124,128
155,"(0, 91)","('on',)","(88,)","(8400,)","('on',)","(37,)","(8400,)","(0, 91)","[('setLevel', 37)]",1,0.0023336410522460938,39,41
156,"(0, 0)","('on',)","(37,)","(6300,)","('on',)","(37,)","(6300,)","(0, 19)","[('setSaturation>1', 19)]",1,0.013689041137695312,120,124
157,"(0, 8)","('on',)","(67,)","(6100,)","('on',)","(67,)","(6100,)","(0, 96)","[('setSaturation>1', 96)]",1,0.022179841995239258,197,201
158,"(0, 68)","('off',)","(49,)","(6500,)","('on',)","(49,)","(6500,)","(43, 0)","[('on', None), ('setHue>1', 43)]",2,0.005376577377319336,45,48
159,"(86, 0)","('on',)","(14,)","(2900,)","('on',)","(99,)","(2900,)","(86, 0)","[('setLevel', 99)]",1,0.005937099456787109,100,103
160,"(0, 25)","('off',)","(54,)","(8400,)","('on',)","(54,)","(7500,)","(0, 25)","[('on', None), ('setColorTemperature>1', 7500)]",2,0.0035185813903808594,55,58
161,"(83, 0)","('on',)","(37,)","(2700,)","('on',)","(14,)","(2700,)","(83, 0)","[('setLevel', 14)]",1,0.0010037422180175781,16,18
162,"(0, 11)","('on',)","(40,)","(6300,)","('on',)","(71,)","(6300,)","(0, 11)","[('setLevel', 71)]",1,0.004289150238037109,72,75
163,"(16, 0)","('off',)","(50,)","(7100,)","('on',)","(11,)","(7100,)","(16, 0)","[('on', None), ('setLevel', 11)]",2,0.0011126995086669922,13,16
164,"(0, 27)","('off',)","(2,)","(6100,)","('on',)","(2,)","(6100,)","(60, 0)","[('on', None), ('setHue>1', 60)]",2,0.00728297233581543,62,65
165,"(0, 49)","('on',)","(11,)","(2500,)","('on',)","(2,)","(2500,)","(0, 49)","[('setLevel', 2)]",1,0.0002923011779785156,4,6
166,"(84, 0)","('on',)","(16,)","(5400,)","('on',)","(16,)","(5400,)","(0, 95)","[('setSaturation>1', 95)]",1,0.022003650665283203,196,200
167,"(46, 0)","('on',)","(70,)","(7700,)","('on',)","(70,)","(7700,)","(7, 0)","[('setHue>1', 7)]",1,0.0010819435119628906,9,11
168,"(40, 0)","('on',)","(33,)","(7900,)","('on',)","(33,)","(6800,)","(40, 0)","[('setColorTemperature>1', 6800)]",1,0.0028350353240966797,48,50
